paralog	name	curated	frac_in_ref_columns	bar	kept
ITPR1	ITPR1|Poromitra_crassiceps|GCF_964638095.1	False	0.9873	0.7133	True
ITPR1	ITPR1|Myiagra_hebetior|GCA_013397015.1	False	0.9874	0.7133	True
ITPR1	ITPR1|Furnarius_figulus|GCA_013397465.1	False	0.9874	0.7133	True
ITPR1	ITPR1|Grantiella_picta|GCA_013397955.1	False	0.9874	0.7133	True
ITPR1	ITPR1|Sylvia_borin|GCA_014839755.1	False	0.9874	0.7133	True
ITPR1	ITPR1|Cisticola_juncidis|GCA_013400215.1	False	0.9876	0.7133	True
ITPR1	ITPR1|Pristigenys_meyeri|GCA_056506795.1	False	0.9877	0.7133	True
ITPR1	ITPR1|Chaetura_pelagica|GCF_000747805.2	False	0.9877	0.7133	True
ITPR1	ITPR1|Dryoscopus_gambensis|GCA_013389985.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Menura_novaehollandiae|GCA_013396355.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Smithornis_capensis|GCA_013396465.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Vireo_altiloquus|GCA_013396875.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Bucco_capensis|GCA_013396975.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Sinosuthora_webbiana|GCA_013397395.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Aleadryas_rufinucha|GCA_013397815.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Origma_solitaria|GCA_013397895.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Climacteris_rufus|GCA_013398175.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Loxia_curvirostra|GCA_013398455.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Brachypodius_melanocephalos|GCA_013398615.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Elachura_formosa|GCA_013398795.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Anthoscopus_minutus|GCA_013399455.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Tyrannus_savana|GCA_013399735.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Oxyruncus_cristatus|GCA_013399855.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Scytalopus_superciliaris|GCA_013400415.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Erpornis_zantholeuca|GCA_013400515.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Chloropsis_cyanopogon|GCA_013400585.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Lamprotornis_superbus|GCA_015883425.2	False	0.9878	0.7133	True
ITPR1	ITPR1|Copsychus_sechellarum|GCA_054084135.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Spizella_passerina|GCA_056776345.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Acrocephalus_arundinaceus|GCA_058224745.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Corvus_brachyrhynchos|GCF_000691975.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Pterocles_gutturalis|GCF_000699245.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Manacus_vitellinus|GCF_001715985.3	False	0.9878	0.7133	True
ITPR1	ITPR1|Nyctibius_grandis|GCF_013368605.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Gallus_gallus|GCF_016699485.2	False	0.9878	0.7133	True
ITPR1	ITPR1|Poecile_atricapillus|GCF_030490865.1	False	0.9878	0.7133	True
ITPR1	ITPR1|Aphelocoma_coerulescens|GCF_041296385.2	False	0.9878	0.7133	True
ITPR1	ITPR1_Gallus_gallus_Chicken_A0A8V0ZJT0	True	0.9878	0.7133	True
ITPR1	ITPR1|Antrostomus_carolinensis|GCF_000700745.2	False	0.988	0.7133	True
ITPR1	ITPR1|Alca_torda|GCA_008658365.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Bucorvus_abyssinicus|GCA_009769605.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Phoenicopterus_ruber_ruber|GCA_009819775.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Crypturellus_undulatus|GCA_013389825.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Geococcyx_californianus|GCA_013389885.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Pterocles_burchelli|GCA_013397535.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Aegotheles_bennettii|GCA_013398125.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Ceuthmochares_aereus|GCA_013398935.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Rostratula_benghalensis|GCA_013399305.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Nyctiprogne_leucopyga|GCA_013399395.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Podilymbus_podiceps|GCA_013399565.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Aramus_guarauna|GCA_013400195.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Urocolius_indicus|GCA_013401255.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Glareola_pratincola|GCA_013401295.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Hemiprocne_comata|GCA_020745705.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Circaetus_pectoralis|GCA_035590135.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Steatornis_caripensis|GCA_054099775.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Egretta_garzetta|GCF_000687185.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Cariama_cristata|GCF_000690535.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Eurypyga_helias|GCF_000690775.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Mesitornis_unicolor|GCF_000695765.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Acanthisitta_chloris|GCF_000695815.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Pygoscelis_adeliae|GCF_000699105.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Aptenodytes_forsteri|GCF_000699145.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Tinamus_guttatus|GCF_000705375.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Charadrius_vociferus|GCF_000708025.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Nothoprocta_perdicaria|GCF_003342845.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Calypte_anna|GCF_003957555.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Tauraco_erythrolophus|GCF_009769465.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Balearica_regulorum_gibbericeps|GCF_011004875.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Cuculus_canorus|GCF_017976375.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Gymnogyps_californianus|GCF_018139145.2	False	0.9881	0.7133	True
ITPR1	ITPR1|Tyto_alba|GCF_018691265.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Apus_apus|GCF_020740795.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Falco_peregrinus|GCF_023634155.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Rhea_pennata|GCF_028389875.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Colius_striatus|GCF_028858725.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Pelecanus_crispus|GCF_030463565.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Opisthocomus_hoazin|GCF_030867145.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Gavia_stellata|GCF_030936135.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Leptosomus_discolor|GCF_034619465.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Ciconia_boyciana|GCF_034638445.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Mycteria_americana|GCF_035582795.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Caloenas_nicobarica|GCF_036013445.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Dromaius_novaehollandiae|GCF_036370855.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Chlamydotis_macqueenii|GCF_036417535.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Apteryx_mantelli|GCF_036417845.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Lathamus_discolor|GCF_037157495.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Nipponia_nippon|GCF_047370975.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Anas_platyrhynchos|GCF_047663525.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Strix_uralensis|GCF_047716275.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Caprimulgus_europaeus|GCF_907165065.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Haliaeetus_albicilla|GCF_947461875.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Phalacrocorax_carbo|GCF_963921805.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Calonectris_borealis|GCF_964195595.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Gallinula_chloropus|GCF_964237585.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Phaethon_aethereus|GCF_964289735.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Larus_argentatus|GCF_964417175.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Platalea_leucorodia|GCF_965183815.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Aptenodytes_patagonicus|GCF_965638725.1	False	0.9881	0.7133	True
ITPR1	ITPR1|Gambusia_affinis|GCF_019740435.1	False	0.9883	0.7133	True
ITPR1	ITPR1|Nibea_albiflora|GCA_014281875.1	False	0.9884	0.7133	True
ITPR1	ITPR1|Hemitrygon_akajei|GCF_048418815.1	False	0.9884	0.7133	True
ITPR1	ITPR1|Eubucco_bourcierii|GCA_013396675.1	False	0.9885	0.7133	True
ITPR1	vertebrate_basal_Chiloscyllium_punctatum_Brownbanded_ba_A0A401SQC9	True	0.9885	0.7133	True
ITPR1	ITPR1|Albula_goreensis|GCA_022829145.1	False	0.9887	0.7133	True
ITPR1	ITPR1|Narcine_bancroftii|GCF_036971445.1	False	0.9887	0.7133	True
ITPR1	ITPR1|Conger_conger|GCF_963514075.1	False	0.9887	0.7133	True
ITPR1	ITPR1_Salarias_fasciatus_Jewelled_blenny_Ble_A0A672IUQ7	True	0.9887	0.7133	True
ITPR1	ITPR1|Liparis_tanakae|GCA_050084785.1	False	0.9891	0.7133	True
ITPR1	ITPR1|Pristis_pectinata|GCF_009764475.1	False	0.9891	0.7133	True
ITPR1	ITPR1|Antennarius_striatus|GCF_040054535.1	False	0.9891	0.7133	True
ITPR1	ITPR1|Paramormyrops_kingsleyae|GCF_048594095.1	False	0.9891	0.7133	True
ITPR1	ITPR1|Alepocephalus_tenebrosus|GCA_056824585.1	False	0.9894	0.7133	True
ITPR1	ITPR1|Engraulis_encrasicolus|GCF_034702125.1	False	0.9901	0.7133	True
ITPR1	ITPR1|Aldrovandia_affinis|GCA_029706075.1	False	0.9902	0.7133	True
ITPR1	ITPR1|Platax_teira|GCA_058707665.1	False	0.9902	0.7133	True
ITPR1	ITPR1|Parequula_melbournensis|GCA_984656905.1	False	0.9902	0.7133	True
ITPR1	ITPR1|Amblyopsis_spelaea|GCA_046255725.1	False	0.9905	0.7133	True
ITPR1	ITPR1|Hiodon_alosoides|GCA_056783565.1	False	0.9905	0.7133	True
ITPR1	ITPR1|Chaetodon_trifascialis|GCF_039877785.1	False	0.9905	0.7133	True
ITPR1	ITPR1|Heptranchias_perlo|GCF_035084215.1	False	0.9906	0.7133	True
ITPR1	ITPR1|Rhamphochromis_longiceps|GCF_057381845.1	False	0.9906	0.7133	True
ITPR1	ITPR1|Echinorhinus_cookei|GCA_057876775.1	False	0.9909	0.7133	True
ITPR1	ITPR1|Scyliorhinus_torazame|GCF_047496885.1	False	0.9909	0.7133	True
ITPR1	ITPR1|Mastacembelus_armatus|GCF_900324485.3	False	0.9909	0.7133	True
ITPR1	ITPR1|Sphaeramia_orbicularis|GCF_902148855.1	False	0.9909	0.7133	True
ITPR1	ITPR1|Nestor_notabilis|GCF_000696875.1	False	0.991	0.7133	True
ITPR1	ITPR1|Dryobates_pubescens|GCF_014839835.1	False	0.991	0.7133	True
ITPR1	ITPR1|Gracilinanus_agilis|GCF_016433145.1	False	0.9912	0.7133	True
ITPR1	ITPR1|Sphenodon_punctatus|GCA_003113815.1	False	0.9913	0.7133	True
ITPR1	ITPR1|Callorhinchus_milii|GCF_018977255.1	False	0.9913	0.7133	True
ITPR1	ITPR1|Micropterus_dolomieu|GCF_021292245.1	False	0.9913	0.7133	True
ITPR1	ITPR1_Danio_rerio_Zebrafish_Brachydanio_reri_A0AB32U288	True	0.9915	0.7133	True
ITPR1	ITPR1|Cheilinus_undulatus|GCF_018320785.1	False	0.9916	0.7133	True
ITPR1	ITPR1|Ammodytes_marinus|GCF_949987685.1	False	0.9916	0.7133	True
ITPR1	ITPR1|Chelon_labrosus|GCF_963514085.1	False	0.9916	0.7133	True
ITPR1	ITPR1|Carcharodon_carcharias|GCF_017639515.1	False	0.9917	0.7133	True
ITPR1	ITPR1|Heterodontus_francisci|GCF_036365525.1	False	0.9917	0.7133	True
ITPR1	ITPR1|Nothobranchius_furzeri|GCF_043380555.1	False	0.992	0.7133	True
ITPR1	ITPR1|Gadus_morhua|GCF_902167405.1	False	0.992	0.7133	True
ITPR1	ITPR1|Telmatherina_bonti|GCF_933228915.1	False	0.992	0.7133	True
ITPR1	ITPR1|Atractosteus_spatula|GCA_043380575.1	False	0.9923	0.7133	True
ITPR1	ITPR1|Arapaima_gigas|GCA_054883375.1	False	0.9923	0.7133	True
ITPR1	ITPR1|Cololabis_saira|GCF_033807715.1	False	0.9923	0.7133	True
ITPR1	ITPR1|Lepisosteus_oculatus|GCF_040954835.1	False	0.9923	0.7133	True
ITPR1	ITPR1|Notothenia_rossii|GCF_949606895.1	False	0.9923	0.7133	True
ITPR1	ITPR1|Microchirus_variegatus|GCF_963457635.1	False	0.9924	0.7133	True
ITPR1	ITPR1|Nansenia_antarctica|GCF_963989245.1	False	0.9926	0.7133	True
ITPR1	ITPR1|Lampris_incognitus|GCF_029633865.1	False	0.9927	0.7133	True
ITPR1	ITPR1|Erpetoichthys_calabaricus|GCF_900747795.2	False	0.9927	0.7133	True
ITPR1	ITPR1|Thalassophryne_amazonica|GCF_902500255.1	False	0.993	0.7133	True
ITPR1	ITPR1|Scomber_japonicus|GCF_027409825.1	False	0.9931	0.7133	True
ITPR1	ITPR1|Hypomesus_nipponensis|GCF_054491055.1	False	0.9931	0.7133	True
ITPR1	ITPR1|Borostomias_antarcticus|GCF_949987555.1	False	0.9931	0.7133	True
ITPR1	ITPR1|Salmo_salar|GCF_965601325.1	False	0.9931	0.7133	True
ITPR1	ITPR1|Datnioides_polota|GCA_054883175.1	False	0.9934	0.7133	True
ITPR1	ITPR1|Albula_glossodonta|GCA_056783665.1	False	0.9934	0.7133	True
ITPR1	ITPR1|Stylephorus_chordatus|GCA_056824565.1	False	0.9934	0.7133	True
ITPR1	ITPR1|Capros_aper|GCA_965364685.1	False	0.9934	0.7133	True
ITPR1	ITPR1|Acanthurus_tractus|GCA_980438365.1	False	0.9934	0.7133	True
ITPR1	ITPR1|Xenopus_tropicalis|GCF_000004195.4	False	0.9934	0.7133	True
ITPR1	ITPR1|Xiphias_gladius|GCF_016859285.1	False	0.9934	0.7133	True
ITPR1	ITPR1|Pempheris_klunzingeri|GCF_042242105.1	False	0.9934	0.7133	True
ITPR1	ITPR1|Trachurus_japonicus|GCF_045865225.1	False	0.9934	0.7133	True
ITPR1	ITPR1|Lutjanus_erythropterus|GCF_056507025.1	False	0.9934	0.7133	True
ITPR1	ITPR1|Gouania_willdenowi|GCF_900634775.2	False	0.9934	0.7133	True
ITPR1	ITPR1|Sparus_aurata|GCF_900880675.2	False	0.9934	0.7133	True
ITPR1	ITPR1|Myripristis_murdjan|GCF_902150065.1	False	0.9934	0.7133	True
ITPR1	ITPR1|Gobius_niger|GCF_951799975.1	False	0.9934	0.7133	True
ITPR1	ITPR1|Zeus_faber|GCF_960531495.1	False	0.9934	0.7133	True
ITPR1	ITPR1_Chanos_chanos_Milkfish_Mugil_chanos_A0A6J2VJN0	True	0.9934	0.7133	True
ITPR1	ITPR1_Xenopus_tropicalis_Western_clawed_frog_A0A8J0T3U5	True	0.9934	0.7133	True
ITPR1	ITPR1|Esox_lucius|GCF_011004845.1	False	0.9938	0.7133	True
ITPR1	ITPR1|Amia_ocellicauda|GCF_036373705.1	False	0.9938	0.7133	True
ITPR1	ITPR1|Chanos_chanos|GCF_902362185.1	False	0.9938	0.7133	True
ITPR1	ITPR1|Hoplias_malabaricus|GCF_029633855.1	False	0.9952	0.7133	True
ITPR1	ITPR1|Danio_rerio|GCF_052040795.1	False	0.9952	0.7133	True
ITPR1	ITPR1|Tupaia_belangeri_chinensis|GCF_000334495.1	False	0.9953	0.7133	True
ITPR1	ITPR1|Hemicordylus_capensis|GCF_027244095.1	False	0.9956	0.7133	True
ITPR1	ITPR1|Phoxinus_phoxinus|GCF_949152265.1	False	0.9956	0.7133	True
ITPR1	ITPR1|Notamacropus_eugenii|GCF_028372415.1	False	0.9957	0.7133	True
ITPR1	ITPR1|Neoarius_graeffei|GCF_027579695.1	False	0.9959	0.7133	True
ITPR1	ITPR1|Electrophorus_electricus|GCF_041902795.1	False	0.9959	0.7133	True
ITPR1	ITPR1|Eleutherodactylus_coqui|GCF_035609145.1	False	0.996	0.7133	True
ITPR1	ITPR1|Cirrhinus_mrigala|GCA_036247105.2	False	0.9963	0.7133	True
ITPR1	ITPR1|Saccopteryx_bilineata|GCF_036850765.1	False	0.9967	0.7133	True
ITPR1	ITPR1|Bothrops_jararaca|GCA_018340635.1	False	0.997	0.7133	True
ITPR1	ITPR1|Ornithorhynchus_anatinus|GCF_004115215.2	False	0.9971	0.7133	True
ITPR1	ITPR1|Oryctolagus_cuniculus|GCF_964237555.1	False	0.9971	0.7133	True
ITPR1	ITPR1_Podarcis_muralis_Wall_lizard_Lacerta_m_A0A670JBK6	True	0.9971	0.7133	True
ITPR1	ITPR1|Cnephaeus_nilssonii|GCF_951640355.1	False	0.9978	0.7133	True
ITPR1	ITPR1|Balaeniceps_rex|GCA_013401315.1	False	0.9979	0.7133	True
ITPR1	ITPR1|Corythaixoides_concolor|GCA_013399495.1	False	0.9981	0.7133	True
ITPR1	ITPR1|Pontoporia_blainvillei|GCA_987193245.1	False	0.9982	0.7133	True
ITPR1	ITPR1_Apteryx_mantelli_North_Island_brown_ki_A0ABM4F3U0	True	0.9982	0.7133	True
ITPR1	ITPR1|Trichechus_manatus_latirostris|GCF_000243295.1	False	0.9985	0.7133	True
ITPR1	ITPR1|Sousa_chinensis|GCA_007760645.1	False	0.9989	0.7133	True
ITPR1	ITPR1|Cervus_hanglu_yarkandensis|GCA_010411085.1	False	0.9989	0.7133	True
ITPR1	ITPR1|Mus_musculus|GCF_000001635.27	False	0.9989	0.7133	True
ITPR1	ITPR1|Notoryctes_typhlops|GCA_048126345.2	False	0.9993	0.7133	True
ITPR1	ITPR1|Lestoros_inca|GCA_054644205.1	False	0.9993	0.7133	True
ITPR1	ITPR1|Dromiciops_gliroides|GCF_019393635.1	False	0.9993	0.7133	True
ITPR1	ITPR1|Macrotis_lagotis|GCF_037893015.1	False	0.9993	0.7133	True
ITPR1	ITPR1|Sminthopsis_crassicaudata|GCF_048593235.1	False	0.9993	0.7133	True
ITPR1	ITPR1|Psilopogon_haemacephalus|GCA_013396835.1	False	0.9996	0.7133	True
ITPR1	ITPR1|Elephantulus_edwardii|GCF_000299155.1	False	0.9996	0.7133	True
ITPR1	ITPR1|Cricetulus_griseus|GCF_003668045.3	False	0.9996	0.7133	True
ITPR1	ITPR1|Neogale_vison|GCF_020171115.1	False	0.9996	0.7133	True
ITPR1	ITPR1|Sorex_araneus|GCF_027595985.1	False	0.9996	0.7133	True
ITPR1	ITPR1|Manis_pentadactyla|GCF_030020395.1	False	0.9996	0.7133	True
ITPR1	ITPR1|Tenrec_ecaudatus|GCF_050624435.1	False	0.9996	0.7133	True
ITPR1	ITPR1_Mus_musculus_Mouse_P11881	True	0.9996	0.7133	True
ITPR1	ITPR1|Pygathrix_nigripes|GCA_023764695.1	False	1.0	0.7133	True
ITPR1	ITPR1|Heterohyrax_brucei|GCA_028571685.1	False	1.0	0.7133	True
ITPR1	ITPR1|Saguinus_oedipus|GCA_031835075.1	False	1.0	0.7133	True
ITPR1	ITPR1|Homo_sapiens|GCF_000001405.40	False	1.0	0.7133	True
ITPR1	ITPR1|Orycteropus_afer_afer|GCF_000298275.1	False	1.0	0.7133	True
ITPR1	ITPR1|Diceros_bicornis_minor|GCF_020826845.1	False	1.0	0.7133	True
ITPR1	ITPR1|Equus_quagga|GCF_021613505.1	False	1.0	0.7133	True
ITPR1	ITPR1|Tamandua_tetradactyla|GCF_023851605.1	False	1.0	0.7133	True
ITPR1	ITPR1|Elephas_maximus_indicus|GCF_024166365.1	False	1.0	0.7133	True
ITPR1	ITPR1|Cynocephalus_volans|GCF_027409185.1	False	1.0	0.7133	True
ITPR1	ITPR1|Dasypus_novemcinctus|GCF_030445035.2	False	1.0	0.7133	True
ITPR1	ITPR1|Macaca_mulatta|GCF_049350105.2	False	1.0	0.7133	True
ITPR1	ITPR1|Giraffa_tippelskirchi|GCF_054371585.1	False	1.0	0.7133	True
ITPR1	ITPR1_Bos_taurus_Bovine_Q9TU34	True	1.0	0.7133	True
ITPR1	ITPR1_Homo_sapiens_Human_Q14643	True	1.0	0.7133	True
ITPR1	REF|ITPR1|Q14643	True	1.0	0.7133	True
ITPR2	ITPR2|Lissotriton_helveticus|GCF_964261635.1	False	0.4829	0.7133	False
ITPR2	ITPR2|Gambusia_affinis|GCF_019740435.1	False	0.9544	0.7133	True
ITPR2	ITPR2|Platax_teira|GCA_058707665.1	False	0.9688	0.7133	True
ITPR2	ITPR2|Aquarana_catesbeiana|GCF_042186555.1	False	0.9689	0.7133	True
ITPR2	ITPR2|Sparus_aurata|GCF_900880675.2	False	0.9695	0.7133	True
ITPR2	ITPR2|Polymixia_lowei|GCA_047511595.1	False	0.9698	0.7133	True
ITPR2	ITPR2|Borostomias_antarcticus|GCF_949987555.1	False	0.9701	0.7133	True
ITPR2	ITPR2|Trachurus_japonicus|GCF_045865225.1	False	0.9706	0.7133	True
ITPR2	ITPR2|Gadus_morhua|GCF_902167405.1	False	0.972	0.7133	True
ITPR2	ITPR2|Salmo_salar|GCF_965601325.1	False	0.9731	0.7133	True
ITPR2	ITPR2|Nothobranchius_furzeri|GCF_043380555.1	False	0.9734	0.7133	True
ITPR2	ITPR2|Zeus_faber|GCF_960531495.1	False	0.9734	0.7133	True
ITPR2	ITPR2|Micropterus_dolomieu|GCF_021292245.1	False	0.9745	0.7133	True
ITPR2	ITPR2|Cololabis_saira|GCF_033807715.1	False	0.9749	0.7133	True
ITPR2	ITPR2|Xiphias_gladius|GCF_016859285.1	False	0.975	0.7133	True
ITPR2	ITPR2|Entelurus_aequoreus|GCF_033978785.1	False	0.9753	0.7133	True
ITPR2	ITPR2|Sphaeramia_orbicularis|GCF_902148855.1	False	0.9757	0.7133	True
ITPR2	ITPR2|Rhamphochromis_longiceps|GCF_057381845.1	False	0.9759	0.7133	True
ITPR2	ITPR2|Capros_aper|GCA_965364685.1	False	0.976	0.7133	True
ITPR2	ITPR2_Astatotilapia_calliptera_Eastern_river_A0AAX7UHL1	True	0.9763	0.7133	True
ITPR2	ITPR2|Notolepis_coatsorum|GCF_963971535.1	False	0.9766	0.7133	True
ITPR2	ITPR2|Esox_lucius|GCF_011004845.1	False	0.9767	0.7133	True
ITPR2	ITPR2|Mastacembelus_armatus|GCF_900324485.3	False	0.9767	0.7133	True
ITPR2	ITPR2|Pristigenys_meyeri|GCA_056506795.1	False	0.9771	0.7133	True
ITPR2	ITPR2|Poromitra_crassiceps|GCF_964638095.1	False	0.9773	0.7133	True
ITPR2	ITPR2|Cirrhinus_mrigala|GCA_036247105.2	False	0.9777	0.7133	True
ITPR2	ITPR2|Phoxinus_phoxinus|GCF_949152265.1	False	0.9777	0.7133	True
ITPR2	ITPR2|Diretmus_argenteus|GCA_048569125.1	False	0.9782	0.7133	True
