id	section	claim	expected	found	verdict	note	source	op
RE57	retention	6 pairs lie above it	6	6	ok		results/loss_counts/lesion_class_controls.tsv	cell
C01	retention,archive,constraint	the vertebrate genome scope is 309 assemblies	309	309	ok		results/genome_manifest.tsv	nunique
C25	retention	309 of 309 genomes were swept	309	309	ok		results/genome_ledger/ledger_stats.json	json
C26	retention	the sweep recorded 1,236 genome x cell results	1236	1236	ok		results/genome_ledger/ledger_stats.json	json
C27	retention	the sweep recorded 2,144 loci	2144	2144	ok		results/genome_ledger/ledger_stats.json	json
C28	retention	the ryanodine receptor control failed in no genome	0	0	ok		results/genome_ledger/ledger_stats.json	json
C29	retention	the vertebrate scope totals 552.5 Gbp	552535418825	552535418825	ok		results/genome_ledger/ledger_stats.json	json
C30	retention	4 ledger cells were called absent	4	4	ok		results/genome_ledger/genome_ledger.tsv	count
C31	retention	all 4 are cyclostome (Hyperoartia and Myxini)	4	4	ok		results/genome_ledger/genome_ledger.tsv	count
C35	retention	140 of 923 assignable cells are false negatives (15.2 %)	140	140	ok		results/methods/methods_stats.json	json
C36	retention	the false-negative rate is 0.1517	0.1517	0.1517	ok		results/methods/methods_stats.json	json
C37	retention	the RyR sister series gives 42 of 309	42	42	ok		results/methods/methods_stats.json	json
C38	retention	the RyR sister rate is 0.1359	0.1359	0.1359	ok		results/methods/methods_stats.json	json
C39	retention	the two series are indistinguishable (Fisher p = 0.58)	0.578	0.578	ok		results/methods/methods_stats.json	json
C41	retention	the residual false-negative rate above D4's bar is 0.9 %	0.0089	0.0089	ok		results/methods/methods_stats.json	json
C42	retention	the RyR residual rate above the bar is 0.0 %	0.0	0.0	ok		results/methods/methods_stats.json	json
C43	retention,archive	the contiguity bar is 142,212 bp	142212	142212	ok		results/methods/methods_stats.json	json
C44	retention	189 of 309 genomes are above the contiguity bar	189	189	ok		results/loss_dynamics/loss_dynamics_stats.json	json
C45	retention	the ablation reproduces the ledger 1,236 of 1,236 cells	1236	1236	ok		results/methods/methods_stats.json	json
C46	retention	the ablation found no mismatch against the ledger	0	0	ok		results/methods/methods_stats.json	json
C47	retention	the full 38-bait panel recovers 783 cells	783	783	ok		results/methods/methods_stats.json	json
C48	retention	four human baits recover 782 of them	782	782	ok		results/methods/methods_stats.json	json
C49	retention	dropping ITPR1's baits costs 238 cells	-238	-238	ok		results/methods/methods_stats.json	json
C50	retention	dropping ITPR3's baits costs 241 cells	-241	-241	ok		results/methods/methods_stats.json	json
C85	retention	the character matrix holds 927 genome x paralogue cells	927	927	ok		results/loss_dynamics/loss_dynamics_stats.json	json
C86	retention	none of them reaches the absence state	0	0	ok		results/loss_dynamics/loss_dynamics_stats.json	json
C87	retention	923 hold a gene that is present	923	923	ok		results/loss_dynamics/loss_dynamics_stats.json	json
C88	retention	43 cells are reassembled across contigs	43	43	ok		results/loss_dynamics/loss_dynamics_stats.json	json
C89	retention	4 cells are paralogue-unassignable	4	4	ok		results/loss_dynamics/loss_dynamics_stats.json	json
C90	retention	above the bar the minimum is 3.00 gene-equivalents	3.0	3.0	ok		results/loss_dynamics/loss_dynamics_stats.json	json
C91	retention	Dollo places zero losses on the family character	0	0	ok		results/loss_counts/loss_counts_stats.json	json
C92	retention	the family coding manufactures a loss in 2 of 32 settings	2	2	ok		results/loss_counts/loss_counts_stats.json	json
C93	retention	the sensitivity grid has 32 settings	32	32	ok		results/loss_counts/loss_counts_stats.json	json
C94	retention	the paralogue-resolved coding manufactures one in 18 of 32	18	18	ok		results/loss_counts/loss_counts_stats.json	json
C95	retention	its worst case is 45 loss edges	45	45	ok		results/loss_counts/loss_counts_stats.json	json
C96	retention	branch lengths change the count in none of the 32 settings	0	0	ok		results/loss_counts/loss_counts_stats.json	json
C97	retention	1,760 loci were scored for frameshift density	1760	1760	ok		results/loss_counts/loss_counts_stats.json	json
C98	retention	44 clear the lesion bar	44	44	ok		results/loss_counts/loss_counts_stats.json	json
C99	retention	and all 44 are at full coverage	44	44	ok		results/loss_counts/loss_counts_stats.json	json
