Proteome Id	Organism	Organism Id	Protein count
UP000011082	Vittaforma corneae (strain ATCC 50505) (Microsporidian parasite) (Nosema corneum)	993615	2236
UP000011096	Colletotrichum fructicola (strain Nara gc5) (Anthracnose fungus) (Colletotrichum gloeosporioides (strain Nara gc5))	1213859	17182
UP000011668	Thanatephorus cucumeris (strain AG1-IA) (Rice sheath blight fungus) (Rhizoctonia solani)	983506	10482
UP000011715	Magnaporthiopsis poae (strain ATCC 64411 / 73-15) (Kentucky bluegrass fungus) (Magnaporthe poae)	644358	11303
UP000011761	Baudoinia panamericana (strain UAMH 10762) (Angels' share fungus) (Baudoinia compniacensis (strain UAMH 10762))	717646	10508
UP000011777	Candida maltosa (strain Xu316) (Yeast)	1245528	5976
UP000011958	Pneumocystis murina (strain B123) (Mouse pneumocystis pneumonia agent) (Pneumocystis carinii f. sp. muris)	1069680	3635
UP000012174	Eutypa lata (strain UCR-EL1) (Grapevine dieback disease fungus) (Eutypa armeniacae)	1287681	11684
UP000012338	Cochliobolus heterostrophus (strain C4 / ATCC 48331 / race T) (Southern corn leaf blight fungus) (Bipolaris maydis)	665024	12705
UP000013776	Taphrina deformans (strain PYCC 5710 / ATCC 11124 / CBS 356.35 / IMI 108563 / JCM 9778 / NBRC 8474) (Peach leaf curl fungus) (Lalaria deformans)	1097556	4659
UP000014064	Wallemia ichthyophaga (strain EXF-994 / CBS 113033)	1299270	4836
UP000014071	Pseudozyma hubeiensis (strain SY62) (Yeast)	1305764	7472
UP000014074	Phaeoacremonium minimum (strain UCR-PA7) (Esca disease fungus) (Togninia minima)	1286976	8833
UP000014254	Mucor circinelloides f. circinelloides (strain 1006PhL) (Mucormycosis agent) (Calyptromyces circinelloides)	1220926	12143
UP000014480	Colletotrichum orbiculare (strain 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422) (Cucumber anthracnose fungus) (Colletotrichum lagenarium)	1213857	13227
UP000014978	Spraguea lophii (strain 42_110) (Microsporidian parasite)	1358809	2499
UP000015100	Dactylellina haptotyla (strain CBS 200.50) (Nematode-trapping fungus) (Monacrosporium haptotylum)	1284197	10959
UP000015241	Fomitopsis schrenkii (Brown rot fungus)	2126942	13806
UP000015441	Blumeria graminis f. sp. hordei (strain DH14) (Barley powdery mildew) (Oidium monilioides f. sp. hordei)	546991	6486
UP000015464	Schizosaccharomyces cryophilus (strain OY26 / ATCC MYA-4695 / CBS 11777 / NBRC 106824 / NRRL Y48691) (Fission yeast)	653667	5150
UP000016088	Schizosaccharomyces octosporus (strain yFS286) (Fission yeast) (Octosporomyces octosporus)	483514	4964
UP000016800	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831) (Bakanae and foot rot disease fungus) (Fusarium fujikuroi)	1279085	14792
UP000016801	Claviceps purpurea (strain 20.1) (Ergot fungus) (Sphacelia segetum)	1111077	8814
UP000016922	Glarea lozoyensis (strain ATCC 20868 / MF5171)	1116229	13082
UP000016923	Ophiostoma piceae (strain UAMH 11346) (Sap stain fungus)	1262450	8878
UP000016924	Coniosporium apollinis (strain CBS 100218) (Rock-inhabiting black yeast)	1168221	9306
UP000016926	Rhodotorula toruloides (strain NP11) (Yeast) (Rhodosporidium toruloides)	1130832	8160
UP000016929	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	2502994	14157
UP000016930	Ceriporiopsis subvermispora (strain B) (White-rot fungus) (Gelatoporia subvermispora)	914234	12078
UP000016931	Sphaerulina musiva (strain SO2202) (Poplar stem canker fungus) (Septoria musiva)	692275	10154
UP000016932	Pseudocercospora fijiensis (strain CIRAD86) (Black leaf streak disease fungus) (Mycosphaerella fijiensis)	383855	13062
UP000016933	Dothistroma septosporum (strain NZE10 / CBS 128990) (Red band needle blight fungus) (Mycosphaerella pini)	675120	12414
UP000016934	Cochliobolus sativus (strain ND90Pr / ATCC 201652) (Common root rot and spot blotch fungus) (Bipolaris sorokiniana)	665912	12174
UP000016935	Exserohilum turcicum (strain 28A) (Northern leaf blight fungus) (Setosphaeria turcica)	671987	11687
UP000016936	Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O) (Southern corn leaf blight fungus) (Bipolaris maydis)	701091	12857
UP000017200	Microbotryum lychnidis-dioicae (strain p1A1 Lamole / MvSl-1064) (Anther smut fungus)	683840	7656
UP000017559	Moniliophthora roreri (strain MCA 2997) (Cocoa frosty pod rot fungus) (Crinipellis roreri)	1381753	17907
UP000018001	Paecilomyces variotii (strain NBRC 109023 / No. 5) (Byssochlamys spectabilis)	1356009	8877
UP000018087	Sporothrix schenckii (strain ATCC 58251 / de Perez 2211183) (Rose-picker's disease fungus)	1391915	8673
UP000018144	Pyronema omphalodes (strain CBS 100304) (Pyronema confluens)	1076935	13306
UP000019373	Endocarpon pusillum (strain Z07020 / HMAS-L-300199) (Lichen-forming fungus)	1263415	9228
UP000019375	Zygosaccharomyces bailii (strain CLIB 213 / ATCC 58445 / CBS 680 / BCRC 21525 / NBRC 1098 / NCYC 1416 / NRRL Y-2227)	1333698	4722
UP000019376	Penicillium oxalicum (strain 114-2 / CGMCC 5302) (Penicillium decumbens)	933388	9977
UP000019377	Kalmanozyma brasiliensis (strain GHG001) (Yeast) (Pseudozyma brasiliensis)	1365824	5650
UP000019384	Kuraishia capsulata CBS 1993	1382522	6027
UP000019462	Moesziomyces aphidis (Pseudozyma aphidis)	84754	6011
UP000019471	Cladophialophora psammophila CBS 110553	1182543	13417
UP000019473	Cladophialophora yegresii CBS 114405	1182544	10118
UP000019478	Capronia epimyces CBS 606.96	1182542	10469
UP000019484	Capronia coronata CBS 617.96	1182541	9230
UP000019487	Sclerotinia borealis (strain F-4128)	1432307	10165
UP000019804	Aspergillus ruber (strain CBS 135680)	1388766	10054
UP000020467	Colletotrichum fioriniae PJ7	1445577	13759
UP000023623	Trichophyton soudanense CBS 452.61	1215331	10303
UP000024533	Trichophyton interdigitale (strain MR816)	1215338	8217
UP000024837	Drechslerella stenobrocha 248	1043628	5595
UP000027002	Ustilaginoidea virens (Rice false smut fungus) (Villosiclava virens)	1159556	8297
UP000027195	Botryobasidium botryosum (strain FD-172 SS1)	930990	16484
UP000027222	Galerina marginata (strain CBS 339.88)	685588	21357
UP000027238	Colletotrichum sublineola (Sorghum anthracnose fungus)	1173701	12697
UP000027265	Jaapia argillacea MUCL 33604	933084	16341
UP000027361	Tilletiaria anomala (strain ATCC 24038 / CBS 436.72 / UBC 951)	1037660	6806
UP000027456	Rhizoctonia solani 123E	1423351	10990
UP000027586	Lichtheimia corymbifera JMRC:FSU:9682	1263082	13257
UP000027730	Aureobasidium namibiae CBS 147.97	1043004	10258
UP000027920	Exophiala aquamarina CBS 119918	1182545	13118
UP000028045	Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold) (Stilbospora chartarum)	1280523	11510
UP000028524	Stachybotrys chlorohalonatus (strain IBT 40285)	1283841	10676
UP000028545	Pseudallescheria apiosperma (Scedosporium apiospermum)	563466	8375
UP000029665	Pycnoporus cinnabarinus (Cinnabar-red polypore) (Trametes cinnabarina)	5643	10180
UP000029725	Mitosporidium daphniae	1485682	3256
UP000029964	Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137) (Acremonium chrysogenum)	857340	8900
UP000030104	Penicillium italicum (Blue mold)	40296	9993
UP000030143	Penicillium expansum (Blue mold rot fungus)	27334	11060
UP000030641	Aureobasidium subglaciale (strain EXF-2481) (Aureobasidium pullulans var. subglaciale)	1043005	10792
UP000030651	Pestalotiopsis fici (strain W106-1 / CGMCC3.15140)	1229662	15412
UP000030653	Dacryopinax primogenitus (Brown rot fungus)	1858805	10233
UP000030663	Fusarium oxysporum f. sp. raphani 54005	1089458	22754
UP000030669	Gloeophyllum trabeum (strain ATCC 11539 / FP-39264 / Madison 617) (Brown rot fungus)	670483	11735
UP000030671	Heterobasidion irregulare (strain TC 32-1)	747525	13159
UP000030672	Aureobasidium melanogenum (strain CBS 110374) (Aureobasidium pullulans var. melanogenum)	1043003	10583
UP000030686	Penicillium roqueforti (strain FM164)	1365484	12315
UP000030706	Aureobasidium pullulans EXF-150	1043002	11844
UP000030752	Cyphellophora europaea (strain CBS 101466) (Phialophora europaea)	1220924	11090
UP000030755	Rozella allomycis (strain CSF55)	988480	6337
UP000030816	Metarhizium album (strain ARSEF 1941)	1081103	8389
UP000030854	Erysiphe necator (Grape powdery mildew) (Uncinula necator)	52586	6482
UP000031056	Ordospora colligata OC4	1354746	1810
UP000031186	Metarhizium anisopliae (strain ARSEF 549)	3151832	10855
UP000031192	Metarhizium guizhouense (strain ARSEF 977)	1276136	11727
UP000031516	Kluyveromyces dobzhanskii CBS 2104	1427455	4952
UP000031575	Sporothrix brasiliensis 5110	1398154	9091
UP000033140	Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804)	698492	7118
UP000033483	Thielaviopsis punctulata	72032	5254
UP000033647	Zymoseptoria brevis	1047168	10566
UP000034291	Aspergillus rambellii	308745	7761
UP000034680	Diaporthe ampelina	1214573	10703
UP000034841	Ceratocystis fimbriata f. sp. platani	88771	5620
UP000034947	Aspergillus ochraceoroseus	138278	7828
UP000036947	Tolypocladium ophioglossoides (strain CBS 100239) (Snaketongue truffleclub) (Elaphocordyceps ophioglossoides)	1163406	9303
UP000037136	Ophiocordyceps unilateralis (Zombie-ant fungus) (Torrubia unilateralis)	268505	8572
UP000037505	Aspergillus nomiae NRRL (strain ATCC 15546 / NRRL 13137 / CBS 260.88 / M93)	1509407	11916
UP000037696	Penicillium nordicum	229535	12938
UP000037751	Malassezia pachydermatis	77020	4201
UP000037904	Fusarium langsethiae	179993	11939
UP000038010	Cyphellophora attinorum	1664694	11848
UP000039046	[Torrubiella] hemipterigena	1531966	11466
UP000042958	Penicillium brasilianum	104259	11933
UP000044602	Verticillium longisporum (Verticillium dahliae var. longisporum)	100787	20580
UP000044841	Rhizoctonia solani	456999	11878
UP000050424	Neonectria ditissima	78410	12683
UP000053029	Fonsecaea pedrosoi CBS 271.37	1442368	12525
UP000053095	Talaromyces pinophilus (Penicillium pinophilum)	128442	10883
UP000053201	Spizellomyces punctatus (strain DAOM BR117)	645134	9267
UP000053257	Phlebiopsis gigantea (strain 11061_1 CR5-6) (White-rot fungus) (Peniophora gigantea)	745531	11848
UP000053259	Verruconis gallopava	253628	10768
UP000053263	Plicaturopsis crispa FD-325 SS-3	944288	2710
UP000053317	Phaeomoniella chlamydospora (Phaeoacremonium chlamydosporum)	158046	6907
UP000053328	Exophiala spinifera	91928	12047
UP000053342	Exophiala oligosperma	215243	12793
UP000053392	Cryptococcus deuterogattii Ram5	1296110	6462
UP000053411	Fonsecaea multimorphosa CBS 102226	1442371	12368
UP000053424	Hebeloma cylindrosporum	76867	15327
UP000053447	Pneumocystis jirovecii (strain RU7) (Human pneumocystis pneumonia agent)	1408657	3746
UP000053475	Aspergillus ustus	40382	706
UP000053477	Schizopora paradoxa	27342	17051
UP000053558	Coniophora puteana (strain RWD-64-598) (Brown rot fungus)	741705	13735
UP000053573	Blastomyces silverae	2060906	8561
UP000053593	Collybiopsis luxurians FD-317 M1	944289	14588
UP000053611	Cutaneotrichosporon oleaginosum	879819	8317
UP000053617	Rhinocladiella mackenziei (strain CBS 650.93)	1442369	11378
UP000053647	Paxillus involutus ATCC 200175	664439	11689
UP000053732	Penicillium camemberti (strain FM 013)	1429867	14391
UP000053758	Moesziomyces antarcticus (Yeast) (Pseudozyma antarctica)	84753	4672
UP000053789	Cladophialophora bantiana (strain ATCC 10958 / CBS 173.52 / CDC B-1940 / NIH 8579) (Xylohypha bantiana)	1442370	12238
UP000053800	Cryptococcus bacillisporus CA1873	1296111	6631
UP000053815	Mucor ambiguus	91626	11311
UP000053820	Hydnomerulius pinastri MD-312	994086	7783
UP000053831	Escovopsis weberi	150374	6869
UP000053841	Cochliobolus carbonum (strain 26-R-13) (Maize leaf spot fungus) (Bipolaris zeicola)	930089	12851
