upid	organism	taxid	protein_count	group	genus	genus_n_available	status
UP000050741	Globodera pallida (Potato cyst nematode worm) (Heterodera pallida)	36090	16295	metazoa_nonvert			swept
UP000050792	Schistosoma rodhaini	6188	19435	metazoa_nonvert			swept
UP000050794	Toxocara canis (Canine roundworm)	6265	20249	metazoa_nonvert			swept
UP000050795	Trichobilharzia regenti (Nasal bird schistosome)	157069	20231	metazoa_nonvert			swept
UP000051574	Oryctes borbonicus	1629725	8820	metazoa_nonvert			swept
UP000053097	Ooceraea biroi (Clonal raider ant) (Cerapachys biroi)	2015173	16497	metazoa_nonvert			swept
UP000053105	Melipona quadrifasciata	166423	14253	metazoa_nonvert			swept
UP000053240	Papilio machaon (Old World swallowtail butterfly)	76193	15461	metazoa_nonvert			swept
UP000053268	Papilio xuthus (Asian swallowtail butterfly)	66420	15265	metazoa_nonvert			swept
UP000053660	Oesophagostomum dentatum (Nodular worm)	61180	25133	metazoa_nonvert			swept
UP000053676	Necator americanus (Human hookworm)	51031	19125	metazoa_nonvert			swept
UP000053766	Dictyocaulus viviparus (Bovine lungworm)	29172	14161	metazoa_nonvert			swept
UP000053825	Habropoda laboriosa	597456	12781	metazoa_nonvert			swept
UP000054047	Ancylostoma duodenale	51022	27403	metazoa_nonvert			swept
UP000054324	Opisthorchis viverrini (Southeast Asian liver fluke)	6198	16307	metazoa_nonvert			swept
UP000054359	Stegodyphus mimosarum (African social velvet spider)	407821	27009	metazoa_nonvert			swept
UP000054495	Ancylostoma ceylanicum	53326	15861	metazoa_nonvert			swept
UP000054630	Trichinella nelsoni	6336	16597	metazoa_nonvert			swept
UP000054653	Trichinella britovi (Parasitic roundworm)	45882	19931	metazoa_nonvert			swept
UP000054721	Trichinella nativa	6335	16771	metazoa_nonvert			swept
UP000054776	Trichinella spiralis (Trichina worm)	6334	18572	metazoa_nonvert			swept
UP000054783	Trichinella patagoniensis	990121	18337	metazoa_nonvert			swept
UP000054805	Trichinella pseudospiralis (Parasitic roundworm)	6337	16171	metazoa_nonvert			swept
UP000054843	Trichinella papuae	268474	15285	metazoa_nonvert			swept
UP000054995	Trichinella pseudospiralis (Parasitic roundworm)	6337	14319	metazoa_nonvert			swept
UP000055024	Trichinella zimbabwensis	268475	18195	metazoa_nonvert			swept
UP000055048	Trichinella murrelli	144512	17983	metazoa_nonvert			swept
UP000069272	Anopheles albimanus (New world malaria mosquito)	7167	12489	metazoa_nonvert			swept
UP000070412	Sarcoptes scabiei (Itch mite) (Acarus scabiei)	52283	9161	metazoa_nonvert			swept
UP000075809	Mycetomoellerius zeteki	64791	14302	metazoa_nonvert			swept
UP000075840	Anopheles arabiensis (Mosquito)	7173	13818	metazoa_nonvert			swept
UP000075880	Anopheles atroparvus (European mosquito)	41427	15529	metazoa_nonvert			swept
UP000075881	Anopheles christyi	43041	10929	metazoa_nonvert			swept
UP000075883	Anopheles culicifacies	139723	14342	metazoa_nonvert			swept
UP000075884	Anopheles dirus	7168	13101	metazoa_nonvert			swept
UP000075885	Anopheles epiroticus	199890	11991	metazoa_nonvert			swept
UP000075886	Anopheles farauti	69004	13014	metazoa_nonvert			swept
UP000075901	Anopheles maculatus	74869	14865	metazoa_nonvert			swept
UP000075902	Anopheles melas	34690	15232	metazoa_nonvert			swept
UP000075903	Anopheles merus (Mosquito)	30066	13295	metazoa_nonvert			swept
UP000075920	Anopheles minimus	112268	12975	metazoa_nonvert			swept
UP000076407	Anopheles quadriannulatus (Mosquito)	34691	13801	metazoa_nonvert			swept
UP000076408	Anopheles stephensi (Indo-Pakistan malaria mosquito)	30069	11768	metazoa_nonvert			swept
UP000076502	Dufourea novaeangliae (Sweat bee)	178035	11355	metazoa_nonvert			swept
UP000076858	Daphnia magna	35525	26600	metazoa_nonvert			swept
UP000078046	Intoshia linei	1819745	8720	metazoa_nonvert			swept
UP000078200	Glossina austeni (Savannah tsetse fly)	7395	19647	metazoa_nonvert			swept
UP000078492	Trachymyrmex cornetzi	471704	18657	metazoa_nonvert			swept
UP000078540	Atta colombica	520822	14143	metazoa_nonvert			swept
UP000078541	Trachymyrmex septentrionalis	34720	15167	metazoa_nonvert			swept
UP000078542	Cyphomyrmex costatus	456900	15716	metazoa_nonvert			swept
UP000079169	Diaphorina citri (Asian citrus psyllid)	121845	21517	metazoa_nonvert			swept
UP000085678	Lingula anatina (Brachiopod) (Lingula unguis)	7574	34415	metazoa_nonvert			swept
UP000091820	Glossina brevipalpis	37001	14631	metazoa_nonvert			swept
UP000092443	Glossina fuscipes	7396	17759	metazoa_nonvert			swept
UP000092444	Glossina morsitans morsitans (Savannah tsetse fly)	37546	12910	metazoa_nonvert			swept
UP000092445	Glossina pallidipes (Tsetse fly)	7398	19235	metazoa_nonvert			swept
UP000092460	Glossina palpalis gambiensis	67801	19957	metazoa_nonvert			swept
UP000092461	Lutzomyia longipalpis (Sand fly)	7200	10419	metazoa_nonvert			swept
UP000092462	Phlebotomus papatasi (Sandfly)	29031	11386	metazoa_nonvert			swept
UP000094527	Orchesella cincta (Springtail) (Podura cincta)	48709	20218	metazoa_nonvert			swept
UP000095280	Macrostomum lignano	282301	52448	metazoa_nonvert			swept
UP000095281	Meloidogyne hapla (Root-knot nematode worm)	6305	14379	metazoa_nonvert			swept
UP000095282	Caenorhabditis tropicalis	1561998	27198	metazoa_nonvert			swept
UP000095285	Loa loa (Eye worm) (Filaria loa)	7209	12226	metazoa_nonvert			swept
UP000095300	Stomoxys calcitrans (Stable fly) (Conops calcitrans)	35570	18841	metazoa_nonvert			swept
UP000183832	Clunio marinus	568069	22544	metazoa_nonvert			swept
UP000186922	Ramazzottius varieornatus (Water bear) (Tardigrade)	947166	22940	metazoa_nonvert			swept
UP000192223	Agrilus planipennis (Emerald ash borer) (Agrilus marcopoli)	224129	18772	metazoa_nonvert			swept
UP000192247	Tropilaelaps mercedesae	418985	14292	metazoa_nonvert			swept
UP000192578	Hypsibius exemplaris (Freshwater tardigrade)	2072580	20832	metazoa_nonvert			swept
UP000194236	Euroglyphus maynei (Mayne's house dust mite)	6958	15246	metazoa_nonvert			swept
UP000198287	Folsomia candida (Springtail)	158441	28565	metazoa_nonvert			swept
UP000215335	Trichomalopsis sarcophagae	543379	16064	metazoa_nonvert			swept
UP000215902	Macrostomum lignano	282301	43466	metazoa_nonvert			swept
UP000216463	Caenorhabditis latens	1503980	25394	metazoa_nonvert			swept
UP000216624	Caenorhabditis remanei (Caenorhabditis vulgaris)	31234	25466	metazoa_nonvert			swept
UP000218231	Diploscapter pachys	2018661	33981	metazoa_nonvert			swept
UP000225706	Stylophora pistillata (Smooth cauliflower coral)	50429	23873	metazoa_nonvert			swept
UP000230066	Fasciola hepatica (Liver fluke)	6192	11190	metazoa_nonvert			swept
UP000230423	Teladorsagia circumcincta (Brown stomach worm) (Ostertagia circumcincta)	45464	25373	metazoa_nonvert			swept
UP000230750	Apostichopus japonicus (Japanese spiky sea cucumber) (Stichopus japonicus)	307972	30032	metazoa_nonvert			swept
UP000235965	Cryptotermes secundus	105785	27252	metazoa_nonvert			swept
UP000242188	Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis)	6573	22409	metazoa_nonvert			swept
UP000242457	Apis cerana cerana (Oriental honeybee)	94128	9931	metazoa_nonvert			swept
UP000242913	Onchocerca flexuosa	387005	8122	metazoa_nonvert			swept
UP000243686	Opisthorchis viverrini (Southeast Asian liver fluke)	6198	10745	metazoa_nonvert			swept
UP000249218	Helicoverpa armigera (Cotton bollworm) (Heliothis armigera)	29058	8765	metazoa_nonvert			swept
UP000250275	Eufriesea mexicana	516756	7068	metazoa_nonvert			swept
UP000252519	Ancylostoma caninum (Dog hookworm)	29170	29972	metazoa_nonvert			swept
UP000267027	Angiostrongylus costaricensis (Nematode worm)	334426	13350	metazoa_nonvert			swept
UP000267029	Mesocestoides corti (Flatworm)	53468	10572	metazoa_nonvert			swept
UP000267096	Anisakis simplex (Herring worm)	6269	20779	metazoa_nonvert			swept
UP000267606	Onchocerca flexuosa	387005	16057	metazoa_nonvert			swept
UP000268014	Haemonchus placei (Barber's pole worm)	6290	21409	metazoa_nonvert			swept
UP000268350	Drosophila guanche (Fruit fly)	7266	17569	metazoa_nonvert			swept
UP000270094	Strongylus vulgaris (Blood worm)	40348	20844	metazoa_nonvert			swept
UP000270296	Soboliphyme baturini	241478	13153	metazoa_nonvert			swept
UP000270924	Wuchereria bancrofti	6293	13000	metazoa_nonvert			swept
UP000271087	Onchocerca ochengi (Filarial nematode worm)	42157	13353	metazoa_nonvert			swept
UP000271098	Gongylonema pulchrum	637853	26895	metazoa_nonvert			swept
UP000271162	Nippostrongylus brasiliensis (Rat hookworm)	27835	22636	metazoa_nonvert			swept
UP000271889	Cylicostephanus goldi (Nematode worm)	71465	13786	metazoa_nonvert			swept
UP000271974	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	188477	23836	metazoa_nonvert			swept
UP000272942	Echinostoma caproni	27848	18535	metazoa_nonvert			swept
UP000274131	Enterobius vermicularis (Human pinworm)	51028	12840	metazoa_nonvert			swept
UP000274429	Hydatigera taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	6205	11591	metazoa_nonvert			swept
UP000274756	Dracunculus medinensis (Guinea worm)	318479	10868	metazoa_nonvert			swept
UP000275408	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	46731	25411	metazoa_nonvert			swept
UP000275846	Schistocephalus solidus (Tapeworm)	70667	20172	metazoa_nonvert			swept
UP000276776	Thelazia callipaeda (Oriental eyeworm) (Parasitic nematode)	103827	10885	metazoa_nonvert			swept
UP000276991	Acanthocheilonema viteae (Filarial nematode worm) (Dipetalonema viteae)	6277	10007	metazoa_nonvert			swept
UP000277928	Litomosoides sigmodontis (Filarial nematode worm)	42156	9894	metazoa_nonvert			swept
UP000278627	Brugia pahangi (Filarial nematode worm)	6280	14545	metazoa_nonvert			swept
UP000278807	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	102285	13592	metazoa_nonvert			swept
UP000280834	Brugia timori	42155	15861	metazoa_nonvert			swept
UP000281553	Dibothriocephalus latus (Fish tapeworm) (Diphyllobothrium latum)	60516	19927	metazoa_nonvert			swept
UP000282613	Taenia asiatica (Asian tapeworm)	60517	10244	metazoa_nonvert			swept
UP000283509	Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	6689	25399	metazoa_nonvert			swept
UP000285301	Dinothrombium tinctorium	1965070	13518	metazoa_nonvert			swept
UP000288716	Leptotrombidium deliense	299467	14651	metazoa_nonvert			swept
UP000290809	Schistosoma bovis (Blood fluke)	6184	11348	metazoa_nonvert			swept
UP000291343	Laodelphax striatellus (Small brown planthopper) (Delphax striatella)	195883	17309	metazoa_nonvert			swept
UP000292052	Asbolus verrucosus (Blue death-feigning beetle)	1661398	15225	metazoa_nonvert			swept
UP000295192	Drosophila navojoa (Fruit fly)	7232	15505	metazoa_nonvert			swept
UP000297026	Diachasma alloeum	454923	431	metazoa_nonvert			swept
UP000301870	Spodoptera litura (Asian cotton leafworm)	69820	20624	metazoa_nonvert			swept
UP000308267	Opisthorchis felineus	147828	18330	metazoa_nonvert			swept
UP000310200	Temnothorax longispinosus	300112	13035	metazoa_nonvert			swept
UP000311919	Schistosoma japonicum (Blood fluke)	6182	14733	metazoa_nonvert			swept
UP000316759	Fasciola gigantica (Giant liver fluke)	46835	12643	metazoa_nonvert			swept
UP000321570	Hymenolepis diminuta (Rat tapeworm)	6216	18691	metazoa_nonvert			swept
UP000322000	Trichoplusia ni (Cabbage looper)	7111	20891	metazoa_nonvert			swept
UP000324629	Paragonimus westermani	34504	12535	metazoa_nonvert			swept
UP000324832	Leptidea sinapis	189913	19862	metazoa_nonvert			swept
UP000325440	Cinara cedri	506608	22140	metazoa_nonvert			swept
UP000326759	Armadillidium nasatum	96803	14427	metazoa_nonvert			swept
UP000327044	Photinus pyralis (Common eastern firefly) (Lampyris pyralis)	7054	14952	metazoa_nonvert			swept
UP000410492	Callosobruchus maculatus (Southern cowpea weevil) (Pulse bruchid)	64391	30448	metazoa_nonvert			swept
UP000440578	Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite)	1232801	26159	metazoa_nonvert			swept
UP000466442	Apolygus lucorum (Small green plant bug) (Lygocoris lucorum)	248454	19942	metazoa_nonvert			swept
UP000471633	Schistosoma haematobium (Blood fluke)	6185	14543	metazoa_nonvert			swept
UP000475862	Aphis glycines (Soybean aphid)	307491	18358	metazoa_nonvert			swept
UP000479190	Trichogramma brassicae	86971	16797	metazoa_nonvert			swept
UP000479987	Nylanderia fulva	613905	426	metazoa_nonvert			swept
UP000492821	Panagrellus redivivus (Microworm)	6233	26334	metazoa_nonvert			swept
UP000494040	Cimex lectularius (Bed bug) (Acanthia lectularia)	79782	20637	metazoa_nonvert			swept
UP000494106	Arctia plantaginis (Wood tiger moth) (Phalaena plantaginis)	874455	19669	metazoa_nonvert			swept
UP000494163	Drosophila busckii (Fruit fly)	30019	11911	metazoa_nonvert			swept
UP000494165	Cloeon dipterum	197152	29886	metazoa_nonvert			swept
UP000494206	Caenorhabditis bovis	2654633	15096	metazoa_nonvert			swept
UP000502823	Coptotermes formosanus (Formosan subterranean termite)	36987	12806	metazoa_nonvert			swept
UP000504606	Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis)	133901	23245	metazoa_nonvert			swept
UP000504615	Pogonomyrmex barbatus (red harvester ant)	144034	16171	metazoa_nonvert			swept
UP000504618	Temnothorax curvispinosus	300111	21925	metazoa_nonvert			swept
UP000504629	Bombyx mandarina (Wild silk moth) (Wild silkworm)	7092	17282	metazoa_nonvert			swept
UP000504631	Bombus vosnesenskii	207650	19375	metazoa_nonvert			swept
UP000504633	Drosophila hydei (Fruit fly)	7224	18596	metazoa_nonvert			swept
UP000504634	Drosophila lebanonensis (Fruit fly) (Scaptodrosophila lebanonensis)	7225	17832	metazoa_nonvert			swept
UP000504635	Sitophilus oryzae (Rice weevil) (Curculio oryzae)	7048	20363	metazoa_nonvert			swept
UP000507470	Mytilus coruscus (Sea mussel)	42192	64248	metazoa_nonvert			swept
UP000515135	Branchiostoma belcheri (Amphioxus)	7741	31616	metazoa_nonvert			swept
UP000515154	Octopus sinensis (East Asian common octopus)	2607531	30311	metazoa_nonvert			swept
UP000515158	Thrips palmi (Melon thrips)	161013	20983	metazoa_nonvert			swept
UP000515160	Drosophila albomicans (Fruit fly)	7291	21410	metazoa_nonvert			swept
UP000515162	Drosophila mauritiana (Fruit fly)	7226	20916	metazoa_nonvert			swept
UP000515163	Actinia tenebrosa (Australian red waratah sea anemone)	6105	23843	metazoa_nonvert			swept
UP000515164	Bombus bifarius	103933	19309	metazoa_nonvert			swept
UP000515180	Bombus impatiens (Bumblebee)	132113	19194	metazoa_nonvert			swept
UP000515204	Dinoponera quadriceps (South American ant)	609295	17673	metazoa_nonvert			swept
UP000549394	Dimorphilus gyrociliatus	2664684	16145	metazoa_nonvert			swept
UP000593567	Bugula neritina (Brown bryozoan) (Sertularia neritina)	10212	25017	metazoa_nonvert			swept
UP000594260	Varroa destructor (Honeybee mite)	109461	20096	metazoa_nonvert			swept
UP000594262	Clytia hemisphaerica	252671	24557	metazoa_nonvert			swept
UP000594454	Hermetia illucens (Black soldier fly)	343691	17495	metazoa_nonvert			swept
UP000596742	Mytilus galloprovincialis (Mediterranean mussel)	29158	77763	metazoa_nonvert			swept
UP000600918	Vespula pensylvanica (Western yellow jacket) (Wasp)	30213	18484	metazoa_nonvert			swept
UP000605970	Meloidogyne graminicola	189291	10083	metazoa_nonvert			swept
UP000606786	Ceratitis capitata (Mediterranean fruit fly) (Tephritis capitata)	7213	19878	metazoa_nonvert			swept
UP000614350	Vespula vulgaris (Yellow jacket) (Wasp)	7454	15506	metazoa_nonvert			swept
UP000614601	Bursaphelenchus okinawaensis	465554	14486	metazoa_nonvert			swept
UP000617340	Vespula germanica (German yellow jacket) (Paravespula germanica)	30212	17178	metazoa_nonvert			swept
UP000625711	Rhynchophorus ferrugineus (Red palm weevil) (Curculio ferrugineus)	354439	24802	metazoa_nonvert			swept
UP000639338	Aphidius gifuensis (Parasitoid wasp)	684658	11457	metazoa_nonvert			swept
UP000648187	Spodoptera exigua (Beet armyworm) (Noctua fulgens)	7107	14288	metazoa_nonvert			swept
UP000653454	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	51655	16948	metazoa_nonvert			swept
UP000655588	Frieseomelitta varia	561572	11113	metazoa_nonvert			swept
UP000659654	Bursaphelenchus xylophilus (Pinewood nematode worm) (Aphelenchoides xylophilus)	6326	15766	metazoa_nonvert			swept
UP000663828	Adineta ricciae (Rotifer)	249248	64111	metazoa_nonvert			swept
UP000663829	Didymodactylos carnosus	1234261	46721	metazoa_nonvert			swept
UP000663832	Adineta steineri	433720	58276	metazoa_nonvert			swept
UP000663866	Rotaria magnacalcarata	392030	50840	metazoa_nonvert			swept
UP000663870	Rotaria sordida	392033	56912	metazoa_nonvert			swept
UP000663873	Rotaria socialis	392032	49357	metazoa_nonvert			swept
UP000663879	Brachionus calyciflorus	104777	24300	metazoa_nonvert			swept
UP000663880	Pieris macdunnoughi	345717	18615	metazoa_nonvert			swept
UP000667349	Acromyrmex insinuator	230686	8949	metazoa_nonvert			swept
UP000668214	Pseudoatta argentina	621737	9266	metazoa_nonvert			swept
UP000669903	Acromyrmex charruanus	2715315	8957	metazoa_nonvert			swept
UP000670152	Acromyrmex heyeri	230685	9100	metazoa_nonvert			swept
UP000675881	Lepeophtheirus salmonis (Salmon louse) (Caligus salmonis)	72036	17041	metazoa_nonvert			swept
UP000677054	Darwinula stevensoni	69355	15613	metazoa_nonvert			swept
UP000678393	Candidula unifasciata	100452	22446	metazoa_nonvert			swept
UP000678499	Notodromas monacha	399045	14003	metazoa_nonvert			swept
UP000683360	Mytilus edulis (Blue mussel)	6550	73624	metazoa_nonvert			swept
UP000691718	Parnassius apollo (Apollo butterfly) (Papilio apollo)	110799	29850	metazoa_nonvert			swept
UP000694843	Hyalella azteca (Mexican freshwater shrimp) (Ampithoe aztecus)	294128	21129	metazoa_nonvert			swept
UP000694844	Crassostrea virginica (Eastern oyster)	6565	50256	metazoa_nonvert			swept
UP000694845	Acanthaster planci (Crown-of-thorns starfish)	133434	25685	metazoa_nonvert			swept
UP000694846	Sipha flava (yellow sugarcane aphid)	143950	18157	metazoa_nonvert			swept
UP000694865	Saccoglossus kowalevskii (Acorn worm)	10224	22982	metazoa_nonvert			swept
UP000694866	Fopius arisanus	64838	15684	metazoa_nonvert			swept
UP000694867	Galendromus occidentalis (western predatory mite)	34638	11652	metazoa_nonvert			swept
UP000694888	Aplysia californica (California sea hare)	6500	23268	metazoa_nonvert			swept
UP000694904	Drosophila arizonae (Fruit fly)	7263	18139	metazoa_nonvert			swept
UP000694920	Cephus cinctus (Wheat stem sawfly)	211228	23690	metazoa_nonvert			swept
UP000694924	Polistes dominula (European paper wasp) (Vespa dominula)	743375	16591	metazoa_nonvert			swept
UP000694925	Ceratina calcarata	156304	18564	metazoa_nonvert			swept
UP000694941	Limulus polyphemus (Atlantic horseshoe crab)	6850	31306	metazoa_nonvert			swept
UP000695000	Nicrophorus vespilloides (Boreal carrion beetle)	110193	17606	metazoa_nonvert			swept
UP000695007	Ceratosolen solmsi marchali	326594	11647	metazoa_nonvert			swept
UP000695022	Priapulus caudatus (Priapulid worm)	37621	18404	metazoa_nonvert			swept
UP000699462	Paragonimus westermani	34504	12048	metazoa_nonvert			swept
UP000708208	Allacma fusca	39272	50569	metazoa_nonvert			swept
UP000719412	Tenebrio molitor (Yellow mealworm beetle)	7067	15190	metazoa_nonvert			swept
UP000728032	Oppiella nova	334625	23438	metazoa_nonvert			swept
UP000728185	Fasciolopsis buskii	27845	11809	metazoa_nonvert			swept
UP000729913	Cotesia typhae	2053667	8420	metazoa_nonvert			swept
UP000746747	Cercopithifilaria johnstoni	2874296	11543	metazoa_nonvert			swept
UP000747542	Homarus americanus (American lobster)	6706	24357	metazoa_nonvert			swept
UP000748531	Paragonimus heterotremus	100268	12468	metazoa_nonvert			swept
UP000749559	Owenia fusiformis (Polychaete worm)	6347	30622	metazoa_nonvert			swept
UP000752696	Heterotrigona itama	395501	9721	metazoa_nonvert			swept
UP000759131	Medioppia subpectinata	1979941	23182	metazoa_nonvert			swept
UP000770661	Chionoecetes opilio (Atlantic snow crab) (Cancer opilio)	41210	22426	metazoa_nonvert			swept
UP000786811	Cotesia congregata (Parasitoid wasp) (Apanteles congregatus)	51543	13934	metazoa_nonvert			swept
UP000789390	Daphnia galeata	27404	15633	metazoa_nonvert			swept
UP000789524	Danaus chrysippus (African queen)	151541	19335	metazoa_nonvert			swept
