upid	organism	taxid	protein_count	group	genus	genus_n_available	status
UP000032680	Acidisphaera rubrifaciens HS-AP3	1231350	2788	bacteria_genus	Acidisphaera	1	swept
UP001589788	Aciditerrimonas ferrireducens	667306	2682	bacteria_genus	Aciditerrimonas	1	swept
UP000193925	Acidithiobacillus ferrivorans	160808	3811	bacteria_genus	Acidithiobacillus	17	swept
UP000032360	Acidithrix ferrooxidans	1280514	3548	bacteria_genus	Acidithrix	1	swept
UP000002207	Acidobacterium capsulatum (strain ATCC 51196 / DSM 11244 / BCRC 80197 / JCM 7670 / NBRC 15755 / NCIMB 13165 / 161)	240015	3363	bacteria_genus	Acidobacterium	1	swept
UP001156641	Acidocella aquatica	1922313	3768	bacteria_genus	Acidocella	3	swept
UP000019760	Acidomonas methanolica NBRC 104435	1231351	3270	bacteria_genus	Acidomonas	1	swept
UP000008221	Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B)	351607	2157	bacteria_genus	Acidothermus	1	swept
UP000575083	Acidovorax soli	592050	7020	bacteria_genus	Acidovorax	15	swept
UP001180087	Aciduricibacillus chroicocephali	3054939	2640	bacteria_genus	Aciduricibacillus	1	swept
UP000013251	Acinetobacter bereziniae LMG 1003 = CIP 70.12	981324	4616	bacteria_genus	Acinetobacter	93	swept
UP000331127	Acrocarpospora macrocephala	150177	10697	bacteria_genus	Acrocarpospora	4	swept
UP000585681	Actibacterium naphthalenivorans	1614693	4025	bacteria_genus	Actibacterium	5	swept
UP001501353	Actimicrobium antarcticum	1051899	3805	bacteria_genus	Actimicrobium	1	swept
UP000305778	Actinacidiphila oryziradicis	2571141	9780	bacteria_genus	Actinacidiphila	14	swept
UP001501442	Actinoallomurus vinaceus	1080074	10789	bacteria_genus	Actinoallomurus	7	swept
UP000185511	Actinoalloteichus fjordicus	1612552	5950	bacteria_genus	Actinoalloteichus	4	swept
UP000005467	Actinobacillus ureae ATCC 25976	887324	2475	bacteria_genus	Actinobacillus	12	swept
UP000182744	Actinobaculum suis	1657	1723	bacteria_genus	Actinobaculum	2	swept
UP000612808	Actinocatenispora rupis	519421	7299	bacteria_genus	Actinocatenispora	4	swept
UP000272400	Actinocorallia herbida	58109	8804	bacteria_genus	Actinocorallia	6	swept
UP000677913	Actinocrinis puniceicyclus	977794	5805	bacteria_genus	Actinocrinis	1	swept
UP000295680	Actinocrispum wychmicini	1213861	10734	bacteria_genus	Actinocrispum	1	swept
UP000239203	Actinokineospora auranticolor	155976	7400	bacteria_genus	Actinokineospora	13	swept
UP001596074	Actinomadura rugatobispora	1994	11117	bacteria_genus	Actinomadura	56	swept
UP000334019	Actinomarinicola tropica	2789776	3559	bacteria_genus	Actinomarinicola	1	swept
UP000016536	Actinomyces johnsonii F0542	1321818	3324	bacteria_genus	Actinomyces	23	swept
UP001369736	Actinomycetospora flava	3129232	6612	bacteria_genus	Actinomycetospora	14	swept
UP000294927	Actinophytocola oryzae	502181	9429	bacteria_genus	Actinophytocola	6	swept
UP001597183	Actinoplanes sichuanensis	512349	11009	bacteria_genus	Actinoplanes	29	swept
UP000638648	Actinopolymorpha pittospori	648752	10013	bacteria_genus	Actinopolymorpha	4	swept
UP000198716	Actinopolyspora alba	673379	4690	bacteria_genus	Actinopolyspora	8	swept
UP001165079	Actinorhabdospora filicis	1785913	6938	bacteria_genus	Actinorhabdospora	1	swept
UP000295281	Actinorugispora endophytica	1605990	4593	bacteria_genus	Actinorugispora	1	swept
UP000675781	Actinospica durhamensis	1508375	8427	bacteria_genus	Actinospica	4	swept
UP000002213	Actinosynnema mirum (strain ATCC 29888 / DSM 43827 / JCM 3225 / NBRC 14064 / NCIMB 13271 / NRRL B-12336 / IMRU 3971 / 101)	446462	6912	bacteria_genus	Actinosynnema	2	swept
UP000019753	Actinotalea ferrariae CF5-4	948458	3558	bacteria_genus	Actinotalea	4	swept
UP001284901	Actinotignum timonense	1870995	1862	bacteria_genus	Actinotignum	5	swept
UP000738431	Actomonas aquatica	2866162	4614	bacteria_genus	Actomonas	2	swept
UP000196710	Acutalibacter muris	1796620	3601	bacteria_genus	Acutalibacter	1	swept
UP000249590	Acuticoccus sediminis	2184697	6745	bacteria_genus	Acuticoccus	2	swept
UP000319852	Adhaeretor mobilis	1930276	4864	bacteria_genus	Adhaeretor	1	swept
UP000240357	Adhaeribacter arboris	2072846	5618	bacteria_genus	Adhaeribacter	9	swept
UP000014204	Adlercreutzia caecimuris B7	1235794	2435	bacteria_genus	Adlercreutzia	9	swept
UP000481033	Adonisia turfae CCMR0081	2292702	7034	bacteria_genus	Adonisia	1	swept
UP000293398	Advenella incenata	267800	4516	bacteria_genus	Advenella	7	swept
UP000070442	Aedoeadaptatus coxii	755172	1860	bacteria_genus	Aedoeadaptatus	4	swept
UP001155241	Aeoliella straminimaris	2954799	5896	bacteria_genus	Aeoliella	2	swept
UP001523566	Aequitasia blattaphilus	2949332	2975	bacteria_genus	Aequitasia	1	swept
UP000005615	Aequoribacter fuscus	2518989	2855	bacteria_genus	Aequoribacter	1	swept
UP000321497	Aequorivita antarctica	153266	3464	bacteria_genus	Aequorivita	16	swept
UP000076476	Aeribacillus pallidus	33936	3519	bacteria_genus	Aeribacillus	3	swept
UP000228976	Aeriscardovia aeriphila	218139	1287	bacteria_genus	Aeriscardovia	1	swept
UP000250354	Aerococcus mictus	2976810	1941	bacteria_genus	Aerococcus	13	swept
UP000316471	Aerolutibacter ruishenii	686800	3035	bacteria_genus	Aerolutibacter	1	swept
UP000380867	Aeromicrobium ginsengisoli	363867	3891	bacteria_genus	Aeromicrobium	21	swept
UP001304847	Aeromonas caviae (Aeromonas punctata)	648	4798	bacteria_genus	Aeromonas	26	swept
UP000501891	Aerophototrophica crusticola	1709002	3265	bacteria_genus	Aerophototrophica	1	swept
UP000641646	Aerosakkonema funiforme FACHB-1375	2949571	7004	bacteria_genus	Aerosakkonema	1	swept
UP000270530	Aerosticca soli	2010829	2599	bacteria_genus	Aerosticca	1	swept
UP001156141	Aestuariibaculum lutulentum	2920935	3489	bacteria_genus	Aestuariibaculum	4	swept
UP001665266	Aestuariibius violaceus	3234132	4396	bacteria_genus	Aestuariibius	2	swept
UP000280792	Aestuariirhabdus litorea	2528527	3340	bacteria_genus	Aestuariirhabdus	1	swept
UP000256845	Aestuariispira insulae	1461337	4490	bacteria_genus	Aestuariispira	1	swept
UP000248795	Aestuariivirga litoralis	2650924	3996	bacteria_genus	Aestuariivirga	1	swept
UP000667802	Aetokthonos hydrillicola (strain Thurmond2011)	2712845	8000	bacteria_genus	Aetokthonos	1	swept
UP000335415	Affinibrenneria salicis	2590031	4605	bacteria_genus	Affinibrenneria	1	swept
UP000316801	Affinirhizobium straminoryzae	1387186	5046	bacteria_genus	Affinirhizobium	4	swept
UP000624279	Affinundibacterium flavidum	2762297	4213	bacteria_genus	Affinundibacterium	9	swept
UP000199347	Afifella marina DSM 2698	1120955	3662	bacteria_genus	Afifella	1	swept
UP000001096	Afipia broomeae ATCC 49717	883078	4994	bacteria_genus	Afipia	7	swept
UP001172083	Agaribacillus aureus	3051825	7159	bacteria_genus	Agaribacillus	1	swept
UP001156601	Agaribacter marinus	1431249	4035	bacteria_genus	Agaribacter	2	swept
UP000602745	Agaricicola taiwanensis	591372	3611	bacteria_genus	Agaricicola	1	swept
UP000014461	Agarivorans albus MKT 106	1331007	4397	bacteria_genus	Agarivorans	3	swept
UP000001477	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) (Eubacterium rectale)	515619	3545	bacteria_genus	Agathobacter	2	swept
UP001672466	Agathobaculum massiliense	3014267	3259	bacteria_genus	Agathobaculum	5	swept
UP000226080	Aggregatibacter actinomycetemcomitans (Actinobacillus actinomycetemcomitans) (Haemophilus actinomycetemcomitans)	714	2228	bacteria_genus	Aggregatibacter	3	swept
UP000310017	Aggregatimonas sangjinii	2583587	3847	bacteria_genus	Aggregatimonas	1	swept
UP000244223	Agitococcus lubricus	1077255	3309	bacteria_genus	Agitococcus	1	swept
UP000193244	Agreia pratensis	150121	3417	bacteria_genus	Agreia	2	swept
UP000051236	Agrilactobacillus composti DSM 18527 = JCM 14202	1423734	3260	bacteria_genus	Agrilactobacillus	3	swept
UP000639274	Agrilutibacter solisilvae	2763317	3228	bacteria_genus	Agrilutibacter	3	swept
UP000192140	Agrobacterium deltaense NCPPB 1641	1183425	6050	bacteria_genus	Agrobacterium	23	swept
UP000198822	Agrococcus jejuensis	399736	3218	bacteria_genus	Agrococcus	11	swept
UP000293865	Agromyces albus	205332	3965	bacteria_genus	Agromyces	36	swept
UP000241074	Ahniella affigens	2021234	4694	bacteria_genus	Ahniella	1	swept
UP001671111	Ahrensia marina	1514904	3627	bacteria_genus	Ahrensia	3	swept
UP000198500	Aidingimonas halophila	574349	3626	bacteria_genus	Aidingimonas	1	swept
UP001202031	Akkermansia massiliensis	2927224	2689	bacteria_genus	Akkermansia	4	swept
UP001580928	Albibacterium profundi	3134906	2851	bacteria_genus	Albibacterium	2	swept
UP000008332	Albidiferax ferrireducens (strain ATCC BAA-621 / DSM 15236 / T118) (Rhodoferax ferrireducens)	338969	4401	bacteria_genus	Albidiferax	1	swept
UP001209535	Albidovulum salinarum	2984153	4297	bacteria_genus	Albidovulum	8	swept
UP000199377	Albimonas pacifica	1114924	5319	bacteria_genus	Albimonas	2	swept
UP000595916	Alcaligenes xylosoxydans xylosoxydans (Achromobacter xylosoxidans)	85698	6288	bacteria_genus	Alcaligenes	10	swept
UP000006286	Alcanivorax dieselolei (strain DSM 16502 / CGMCC 1.3690 / MCCC 1A00001 / B-5) (Alloalcanivorax dieselolei)	930169	4388	bacteria_genus	Alcanivorax	9	swept
UP000294824	Algibacter lectus	221126	3829	bacteria_genus	Algibacter	9	swept
UP000464495	Algicella marina	2683284	3843	bacteria_genus	Algicella	1	swept
UP001671082	Algihabitans albus	2164067	4310	bacteria_genus	Algihabitans	1	swept
UP001161390	Algimonas porphyrae	1128113	3081	bacteria_genus	Algimonas	3	swept
UP000286482	Alginatibacterium sediminis	2164068	3984	bacteria_genus	Alginatibacterium	1	swept
UP001674500	Algirhabdus cladophorae	3377108	3697	bacteria_genus	Algirhabdus	1	swept
UP000541810	Algisphaera agarilytica	1385975	3555	bacteria_genus	Algisphaera	1	swept
UP001500298	Algivirga pacifica	1162670	4129	bacteria_genus	Algivirga	1	swept
UP000199149	Algoriella xinjiangensis	684065	3034	bacteria_genus	Algoriella	1	swept
UP000256405	Algoriphagus antarcticus	238540	5053	bacteria_genus	Algoriphagus	34	swept
UP000252669	Aliarcobacter vitoriensis	2011099	2352	bacteria_genus	Aliarcobacter	7	swept
UP000007938	Alicycliphilus denitrificans (strain DSM 14773 / CIP 107495 / K601)	596154	4620	bacteria_genus	Alicycliphilus	2	swept
UP001164761	Alicyclobacillus fastidiosus	392011	5322	bacteria_genus	Alicyclobacillus	12	swept
UP000318741	Alienimonas californiensis	2527989	4303	bacteria_genus	Alienimonas	2	swept
UP001596143	Aliibacillus thermotolerans	1834418	2737	bacteria_genus	Aliibacillus	1	swept
UP000243605	Aliicoccus persicus	930138	1983	bacteria_genus	Aliicoccus	1	swept
UP000287823	Aliidiomarina soli	1928574	2855	bacteria_genus	Aliidiomarina	10	swept
UP000646365	Aliidongia dinghuensis	1867774	6784	bacteria_genus	Aliidongia	1	swept
UP000309450	Aliigemmobacter aestuarii	1445661	3480	bacteria_genus	Aliigemmobacter	1	swept
UP000006334	Aliiglaciecola lipolytica E3	1127673	4327	bacteria_genus	Aliiglaciecola	2	swept
UP000315439	Aliikangiella coralliicola	2592383	5286	bacteria_genus	Aliikangiella	4	swept
UP000547879	Aliirhizobium wenxiniae	1737357	6187	bacteria_genus	Aliirhizobium	3	swept
UP000050471	Aliiroseovarius crassostreae	154981	3465	bacteria_genus	Aliiroseovarius	6	swept
UP000199382	Aliiruegeria lutimaris	571298	5650	bacteria_genus	Aliiruegeria	2	swept
UP001623232	Aliisedimentitalea scapharcae	1524259	4566	bacteria_genus	Aliisedimentitalea	1	swept
UP000306602	Aliishimia ponticola	2499833	3826	bacteria_genus	Aliishimia	1	swept
UP001156660	Aliivibrio sifiae	566293	4202	bacteria_genus	Aliivibrio	6	swept
UP000659697	Alishewanella longhuensis	1091037	3467	bacteria_genus	Alishewanella	6	swept
UP001058267	Alistipes senegalensis JC50	1033732	3124	bacteria_genus	Alistipes	14	swept
UP000032452	Aliterella atlantica CENA595	1618023	4366	bacteria_genus	Aliterella	1	swept
UP000245909	Alitibacter langaaensis DSM 22999	1122935	1879	bacteria_genus	Alitibacter	1	swept
UP001652395	Alitiscatomonas aceti	2981724	3173	bacteria_genus	Alitiscatomonas	1	swept
UP001500740	Alkalibacillus silvisoli	392823	3093	bacteria_genus	Alkalibacillus	5	swept
UP000663499	Alkalibacter rhizosphaerae	2815577	2311	bacteria_genus	Alkalibacter	2	swept
UP000238205	Alkalibacterium olivapovliticus	99907	2661	bacteria_genus	Alkalibacterium	9	swept
UP000440004	Alkalibaculum sporogenes	2655001	3201	bacteria_genus	Alkalibaculum	2	swept
UP000325122	Alkalicaulis satelles	2609175	2694	bacteria_genus	Alkalicaulis	1	swept
UP000516160	Alkalicella caledoniensis	2731377	3424	bacteria_genus	Alkalicella	1	swept
UP000318521	Alkalicoccobacillus porphyridii	2597270	4393	bacteria_genus	Alkalicoccobacillus	4	swept
UP000752012	Alkalicoccus luteus	1237094	3475	bacteria_genus	Alkalicoccus	5	swept
UP000014975	Alkalidesulfovibrio alkalitolerans DSM 16529	1121439	2924	bacteria_genus	Alkalidesulfovibrio	1	swept
UP000075806	Alkalihalobacillus trypoxylicola	519424	3934	bacteria_genus	Alkalihalobacillus	2	swept
UP001148125	Alkalihalobacterium chitinilyticum	2980103	4604	bacteria_genus	Alkalihalobacterium	1	swept
UP001287282	Alkalihalophilus lindianensis	1630542	4946	bacteria_genus	Alkalihalophilus	3	swept
UP000256763	Alkalilimnicola ehrlichii	351052	3993	bacteria_genus	Alkalilimnicola	2	swept
UP001163739	Alkalimarinus alittae	2961619	3725	bacteria_genus	Alkalimarinus	2	swept
UP001336314	Alkalimonas cellulosilytica	3058395	3636	bacteria_genus	Alkalimonas	5	swept
UP000001572	Alkaliphilus metalliredigens (strain QYMF)	293826	4467	bacteria_genus	Alkaliphilus	7	swept
UP000321248	Alkalisalibacterium limincola	2699169	2448	bacteria_genus	Alkalisalibacterium	1	swept
UP000275461	Alkalispirillum mobile	85925	2672	bacteria_genus	Alkalispirillum	1	swept
UP000186400	Alkalispirochaeta americana	159291	2891	bacteria_genus	Alkalispirochaeta	2	swept
UP000191055	Alkalitalea saponilacus	889453	3564	bacteria_genus	Alkalitalea	1	swept
UP000190140	Alkalithermobacter paradoxus	29349	2026	bacteria_genus	Alkalithermobacter	2	swept
UP000192132	Alkanindiges hydrocarboniclasticus	1907941	2972	bacteria_genus	Alkanindiges	2	swept
UP000199541	Allgaiera indica	765699	4087	bacteria_genus	Allgaiera	1	swept
UP000515312	Alloacidobacterium dinghuense	2763107	5124	bacteria_genus	Alloacidobacterium	1	swept
UP001107961	Alloalcanivorax xenomutans	1094342	4429	bacteria_genus	Alloalcanivorax	6	swept
UP000812672	Allobacillus halotolerans	570278	2743	bacteria_genus	Allobacillus	3	swept
UP000280668	Allobogoriella caseilytica	56055	2844	bacteria_genus	Allobogoriella	1	swept
UP001596104	Allobosea vestrisii	151416	6175	bacteria_genus	Allobosea	14	swept
UP000199531	Allobrachymonas denitrificans DSM 15123	1121117	2470	bacteria_genus	Allobrachymonas	1	swept
UP000571817	Allobranchiibius huperziae	1874116	3552	bacteria_genus	Allobranchiibius	1	swept
UP000587527	Allocatelliglobosispora scoriae	643052	8040	bacteria_genus	Allocatelliglobosispora	1	swept
UP000592294	Allochromatium humboldtianum	504901	4197	bacteria_genus	Allochromatium	5	swept
UP000010471	Allocoleopsis franciscana PCC 7113	1173027	6397	bacteria_genus	Allocoleopsis	1	swept
UP001060112	Allocoprobacillus halotolerans	2944914	3057	bacteria_genus	Allocoprobacillus	1	swept
UP000283360	Allocoprococcus comes	410072	2933	bacteria_genus	Allocoprococcus	1	swept
UP001529380	Allofournierella massiliensis	1650663	3063	bacteria_genus	Allofournierella	1	swept
UP000502004	Allofrancisella inopinata	1085647	1498	bacteria_genus	Allofrancisella	3	swept
UP000267035	Allofranklinella schreckenbergeri	1076744	2324	bacteria_genus	Allofranklinella	1	swept
UP001501337	Allohahella marinimesophila	1054972	4056	bacteria_genus	Allohahella	1	swept
UP001148313	Allohoeflea poritis	2993659	5215	bacteria_genus	Allohoeflea	1	swept
UP000009875	Alloiococcus otitis ATCC 51267	883081	1627	bacteria_genus	Alloiococcus	1	swept
UP000183376	Allokutzneria albata (Kibdelosporangium albatum)	211114	7717	bacteria_genus	Allokutzneria	3	swept
UP000277811	Allolucifera butyrica	1351585	5043	bacteria_genus	Allolucifera	1	swept
UP000001916	Allomeiothermus silvanus (strain ATCC 700542 / DSM 9946 / NBRC 106475 / NCIMB 13440 / VI-R2) (Thermus silvanus)	526227	3383	bacteria_genus	Allomeiothermus	1	swept
UP001642900	Allomesorhizobium camelthorni	475069	6750	bacteria_genus	Allomesorhizobium	1	swept
UP000321595	Allomicrovenator marinus	2600177	4727	bacteria_genus	Allomicrovenator	1	swept
UP000008908	Allomuricauda ruestringensis (strain DSM 13258 / CIP 107369 / LMG 19739 / B1) (Muricauda ruestringensis)	886377	3425	bacteria_genus	Allomuricauda	1	swept
UP000237846	Allonocardiopsis opalescens	1144618	6300	bacteria_genus	Allonocardiopsis	1	swept
UP000431922	Allopontixanthobacter sediminis	1689985	2947	bacteria_genus	Allopontixanthobacter	2	swept
UP000003460	Alloprevotella tannerae ATCC 51259	626522	2806	bacteria_genus	Alloprevotella	2	swept
UP000242999	Allopseudospirillum japonicum	64971	2385	bacteria_genus	Allopseudospirillum	1	swept
UP000580517	Allopusillimonas soli	659016	3879	bacteria_genus	Allopusillimonas	1	swept
UP001235269	Allorhizobium paknamense	1206817	4809	bacteria_genus	Allorhizobium	2	swept
UP000319908	Allorhodopirellula heiligendammensis	2714739	5692	bacteria_genus	Allorhodopirellula	2	swept
UP000371041	Allosaccharopolyspora coralli	2665642	4296	bacteria_genus	Allosaccharopolyspora	1	swept
UP000016519	Alloscardovia omnicolens F0580	1321816	1649	bacteria_genus	Alloscardovia	4	swept
UP000244069	Allosediminivita pacifica	1267769	4615	bacteria_genus	Allosediminivita	1	swept
UP000241167	Allosphingosinicella deserti	2116704	5377	bacteria_genus	Allosphingosinicella	5	swept
UP000278222	Allostella humosa	94	5422	bacteria_genus	Allostella	1	swept
UP000567795	Allostreptomyces psammosilenae	1892865	5424	bacteria_genus	Allostreptomyces	1	swept
UP000308713	Allotamlana fucoidanivorans	2583814	3334	bacteria_genus	Allotamlana	1	swept
UP000199392	Alloyangia pacifica	311180	5729	bacteria_genus	Alloyangia	2	swept
UP001600165	Almyronema epifaneia S6	2991926	4069	bacteria_genus	Almyronema	1	unavailable
UP000524237	Alpinimonas psychrophila	748908	2143	bacteria_genus	Alpinimonas	1	swept
UP000239772	Alsobacter soli	2109933	4752	bacteria_genus	Alsobacter	3	swept
UP000032740	Alteracholeplasma palmae (strain ATCC 49389 / J233) (Acholeplasma palmae)	1318466	1433	bacteria_genus	Alteracholeplasma	1	swept
UP000466966	Alteraurantiacibacter buctensis	1503981	3592	bacteria_genus	Alteraurantiacibacter	5	swept
UP001215827	Altererythrobacter arenosus	3032592	3158	bacteria_genus	Altererythrobacter	7	swept
UP000199017	Alteribacillus bidgolensis	930129	4578	bacteria_genus	Alteribacillus	3	swept
UP000278746	Alteribacter keqinensis	2483800	3944	bacteria_genus	Alteribacter	2	swept
UP000284395	Altericroceibacterium spongiae	2320269	3349	bacteria_genus	Altericroceibacterium	3	swept
UP000253727	Alteripontixanthobacter maritimus	2161824	2539	bacteria_genus	Alteripontixanthobacter	1	swept
UP000254101	Alteriqipengyuania lutimaris	1538146	3062	bacteria_genus	Alteriqipengyuania	2	swept
UP000318681	Alterirhizorhabdus solaris	2529389	4080	bacteria_genus	Alterirhizorhabdus	1	swept
UP001302429	Alterisphingorhabdus coralli	3071408	3000	bacteria_genus	Alterisphingorhabdus	1	swept
UP000238949	Alteromonas alba	2079529	4530	bacteria_genus	Alteromonas	24	swept
UP000254209	Alysiella crassa	153491	2612	bacteria_genus	Alysiella	2	swept
UP000037939	Amantichitinum ursilacus	857265	4368	bacteria_genus	Amantichitinum	1	swept
UP000549457	Amaricoccus macauensis	57001	4577	bacteria_genus	Amaricoccus	2	swept
UP000632766	Amazonocrinis nigriterrae CENA67	2794033	6582	bacteria_genus	Amazonocrinis	1	swept
UP001529340	Amedibacillus dolichus	31971	2166	bacteria_genus	Amedibacillus	2	swept
UP000464754	Amedibacterium intestinale	2583452	2889	bacteria_genus	Amedibacterium	1	swept
UP000585665	Ameyamaea chiangmaiensis	442969	3325	bacteria_genus	Ameyamaea	1	swept
UP000295500	Aminicella lysinilytica	433323	2119	bacteria_genus	Aminicella	1	swept
UP000463883	Aminipila terrae	2697030	3071	bacteria_genus	Aminipila	3	swept
UP000682204	Aminirod propionatiphilus	3415223	2732	bacteria_genus	Aminirod	1	swept
UP000671879	Aminithiophilus ramosus	3029084	2651	bacteria_genus	Aminithiophilus	1	swept
UP000295066	Aminivibrio pyruvatiphilus	1005740	2990	bacteria_genus	Aminivibrio	1	swept
UP000577697	Aminobacter aminovorans (Chelatobacter heintzii)	83263	6735	bacteria_genus	Aminobacter	6	swept
UP000002366	Aminobacterium colombiense (strain DSM 12261 / ALA-1)	572547	1872	bacteria_genus	Aminobacterium	1	swept
UP000005096	Aminomonas paucivorans DSM 12260	584708	2391	bacteria_genus	Aminomonas	1	swept
UP001442841	Ammonicoccus fulvus	3138240	3721	bacteria_genus	Ammonicoccus	1	swept
UP000256329	Ammonifex thiophilus	444093	2138	bacteria_genus	Ammonifex	2	swept
UP001519343	Ammoniphilus resinae	861532	5125	bacteria_genus	Ammoniphilus	2	swept
UP000295344	Amnibacterium kyonggiense	595671	3603	bacteria_genus	Amnibacterium	5	swept
UP000243900	Amnimonas aquatica	2094561	1914	bacteria_genus	Amnimonas	1	swept
UP000001227	Amoebophilus asiaticus (strain 5a2)	452471	1253	bacteria_genus	Amoebophilus	1	swept
UP001229244	Amorphus orientalis	649198	4297	bacteria_genus	Amorphus	1	swept
UP000199300	Amphibacillus marinus	872970	3270	bacteria_genus	Amphibacillus	3	swept
UP001364695	Amphibiibacter pelophylacis	1799477	2781	bacteria_genus	Amphibiibacter	1	swept
UP000198346	Amphiplicatus metriothermophilus	1519374	2934	bacteria_genus	Amphiplicatus	1	swept
UP000198749	Amphritea atlantica	355243	4348	bacteria_genus	Amphritea	6	swept
UP000399805	Amycolatopsis camponoti	2606593	10120	bacteria_genus	Amycolatopsis	76	swept
