accession	assignment	confidence	evidence	reason	itpr_score	ryr_score	score_margin	rel_margin	itpr_evalue	ryr_evalue	best_evalue	itpr_coverage	ryr_coverage	itpr_positions	ryr_positions	target_coverage	length	gene	species	taxon_id	reviewed	protein_name	group
A0A026WA93	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	36.8	36.8	1.0		1.6e-07	1.6e-07	0.0	0.019	0	94	0.16	625	X777_09264	Ooceraea biroi	2015173	0	Ran-binding protein	metazoa_nonvert
A0A026WD73	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.1	56.1	1.0		2.5e-13	2.5e-13	0.0	0.015	0	74	0.812	160	X777_06616	Ooceraea biroi	2015173	0	Calmodulin	metazoa_nonvert
A0A026WDE5	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	52.6	52.6	1.0		2.7e-12	2.7e-12	0.0	0.012	0	59	0.506	231	X777_05936	Ooceraea biroi	2015173	0	Calmodulin (Fragment)	metazoa_nonvert
A0A034WPE0	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.3	56.3	1.0		2e-13	2e-13	0.0	0.015	0	74	0.872	149	LOC105233813	Bactrocera dorsalis	27457	0	Calmodulin	metazoa_nonvert
A0A067QF10	unassigned	none	module	ryr.hmm matched only 99 profile positions (< 200) — a shared module, not a family assignment	43.8	170.6	126.8	0.7433	2.2e-09	7.7e-48	7.7e-48	0.031	0.02	83	99	0.909	110	L798_05245	Zootermopsis nevadensis	136037	0	Ryanodine receptor 44F	metazoa_nonvert
A0A067QFG8	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	0.0	141.0	141.0	1.0		6.3e-39	6.3e-39	0.0	0.022	0	108	0.857	126	L798_04425	Zootermopsis nevadensis	136037	0	Ryanodine receptor 44F	metazoa_nonvert
A0A067QFR8	RYR	medium	partial	ryr.hmm wins by 593.5 bits (89.6% of 662.3) over 419 profile positions	68.8	662.3	593.5	0.8961	6.5e-17	6e-196	6e-196	0.115	0.085	309	419	0.962	444	L798_04426	Zootermopsis nevadensis	136037	0	Ryanodine receptor 44F	metazoa_nonvert
A0A067QH52	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	33.5	33.5	1.0		1.5e-06	1.5e-06	0.0	0.013	0	64	0.694	170	L798_06898	Zootermopsis nevadensis	136037	0	Calcium-binding protein E63-1	metazoa_nonvert
A0A067QHX1	RYR	medium	partial	ryr.hmm wins by 279.8 bits (100.0% of 279.8) over 232 profile positions; no itpr.hmm hit	0.0	279.8	279.8	1.0		9.8e-81	9.8e-81	0.0	0.047	0	232	0.975	242	L798_04427	Zootermopsis nevadensis	136037	0	Ryanodine receptor 44F	metazoa_nonvert
A0A067QLT2	RYR	medium	partial	ryr.hmm wins by 422.5 bits (100.0% of 422.5) over 306 profile positions; no itpr.hmm hit	0.0	422.5	422.5	1.0		1e-123	1e-123	0.0	0.062	0	306	0.959	317	L798_15754	Zootermopsis nevadensis	136037	0	Ryanodine receptor 44F	metazoa_nonvert
A0A067QPY8	unassigned	none	module	ryr.hmm matched only 84 profile positions (< 200) — a shared module, not a family assignment	35.6	150.1	114.5	0.7628	6.6e-07	1.1e-41	1.1e-41	0.03	0.017	81	84	0.902	92	L798_05244	Zootermopsis nevadensis	136037	0	Ryanodine receptor 44F	metazoa_nonvert
A0A067QQ99	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	0.0	75.2	75.2	1.0		4.1e-19	4.1e-19	0.0	0.025	0	123	0.869	213	L798_04424	Zootermopsis nevadensis	136037	0	Ryanodine receptor 44F	metazoa_nonvert
A0A067QSB8	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	37.8	37.8	1.0		7.7e-08	7.7e-08	0.0	0.012	0	59	0.624	101	L798_05273	Zootermopsis nevadensis	136037	0	RING finger and SPRY domain-containing protein 1	metazoa_nonvert
A0A067R096	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	54.2	54.2	1.0		8.8e-13	8.8e-13	0.0	0.013	0	64	0.587	206	L798_10220	Zootermopsis nevadensis	136037	0	Calmodulin	metazoa_nonvert
A0A067R624	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	0.0	40.2	40.2	1.0		1.4e-08	1.4e-08	0.0	0.022	0	108	0.147	709	L798_11590	Zootermopsis nevadensis	136037	0	Heterogeneous nuclear ribonucleoprotein U-like protein 1	metazoa_nonvert
A0A067RBT1	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	47.3	47.3	1.0		1.1e-10	1.1e-10	0.0	0.015	0	74	0.667	189	L798_08828	Zootermopsis nevadensis	136037	0	Calmodulin	metazoa_nonvert
A0A067RFY2	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	93.4	93.4	1.0		1.4e-24	1.4e-24	0.0	0.027	0	133	0.102	1270	L798_00625	Zootermopsis nevadensis	136037	0	RING-type E3 ubiquitin transferase	metazoa_nonvert
A0A067RH28	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	53.7	53.7	1.0		1.3e-12	1.3e-12	0.0	0.026	0	128	0.163	737	L798_07471	Zootermopsis nevadensis	136037	0	ATP-dependent RNA helicase	metazoa_nonvert
A0A068XVP3	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	47.2	47.2	1.0		1.1e-10	1.1e-10	0.0	0.012	0	59	0.646	181	EmuJ_000350400	Echinococcus multilocularis	6211	0	EF HAND 1, calcium binding site	metazoa_nonvert
A0A068XVV4	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	35.2	35.2	1.0		4.8e-07	4.8e-07	0.0	0.012	0	59	0.507	227	EmuJ_000344500	Echinococcus multilocularis	6211	0	Calmodulin	metazoa_nonvert
A0A068XYB7	unassigned	none	module	ryr.hmm matched only 143 profile positions (< 200) — a shared module, not a family assignment	0.0	84.9	84.9	1.0		5.2e-22	5.2e-22	0.0	0.029	0	143	0.231	1223	EmuJ_000446700	Echinococcus multilocularis	6211	0	SPRY domain containing protein	metazoa_nonvert
A0A068XZI2	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	36.8	36.8	1.0		1.5e-07	1.5e-07	0.0	0.027	0	133	0.215	629	EmuJ_000489600	Echinococcus multilocularis	6211	0	Set1:ash2 histone methyltransferase complex	metazoa_nonvert
A0A068Y016	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	48.8	48.8	1.0		3.9e-11	3.9e-11	0.0	0.012	0	59	0.713	160	EmuJ_000532700	Echinococcus multilocularis	6211	0	Calmodulin-related protein	metazoa_nonvert
A0A068Y0A4	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	49.2	49.2	1.0		2.8e-11	2.8e-11	0.0	0.018	0	89	0.114	744	EmuJ_000545600	Echinococcus multilocularis	6211	0	ATP-dependent RNA helicase	metazoa_nonvert
A0A068Y0W3	RYR	high	architecture	ryr.hmm wins by 3771.0 bits (87.8% of 4293.4) over 3929 profile positions	522.4	4293.4	3771.0	0.8783	1.2e-153	0	0	0.436	0.797	1170	3929	0.93	4760	EmuJ_000544400	Echinococcus multilocularis	6211	0	Ryanodine receptor 44f	metazoa_nonvert
A0A068Y2B6	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	75.9	75.9	1.0		2.6e-19	2.6e-19	0.0	0.026	0	128	0.226	1223		Echinococcus multilocularis	6211	0	SPRY domain containing protein	metazoa_nonvert
A0A068Y3E4	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	59.0	59.0	1.0		3.2e-14	3.2e-14	0.0	0.015	0	74	0.886	149	EmuJ_000491400	Echinococcus multilocularis	6211	0	Calmodulin	metazoa_nonvert
A0A068Y4L9	RYR	medium	partial	ryr.hmm wins by 927.3 bits (84.1% of 1103.1) over 853 profile positions	175.8	1103.1	927.3	0.8406	3.6e-49	0	0	0.219	0.173	588	853	0.991	928	EmuJ_000544500	Echinococcus multilocularis	6211	0	Ryanodine receptor 44f	metazoa_nonvert
A0A068Y5X7	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	38.9	38.9	1.0		3.6e-08	3.6e-08	0.0	0.012	0	59	0.483	242		Echinococcus multilocularis	6211	0	Calmodulin	metazoa_nonvert
A0A074YZX2	unassigned	none	module	ryr.hmm matched only 177 profile positions (< 200) — a shared module, not a family assignment	0.0	145.8	145.8	1.0		2.2e-40	2.2e-40	0.0	0.036	0	177	0.949	235	T265_15841	Opisthorchis viverrini	6198	0	Uncharacterized protein (Fragment)	metazoa_nonvert
A0A074Z731	ITPR	high	architecture	itpr.hmm wins by 1333.2 bits (82.5% of 1616.8) over 2295 profile positions	1616.8	283.6	1333.2	0.8246	0	7.1e-82	0	0.855	0.21	2295	1035	0.937	2826	T265_14735	Opisthorchis viverrini	6198	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	metazoa_nonvert
A0A074Z897	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	59.7	59.7	1.0		2e-14	2e-14	0.0	0.018	0	89	0.14	614	T265_14667	Opisthorchis viverrini	6198	0	ATP-dependent RNA helicase	metazoa_nonvert
A0A074ZAF2	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	82.6	82.6	1.0		2.4e-21	2.4e-21	0.0	0.026	0	128	0.179	1280	T265_14822	Opisthorchis viverrini	6198	0	FERM central domain protein (Fragment)	metazoa_nonvert
A0A074ZCK1	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	47.3	47.3	1.0		1.1e-10	1.1e-10	0.0	0.011	0	54	0.626	179	T265_08749	Opisthorchis viverrini	6198	0	EF-hand domain-containing protein	metazoa_nonvert
A0A074ZCV8	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	48.8	48.8	1.0		3.8e-11	3.8e-11	0.0	0.015	0	74	0.43	305	T265_14277	Opisthorchis viverrini	6198	0	EF-hand domain-containing protein (Fragment)	metazoa_nonvert
A0A074ZN61	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	46.2	46.2	1.0		2.2e-10	2.2e-10	0.0	0.011	0	54	0.631	179	T265_04609	Opisthorchis viverrini	6198	0	EF-hand domain-containing protein	metazoa_nonvert
A0A074ZUX7	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	34.7	34.7	1.0		6.5e-07	6.5e-07	0.0	0.028	0	138	0.201	702	T265_02450	Opisthorchis viverrini	6198	0	Uncharacterized protein	metazoa_nonvert
A0A074ZZ60	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	58.9	58.9	1.0		3.3e-14	3.3e-14	0.0	0.028	0	138	0.19	1277	T265_02465	Opisthorchis viverrini	6198	0	SPRY domain protein	metazoa_nonvert
A0A075A5M8	RYR	high	architecture	ryr.hmm wins by 4243.8 bits (88.0% of 4821.9) over 4452 profile positions	578.1	4821.9	4243.8	0.8801	2e-170	0	0	0.593	0.903	1592	4452	0.917	5727	T265_09254	Opisthorchis viverrini	6198	0	Uncharacterized protein	metazoa_nonvert
A0A075AA09	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	37.0	37.0	1.0		1.4e-07	1.4e-07	0.0	0.012	0	59	0.691	165	T265_07946	Opisthorchis viverrini	6198	0	EF-hand domain-containing protein	metazoa_nonvert
A0A075AG41	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	62.9	62.9	1.0		2.1e-15	2.1e-15	0.0	0.012	0	59	0.866	134	T265_13608	Opisthorchis viverrini	6198	0	EF-hand domain-containing protein (Fragment)	metazoa_nonvert
A0A075AHK5	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	36.4	36.4	1.0		2e-07	2e-07	0.0	0.011	0	54	0.74	150	T265_13247	Opisthorchis viverrini	6198	0	EF-hand domain-containing protein (Fragment)	metazoa_nonvert
A0A077YYA4	ITPR	high	architecture	itpr.hmm wins by 2071.4 bits (84.7% of 2445.8) over 2504 profile positions	2445.8	374.4	2071.4	0.8469	0	3.1e-109	0	0.933	0.235	2504	1159	0.98	2639	TTRE_0000103301	Trichuris trichiura	36087	0	Inositol 1,4,5-trisphosphate receptor	metazoa_nonvert
A0A077YYK0	RYR	high	architecture	ryr.hmm wins by 5220.5 bits (88.7% of 5887.8) over 4925 profile positions	667.3	5887.8	5220.5	0.8867	2.6e-197	0	0	0.7	0.999	1879	4925	0.999	5172	TTRE_0000115801	Trichuris trichiura	36087	0	Ryanodine receptor	metazoa_nonvert
A0A077YZZ6	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	37.2	37.2	1.0		1.1e-07	1.1e-07	0.0	0.013	0	64	0.765	153	TTRE_0000128601	Trichuris trichiura	36087	0	EF-hand 7 domain containing protein	metazoa_nonvert
A0A077Z1G8	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	41.8	41.8	1.0		4.9e-09	4.9e-09	0.0	0.013	0	64	0.66	188	TTRE_0000180301	Trichuris trichiura	36087	0	Calmodulin	metazoa_nonvert
A0A077Z1W5	unassigned	none	module	ryr.hmm matched only 84 profile positions (< 200) — a shared module, not a family assignment	0.0	48.2	48.2	1.0		5.8e-11	5.8e-11	0.0	0.017	0	84	0.107	746	TTRE_0000235501	Trichuris trichiura	36087	0	ATP-dependent RNA helicase	metazoa_nonvert
A0A077Z230	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	47.2	47.2	1.0		1.2e-10	1.2e-10	0.0	0.012	0	59	0.532	205	TTRE_0000203501	Trichuris trichiura	36087	0	EF-hand 7 domain containing protein	metazoa_nonvert
A0A077Z414	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	82.1	82.1	1.0		3.4e-21	3.4e-21	0.0	0.027	0	133	0.236	567	TTRE_0000284401	Trichuris trichiura	36087	0	SPRY domain containing protein	metazoa_nonvert
A0A077Z720	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	47.9	47.9	1.0		7.2e-11	7.2e-11	0.0	0.013	0	64	0.604	202	TTRE_0000370001	Trichuris trichiura	36087	0	EF-hand 7 domain containing protein	metazoa_nonvert
A0A077Z7E7	unassigned	none	module	ryr.hmm matched only 143 profile positions (< 200) — a shared module, not a family assignment	0.0	34.6	34.6	1.0		7.2e-07	7.2e-07	0.0	0.029	0	143	0.396	359	TTRE_0000384101	Trichuris trichiura	36087	0	Set1:Ash2 histone methyltransferase complex	metazoa_nonvert
A0A077Z9J0	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	48.2	48.2	1.0		5.6e-11	5.6e-11	0.0	0.015	0	74	0.754	167	TTRE_0000517401	Trichuris trichiura	36087	0	Calmodulin	metazoa_nonvert
A0A077ZFJ0	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	50.3	50.3	1.0		1.4e-11	1.4e-11	0.0	0.012	0	59	0.713	160	TTRE_0000661001	Trichuris trichiura	36087	0	Calmodulin-like protein	metazoa_nonvert
A0A084VBL1	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	41.7	41.7	1.0		5.1e-09	5.1e-09	0.0	0.012	0	59	0.271	435		Anopheles sinensis	74873	0	Uncharacterized protein	metazoa_nonvert
A0A084VKF8	unassigned	none	module	itpr.hmm matched only 110 profile positions (< 200) — a shared module, not a family assignment	162.1	56.7	105.4	0.6502	4.8e-45	1.6e-13	4.8e-45	0.041	0.019	110	94	0.662	240		Anopheles sinensis	74873	0	Ion transport domain-containing protein	metazoa_nonvert
A0A084VW80	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	44.3	44.3	1.0		8.3e-10	8.3e-10	0.0	0.013	0	64	0.812	149		Anopheles sinensis	74873	0	EF-hand domain-containing protein	metazoa_nonvert
A0A084VZR8	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	56.5	56.5	1.0		1.9e-13	1.9e-13	0.0	0.026	0	128	0.161	746		Anopheles sinensis	74873	0	ATP-dependent RNA helicase	metazoa_nonvert
A0A084W6J0	ITPR	high	architecture	itpr.hmm wins by 3186.8 bits (87.9% of 3625.8) over 2625 profile positions	3625.8	439.0	3186.8	0.8789	0	1.1e-128	0	0.978	0.243	2625	1198	0.994	2987		Anopheles sinensis	74873	0	Inositol 1,4,5-trisphosphate receptor	metazoa_nonvert
A0A084W6N5	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	64.8	64.8	1.0		5.7e-16	5.7e-16	0.0	0.026	0	128	0.09	1428		Anopheles sinensis	74873	0	RING-type E3 ubiquitin transferase	metazoa_nonvert
A0A084W854	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	78.6	78.6	1.0		3.9e-20	3.9e-20	0.0	0.027	0	133	0.237	565		Anopheles sinensis	74873	0	RING finger and SPRY domain-containing protein 1	metazoa_nonvert
A0A084WAS3	RYR	high	architecture	ryr.hmm wins by 6359.0 bits (89.9% of 7072.3) over 4930 profile positions	713.3	7072.3	6359.0	0.8991	3.4e-211	0	0	0.764	1.0	2051	4930	0.999	5077		Anopheles sinensis	74873	0	Uncharacterized protein	metazoa_nonvert
A0A084WCQ9	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	0.0	38.6	38.6	1.0		4.6e-08	4.6e-08	0.0	0.025	0	123	0.188	638		Anopheles sinensis	74873	0	Uncharacterized protein	metazoa_nonvert
A0A084WQZ6	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	49.5	49.5	1.0		2.3e-11	2.3e-11	0.0	0.015	0	74	0.861	151		Anopheles sinensis	74873	0	Calmodulin	metazoa_nonvert
A0A085LRI9	RYR	high	architecture	ryr.hmm wins by 5264.1 bits (88.2% of 5967.3) over 4910 profile positions	703.2	5967.3	5264.1	0.8822	3.8e-208	0	0	0.703	0.996	1887	4910	0.982	5145	M513_11549	Trichuris suis	68888	0	Ryanodine receptor 44F	metazoa_nonvert
A0A085LX06	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	41.0	41.0	1.0		8.3e-09	8.3e-09	0.0	0.013	0	64	0.523	243	M513_09613	Trichuris suis	68888	0	EF-hand domain-containing protein	metazoa_nonvert
A0A085M122	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	41.2	41.2	1.0		7.5e-09	7.5e-09	0.0	0.013	0	64	0.642	187	M513_08231	Trichuris suis	68888	0	EF-hand domain-containing protein	metazoa_nonvert
A0A085M4S2	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	74.8	74.8	1.0		5.7e-19	5.7e-19	0.0	0.027	0	133	0.263	509	M513_06931	Trichuris suis	68888	0	SPRY domain protein	metazoa_nonvert
A0A085MB38	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	48.5	48.5	1.0		4.7e-11	4.7e-11	0.0	0.012	0	59	0.406	288	M513_04581	Trichuris suis	68888	0	EF-hand domain-containing protein	metazoa_nonvert
A0A085MHA9	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	48.1	48.1	1.0		6e-11	6e-11	0.0	0.011	0	54	0.485	233	M513_02709	Trichuris suis	68888	0	EF-hand domain-containing protein	metazoa_nonvert
