accession	assignment	confidence	evidence	reason	itpr_score	ryr_score	score_margin	rel_margin	itpr_evalue	ryr_evalue	best_evalue	itpr_coverage	ryr_coverage	itpr_positions	ryr_positions	target_coverage	length	gene	species	taxon_id	reviewed	protein_name	group
A0A061AJW1	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	53.1	53.1	1.0		3e-12	3e-12	0.0	0.012	0	59	0.796	147	FGENESH:	Rhodotorula toruloides	5286	0	BY PROTMAP: gi|472582036|gb|EMS19738.1| calmodulin [Rhodosporidium toruloides NP11] gi|647394373|emb|CDR35602.1| RHTO0S01e03026g1_1 [Rhodosporidium toruloides]	fungi
A0A066W139	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	34.0	34.0	1.0		1.6e-06	1.6e-06	0.0	0.015	0	74	0.885	113	K437DRAFT_290954	Tilletiaria anomala (strain ATCC 24038 / CBS 436.72 / UBC 951)	1037660	0	Calmodulin	fungi
A0A066X8I5	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	35.1	35.1	1.0		7.8e-07	7.8e-07	0.0	0.012	0	59	0.709	158	CSUB01_05144	Colletotrichum sublineola	1173701	0	Calmodulin	fungi
A0A066XJ69	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	47.5	47.5	1.0		1.4e-10	1.4e-10	0.0	0.011	0	54	0.693	163	CSUB01_07341	Colletotrichum sublineola	1173701	0	Calmodulin	fungi
A0A066XUQ0	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	57.9	57.9	1.0		1.1e-13	1.1e-13	0.0	0.015	0	74	0.872	149	CSUB01_06691	Colletotrichum sublineola	1173701	0	Calmodulin	fungi
A0A067M4N6	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	47.7	47.7	1.0		1.3e-10	1.3e-10	0.0	0.013	0	64	0.805	149	BOTBODRAFT_36215	Botryobasidium botryosum (strain FD-172 SS1)	930990	0	EF-hand domain-containing protein	fungi
A0A067M4N7	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	31.8	31.8	1.0		7.7e-06	7.7e-06	0.0	0.011	0	54	0.504	113	BOTBODRAFT_36048	Botryobasidium botryosum (strain FD-172 SS1)	930990	0	EF-hand domain-containing protein	fungi
A0A067M594	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	44.7	44.7	1.0		1e-09	1e-09	0.0	0.012	0	59	0.777	148	BOTBODRAFT_190368	Botryobasidium botryosum (strain FD-172 SS1)	930990	0	EF-hand domain-containing protein	fungi
A0A067MGM3	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	57.1	57.1	1.0		1.8e-13	1.8e-13	0.0	0.015	0	74	0.872	149	BOTBODRAFT_36044	Botryobasidium botryosum (strain FD-172 SS1)	930990	0	EF-hand domain-containing protein	fungi
A0A067PM42	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	53.7	53.7	1.0		1.9e-12	1.9e-12	0.0	0.013	0	64	0.805	149	JAAARDRAFT_40314	Jaapia argillacea MUCL 33604	933084	0	EF-hand domain-containing protein	fungi
A0A067SU43	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	35.3	35.3	1.0		6.6e-07	6.6e-07	0.0	0.013	0	64	0.796	113	GALMADRAFT_255200	Galerina marginata (strain CBS 339.88)	685588	0	EF-hand domain-containing protein	fungi
A0A067T9S8	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	31.8	31.8	1.0		7.7e-06	7.7e-06	0.0	0.011	0	54	0.649	168	GALMADRAFT_223376	Galerina marginata (strain CBS 339.88)	685588	0	EF-hand domain-containing protein	fungi
A0A068RGZ2	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	51.3	51.3	1.0		1e-11	1e-11	0.0	0.011	0	54	0.653	173	LCOR_00738.1	Lichtheimia corymbifera JMRC:FSU:9682	1263082	0	Calmodulin	fungi
A0A068RH65	unassigned	none	module	ryr.hmm matched only 182 profile positions (< 200) — a shared module, not a family assignment	0.0	87.3	87.3	1.0		1.4e-22	1.4e-22	0.0	0.037	0	182	0.125	1444	LCOR_00750.1	Lichtheimia corymbifera JMRC:FSU:9682	1263082	0	Spry domain containing protein	fungi
A0A068RMS4	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	0.0	34.0	34.0	1.0		1.6e-06	1.6e-06	0.0	0.025	0	123	0.159	767	LCOR_01988.1	Lichtheimia corymbifera JMRC:FSU:9682	1263082	0	Ran-binding protein	fungi
A0A068RS66	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	38.2	38.2	1.0		9.2e-08	9.2e-08	0.0	0.011	0	54	0.557	203	LCOR_04302.1	Lichtheimia corymbifera JMRC:FSU:9682	1263082	0	EF-hand domain-containing protein	fungi
A0A068RXE4	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	49.1	49.1	1.0		4.6e-11	4.6e-11	0.0	0.011	0	54	0.75	148	LCOR_04968.1	Lichtheimia corymbifera JMRC:FSU:9682	1263082	0	Calmodulin	fungi
A0A068RZD8	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	43.0	43.0	1.0		3.2e-09	3.2e-09	0.0	0.011	0	54	0.757	148	LCOR_06171.1	Lichtheimia corymbifera JMRC:FSU:9682	1263082	0	Calmodulin	fungi
A0A068S3S9	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	58.1	58.1	1.0		9.1e-14	9.1e-14	0.0	0.015	0	74	0.872	149	LCOR_07657.1	Lichtheimia corymbifera JMRC:FSU:9682	1263082	0	Calmodulin	fungi
A0A068S8J5	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	42.2	42.2	1.0		5.8e-09	5.8e-09	0.0	0.026	0	128	0.17	777	LCOR_08467.1	Lichtheimia corymbifera JMRC:FSU:9682	1263082	0	Ring finger and spry domain-containing protein1	fungi
A0A068SC05	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	51.7	51.7	1.0		7.5e-12	7.5e-12	0.0	0.013	0	64	0.815	151	LCOR_10629.1	Lichtheimia corymbifera JMRC:FSU:9682	1263082	0	Calmodulin	fungi
A0A068SCT0	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	0.0	51.9	51.9	1.0		6.8e-12	6.8e-12	0.0	0.025	0	123	0.556	223	LCOR_10864.1	Lichtheimia corymbifera JMRC:FSU:9682	1263082	0	Ran-binding protein 10-like	fungi
A0A068SCZ9	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	40.6	40.6	1.0		1.7e-08	1.7e-08	0.0	0.027	0	133	0.231	581	LCOR_10935.1	Lichtheimia corymbifera JMRC:FSU:9682	1263082	0	Ran-binding protein	fungi
A0A072PKH6	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	49.9	49.9	1.0		2.7e-11	2.7e-11	0.0	0.015	0	74	0.747	166	A1O9_05097	Exophiala aquamarina CBS 119918	1182545	0	Calmodulin	fungi
A0A074RSY7	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	47.2	47.2	1.0		1.8e-10	1.8e-10	0.0	0.011	0	54	0.701	164	V565_145430	Rhizoctonia solani 123E	1423351	0	Calmodulin	fungi
A0A074W358	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	41.7	41.7	1.0		8e-09	8e-09	0.0	0.011	0	54	0.726	157	M437DRAFT_37983	Aureobasidium melanogenum (strain CBS 110374)	1043003	0	Calmodulin	fungi
A0A074W9Q9	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	42.0	42.0	1.0		6.3e-09	6.3e-09	0.0	0.015	0	74	0.923	142	M437DRAFT_72189	Aureobasidium melanogenum (strain CBS 110374)	1043003	0	Calmodulin	fungi
A0A074WGX9	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	55.6	55.6	1.0		5.2e-13	5.2e-13	0.0	0.015	0	74	0.605	215	M436DRAFT_82463	Aureobasidium namibiae CBS 147.97	1043004	0	Calmodulin	fungi
A0A074WWQ1	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	42.7	42.7	1.0		4.1e-09	4.1e-09	0.0	0.011	0	54	0.726	157	M436DRAFT_35400	Aureobasidium namibiae CBS 147.97	1043004	0	Calmodulin	fungi
A0A074XBE7	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	40.9	40.9	1.0		1.4e-08	1.4e-08	0.0	0.011	0	54	0.726	157	M438DRAFT_306238	Aureobasidium pullulans EXF-150	1043002	0	Calmodulin	fungi
A0A074Y562	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	57.9	57.9	1.0		1.1e-13	1.1e-13	0.0	0.015	0	74	0.872	149	M438DRAFT_341109	Aureobasidium pullulans EXF-150	1043002	0	Calmodulin	fungi
A0A074Y807	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	42.9	42.9	1.0		3.4e-09	3.4e-09	0.0	0.011	0	54	0.726	157	AUEXF2481DRAFT_6419	Aureobasidium subglaciale (strain EXF-2481)	1043005	0	Calmodulin	fungi
A0A074YRT2	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	57.9	57.9	1.0		1.1e-13	1.1e-13	0.0	0.015	0	74	0.872	149	AUEXF2481DRAFT_27948	Aureobasidium subglaciale (strain EXF-2481)	1043005	0	Calmodulin	fungi
A0A075AR11	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	0.0	33.3	33.3	1.0		2.7e-06	2.7e-06	0.0	0.022	0	108	0.233	454	O9G_000806	Rozella allomycis (strain CSF55)	988480	0	SPla/RYanodine receptor subgroup domain-containing protein	fungi
A0A075ASI0	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	53.2	53.2	1.0		2.8e-12	2.8e-12	0.0	0.015	0	74	0.471	276	O9G_001592	Rozella allomycis (strain CSF55)	988480	0	Calmodulin	fungi
A0A075B4Z7	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	33.5	33.5	1.0		2.4e-06	2.4e-06	0.0	0.013	0	64	0.75	164	O9G_004593	Rozella allomycis (strain CSF55)	988480	0	Caltractin	fungi
A0A081CP57	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.5	56.5	1.0		2.8e-13	2.8e-13	0.0	0.015	0	74	0.879	149	PAN0_100c6709	Moesziomyces antarcticus	84753	0	Calmodulin	fungi
A0A084AHN4	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	57.9	57.9	1.0		1.1e-13	1.1e-13	0.0	0.015	0	74	0.872	149	S7711_09145	Stachybotrys chartarum (strain CBS 109288 / IBT 7711)	1280523	0	Calmodulin	fungi
A0A084AUF8	unassigned	none	module	ryr.hmm matched only 158 profile positions (< 200) — a shared module, not a family assignment	0.0	36.1	36.1	1.0		3.8e-07	3.8e-07	0.0	0.032	0	158	0.265	600	S7711_04603	Stachybotrys chartarum (strain CBS 109288 / IBT 7711)	1280523	0	Uncharacterized protein	fungi
A0A084FU27	unassigned	none	module	ryr.hmm matched only 143 profile positions (< 200) — a shared module, not a family assignment	0.0	32.9	32.9	1.0		3.6e-06	3.6e-06	0.0	0.029	0	143	0.202	697	SAPIO_CDS10580	Pseudallescheria apiosperma	563466	0	Uncharacterized protein	fungi
A0A084GHA1	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	57.9	57.9	1.0		1.1e-13	1.1e-13	0.0	0.015	0	74	0.872	149	SAPIO_CDS0561	Pseudallescheria apiosperma	563466	0	Calmodulin	fungi
A0A084QL78	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	57.8	57.8	1.0		1.1e-13	1.1e-13	0.0	0.015	0	74	0.861	151	S40285_05290	Stachybotrys chlorohalonatus (strain IBT 40285)	1283841	0	Calmodulin	fungi
A0A084QQV7	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	36.5	36.5	1.0		3e-07	3e-07	0.0	0.028	0	138	0.232	603	S40285_01247	Stachybotrys chlorohalonatus (strain IBT 40285)	1283841	0	Uncharacterized protein	fungi
A0A086SWQ6	unassigned	none	module	ryr.hmm matched only 143 profile positions (< 200) — a shared module, not a family assignment	0.0	38.9	38.9	1.0		5.4e-08	5.4e-08	0.0	0.029	0	143	0.21	687	ACRE_077340	Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137)	857340	0	Ran-binding protein-like protein	fungi
A0A086T1Q4	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	57.5	57.5	1.0		1.4e-13	1.4e-13	0.0	0.015	0	74	0.828	157	ACRE_059770	Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137)	857340	0	Calmodulin	fungi
A0A086TAC4	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	54.0	54.0	1.0		1.6e-12	1.6e-12	0.0	0.011	0	54	0.758	149	ACRE_029210	Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137)	857340	0	Calmodulin	fungi
A0A086TL36	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	36.2	36.2	1.0		3.5e-07	3.5e-07	0.0	0.011	0	54	0.709	158	MVEG_12055	Podila verticillata NRRL 6337	1069443	0	EF-hand domain-containing protein	fungi
A0A098VRT0	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	43.3	43.3	1.0		2.7e-09	2.7e-09	0.0	0.013	0	64	0.724	170	DI09_71p40	Mitosporidium daphniae	1485682	0	Calmodulin	fungi
A0A0A1TBZ0	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	57.9	57.9	1.0		1.1e-13	1.1e-13	0.0	0.015	0	74	0.872	149	VHEMI10110	[Torrubiella] hemipterigena	1531966	0	Calmodulin	fungi
A0A0A1TRJ7	unassigned	none	module	ryr.hmm matched only 143 profile positions (< 200) — a shared module, not a family assignment	0.0	31.5	31.5	1.0		9.1e-06	9.1e-06	0.0	0.029	0	143	0.21	677	VHEMI10231	[Torrubiella] hemipterigena	1531966	0	Uncharacterized protein	fungi
A0A0A2IX71	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	58.0	58.0	1.0		1e-13	1e-13	0.0	0.015	0	74	0.872	149	PEX2_097630	Penicillium expansum	27334	0	Calmodulin	fungi
A0A0A2KTY0	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	58.0	58.0	1.0		1e-13	1e-13	0.0	0.015	0	74	0.872	149	PITC_045010	Penicillium italicum	40296	0	Calmodulin	fungi
A0A0B1NZ57	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	55.8	55.8	1.0		4.6e-13	4.6e-13	0.0	0.015	0	74	0.872	149	EV44_g0956	Erysiphe necator	52586	0	Calmodulin	fungi
A0A0B2WKS9	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	38.9	38.9	1.0		5.5e-08	5.5e-08	0.0	0.027	0	133	0.188	695	MAM_05609	Metarhizium album (strain ARSEF 1941)	1081103	0	SPRY domain containing protein	fungi
A0A0B2X3J0	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.8	56.8	1.0		2.2e-13	2.2e-13	0.0	0.015	0	74	0.756	172	MAM_01692	Metarhizium album (strain ARSEF 1941)	1081103	0	Calmodulin	fungi
A0A0B4FUS8	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	38.8	38.8	1.0		5.8e-08	5.8e-08	0.0	0.028	0	138	0.201	698	MAN_01076	Metarhizium anisopliae (strain ARSEF 549)	3151832	0	SPRY domain containing protein (Fragment)	fungi
A0A0B4FVV6	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	49.1	49.1	1.0		4.7e-11	4.7e-11	0.0	0.015	0	74	0.58	226	MAN_02340	Metarhizium anisopliae (strain ARSEF 549)	3151832	0	Calmodulin (Fragment)	fungi
A0A0B4HGV2	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	50.6	50.6	1.0		1.7e-11	1.7e-11	0.0	0.015	0	74	0.78	168	MGU_03766	Metarhizium guizhouense (strain ARSEF 977)	1276136	0	Calmodulin	fungi
A0A0B4I4S0	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	40.1	40.1	1.0		2.4e-08	2.4e-08	0.0	0.028	0	138	0.201	698	MGU_05027	Metarhizium guizhouense (strain ARSEF 977)	1276136	0	SPRY domain containing protein	fungi
A0A0B7G0Q0	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.4	56.4	1.0		3e-13	3e-13	0.0	0.015	0	74	0.872	149	RSOLAG1IB_10828	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14)	1108050	0	Calmodulin	fungi
A0A0B7G3C9	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	54.1	54.1	1.0		1.5e-12	1.5e-12	0.0	0.012	0	59	0.796	147	RSOLAG1IB_10877	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14)	1108050	0	Calmodulin	fungi
A0A0B7MRC8	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	45.8	45.8	1.0		4.6e-10	4.6e-10	0.0	0.011	0	54	0.762	147	PARPA_00900.1	Parasitella parasitica	35722	0	EF-hand domain-containing protein	fungi
A0A0B7MXE1	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	59.2	59.2	1.0		4.2e-14	4.2e-14	0.0	0.015	0	74	0.872	149	PARPA_03346.1	Parasitella parasitica	35722	0	Calmodulin	fungi
A0A0B7N009	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	48.2	48.2	1.0		8.8e-11	8.8e-11	0.0	0.011	0	54	0.502	223	PARPA_04502.1	Parasitella parasitica	35722	0	EF-hand domain-containing protein	fungi
A0A0B7N0E9	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	36.3	36.3	1.0		3.5e-07	3.5e-07	0.0	0.027	0	133	0.202	662	PARPA_05675.1	Parasitella parasitica	35722	0	B30.2/SPRY domain-containing protein	fungi
A0A0B7N553	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	49.1	49.1	1.0		4.8e-11	4.8e-11	0.0	0.011	0	54	0.632	182	PARPA_04367.1	Parasitella parasitica	35722	0	EF-hand domain-containing protein	fungi
A0A0B7N6F9	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	53.5	53.5	1.0		2.2e-12	2.2e-12	0.0	0.018	0	89	0.124	809	PARPA_04812.1	Parasitella parasitica	35722	0	B30.2/SPRY domain-containing protein	fungi
A0A0B7N6H0	ITPR	medium	partial	itpr.hmm wins by 76.2 bits (100.0% of 76.2) over 201 profile positions; no ryr.hmm hit	76.2	0.0	76.2	1.0	5.9e-19		5.9e-19	0.075	0.0	201	0	0.731	253	PARPA_04387.1	Parasitella parasitica	35722	0	Uncharacterized protein	fungi
A0A0B7N991	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	45.3	45.3	1.0		6.5e-10	6.5e-10	0.0	0.011	0	54	0.781	146	PARPA_05895.1	Parasitella parasitica	35722	0	EF-hand domain-containing protein	fungi
A0A0B7NAH6	unassigned	none	module	ryr.hmm matched only 143 profile positions (< 200) — a shared module, not a family assignment	0.0	69.5	69.5	1.0		3.5e-17	3.5e-17	0.0	0.029	0	143	0.258	574	PARPA_08614.1	Parasitella parasitica	35722	0	B30.2/SPRY domain-containing protein	fungi
A0A0B7NBY4	unassigned	none	module	ryr.hmm matched only 148 profile positions (< 200) — a shared module, not a family assignment	0.0	82.4	82.4	1.0		4.2e-21	4.2e-21	0.0	0.03	0	148	0.094	1576	PARPA_06477.1	Parasitella parasitica	35722	0	B30.2/SPRY domain-containing protein	fungi
A0A0B7NDM0	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	55.2	55.2	1.0		6.8e-13	6.8e-13	0.0	0.015	0	74	0.872	149	PARPA_10878.1	Parasitella parasitica	35722	0	Calmodulin	fungi
A0A0B7NLG6	unassigned	none	module	itpr.hmm matched only 142 profile positions (< 200) — a shared module, not a family assignment	35.1	0.0	35.1	1.0	1.4e-06		1.4e-06	0.053	0.0	142	0	0.804	184	PARPA_13741.1	Parasitella parasitica	35722	0	MIR domain-containing protein	fungi
A0A0B7NQQ5	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	44.0	44.0	1.0		1.6e-09	1.6e-09	0.0	0.011	0	54	0.179	637	PARPA_12145.1	Parasitella parasitica	35722	0	EF-hand domain-containing protein	fungi
A0A0C1E330	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	42.7	42.7	1.0		4e-09	4e-09	0.0	0.011	0	54	0.758	149	HK57_00259	Aspergillus ustus	40382	0	Calmodulin	fungi
A0A0C2FC46	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	36.2	36.2	1.0		3.6e-07	3.6e-07	0.0	0.013	0	64	0.896	77	SPBR_08013	Sporothrix brasiliensis 5110	1398154	0	Calmodulin	fungi
A0A0C2SNX5	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	32.3	32.3	1.0		5.6e-06	5.6e-06	0.0	0.013	0	64	0.796	113	M378DRAFT_162505	Amanita muscaria (strain Koide BX008)	946122	0	EF-hand domain-containing protein	fungi
