accession	assignment	confidence	evidence	reason	itpr_score	ryr_score	score_margin	rel_margin	itpr_evalue	ryr_evalue	best_evalue	itpr_coverage	ryr_coverage	itpr_positions	ryr_positions	target_coverage	length	gene	species	taxon_id	reviewed	protein_name	group
A0A067FSA9	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	58.8	58.8	1.0		4.8e-14	4.8e-14	0.0	0.015	0	74	0.878	148	CISIN_1g0446441mg	Citrus sinensis	2711	0	EF-hand domain-containing protein (Fragment)	viridiplantae
A0A067FTN6	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	39.6	39.6	1.0		2.9e-08	2.9e-08	0.0	0.012	0	59	0.729	155	CISIN_1g0400032mg	Citrus sinensis	2711	0	EF-hand domain-containing protein (Fragment)	viridiplantae
A0A067FZH2	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	39.3	39.3	1.0		3.8e-08	3.8e-08	0.0	0.011	0	54	0.765	149	CISIN_1g032008mg	Citrus sinensis	2711	0	EF-hand domain-containing protein	viridiplantae
A0A067G8V8	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	35.0	35.0	1.0		7.4e-07	7.4e-07	0.0	0.012	0	59	0.205	557	CISIN_1g008668mg	Citrus sinensis	2711	0	non-specific serine/threonine protein kinase	viridiplantae
A0A067GM10	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	42.1	42.1	1.0		5.3e-09	5.3e-09	0.0	0.011	0	54	0.215	520	CISIN_1g010013mg	Citrus sinensis	2711	0	non-specific serine/threonine protein kinase	viridiplantae
A0A067GS44	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	42.7	42.7	1.0		3.5e-09	3.5e-09	0.0	0.011	0	54	0.204	544	CISIN_1g009091mg	Citrus sinensis	2711	0	non-specific serine/threonine protein kinase	viridiplantae
A0A067GZ02	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	45.9	45.9	1.0		3.7e-10	3.7e-10	0.0	0.011	0	54	0.22	514	CISIN_1g010263mg	Citrus sinensis	2711	0	non-specific serine/threonine protein kinase	viridiplantae
A0A067JAE0	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	42.4	42.4	1.0		4.3e-09	4.3e-09	0.0	0.011	0	54	0.198	562	JCGZ_21222	Jatropha curcas	180498	0	non-specific serine/threonine protein kinase	viridiplantae
A0A067JC54	unassigned	none	module	ryr.hmm matched only 118 profile positions (< 200) — a shared module, not a family assignment	0.0	35.2	35.2	1.0		6.2e-07	6.2e-07	0.0	0.024	0	118	0.803	229	JCGZ_21863	Jatropha curcas	180498	0	EF-hand domain-containing protein	viridiplantae
A0A067JH28	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	41.5	41.5	1.0		7.7e-09	7.7e-09	0.0	0.019	0	94	0.228	447	JCGZ_25944	Jatropha curcas	180498	0	B30.2/SPRY domain-containing protein	viridiplantae
A0A067JIE9	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	48.2	48.2	1.0		7.8e-11	7.8e-11	0.0	0.013	0	64	0.799	149	JCGZ_23490	Jatropha curcas	180498	0	EF-hand domain-containing protein	viridiplantae
A0A067JJ61	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	39.3	39.3	1.0		3.6e-08	3.6e-08	0.0	0.013	0	64	0.785	158	JCGZ_27077	Jatropha curcas	180498	0	EF-hand domain-containing protein	viridiplantae
A0A067JZD7	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	32.2	32.2	1.0		4.9e-06	4.9e-06	0.0	0.014	0	69	0.776	165	JCGZ_18252	Jatropha curcas	180498	0	EF-hand domain-containing protein	viridiplantae
A0A067K0N5	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	46.2	46.2	1.0		3.1e-10	3.1e-10	0.0	0.012	0	59	0.215	525	JCGZ_20515	Jatropha curcas	180498	0	non-specific serine/threonine protein kinase	viridiplantae
A0A067K230	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	38.7	38.7	1.0		5.6e-08	5.6e-08	0.0	0.012	0	59	0.492	236	JCGZ_17033	Jatropha curcas	180498	0	EF-hand domain-containing protein	viridiplantae
A0A067K6A7	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	58.9	58.9	1.0		4.5e-14	4.5e-14	0.0	0.015	0	74	0.872	149	JCGZ_14893	Jatropha curcas	180498	0	Uncharacterized protein	viridiplantae
A0A067K6Q4	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	38.7	38.7	1.0		5.7e-08	5.7e-08	0.0	0.012	0	59	0.624	186	JCGZ_12382	Jatropha curcas	180498	0	EF-hand domain-containing protein	viridiplantae
A0A067K856	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	32.1	32.1	1.0		5.3e-06	5.3e-06	0.0	0.011	0	54	0.204	554	JCGZ_11569	Jatropha curcas	180498	0	non-specific serine/threonine protein kinase	viridiplantae
A0A067KA96	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	41.0	41.0	1.0		1.1e-08	1.1e-08	0.0	0.012	0	59	0.723	159	JCGZ_13426	Jatropha curcas	180498	0	EF-hand domain-containing protein	viridiplantae
A0A067KL70	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	44.2	44.2	1.0		1.2e-09	1.2e-09	0.0	0.013	0	64	0.227	519	JCGZ_08168	Jatropha curcas	180498	0	non-specific serine/threonine protein kinase	viridiplantae
A0A067KPP2	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	45.2	45.2	1.0		6.2e-10	6.2e-10	0.0	0.011	0	54	0.574	195	JCGZ_04755	Jatropha curcas	180498	0	EF-hand domain-containing protein	viridiplantae
A0A067KSL3	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	41.7	41.7	1.0		7e-09	7e-09	0.0	0.011	0	54	0.209	535	JCGZ_00889	Jatropha curcas	180498	0	non-specific serine/threonine protein kinase	viridiplantae
A0A067KTU8	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	94.2	94.2	1.0		1e-24	1e-24	0.0	0.027	0	133	0.101	1275	JCGZ_09393	Jatropha curcas	180498	0	RING-type E3 ubiquitin transferase	viridiplantae
