Proteome Id	Organism	Organism Id	Protein count
UP000012960	Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis)	214687	40347
UP000015105	Aegilops tauschii subsp. strangulata (Goatgrass)	200361	214161
UP000015106	Triticum urartu (Red wild einkorn) (Crithodium urartu)	4572	54204
UP000015453	Genlisea aurea	192259	17675
UP000017836	Amborella trichopoda	13333	27406
UP000019116	Triticum aestivum (Wheat)	4565	130674
UP000026915	Theobroma cacao (Cacao) (Cocoa)	3641	40687
UP000026960	Oryza barthii	65489	40214
UP000026961	Oryza glumipatula	40148	44731
UP000026962	Oryza punctata (Red rice)	4537	38431
UP000027120	Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis)	2711	44118
UP000027138	Jatropha curcas (Barbados nut)	180498	27141
UP000028924	Auxenochlorella protothecoides (Green microalga) (Chlorella protothecoides)	3075	7122
UP000028999	Brassica napus (Rape)	3708	57579
UP000029120	Arabis alpina (Alpine rock-cress)	50452	23352
UP000029121	Capsella rubella	81985	28039
UP000029981	Cucumis sativus (Cucumber)	3659	24351
UP000030645	Morus notabilis	981085	26760
UP000030687	Citrus clementina (Clementine) (Citrus deliciosa x Citrus sinensis)	85681	31352
UP000030689	Eutrema salsugineum (Saltwater cress) (Sisymbrium salsugineum)	72664	28426
UP000030711	Eucalyptus grandis (Flooded gum)	71139	43828
UP000030748	Erythranthe guttata (Yellow monkey flower) (Mimulus guttatus)	4155	28716
UP000032141	Brassica oleracea var. oleracea	109376	58535
UP000032180	Leersia perrieri	77586	36779
UP000032304	Gossypium raimondii (Peruvian cotton) (Gossypium klotzschianum subsp. raimondii)	29730	66638
UP000035740	Beta vulgaris subsp. vulgaris (Beet)	3555	7837
UP000036987	Zostera marina (Eelgrass)	29655	20559
UP000054498	Monoraphidium neglectum	145388	16738
UP000054558	Klebsormidium nitens (Green alga) (Ulothrix nitens)	105231	16251
UP000075243	Cajanus cajan (Pigeon pea) (Cajanus indicus)	3821	22983
UP000075714	Gonium pectorale (Green alga)	33097	16291
UP000077202	Marchantia polymorpha subsp. ruderalis	1480154	17951
UP000077755	Daucus carota subsp. sativus (Carrot)	79200	35531
UP000087171	Cicer arietinum (Chickpea) (Garbanzo)	3827	30850
UP000087766	Vigna radiata var. radiata (Mung bean) (Phaseolus aureus)	3916	35038
UP000091857	Manihot esculenta (Cassava) (Jatropha manihot)	3983	54841
UP000095767	Dichanthelium oligosanthes	888268	26451
UP000187203	Corchorus olitorius	93759	35596
UP000187406	Cephalotus follicularis (Albany pitcher plant)	3775	36460
UP000188268	Corchorus capsularis (Jute)	210143	29210
UP000188354	Lupinus angustifolius (Narrow-leaved blue lupine)	3871	31106
UP000189701	Nicotiana sylvestris (Wood tobacco) (South American tobacco)	4096	51864
UP000189703	Nelumbo nucifera (Sacred lotus)	4432	31582
UP000195402	Macleaya cordata (Five-seeded plume-poppy) (Bocconia cordata)	56857	21782
UP000198341	Bathycoccus prasinos	41875	7886
UP000228380	Phoenix dactylifera (Date palm)	42345	39393
UP000230069	Aquilegia coerulea (Rocky mountain columbine)	218851	37079
UP000231279	Handroanthus impetiginosus	429701	29726
UP000232323	Chlamydomonas eustigma	1157962	14139
UP000233551	Punica granatum (Pomegranate)	22663	50426
UP000233837	Dendrobium catenatum	906689	28690
UP000235220	Juglans regia (English walnut)	51240	38419
UP000236161	Apostasia shenzhenica	1088818	21679
UP000236333	Tetrabaena socialis	47790	14193
UP000236630	Citrus unshiu (Satsuma mandarin) (Citrus nobilis var. unshiu)	55188	16791
UP000237000	Trema orientale (Charcoal tree) (Celtis orientalis)	63057	35879
UP000237105	Parasponia andersonii (Sponia andersonii)	3476	37260
UP000237347	Quercus suber (Cork oak)	58331	36427
UP000239649	Micractinium conductrix	554055	9815
UP000239899	Chlorella sorokiniana (Freshwater green alga)	3076	10201
UP000242715	Trifolium subterraneum (Subterranean clover)	3900	36727
UP000243459	Asparagus officinalis (Garden asparagus)	4686	24059
UP000243975	Cynara cardunculus var. scolymus (Globe artichoke) (Cynara scolymus)	59895	26515
UP000244005	Marchantia polymorpha (Common liverwort) (Marchantia aquatica)	3197	22017
UP000244336	Panicum hallii var. hallii	1504633	38607
UP000245207	Artemisia annua (Sweet wormwood)	35608	65652
UP000247498	Raphidocelis subcapitata	307507	13347
UP000249390	Cuscuta australis	267555	18107
UP000250321	Prunus yedoensis var. nudiflora	2094558	40375
UP000256970	Tetradesmus obliquus (Green alga) (Acutodesmus obliquus)	3088	18631
UP000257109	Mucuna pruriens (Velvet bean) (Dolichos pruriens)	157652	56010
UP000265515	Chara braunii (Braun's stonewort)	69332	35576
UP000266723	Brassica cretica (Mustard)	69181	62924
UP000283530	Cinnamomum micranthum f. kanehirae	337451	26485
UP000291084	Vigna angularis var. angularis	157739	30270
UP000295252	Coffea canephora (Robusta coffee)	49390	25484
UP000298416	Salvia splendens (Scarlet sage)	180675	55398
UP000298652	Setaria viridis (Green bristlegrass) (Setaria italica subsp. viridis)	4556	46692
UP000306102	Camellia sinensis var. sinensis (China tea)	542762	30132
UP000309997	Populus alba (White poplar)	43335	33925
UP000315295	Malus baccata (Siberian crab apple) (Pyrus baccata)	106549	45583
UP000316621	Papaver somniferum (Opium poppy)	3469	41429
UP000316726	Chloropicon primus	1764295	8712
UP000322667	Gossypium tomentosum (Hawaiian cotton) (Gossypium sandvicense)	34277	96138
UP000323506	Gossypium darwinii (Darwin's cotton) (Gossypium barbadense var. darwinii)	34276	87738
UP000323597	Gossypium mustelinum (Cotton) (Gossypium caicoense)	34275	91116
UP000324705	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum)	4567	188219
UP000325081	Striga asiatica (Asiatic witchweed) (Buchnera asiatica)	4170	33322
UP000325315	Gossypium australe	47621	38202
UP000325577	Nyssa sinensis	561372	36198
UP000327013	Carpinus fangiana	176857	28539
UP000327439	Gossypium barbadense (Sea Island cotton) (Hibiscus barbadensis)	3634	91238
UP000428333	Rhododendron williamsianum	262921	21355
UP000436088	Hibiscus syriacus (Rose of Sharon)	106335	82544
UP000467841	Microthlaspi erraticum	1685480	45482
UP000479710	Oryza meyeriana var. granulata	110450	44343
UP000489600	Arabis nemorensis	586526	28762
UP000501690	Vigna unguiculata (Cowpea)	3917	39604
UP000504603	Momordica charantia (Bitter gourd) (Balsam pear)	3673	24041
UP000504604	Sesamum indicum (Oriental sesame) (Sesamum orientale)	4182	29714
UP000504607	Elaeis guineensis var. tenera (Oil palm)	51953	39177
UP000504608	Cucurbita maxima (Pumpkin) (Winter squash)	3661	34507
UP000504609	Cucurbita moschata (Winter crookneck squash) (Cucurbita pepo var. moschata)	3662	35465
UP000504610	Raphanus sativus (Radish) (Raphanus raphanistrum var. sativus)	3726	55038
UP000504621	Herrania umbratica	108875	23848
UP000515121	Durio zibethinus (Durian)	66656	53026
UP000515123	Ananas comosus (Pineapple) (Ananas ananas)	4615	29712
UP000515124	Prunus avium (Cherry) (Cerasus avium)	42229	30515
UP000515151	Punica granatum (Pomegranate)	22663	30384
UP000515211	Arachis duranensis (Wild peanut)	130453	38319
UP000541444	Kingdonia uniflora	39325	42660
UP000554482	Thalictrum thalictroides (Rue-anemone) (Anemone thalictroides)	46969	33596
UP000583929	Cannabis sativa (Hemp) (Marijuana)	3483	30304
UP000585474	Actinidia rufa	165716	51764
UP000593560	Gossypium harknessii	34285	31133
UP000593561	Gossypium davidsonii (Davidson's cotton) (Gossypium klotzschianum subsp. davidsonii)	34287	34640
UP000593562	Tripterygium wilfordii (Thunder God vine)	458696	27709
UP000593563	Apium graveolens (Celery)	4045	1732
UP000593564	Camellia sinensis (Tea plant) (Thea sinensis)	4442	32420
UP000593568	Gossypium trilobum	34281	32727
UP000593572	Gossypium lobatum	34289	30293
UP000593573	Gossypium klotzschianum	34286	34667
UP000593574	Gossypium laxum	34288	28436
UP000593575	Gossypium armourianum	34283	25444
UP000593576	Gossypium schwendimanii (Cotton)	34291	35461
UP000593577	Gossypium aridum (American cotton) (Erioxylum aridum)	34290	29562
UP000593579	Gossypium gossypioides (Mexican cotton) (Selera gossypioides)	34282	24870
UP000594261	Quercus lobata (Valley oak)	97700	38593
UP000594263	Kalanchoe fedtschenkoi (Lavender scallops) (South American air plant)	63787	38377
UP000594638	Olea europaea subsp. europaea	158383	78352
UP000595140	Cuscuta campestris	132261	44786
UP000596660	Chenopodium quinoa (Quinoa)	63459	33949
UP000596661	Cannabis sativa (Hemp) (Marijuana)	3483	32999
UP000604825	Miscanthus lutarioriparius	422564	67261
UP000607653	Nelumbo nucifera (Sacred lotus)	4432	31187
UP000612055	Edaphochlamys debaryana	47281	20289
UP000613740	Chlamydomonas schloesseri	2026947	16113
UP000623129	Carex littledalei	544730	22319
UP000626092	Rhododendron simsii (Sims's rhododendron)	118357	32714
UP000631114	Coptis chinensis	261450	39841
UP000634136	Senna tora	362788	44772
UP000636709	Digitaria exilis	1010633	60043
UP000650467	Chlamydomonas incerta	51695	16857
UP000652761	Colocasia esculenta (Wild taro) (Arum esculentum)	4460	56262
UP000653305	Phtheirospermum japonicum	374723	30147
UP000655225	Tetracentron sinense (Spur-leaf)	13715	32325
UP000657918	Salix dunnii	1413687	29716
UP000660262	Pycnococcus provasolii	41880	11381
UP000663760	Spirodela intermedia (Intermediate duckweed)	51605	21675
UP000682877	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)	38785	23062
UP000694005	Brassica campestris (Field mustard)	3711	51921
UP000694853	Abrus precatorius (Indian licorice) (Glycine abrus)	3816	34846
UP000694861	Prunus mume (Japanese apricot) (Armeniaca mume)	102107	26575
UP000694864	Camelina sativa (False flax) (Myagrum sativum)	90675	92816
UP000694918	Populus euphratica (Euphrates poplar)	75702	39850
UP000694930	Solanum pennellii (Tomato) (Lycopersicon pennellii)	28526	32393
UP000708148	Ostreobium quekettii	121088	10809
UP000729402	Zizania palustris (Northern wild rice)	103762	54742
UP000734854	Zingiber officinale (Ginger) (Amomum zingiber)	94328	71528
UP000737018	Castanea mollissima (Chinese chestnut)	60419	34261
UP000747110	Volvox reticuliferus	1737510	19030
UP000747399	Volvox africanus	51714	18297
UP000775213	Dendrobium chrysotoxum (Orchid)	161865	24898
UP000790787	Nicotiana tabacum (Common tobacco)	4097	75390
UP000796880	Rhamnella rubrinervis	2594499	27017
UP000797356	Cocos nucifera (Coconut palm)	13894	27983
UP000806378	Corymbia citriodora subsp. variegata	360336	37782
UP000811609	Carya illinoinensis (Pecan)	32201	39561
UP000813463	Spinacia oleracea (Spinach)	3562	34300
UP000815325	Dunaliella salina (Green alga) (Protococcus salinus)	3046	18552
UP000818029	Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)	3635	90172
UP000822688	Ceratodon purpureus (Fire moss) (Dicranum purpureum)	3225	36430
UP000823388	Panicum virgatum (Blackwell switchgrass)	38727	114662
UP000823775	Datura stramonium (Jimsonweed) (Common thornapple)	4076	52138
UP000824469	Taxus chinensis (Chinese yew) (Taxus wallichiana var. chinensis)	29808	44066
UP000824732	Ricinus communis (Castor bean)	3988	28144
UP000824890	Brassica napus (Rape)	3708	93609
UP000825729	Aristolochia fimbriata (White veined hardy Dutchman's pipe vine)	158543	21775
UP000825935	Ceratopteris richardii (Triangle waterfern)	49495	64680
UP000826271	Buddleja alternifolia	168488	29139
UP000826656	Solanum tuberosum (Potato)	4113	37410
UP000827721	Xanthoceras sorbifolium	99658	21820
UP000827889	Rhodamnia argentea	178133	32080
UP000827976	Dioscorea alata (Purple yam)	55571	38602
UP000828048	Vaccinium darrowii	229202	34804
UP000828251	Gossypium stocksii	47602	46007
UP000828922	Sphagnum magellanicum	128215	2457
UP000828941	Bauhinia variegata (Purple orchid tree) (Phanera variegata)	167791	41861
UP000829196	Dendrobium nobile (Orchid)	94219	28750
UP000829398	Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis)	2711	80064
UP000832498	Corylus avellana (European hazel) (Corylus maxima)	13451	31309
UP000834106	Fraxinus pennsylvanica	56036	35489
UP000836841	Thlaspi arvense (Field penny-cress)	13288	26379
UP000886595	Brassica carinata (Ethiopian mustard) (Abyssinian cabbage)	52824	95941
UP001054252	Rubroshorea leprosula	152421	66944
UP001054857	Astrephomene gubernaculifera	47775	13703
UP001054889	Eleusine coracana subsp. coracana	191504	54886
UP001055439	Musa troglodytarum (fe'i banana)	320322	69043
UP001055712	Chlorella vulgaris (Green alga)	3077	11003
UP001055811	Cichorium intybus (Chicory)	13427	43721
UP001056120	Smallanthus sonchifolius	185202	83389
UP001060085	Catharanthus roseus (Madagascar periwinkle) (Vinca rosea)	4058	36593
UP001060215	Camellia lanceoleosa	1840588	54167
UP001062846	Rhododendron molle (Chinese azalea) (Azalea mollis)	49168	52425
UP001140949	Iris pallida (Sweet iris)	29817	55717
UP001141552	Turnera subulata	218843	29656
UP001141806	Protea cynaroides	273540	33227
UP001151287	Rhynchospora breviuscula	2022672	21906
UP001152484	Cuscuta europaea (European dodder)	41803	29034
UP001152523	Cuscuta epithymum	186058	50982
UP001152561	Anisodus acutangulus	402998	38066
UP001153076	Carnegiea gigantea	171969	33880
UP001153555	Striga hermonthica (Purple witchweed) (Buchnera hermonthica)	68872	29515
UP001154282	Linum tenue	586396	123869
UP001157006	Vicia faba (Broad bean) (Faba vulgaris)	3906	36311
UP001157418	Lactuca virosa	75947	42214
UP001161247	Oldenlandia corymbosa var. corymbosa	529605	32307
UP001162992	Diphasiastrum complanatum (Issler's clubmoss) (Lycopodium complanatum)	34168	58468
UP001163603	Pistacia integerrima	434235	34064
UP001164250	Pistacia atlantica	434234	33570
UP001164539	Melia azedarach (Chinaberry tree)	155640	31022
UP001165080	Pleodorina starrii	330485	15442
UP001165090	Volvox africanus	51714	13265
UP001165190	Hibiscus trionum (Flower of an hour)	183268	52015
UP001168098	Vitis rotundifolia (Muscadine grape)	103349	40044
UP001168877	Acer saccharum (Sugar maple)	4024	38066
UP001177003	Lactuca saligna (Willowleaf lettuce)	75948	44208
UP001177021	Trifolium pratense (Red clover)	57577	52142
UP001177140	Papaver nudicaule (Iceland poppy)	74823	29684
UP001179952	Acorus gramineus (Dwarf sweet flag)	55184	24544
UP001180020	Acorus calamus (Sweet flag)	4465	45136
UP001187471	Escallonia rubra	112253	30672
UP001188597	Escallonia herrerae	1293975	47165
UP001189122	Spirodela intermedia (Intermediate duckweed)	51605	21937
UP001189624	Sphenostylis stenocarpa	92480	30727
UP001190926	Perilla frutescens var. hirtella (Perilla citriodora) (Perilla setoyensis)	608512	21013
UP001202328	Papaver atlanticum	357466	32465
UP001205105	Chlorella ohadii	2649997	11249
UP001206925	Ambrosia artemisiifolia (Common ragweed)	4212	33735
UP001210211	Rhynchospora tenuis	198213	21516
UP001222027	Ensete ventricosum (Abyssinian banana) (Musa ensete)	4639	34908
UP001227230	Vitis vinifera (Grape)	29760	33207
UP001229421	Tagetes erecta (African marigold)	13708	35583
UP001231189	Lolium multiflorum (Italian ryegrass) (Lolium perenne subsp. multiflorum)	4521	67259
UP001234297	Persea americana (Avocado)	3435	42442
UP001234989	Solanum verrucosum	315347	53032
UP001237642	Heracleum sosnowskyi	360622	53712
UP001244341	Tetradesmus obliquus (Green alga) (Acutodesmus obliquus)	3088	16114
UP001255856	Prototheca wickerhamii	3111	5452
UP001279734	Nepenthes gracilis (Slender pitcher plant)	150966	33982
UP001280121	Dipteronia dyeriana	168575	32504
UP001281410	Dipteronia sinensis	43782	32987
UP001289374	Sesamum angolense	2727404	31130
UP001291623	Anisodus tanguticus	243964	44051
UP001291926	Penstemon davidsonii	160366	16871
UP001293254	Sesamum alatum	300844	29783
UP001293593	Acacia crassicarpa (northern wattle)	499986	33784
UP001311915	Solanum pinnatisectum (tansyleaf nightshade)	50273	34180
UP001314170	Dovyalis caffra	77055	27325
UP001314263	Coccomyxa viridis	1274662	11115
UP001318860	Rehmannia glutinosa (Chinese foxglove)	99300	49262
UP001324115	Quercus rubra (Northern red oak) (Quercus borealis)	3512	40816
UP001327560	Canna indica (Indian-shot)	4628	29410
UP001341281	Paspalum notatum var. saurae	547442	50017
UP001341840	Stylosanthes scabra	79078	121503
UP001346149	Trapa natans (Water chestnut)	22666	32149
UP001359559	Clitoria ternatea (Butterfly pea)	43366	26876
UP001367508	Canavalia gladiata (Sword bean) (Dolichos gladiatus)	3824	34082
UP001370490	Dillenia turbinata	194707	36788
UP001371456	Solanum bulbocastanum (Ornamental nightshade)	147425	30396
UP001372338	Crotalaria pallida (Smooth rattlebox) (Crotalaria striata)	3830	33091
UP001374535	Vigna mungo (Black gram) (Phaseolus mungo)	3915	37670
UP001374584	Phaseolus coccineus (Scarlet runner bean) (Phaseolus multiflorus)	3886	29253
UP001386955	Psophocarpus tetragonolobus (Winged bean) (Dolichos tetragonolobus)	3891	27252
UP001396334	Hibiscus sabdariffa (roselle)	183260	86344
UP001408789	Deinandra increscens subsp. villosa	3103831	31785
UP001412067	Platanthera guangdongensis	2320717	22280
UP001415857	Liquidambar formosana (Formosan gum)	63359	27652
UP001417504	Stephania japonica	461633	26629
UP001418222	Platanthera zijinensis	2320716	24050
UP001419268	Stephania cephalantha	152367	30910
UP001420932	Stephania yunnanensis	152371	31830
UP001428341	Citrus x changshan-huyou	2935761	29234
UP001438707	Apatococcus lobatus	904363	12385
UP001443914	Saponaria officinalis (Common soapwort) (Lychnis saponaria)	3572	43544
UP001445335	Elliptochloris bilobata	381761	9538
UP001454036	Lithospermum erythrorhizon (Purple gromwell) (Lithospermum officinale var. erythrorhizon)	34254	44024
UP001457282	Rubus argutus (Southern blackberry)	59490	39955
UP001459277	Lithocarpus litseifolius	425828	35004
UP001465755	Symbiochloris irregularis	706552	11670
UP001472677	Hibiscus sabdariffa (roselle)	183260	78072
UP001472866	Chloropicon roscoffensis	1461544	9008
UP001485043	Apatococcus fuscideae	2026836	13765
UP001489004	[Myrmecia] bisecta	41462	13410
UP001491310	Coccomyxa subellipsoidea	248742	10452
UP001497392	Coccomyxa viridis	1274662	11604
UP001497444	Sphagnum jensenii	128206	28014
UP001497457	Urochloa decumbens	240449	135058
UP001497480	Lupinus luteus (European yellow lupine)	3873	36009
UP001497512	Sphagnum troendelagicum	128251	23964
UP001497516	Linum trigynum	586398	57652
UP001515500	Dioscorea cayennensis subsp. rotundata (White Guinea yam) (Dioscorea rotundata)	55577	29250
UP001552299	Dendrobium thyrsiflorum (Pinecone-like raceme dendrobium) (Orchid)	117978	26289
UP001558713	Cardamine amara subsp. amara	228776	36381
UP001567538	Salvia divinorum (Maria pastora) (Diviner's sage)	28513	38681
UP001603857	Flemingia macrophylla	520843	33069
UP001604277	Forsythia ovata	205694	53950
UP001604336	Abeliophyllum distichum	126358	47632
UP001605036	Riccia fluitans	41844	29203
UP001627284	Solanum stoloniferum	62892	52170
UP001630127	Cinchona calisaya	153742	41496
UP001632038	Castilleja foliolosa	1961234	42001
UP001633002	Riccia sorocarpa	122646	27518
UP001634007	Eucalyptus globulus (Tasmanian blue gum)	34317	38859
UP001642260	Eruca vesicaria subsp. sativa (Garden rocket) (Eruca sativa)	29727	43983
UP001642360	Ilex paraguariensis (yerba mate)	185542	52268
UP001642487	Citrullus colocynthis (colocynth)	252529	21779
UP001652600	Cucumis melo (Muskmelon)	3656	28315
UP001652623	Ziziphus jujuba (Chinese jujube) (Ziziphus sativa)	326968	33708
UP001652660	Coffea arabica (Arabian coffee)	13443	65866
UP001658960	Chlorella vulgaris (Green alga)	3077	7514
UP001662300	Arachis hypogaea (Peanut)	3818	70887
UP001667325	Prunus speciosa (Oshima cherry)	378228	29578
UP001698252	Hibiscus cannabinus	229543	63399
UP001701531	Micractinium tetrahymenae	2728915	13968
UP001705132	Castanea dentata (American chestnut)	134033	37716
UP001729270	Zizania latifolia	58934	36074
UP001730765	Musa banksii (Banana)	213591	33283
UP001730766	Musa textilis (Manila hemp) (Abaca)	228183	33602
UP001730840	Coccomyxa elongata	1965095	11716
UP001730881	Arabidopsis halleri	81970	35505
UP001732700	Avena sativa (Oat)	4498	86842
UP000002051	Medicago truncatula (Barrel medic) (Medicago tribuloides)	3880	57093
UP000006727	Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens)	3218	47782
UP000032142	Gossypium arboreum (Tree cotton) (Gossypium nanking)	29729	31542
UP000187609	Nicotiana attenuata (Coyote tobacco)	49451	32918
UP000215914	Helianthus annuus (Common sunflower)	4232	88555
UP000222542	Capsicum annuum (Capsicum pepper)	4072	35710
UP000224567	Capsicum baccatum (Peruvian pepper)	33114	35154
UP000235145	Lactuca sativa (Garden lettuce)	4236	44115
UP000238479	Rosa chinensis (China rose)	74649	45026
UP000241394	Actinidia chinensis var. chinensis (Chinese soft-hair kiwi)	1590841	32913
UP000250235	Dorcoceras hygrometricum	472368	46001
UP000265520	Trifolium medium	97028	116147
UP000275267	Panicum miliaceum (Proso millet) (Broomcorn millet)	4540	55732
UP000289340	Glycine soja (Wild soybean)	3848	75203
UP000289738	Arachis hypogaea (Peanut)	3818	97687
UP000290289	Malus domestica (Apple) (Pyrus malus)	3750	42526
UP000317650	Musa balbisiana (Banana)	52838	32192
UP000323000	Acer yangbiense	1000413	28143
UP000324897	Eragrostis curvula (weeping love grass)	38414	53658
UP000326396	Mikania micrantha (bitter vine)	192012	45148
UP000326939	Salix brachista	2182728	29803
UP000327157	Pyrus ussuriensis x Pyrus communis	2448454	41937
UP000447434	Lupinus albus (White lupine) (Lupinus termis)	3870	37960
UP000467840	Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	43141
UP000485058	Haematococcus lacustris (Green alga) (Haematococcus pluvialis)	44745	28121
UP000516437	Morella rubra (Chinese bayberry)	262757	27208
UP000636800	Vanilla planifolia (Vanilla)	51239	29071
UP000685013	Cucurbita argyrosperma subsp. sororia	37648	30205
UP000694240	Arabidopsis thaliana x Arabidopsis arenosa	1240361	59007
UP000694251	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)	45249	59687
UP000701853	Gossypium anomalum	47600	32886
UP000807159	Populus deltoides (Eastern poplar) (Eastern cottonwood)	3696	39771
UP000823674	Brassica rapa subsp. trilocularis	1813537	42330
UP000823749	Rhododendron griersonianum	479676	49278
UP000824120	Solanum commersonii (Commerson's wild potato) (Commerson's nightshade)	4109	65119
UP000835761	Fagus sylvatica (Beechnut)	28930	20083
UP000886520	Adiantum capillus-veneris (Maidenhair fern)	13818	25645
UP000886885	Populus tomentosa (Chinese white poplar)	118781	58240
UP001054821	Prunus dulcis (Almond) (Amygdalus dulcis)	3755	44957
UP001055879	Arctium lappa (Greater burdock) (Lappa major)	4217	38912
UP001057402	Melastoma candidum	119954	45460
UP001058974	Pisum sativum (Garden pea) (Lathyrus oleraceus)	3888	64176
UP001064489	Acer negundo (Box elder)	4023	29013
UP001085076	Dioscorea zingiberensis	325984	30095
UP001140206	Rhynchospora pubera	906938	70303
UP001141253	Salix suchowensis	1278906	36942
UP001151529	Salix viminalis (Common osier) (Basket willow)	40686	32490
UP001151532	Salix purpurea (Purple osier willow)	77065	37077
UP001151752	Salix koriyanagi	2511006	34531
UP001151760	Tanacetum coccineum	301880	160195
UP001159364	Erythroxylum novogranatense (Peruvian coca) (Erythroxylum coca var. novogranatense)	1862640	28510
UP001162972	Salix udensis	889485	34473
UP001163823	Quillaja saponaria (Soap bark tree)	32244	39002
UP001164776	Paspalum vaginatum (seashore paspalum)	158149	45463
UP001164929	Populus alba x Populus x berolinensis	444605	52374
UP001172457	Centaurea solstitialis (yellow star-thistle)	347529	33406
UP001174677	Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	37065
UP001187192	Ficus carica (Common fig)	3494	50560
UP001190700	Cymbomonas tetramitiformis	36881	55884
UP001234787	Cryptomeria japonica (Japanese cedar) (Cupressus japonica)	3369	1998
UP001301735	Eleusine coracana subsp. coracana	191504	235
UP001345219	Trapa incisa	236973	32290
UP001358586	Gossypium arboreum (Tree cotton) (Gossypium nanking)	29729	47974
UP001634393	Penstemon smallii	265156	25218
UP001674383	Bienertia sinuspersici	338654	31839
UP001703957	Helianthus anomalus	73274	137788
UP001705133	Taraxacum kok-saghyz (Russian dandelion)	333970	38650
UP001730600	Prunus armeniaca (Apricot) (Armeniaca vulgaris)	36596	55495
UP001730764	Prunus brigantina	151428	42103
