Proteome Id	Organism	Organism Id	Protein count
UP000000276	Corynebacterium pseudotuberculosis (strain C231)	681645	2001
UP000000310	Pseudopedobacter saltans (strain ATCC 51119 / DSM 12145 / JCM 21818 / CCUG 39354 / LMG 10337 / NBRC 100064 / NCIMB 13643) (Pedobacter saltans)	762903	3780
UP000000321	Aurantimonas manganoxydans (strain ATCC BAA-1229 / DSM 21871 / SI85-9A1)	287752	3625
UP000000322	Sanguibacter keddieii (strain ATCC 51767 / DSM 10542 / NCFB 3025 / ST-74)	446469	3710
UP000000323	Thermobaculum terrenum (strain ATCC BAA-798 / CCMEE 7001 / YNP1)	525904	2827
UP000000329	Herbaspirillum seropedicae (strain SmR1)	757424	4732
UP000000332	Brachyspira pilosicoli (strain ATCC BAA-1826 / 95/1000)	759914	2301
UP000000333	Olsenella uli (strain ATCC 49627 / DSM 7084 / CCUG 31166 / CIP 109912 / JCM 12494 / LMG 11480 / NCIMB 702895 / VPI D76D-27C) (Lactobacillus uli)	633147	1739
UP000000343	Granulicella tundricola (strain ATCC BAA-1859 / DSM 23138 / MP5ACTX9)	1198114	4514
UP000000347	Caldicellulosiruptor obsidiansis (strain ATCC BAA-2073 / JCM 16842 / OB47)	608506	2184
UP000000361	Paracoccus denitrificans (strain Pd 1222)	318586	5019
UP000000362	Leuconostoc mesenteroides subsp. mesenteroides (strain ATCC 8293 / DSM 20343 / BCRC 11652 / CCM 1803 / JCM 6124 / NCDO 523 / NBRC 100496 / NCIMB 8023 / NCTC 12954 / NRRL B-1118 / 37Y)	203120	2002
UP000000364	Lactococcus lactis subsp. cremoris (strain MG1363)	416870	2383
UP000000366	Methylibium petroleiphilum (strain ATCC BAA-1232 / LMG 22953 / PM1)	420662	4359
UP000000370	Lachnoclostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg) (Clostridium phytofermentans)	357809	3891
UP000000374	Verminephrobacter eiseniae (strain EF01-2)	391735	4911
UP000000376	Arcanobacterium haemolyticum (strain ATCC 9345 / DSM 20595 / CCM 5947 / CCUG 17215 / LMG 16163 / NBRC 15585 / NCTC 8452 / 11018)	644284	1717
UP000000377	Streptomyces bingchenggensis (strain BCW-1)	749414	10019
UP000000378	Syntrophothermus lipocalidus (strain DSM 12680 / TGB-C1)	643648	2311
UP000000379	Truepera radiovictrix (strain DSM 17093 / CIP 108686 / LMG 22925 / RQ-24)	649638	2924
UP000000383	Methylotenera versatilis (strain 301)	666681	2752
UP000000393	Nitrosococcus watsoni (strain C-113)	105559	2880
UP000000417	Symbiobacterium thermophilum (strain DSM 24528 / JCM 14929 / IAM 14863 / T)	292459	3313
UP000000419	Brucella melitensis biotype 1 (strain ATCC 23456 / CCUG 17765 / NCTC 10094 / 16M)	224914	3178
UP000000421	Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston 1) (Rochalimaea henselae)	283166	1466
UP000000422	Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / CCUG 13145 / JCM 31913 / LMG 7466 / NCTC 11488 / FDC 602W) (Vibrio succinogenes)	273121	2028
UP000000424	Chlamydia pneumoniae (Chlamydophila pneumoniae)	83558	1112
UP000000425	Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58)	122586	2003
UP000000426	Pseudomonas syringae pv. syringae (strain B728a)	205918	5071
UP000000427	Bacillus anthracis (anthrax bacterium)	1392	5334
UP000000428	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	227882	7672
UP000000429	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	85962	1554
UP000000430	Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)	62977	3263
UP000000431	Chlamydia trachomatis serovar D (strain ATCC VR-885 / DSM 19411 / UW-3/Cx)	272561	895
UP000000432	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	220668	3087
UP000000433	Dehalococcoides mccartyi (strain CBDB1)	255470	1454
UP000000435	Ehrlichia canis (strain Jake)	269484	924
UP000000439	Bifidobacterium longum (strain NCC 2705)	206672	1725
UP000000440	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	197221	2451
UP000000442	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	177437	4846
UP000000444	Staphylococcus carnosus (strain TM300)	396513	2460
UP000000445	Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NBRC 107923 / NS-E)	309803	1937
UP000000447	Thermomicrobium roseum (strain ATCC 27502 / DSM 5159 / P-2)	309801	2858
UP000000448	Nautilia profundicola (strain ATCC BAA-1463 / DSM 18972 / AmH)	598659	1730
UP000000449	Streptococcus uberis (strain ATCC BAA-854 / 0140J)	218495	1760
UP000000450	Acidovorax ebreus (strain TPSY) (Diaphorobacter sp. (strain TPSY))	535289	3461
UP000000466	Simiduia agarivorans (strain DSM 21679 / JCM 13881 / BCRC 17597 / SA1)	1117647	3812
UP000000467	Thermacetogenium phaeum (strain ATCC BAA-254 / DSM 26808 / PB)	1089553	2803
UP000000483	Desulfobacca acetoxidans (strain ATCC 700848 / DSM 11109 / ASRB2)	880072	2859
UP000000485	Cellulomonas gilvus (strain ATCC 13127 / NRRL B-14078) (Cellvibrio gilvus)	593907	3153
UP000000490	Francisella salina	573569	1975
UP000000492	Corynebacterium resistens (strain DSM 45100 / JCM 12819 / GTC 2026 / SICGH 158)	662755	2164
UP000000493	Runella slithyformis (strain ATCC 29530 / DSM 19594 / LMG 11500 / NCIMB 11436 / LSU 4)	761193	5750
UP000000495	Parachlamydia acanthamoebae (strain UV7)	765952	2784
UP000000496	Simkania negevensis (strain ATCC VR-1471 / DSM 27360 / Z)	331113	2516
UP000000503	Gracilinema caldarium (strain ATCC 51460 / DSM 7334 / H1) (Treponema caldarium)	744872	2754
UP000000528	Mycoplasmopsis pulmonis (strain UAB CTIP) (Mycoplasma pulmonis)	272635	778
UP000000529	Protochlamydia amoebophila (strain UWE25)	264201	1879
UP000000531	Staphylococcus epidermidis (strain ATCC 35984 / DSM 28319 / BCRC 17069 / CCUG 31568 / BM 3577 / RP62A)	176279	2492
UP000000532	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	300852	2227
UP000000535	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	242231	2106
UP000000537	Aliivibrio fischeri (strain ATCC 700601 / ES114) (Vibrio fischeri)	312309	3813
UP000000545	Corynebacterium jeikeium (strain K411)	306537	2064
UP000000546	Psychrobacter arcticus (strain DSM 17307 / VKM B-2377 / 273-4)	259536	2099
UP000000547	Colwellia psychrerythraea (strain 34H / ATCC BAA-681) (Vibrio psychroerythus)	167879	4882
UP000000549	Mycoplasmopsis synoviae (strain 53) (Mycoplasma synoviae)	262723	679
UP000000551	Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) (Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6))	264730	5093
UP000000555	Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) (Thermoanaerobacter tengcongensis)	273068	2545
UP000000556	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	160488	5527
UP000000557	Gloeobacter violaceus (strain ATCC 29082 / PCC 7421)	251221	4406
UP000000558	Escherichia coli O157:H7	83334	5056
UP000000564	Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315)	198466	1859
UP000000566	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	435591	3830
UP000000576	Xanthomonas citri pv. citri (strain 306)	1203463	4354
UP000000577	Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA)	243231	3402
UP000000582	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / BCRC 11384 / CCUG 27702 / LMG 3730 / NBRC 12168 / NCIMB 10025 / NRRL B-2784 / 534)	196627	3093
UP000000584	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	243277	3781
UP000000585	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	170187	2109
UP000000586	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	171101	2031
UP000000588	Porphyromonas gingivalis (strain ATCC BAA-308 / W83)	242619	1863
UP000000592	Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27)	262724	2200
UP000000593	Photobacterium profundum (strain SS9)	298386	5328
UP000000594	Bacillus anthracis (anthrax bacterium)	1392	5493
UP000000597	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	283165	1139
UP000000602	Desulfotalea psychrophila (strain LSv54 / DSM 12343)	177439	3233
UP000000604	Rickettsia typhi (strain ATCC VR-144 / Wilmington)	257363	836
UP000000605	Burkholderia pseudomallei (strain K96243)	272560	5717
UP000000606	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	279010	4164
UP000000607	Mannheimia succiniciproducens (strain KCTC 0769BP / MBEL55E)	221988	2367
UP000000609	Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)	272624	2930
UP000000611	Borrelia duttonii (strain Ly)	412419	1287
UP000000612	Borrelia recurrentis (strain A1)	412418	977
UP000000628	Jonesia denitrificans (strain ATCC 14870 / DSM 20603 / BCRC 15368 / CIP 55.134 / JCM 11481 / NBRC 15587 / NCTC 10816 / Prevot 55134) (Listeria denitrificans)	471856	2495
UP000000630	Anaplasma centrale (strain Israel) (Anaplasma marginale subsp. centrale (strain Israel))	574556	919
UP000000637	Paenarthrobacter aurescens (strain TC1)	290340	4565
UP000000639	Psychromonas ingrahamii (strain DSM 17664 / CCUG 51855 / 37)	357804	3530
UP000000644	Polaromonas naphthalenivorans (strain CJ2)	365044	4879
UP000000647	Halorhodospira halophila (strain DSM 244 / SL1) (Ectothiorhodospira halophila (strain DSM 244 / SL1))	349124	2406
UP000000653	Pseudomonas aeruginosa (strain UCBPP-PA14)	208963	5886
UP000000656	Leptospira borgpetersenii serovar Hardjo-bovis (strain JB197)	355277	2829
UP000000657	Frankia alni (strain DSM 45986 / CECT 9034 / ACN14a)	326424	6710
UP000000662	Burkholderia ambifaria (strain ATCC BAA-244 / DSM 16087 / CCUG 44356 / LMG 19182 / AMMD) (Burkholderia cepacia (strain AMMD))	339670	6600
UP000000664	Lactobacillus gasseri (strain ATCC 33323 / DSM 20243 / BCRC 14619 / CIP 102991 / JCM 1131 / KCTC 3163 / NCIMB 11718 / NCTC 13722 / AM63)	324831	1694
UP000000683	Alteromonas naphthalenivorans	715451	4342
UP000000684	Shewanella frigidimarina (strain NCIMB 400)	318167	3990
UP000000686	Pseudomonas fulva (strain 12-X)	743720	4459
UP000000692	Ketogulonicigenium vulgare (strain WSH-001)	759362	3049
UP000000716	Exiguobacterium sp. (strain ATCC BAA-1283 / AT1b)	360911	3020
UP000000718	Thermodesulfovibrio yellowstonii (strain ATCC 51303 / DSM 11347 / YP87)	289376	1982
UP000000719	Halothermothrix orenii (strain H 168 / OCM 544 / DSM 9562)	373903	2324
UP000000723	Azobacteroides pseudotrichonymphae genomovar. CFP2	511995	847
UP000000738	Micrococcus luteus (strain ATCC 4698 / DSM 20030 / JCM 1464 / CCM 169 / CCUG 5858 / IAM 1056 / NBRC 3333 / NCIMB 9278 / NCTC 2665 / VKM Ac-2230) (Micrococcus lysodeikticus)	465515	2207
UP000000739	Desulfatibacillum aliphaticivorans	218208	5198
UP000000745	Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73)	585054	4309
UP000000746	Escherichia coli (strain 55989 / EAEC)	585055	4797
UP000000747	Escherichia coli O45:K1 (strain S88 / ExPEC)	585035	4805
UP000000750	Streptococcus pyogenes serotype M1	301447	1690
UP000000753	Shewanella piezotolerans (strain WP3 / JCM 13877)	225849	4898
UP000000756	Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049)	380703	4121
UP000000757	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	246196	6603
UP000000762	Francisella tularensis subsp. novicida (strain ATCC 15482 / CCUG 33449 / U112)	401614	1719
UP000000765	Mycobacterium ulcerans (strain Agy99)	362242	4208
UP000000771	Acidimicrobium ferrooxidans (strain DSM 10331 / JCM 15462 / NBRC 103882 / ICP)	525909	1935
UP000000773	Pediococcus pentosaceus (strain ATCC 25745 / CCUG 21536 / LMG 10740 / 183-1w)	278197	1755
UP000000774	Oenococcus oeni (strain ATCC BAA-331 / PSU-1)	203123	1682
UP000000775	Helicobacter acinonychis (strain Sheeba)	382638	1596
UP000000779	Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / CCUG 15529 / CIP 8149 / NCTC 11857 / SLCC 5334 / V8)	386043	2769
UP000000784	Delftia acidovorans (strain DSM 14801 / SPH-1)	398578	5968
UP000000787	Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785 / 114-95)	316274	5254
UP000000788	Prochlorococcus marinus (strain MIT 9211)	93059	1855
UP000000789	Petrotoga mobilis (strain DSM 10674 / SJ95)	403833	1890
UP000000790	Lactobacillus helveticus (strain DPC 4571)	405566	1580
UP000000796	Rickettsia rickettsii (strain Iowa)	452659	1384
UP000000798	Aquifex aeolicus (strain VF5)	224324	1553
UP000000799	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	192222	1623
UP000000800	Chlamydia muridarum (strain MoPn / Nigg)	243161	915
UP000000806	Mycobacterium leprae (strain TN)	272631	1603
UP000000808	Mycoplasmoides pneumoniae (strain ATCC 29342 / M129 / Subtype 1) (Mycoplasma pneumoniae)	272634	686
UP000000809	Pasteurella multocida (strain Pm70)	272843	2007
UP000000811	Treponema pallidum (strain DSM 117211 / Nichols)	243276	1027
UP000000812	Xylella fastidiosa (strain 9a5c)	160492	2772
UP000000813	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	176299	5345
UP000000814	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W)	272562	3847
UP000000815	Yersinia pestis	632	3909
UP000000816	Rickettsia conorii (strain ATCC VR-613 / Malish 7)	272944	1371
UP000000817	Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e)	169963	2844
UP000000821	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)	208435	2105
UP000000822	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	221109	3490
UP000000841	Saccharomonospora viridis (strain ATCC 15386 / DSM 43017 / JCM 3036 / CCUG 5913 / NBRC 12207 / NCIMB 9602 / P101) (Thermoactinomyces viridis)	471857	3828
UP000000844	Stackebrandtia nassauensis (strain DSM 44728 / CIP 108903 / NRRL B-16338 / NBRC 102104 / LLR-40K-21)	446470	6379
UP000000845	Sebaldella termitidis (strain ATCC 33386 / NCTC 11300)	526218	4124
UP000000849	Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134)	446466	3673
UP000000851	Catenulispora acidiphila (strain DSM 44928 / JCM 14897 / NBRC 102108 / NRRL B-24433 / ID139908)	479433	8909
UP000000852	Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / CIP 104194 / JCM 7457 / NBRC 12017 / NCIMB 9290 / NRRL B-14731 / HIM 762-3)	485917	4249
UP000000925	Coraliomargarita akajimensis (strain DSM 45221 / IAM 15411 / JCM 23193 / KCTC 12865 / 04OKA010-24)	583355	3110
UP000000927	Xylanibacter ruminicola (strain ATCC 19189 / DSM 19721 / CIP 105475 / JCM 8958 / 23) (Prevotella ruminicola)	264731	2761
UP000000935	Priestia megaterium (strain ATCC 12872 / QMB1551) (Bacillus megaterium)	545693	5606
UP000000936	Propionibacterium freudenreichii subsp. shermanii (strain ATCC 9614 / DSM 4902 / CIP 103027 / NCIMB 8099 / CIRM-BIA1)	754252	2310
UP000000939	Arcobacter nitrofigilis (strain ATCC 33309 / DSM 7299 / CCUG 15893 / LMG 7604 / NCTC 12251 / CI) (Campylobacter nitrofigilis)	572480	3125
UP000000940	Thermotoga petrophila (strain ATCC BAA-489 / DSM 13996 / JCM 10882 / RKU-10) (Thermotoga naphthophila)	590168	1765
UP000000954	Cryptobacterium curtum (strain ATCC 700683 / DSM 15641 / CCUG 43107 / 12-3)	469378	1355
UP000000960	Lancefieldella parvula (strain ATCC 33793 / DSM 20469 / CCUG 32760 / JCM 10300 / KCTC 3663 / VPI 0546 / 1246) (Atopobium parvulum)	521095	1353
UP000000998	Marinobacter nauticus (strain ATCC 700491 / DSM 11845 / VT8) (Marinobacter aquaeolei)	351348	4170
UP000001006	Shigella flexneri	623	4103
UP000001007	Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) (Chlorobium tepidum)	194439	2250
UP000001010	Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25)	190485	4127
UP000001011	Yersinia pseudotuberculosis serotype I (strain IP32953)	273123	4016
UP000001012	Chlamydia abortus (strain DSM 27085 / S26/3) (Chlamydophila abortus)	218497	932
UP000001014	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287	4533
UP000001016	Mycoplasma mycoides subsp. mycoides SC (strain CCUG 32753 / NCTC 10114 / PG1)	272632	978
UP000001019	Yersinia pestis	632	3895
UP000001020	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	83331	4206
UP000001021	Ehrlichia ruminantium (strain Welgevonden)	254945	958
UP000001022	Haemophilus ducreyi (strain 35000HP / ATCC 700724)	233412	1694
UP000001023	Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3) (Silicibacter pomeroyi)	246200	4269
UP000001025	Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1)	243090	7271
UP000001026	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	59919	1942
UP000001027	Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50) (Alcaligenes bronchisepticus)	257310	4961
UP000001029	Elusimicrobium minutum (strain Pei191)	445932	1528
UP000001030	Shigella boydii serotype 18 (strain CDC 3083-94 / BS512)	344609	4143
UP000001031	Akkermansia muciniphila (strain ATCC BAA-835 / DSM 22959 / JCM 33894 / BCRC 81048 / CCUG 64013 / CIP 107961 / Muc)	349741	2137
UP000001035	Burkholderia cenocepacia (strain ATCC BAA-245 / DSM 16553 / LMG 16656 / NCTC 13227 / J2315 / CF5610) (Burkholderia cepacia (strain J2315))	216591	6993
UP000001036	Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa)	498211	3711
UP000001052	Desulfohalobium retbaense (strain ATCC 49708 / DSM 5692 / JCM 16813 / HR100)	485915	2500
UP000001054	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	394	6273
UP000001060	Legionella longbeachae serogroup 1 (strain NSW150)	661367	3460
UP000001062	Marinomonas mediterranea (strain ATCC 700492 / JCM 21426 / NBRC 103028 / MMB-1)	717774	4118
UP000001077	Bartonella rattimassiliensis 15908	1094556	1730
UP000001095	Afipia clevelandensis ATCC 49720	883079	4205
UP000001096	Afipia broomeae ATCC 49717	883078	4994
UP000001108	Sinorhizobium medicae (strain WSM419) (Ensifer medicae)	366394	6145
UP000001110	Thermosipho melanesiensis (strain DSM 12029 / CIP 104789 / BI429)	391009	1877
UP000001114	Actinobacillus succinogenes (strain ATCC 55618 / DSM 22257 / CCUG 43843 / 130Z)	339671	2077
UP000001116	Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216)	266940	4674
UP000001120	Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42) (Bacillus amyloliquefaciens subsp. plantarum)	326423	3711
UP000001122	Escherichia coli O139:H28 (strain E24377A / ETEC)	331111	4915
UP000001131	Streptococcus gordonii (strain Challis / ATCC 35105 / BCRC 15272 / CH1 / DL1 / V288)	467705	2050
UP000001136	Aliarcobacter butzleri (strain RM4018) (Arcobacter butzleri)	367737	2254
UP000001168	Shouchella clausii (strain KSM-K16) (Alkalihalobacillus clausii)	66692	4082
UP000001170	Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311)	264199	1577
UP000001171	Idiomarina loihiensis (strain ATCC BAA-735 / DSM 15497 / L2-TR)	283942	2608
UP000001172	Geobacillus kaustophilus (strain HTA426)	235909	3516
UP000001173	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	264203	1779
UP000001174	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	1528
UP000001175	Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) (Anacystis nidulans)	269084	2525
UP000001176	Gluconacetobacter diazotrophicus (strain ATCC 49037 / DSM 5601 / CCUG 37298 / CIP 103539 / LMG 7603 / PAl5)	272568	3783
UP000001188	Xanthomonas campestris pv. campestris (strain B100)	509169	4413
UP000001190	Mycobacterium marinum (strain ATCC BAA-535 / M)	216594	5418
UP000001191	Nostoc punctiforme (strain ATCC 29133 / PCC 73102)	63737	6573
UP000001192	Paraburkholderia phymatum (strain DSM 17167 / CIP 108236 / LMG 21445 / STM815) (Burkholderia phymatum)	391038	7461
UP000001203	Crocosphaera subtropica (strain ATCC 51142 / BH68) (Cyanothece sp. (strain ATCC 51142))	43989	5239
UP000001205	Borrelia turicatae (strain 91E135)	314724	1024
UP000001208	Chloroherpeton thalassium (strain ATCC 35110 / GB-78)	517418	2708
