upid	organism	taxid	protein_count	group	genus	genus_n_available	status
UP000002530	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	330879	9647	fungi			swept
UP000002605	Candida dubliniensis (strain CD36 / ATCC MYA-646 / CBS 7987 / NCPF 3949 / NRRL Y-17841) (Yeast)	573826	5829	fungi			swept
UP000002668	Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8) (Blackleg fungus) (Phoma lingam)	985895	12608	fungi			swept
UP000002669	Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum)	535722	8921	fungi			swept
UP000002753	Saccharomyces kudriavzevii (strain ATCC MYA-4449 / AS 2.2408 / CBS 8840 / NBRC 1802 / NCYC 2889) (Yeast)	226230	3745	fungi			swept
UP000002762	Beauveria bassiana (strain ARSEF 2860) (White muscardine disease fungus) (Tritirachium shiotae)	655819	10363	fungi			swept
UP000002866	Henningerozyma blattae (strain ATCC 34711 / CBS 6284 / DSM 70876 / NBRC 10599 / NRRL Y-10934 / UCD 77-7) (Yeast) (Tetrapisispora blattae)	1071380	5385	fungi			swept
UP000002872	Nematocida parisii (strain ERTm3) (Nematode killer fungus)	935791	2724	fungi			swept
UP000005018	Candida orthopsilosis (strain 90-125) (Yeast)	1136231	5676	fungi			swept
UP000005220	Kazachstania africana (strain ATCC 22294 / BCRC 22015 / CBS 2517 / CECT 1963 / NBRC 1671 / NRRL Y-8276) (Yeast) (Kluyveromyces africanus)	1071382	5354	fungi			swept
UP000005221	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646) (Yeast) (Monilia parapsilosis)	578454	5777	fungi			swept
UP000005222	Pichia sorbitophila (strain ATCC MYA-4447 / BCRC 22081 / CBS 7064 / NBRC 10061 / NRRL Y-12695) (Hybrid yeast)	559304	8826	fungi			swept
UP000005240	Puccinia triticina (isolate 1-1 / race 1 (BBBD)) (Brown leaf rust fungus)	630390	15356	fungi			swept
UP000005242	Wallemia mellicola (strain ATCC MYA-4683 / CBS 633.66) (Wallemia sebi (CBS 633.66))	671144	5262	fungi			swept
UP000005426	Trichoderma atroviride (strain ATCC 20476 / IMI 206040) (Hypocrea atroviridis)	452589	11815	fungi			swept
UP000005446	Glarea lozoyensis (strain ATCC 74030 / MF5533)	1104152	7926	fungi			swept
UP000005627	Torulaspora delbrueckii (strain ATCC 10662 / CBS 1146 / NBRC 0425 / NCYC 2629 / NRRL Y-866) (Yeast) (Candida colliculosa)	1076872	4974	fungi			unavailable
UP000005666	Tetrapisispora phaffii (strain ATCC 24235 / CBS 4417 / NBRC 1672 / NRRL Y-8282 / UCD 70-5) (Yeast) (Fabospora phaffii)	1071381	5235	fungi			swept
UP000006039	Gaeumannomyces tritici (strain R3-111a-1) (Wheat and barley take-all root rot fungus) (Gaeumannomyces graminis var. tritici)	644352	14597	fungi			swept
UP000006174	Ustilago hordei (Barley covered smut fungus)	120017	7111	fungi			swept
UP000006310	Huiozyma naganishii (strain ATCC MYA-139 / BCRC 22969 / CBS 8797 / KCTC 17520 / NBRC 10181 / NCYC 3082 / Yp74L-3) (Yeast) (Kazachstania naganishii)	1071383	5301	fungi			swept
UP000006352	Fibroporia radiculosa	599839	9251	fungi			swept
UP000006564	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	510516	12061	fungi			swept
UP000006701	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	344612	9120	fungi			swept
UP000006702	Aspergillus fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Neosartorya fischeri)	331117	10387	fungi			swept
UP000006706	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	425011	14085	fungi			swept
UP000006753	Marssonina brunnea f. sp. multigermtubi (strain MB_m1) (Marssonina leaf spot fungus)	1072389	10037	fungi			swept
UP000006757	Trichosporon asahii var. asahii (strain CBS 8904) (Yeast)	1220162	8515	fungi			swept
UP000006790	Eremothecium cymbalariae (strain CBS 270.75 / DBVPG 7215 / KCTC 17166 / NRRL Y-17582) (Yeast)	931890	4429	fungi			swept
UP000006853	Komagataella phaffii (strain ATCC 76273 / CBS 7435 / CECT 11047 / NRRL Y-11430 / Wegner 21-1) (Yeast) (Pichia pastoris)	981350	5284	fungi			swept
UP000006911	Tuber melanosporum (strain Mel28) (Perigord black truffle)	656061	7494	fungi			swept
UP000006968	Saccharomyces arboricola (strain H-6 / AS 2.3317 / CBS 10644) (Yeast)	1160507	3653	fungi			swept
UP000007115	Hypocrea virens (strain Gv29-8 / FGSC 10586) (Gliocladium virens) (Trichoderma virens)	413071	12389	fungi			swept
UP000007148	Serendipita indica (strain DSM 11827) (Root endophyte fungus) (Piriformospora indica)	1109443	11780	fungi			swept
UP000007241	Batrachochytrium dendrobatidis (strain JAM81 / FGSC 10211) (Frog chytrid fungus)	684364	8610	fungi			swept
UP000007304	Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis)	858893	9391	fungi			swept
UP000007322	Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile)	573729	9079	fungi			swept
UP000007703	Clavispora lusitaniae (strain ATCC 42720) (Yeast) (Candida lusitaniae)	306902	5932	fungi			swept
UP000007796	Grosmannia clavigera (strain kw1407 / UAMH 11150) (Blue stain fungus) (Graphiocladiella clavigera)	655863	8311	fungi			swept
UP000007805	Cryptococcus gattii serotype B (strain WM276 / ATCC MYA-4071) (Filobasidiella gattii) (Cryptococcus bacillisporus)	367775	6560	fungi			swept
UP000008062	Zymoseptoria tritici (strain CBS 115943 / IPO323) (Speckled leaf blotch fungus) (Septoria tritici)	336722	10951	fungi			swept
UP000008063	Serpula lacrymans var. lacrymans (strain S7.3) (Dry rot fungus)	936435	14339	fungi			swept
UP000008065	Neurospora tetrasperma (strain FGSC 2508 / ATCC MYA-4615 / P0657)	510951	10378	fungi			swept
UP000008066	Thermochaetoides thermophila (strain DSM 1495 / CBS 144.50 / DAOM 24625 / IMI 039719) (Chaetomium thermophilum)	759272	7186	fungi			swept
UP000008181	Thermothielavioides terrestris (strain ATCC 38088 / NRRL 8126) (Thielavia terrestris)	578455	9760	fungi			swept
UP000008335	Saccharomyces cerevisiae (strain RM11-1a) (Baker's yeast)	285006	5357	fungi			swept
UP000008370	Phanerochaete carnosa (strain HHB-10118-sp) (White-rot fungus) (Peniophora carnosa)	650164	13867	fungi			swept
UP000008383	Trichophyton verrucosum (strain HKI 0517)	663202	8028	fungi			swept
UP000008493	Agaricus bisporus var. burnettii (strain JB137-S8 / ATCC MYA-4627 / FGSC 10392) (White button mushroom)	597362	11211	fungi			swept
UP000008536	Zygosaccharomyces rouxii (strain ATCC 2623 / CBS 732 / NBRC 1130 / NCYC 568 / NRRL Y-229)	559307	4987	fungi			swept
UP000008673	Ogataea parapolymorpha (strain ATCC 26012 / BCRC 20466 / JCM 22074 / NRRL Y-7560 / DL-1) (Yeast) (Hansenula polymorpha)	871575	5319	fungi			swept
UP000008698	Verticillium alfalfae (strain VaMs.102 / ATCC MYA-4576 / FGSC 10136) (Verticillium wilt of alfalfa) (Verticillium albo-atrum)	526221	10233	fungi			swept
UP000008782	Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) (Maize anthracnose fungus) (Glomerella graminicola)	645133	12019	fungi			swept
UP000008783	Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus)	418459	15808	fungi			swept
UP000008784	Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491) (Nematode-trapping fungus) (Didymozoophaga oligospora)	756982	11478	fungi			swept
UP000008837	Malassezia globosa (strain ATCC MYA-4612 / CBS 7966) (Dandruff-associated fungus)	425265	4271	fungi			swept
UP000008864	Trichophyton rubrum (strain ATCC MYA-4607 / CBS 118892) (Athlete's foot fungus)	559305	10005	fungi			swept
UP000008866	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	663331	7976	fungi			swept
UP000008867	Sporisorium reilianum (strain SRZ2) (Maize head smut fungus)	999809	6673	fungi			swept
UP000008984	Trichoderma reesei (strain QM6a) (Filamentous fungus) (Hypocrea jecorina)	431241	9115	fungi			swept
UP000009009	Saccharomyces cerevisiae x Saccharomyces kudriavzevii (strain VIN7) (Yeast)	1095631	9076	fungi			swept
UP000009058	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	242507	12811	fungi			swept
UP000009096	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)	334819	17955	fungi			swept
UP000009131	Mixia osmundae (strain CBS 9802 / IAM 14324 / JCM 22182 / KY 12970)	764103	6725	fungi			swept
UP000009138	Rhizopus delemar (strain RA 99-880 / ATCC MYA-4621 / FGSC 9543 / NRRL 43880) (Mucormycosis agent) (Rhizopus arrhizus var. delemar)	246409	16971	fungi			swept
UP000009169	Trichophyton equinum (strain ATCC MYA-4606 / CBS 127.97) (Horse ringworm fungus)	559882	8676	fungi			swept
UP000009172	Trichophyton tonsurans (strain CBS 112818) (Scalp ringworm fungus)	647933	8520	fungi			swept
UP000009297	Histoplasma mississippiense (Darling's disease fungus)	2059318	9252	fungi			swept
UP000009328	Wickerhamomyces ciferrii (strain ATCC 14091 / BCRC 22168 / CBS 111 / JCM 3599 / NBRC 0793 / NRRL Y-1031 F-60-10) (Yeast) (Pichia ciferrii)	1206466	6698	fungi			swept
UP000009882	Penicillium digitatum (strain PHI26 / CECT 20796) (Green mold)	1170229	9101	fungi			swept
UP000010091	Cryptococcus neoformans (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) (Cryptococcus neoformans var. grubii serotype A)	235443	7427	fungi			swept
UP000010094	Encephalitozoon romaleae (strain SJ-2008) (Microsporidian parasite)	1178016	1826	fungi			swept
UP000011064	Pseudogymnoascus destructans (strain ATCC MYA-4855 / 20631-21) (Bat white-nose syndrome fungus) (Geomyces destructans)	658429	9122	fungi			swept
UP000011081	Vavraia culicis subsp. floridensis (Microsporidian parasite) (Vavraia culicis (isolate floridensis))	948595	2768	fungi			swept
UP000011082	Vittaforma corneae (strain ATCC 50505) (Microsporidian parasite) (Nosema corneum)	993615	2236	fungi			swept
UP000011096	Colletotrichum fructicola (strain Nara gc5) (Anthracnose fungus) (Colletotrichum gloeosporioides (strain Nara gc5))	1213859	17182	fungi			swept
UP000011668	Thanatephorus cucumeris (strain AG1-IA) (Rice sheath blight fungus) (Rhizoctonia solani)	983506	10482	fungi			swept
UP000011715	Magnaporthiopsis poae (strain ATCC 64411 / 73-15) (Kentucky bluegrass fungus) (Magnaporthe poae)	644358	11303	fungi			swept
UP000011761	Baudoinia panamericana (strain UAMH 10762) (Angels' share fungus) (Baudoinia compniacensis (strain UAMH 10762))	717646	10508	fungi			swept
UP000011777	Candida maltosa (strain Xu316) (Yeast)	1245528	5976	fungi			swept
UP000011958	Pneumocystis murina (strain B123) (Mouse pneumocystis pneumonia agent) (Pneumocystis carinii f. sp. muris)	1069680	3635	fungi			swept
UP000012174	Eutypa lata (strain UCR-EL1) (Grapevine dieback disease fungus) (Eutypa armeniacae)	1287681	11684	fungi			swept
UP000012338	Cochliobolus heterostrophus (strain C4 / ATCC 48331 / race T) (Southern corn leaf blight fungus) (Bipolaris maydis)	665024	12705	fungi			swept
UP000013776	Taphrina deformans (strain PYCC 5710 / ATCC 11124 / CBS 356.35 / IMI 108563 / JCM 9778 / NBRC 8474) (Peach leaf curl fungus) (Lalaria deformans)	1097556	4659	fungi			swept
UP000014064	Wallemia ichthyophaga (strain EXF-994 / CBS 113033)	1299270	4836	fungi			swept
UP000014071	Pseudozyma hubeiensis (strain SY62) (Yeast)	1305764	7472	fungi			swept
UP000014074	Phaeoacremonium minimum (strain UCR-PA7) (Esca disease fungus) (Togninia minima)	1286976	8833	fungi			swept
UP000014254	Mucor circinelloides f. circinelloides (strain 1006PhL) (Mucormycosis agent) (Calyptromyces circinelloides)	1220926	12143	fungi			swept
UP000014480	Colletotrichum orbiculare (strain 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422) (Cucumber anthracnose fungus) (Colletotrichum lagenarium)	1213857	13227	fungi			swept
UP000014978	Spraguea lophii (strain 42_110) (Microsporidian parasite)	1358809	2499	fungi			swept
UP000015100	Dactylellina haptotyla (strain CBS 200.50) (Nematode-trapping fungus) (Monacrosporium haptotylum)	1284197	10959	fungi			swept
UP000015241	Fomitopsis schrenkii (Brown rot fungus)	2126942	13806	fungi			swept
UP000015441	Blumeria graminis f. sp. hordei (strain DH14) (Barley powdery mildew) (Oidium monilioides f. sp. hordei)	546991	6486	fungi			swept
UP000015464	Schizosaccharomyces cryophilus (strain OY26 / ATCC MYA-4695 / CBS 11777 / NBRC 106824 / NRRL Y48691) (Fission yeast)	653667	5150	fungi			swept
UP000016088	Schizosaccharomyces octosporus (strain yFS286) (Fission yeast) (Octosporomyces octosporus)	483514	4964	fungi			swept
UP000016800	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831) (Bakanae and foot rot disease fungus) (Fusarium fujikuroi)	1279085	14792	fungi			swept
UP000016801	Claviceps purpurea (strain 20.1) (Ergot fungus) (Sphacelia segetum)	1111077	8814	fungi			swept
UP000016922	Glarea lozoyensis (strain ATCC 20868 / MF5171)	1116229	13082	fungi			swept
UP000016923	Ophiostoma piceae (strain UAMH 11346) (Sap stain fungus)	1262450	8878	fungi			swept
UP000016924	Coniosporium apollinis (strain CBS 100218) (Rock-inhabiting black yeast)	1168221	9306	fungi			swept
UP000016926	Rhodotorula toruloides (strain NP11) (Yeast) (Rhodosporidium toruloides)	1130832	8160	fungi			swept
UP000016929	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	2502994	14157	fungi			swept
UP000016930	Ceriporiopsis subvermispora (strain B) (White-rot fungus) (Gelatoporia subvermispora)	914234	12078	fungi			swept
UP000016931	Sphaerulina musiva (strain SO2202) (Poplar stem canker fungus) (Septoria musiva)	692275	10154	fungi			swept
UP000016932	Pseudocercospora fijiensis (strain CIRAD86) (Black leaf streak disease fungus) (Mycosphaerella fijiensis)	383855	13062	fungi			swept
UP000016933	Dothistroma septosporum (strain NZE10 / CBS 128990) (Red band needle blight fungus) (Mycosphaerella pini)	675120	12414	fungi			swept
UP000016934	Cochliobolus sativus (strain ND90Pr / ATCC 201652) (Common root rot and spot blotch fungus) (Bipolaris sorokiniana)	665912	12174	fungi			swept
UP000016935	Exserohilum turcicum (strain 28A) (Northern leaf blight fungus) (Setosphaeria turcica)	671987	11687	fungi			swept
UP000016936	Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O) (Southern corn leaf blight fungus) (Bipolaris maydis)	701091	12857	fungi			swept
UP000017200	Microbotryum lychnidis-dioicae (strain p1A1 Lamole / MvSl-1064) (Anther smut fungus)	683840	7656	fungi			swept
UP000017559	Moniliophthora roreri (strain MCA 2997) (Cocoa frosty pod rot fungus) (Crinipellis roreri)	1381753	17907	fungi			swept
UP000018001	Paecilomyces variotii (strain NBRC 109023 / No. 5) (Byssochlamys spectabilis)	1356009	8877	fungi			swept
UP000018087	Sporothrix schenckii (strain ATCC 58251 / de Perez 2211183) (Rose-picker's disease fungus)	1391915	8673	fungi			swept
UP000018144	Pyronema omphalodes (strain CBS 100304) (Pyronema confluens)	1076935	13306	fungi			swept
UP000019373	Endocarpon pusillum (strain Z07020 / HMAS-L-300199) (Lichen-forming fungus)	1263415	9228	fungi			swept
UP000019375	Zygosaccharomyces bailii (strain CLIB 213 / ATCC 58445 / CBS 680 / BCRC 21525 / NBRC 1098 / NCYC 1416 / NRRL Y-2227)	1333698	4722	fungi			swept
UP000019376	Penicillium oxalicum (strain 114-2 / CGMCC 5302) (Penicillium decumbens)	933388	9977	fungi			swept
UP000019377	Kalmanozyma brasiliensis (strain GHG001) (Yeast) (Pseudozyma brasiliensis)	1365824	5650	fungi			swept
UP000019384	Kuraishia capsulata CBS 1993	1382522	6027	fungi			swept
UP000019462	Moesziomyces aphidis (Pseudozyma aphidis)	84754	6011	fungi			swept
UP000019471	Cladophialophora psammophila CBS 110553	1182543	13417	fungi			swept
UP000019473	Cladophialophora yegresii CBS 114405	1182544	10118	fungi			swept
UP000019478	Capronia epimyces CBS 606.96	1182542	10469	fungi			swept
UP000019484	Capronia coronata CBS 617.96	1182541	9230	fungi			swept
UP000019487	Sclerotinia borealis (strain F-4128)	1432307	10165	fungi			swept
UP000019804	Aspergillus ruber (strain CBS 135680)	1388766	10054	fungi			swept
UP000020467	Colletotrichum fioriniae PJ7	1445577	13759	fungi			swept
UP000023623	Trichophyton soudanense CBS 452.61	1215331	10303	fungi			swept
UP000024533	Trichophyton interdigitale (strain MR816)	1215338	8217	fungi			swept
UP000024837	Drechslerella stenobrocha 248	1043628	5595	fungi			swept
UP000027002	Ustilaginoidea virens (Rice false smut fungus) (Villosiclava virens)	1159556	8297	fungi			swept
UP000027195	Botryobasidium botryosum (strain FD-172 SS1)	930990	16484	fungi			swept
UP000027222	Galerina marginata (strain CBS 339.88)	685588	21357	fungi			swept
UP000027238	Colletotrichum sublineola (Sorghum anthracnose fungus)	1173701	12697	fungi			swept
UP000027265	Jaapia argillacea MUCL 33604	933084	16341	fungi			swept
UP000027361	Tilletiaria anomala (strain ATCC 24038 / CBS 436.72 / UBC 951)	1037660	6806	fungi			swept
UP000027456	Rhizoctonia solani 123E	1423351	10990	fungi			swept
UP000027586	Lichtheimia corymbifera JMRC:FSU:9682	1263082	13257	fungi			swept
UP000027730	Aureobasidium namibiae CBS 147.97	1043004	10258	fungi			swept
UP000027920	Exophiala aquamarina CBS 119918	1182545	13118	fungi			swept
UP000028045	Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold) (Stilbospora chartarum)	1280523	11510	fungi			swept
UP000028524	Stachybotrys chlorohalonatus (strain IBT 40285)	1283841	10676	fungi			swept
UP000028545	Pseudallescheria apiosperma (Scedosporium apiospermum)	563466	8375	fungi			swept
UP000029665	Pycnoporus cinnabarinus (Cinnabar-red polypore) (Trametes cinnabarina)	5643	10180	fungi			swept
UP000029725	Mitosporidium daphniae	1485682	3256	fungi			swept
UP000029964	Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137) (Acremonium chrysogenum)	857340	8900	fungi			swept
UP000030104	Penicillium italicum (Blue mold)	40296	9993	fungi			swept
UP000030143	Penicillium expansum (Blue mold rot fungus)	27334	11060	fungi			swept
UP000030641	Aureobasidium subglaciale (strain EXF-2481) (Aureobasidium pullulans var. subglaciale)	1043005	10792	fungi			swept
UP000030651	Pestalotiopsis fici (strain W106-1 / CGMCC3.15140)	1229662	15412	fungi			swept
UP000030653	Dacryopinax primogenitus (Brown rot fungus)	1858805	10233	fungi			swept
UP000030663	Fusarium oxysporum f. sp. raphani 54005	1089458	22754	fungi			swept
UP000030669	Gloeophyllum trabeum (strain ATCC 11539 / FP-39264 / Madison 617) (Brown rot fungus)	670483	11735	fungi			swept
UP000030671	Heterobasidion irregulare (strain TC 32-1)	747525	13159	fungi			swept
UP000030672	Aureobasidium melanogenum (strain CBS 110374) (Aureobasidium pullulans var. melanogenum)	1043003	10583	fungi			swept
UP000030686	Penicillium roqueforti (strain FM164)	1365484	12315	fungi			swept
UP000030706	Aureobasidium pullulans EXF-150	1043002	11844	fungi			swept
UP000030752	Cyphellophora europaea (strain CBS 101466) (Phialophora europaea)	1220924	11090	fungi			swept
UP000030755	Rozella allomycis (strain CSF55)	988480	6337	fungi			swept
UP000030816	Metarhizium album (strain ARSEF 1941)	1081103	8389	fungi			swept
UP000030854	Erysiphe necator (Grape powdery mildew) (Uncinula necator)	52586	6482	fungi			swept
UP000031056	Ordospora colligata OC4	1354746	1810	fungi			swept
UP000031186	Metarhizium anisopliae (strain ARSEF 549)	3151832	10855	fungi			swept
UP000031192	Metarhizium guizhouense (strain ARSEF 977)	1276136	11727	fungi			swept
UP000031516	Kluyveromyces dobzhanskii CBS 2104	1427455	4952	fungi			swept
UP000031575	Sporothrix brasiliensis 5110	1398154	9091	fungi			swept
UP000033140	Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804)	698492	7118	fungi			swept
UP000033483	Thielaviopsis punctulata	72032	5254	fungi			swept
