Proteome Id	Organism	Organism Id	Protein count
UP000002518	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	272557	1700
UP000002573	Staphylothermus hellenicus (strain DSM 12710 / JCM 10830 / BK20S6-10-b1 / P8)	591019	1599
UP000002593	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	415426	1602
UP000002595	Pyrobaculum islandicum (strain DSM 4184 / JCM 9189 / GEO3)	384616	1976
UP000002613	Ferroglobus placidus (strain DSM 10642 / AEDII12DO)	589924	2463
UP000002654	Thermoproteus tenax (strain ATCC 35583 / DSM 2078 / JCM 9277 / NBRC 100435 / Kra 1)	768679	2047
UP000002664	Saccharolobus islandicus (strain REY15A) (Sulfolobus islandicus)	930945	2631
UP000002698	Natronomonas pharaonis (strain ATCC 35678 / DSM 2160 / CIP 103997 / JCM 8858 / NBRC 14720 / NCIMB 2260 / Gabara) (Halobacterium pharaonis)	348780	2764
UP000002727	Thermococcus onnurineus (strain NA1)	523850	1976
UP000003423	Candidatus Nitrosopumilus salarius BD31	859350	2154
UP000003706	Methanotorris formicicus Mc-S-70	647171	2000
UP000004440	Nitrosarchaeum koreense MY1	1001994	1945
UP000005095	Methanofollis liminatans DSM 4140	28892	2423
UP000005223	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	187420	1868
UP000005233	Methanocella conradii (strain DSM 24694 / JCM 17849 / CGMCC 1.5162 / HZ254)	1041930	2448
UP000005270	Thermogladius calderae (strain DSM 22663 / VKM B-2946 / 1633)	1184251	1414
UP000005741	Methanoplanus limicola DSM 2279	937775	2928
UP000005867	Pyrobaculum ferrireducens	1104324	2825
UP000005877	Methanothrix harundinacea (strain 6Ac) (Methanosaeta harundinacea)	1110509	2358
UP000006064	Thermococcus cleftensis (strain DSM 27260 / KACC 17922 / CL1)	163003	2017
UP000006100	Candidatus Nitrosopumilus sediminis	1229909	1974
UP000006101	Candidatus Nitrosopumilus koreensis AR1	1229908	1890
UP000006175	Desulfurococcus amylolyticus DSM 16532	768672	1421
UP000006565	Methanolacinia petrolearia (strain DSM 11571 / OCM 486 / SEBR 4847) (Methanoplanus petrolearius)	679926	2779
UP000006622	Methanosalsum zhilinae (strain DSM 4017 / NBRC 107636 / OCM 62 / WeN5) (Methanohalophilus zhilinae)	679901	1972
UP000006663	Halogeometricum borinquense (strain ATCC 700274 / DSM 11551 / JCM 10706 / KCTC 4070 / PR3)	469382	3894
UP000006681	Vulcanisaeta distributa (strain DSM 14429 / JCM 11212 / NBRC 100878 / IC-017)	572478	2493
UP000006794	Halopiger xanaduensis (strain DSM 18323 / JCM 14033 / SH-6)	797210	4221
UP000007360	Methanobacterium formicicum (strain DSM 3637 / PP1)	1204725	2519
UP000007391	Fervidicoccus fontis (strain DSM 19380 / JCM 18336 / VKM B-2539 / Kam940)	1163730	1384
UP000007478	Thermococcus barophilus (strain DSM 11836 / MP)	391623	2265
UP000007485	Vulcanisaeta moutnovskia (strain 768-28)	985053	2318
UP000007490	Methanobacterium lacus (strain AL-21)	877455	2493
UP000007722	Methanococcus voltae (strain ATCC BAA-1334 / A3)	456320	1658
UP000007807	Methanothrix soehngenii (strain ATCC 5969 / DSM 3671 / JCM 10134 / NBRC 103675 / OCM 69 / GP-6) (Methanosaeta concilii)	990316	2791
UP000007812	Metallosphaera cuprina (strain Ar-4)	1006006	2029
UP000008136	Archaeoglobus veneficus (strain DSM 11195 / SNP6)	693661	2065
UP000008138	Thermoproteus uzoniensis (strain 768-20)	999630	2185
UP000008243	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	309800	3922
UP000008386	Pyrococcus yayanosii (strain CH1 / JCM 16557)	529709	1865
UP000008458	Acidianus hospitalis (strain W1)	933801	2329
UP000008680	Methanobrevibacter ruminantium (strain ATCC 35063 / DSM 1093 / JCM 13430 / OCM 146 / M1) (Methanobacterium ruminantium)	634498	2209
UP000009007	Methanoculleus bourgensis (strain ATCC 43281 / DSM 3045 / OCM 15 / MS2) (Methanogenium bourgense)	1201294	2575
UP000009062	Pyrobaculum oguniense (strain DSM 13380 / JCM 10595 / TE7)	698757	2833
UP000009079	Thermococcus sibiricus (strain DSM 12597 / MM 739)	604354	2035
UP000009227	Methanotorris igneus (strain DSM 5666 / JCM 11834 / Kol 5)	880724	1753
UP000009231	Methanobacterium paludis (strain DSM 25820 / JCM 18151 / SWAN1)	868131	2394
UP000009296	Methanothermococcus okinawensis (strain DSM 14208 / JCM 11175 / IH1)	647113	1583
UP000010468	Natronobacterium gregoryi (strain ATCC 43098 / DSM 3393 / CCM 3738 / CIP 104747 / IAM 13177 / JCM 8860 / NBRC 102187 / NCIMB 2189 / SP2)	797304	3624
UP000010469	Caldisphaera lagunensis (strain DSM 15908 / JCM 11604 / ANMR 0165 / IC-154)	1056495	1477
UP000010824	Methanoregula formicica (strain DSM 22288 / NBRC 105244 / SMSP)	593750	2815
UP000010846	Halovivax ruber (strain DSM 18193 / JCM 13892 / XH-70)	797302	3099
UP000010866	Methanomethylovorans hollandica (strain DSM 15978 / NBRC 107637 / DMS1)	867904	2551
UP000010878	Natronococcus occultus SP4	694430	4153
UP000011508	Haloferax sulfurifontis ATCC BAA-897	662480	3789
UP000011509	Halorubrum coriense DSM 10284	1227466	3463
UP000011511	Natrinema altunense (strain JCM 12890 / CGMCC 1.3731 / AJ2)	1227494	3732
UP000011513	Halogeometricum pallidum JCM 14848	1227487	4246
UP000011514	Halorubrum saccharovorum DSM 1137	1227484	3231
UP000011519	Natrialba hulunbeirensis JCM 10989	1227493	3852
UP000011523	Halorubrum tebenquichense DSM 14210	1227485	3234
UP000011524	Haloarcula japonica (strain ATCC 49778 / DSM 6131 / JCM 7785 / NBRC 101032 / NCIMB 13157 / TR-1)	1227453	4235
UP000011526	Halorubrum distributum JCM 9100	1227467	3133
UP000011531	Natronococcus jeotgali DSM 18795	1227498	4417
UP000011534	Haloarcula vallismortis ATCC 29715	662477	3961
UP000011546	Halorubrum kocurii JCM 14978	1230456	3433
UP000011550	Haloferax mucosum ATCC BAA-1512	662479	3395
UP000011553	Haloferax denitrificans ATCC 35960	662478	3769
UP000011554	Natrialba asiatica (strain ATCC 700177 / DSM 12278 / JCM 9576 / FERM P-10747 / NBRC 102637 / 172P1)	29540	4175
UP000011555	Natronobacterium lacisalsi AJ5	358396	4151
UP000011559	Haloferax prahovense (strain DSM 18310 / JCM 13924 / TL6)	1227461	3913
UP000011560	Halovivax asiaticus JCM 14624	1227490	3131
UP000011566	Halococcus hamelinensis 100A6	1132509	3400
UP000011568	Halococcus morrhuae DSM 1307	931277	3035
UP000011571	Haloferax gibbonsii (strain ATCC 33959 / DSM 4427 / JCM 8863 / NBRC 102184 / NCIMB 2188 / Ma 2.38)	1227459	3945
UP000011575	Halorubrum aidingense JCM 13560	1230454	2981
UP000011586	Halorubrum californiense DSM 19288	1227465	3454
UP000011591	Natrialba aegyptia DSM 13077	1227491	4399
UP000011592	Natrinema gari JCM 14663	1230459	4056
UP000011593	Natrinema pellirubrum (strain DSM 15624 / CIP 106293 / JCM 10476 / NCIMB 786 / 157)	797303	4176
UP000011599	Natronorubrum tibetense GA33	1114856	4671
UP000011602	Natronolimnohabitans innermongolicus JCM 12255	1227499	4400
UP000011603	Haloferax mediterranei (strain ATCC 33500 / DSM 1411 / JCM 8866 / NBRC 14739 / NCIMB 2177 / R-4) (Halobacterium mediterranei)	523841	3848
UP000011607	Halobiforma nitratireducens JCM 10879	1227454	3534
UP000011612	Haloferax elongans ATCC BAA-1513	1230453	3847
UP000011615	Natrinema limicola JCM 13563	1230457	3519
UP000011623	Haloarcula amylolytica JCM 13557	1227452	4156
UP000011625	Halococcus salifodinae DSM 8989	1227456	4078
UP000011626	Halosimplex carlsbadense 2-9-1	797114	4458
UP000011632	Natrinema versiforme JCM 10478	1227496	4160
UP000011645	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	795797	3802
UP000011648	Natrialba taiwanensis DSM 12281	1230458	4374
UP000011650	Halorubrum lipolyticum DSM 21995	1227482	3220
UP000011657	Haloterrigena salina JCM 13891	1227488	4563
UP000011661	Natronorubrum sulfidifaciens JCM 14089	1230460	3428
UP000011669	Halococcus saccharolyticus DSM 5350	1227455	3441
UP000011680	Halococcus thailandensis JCM 13552	1227457	4030
UP000011688	Natronococcus amylolyticus DSM 10524	1227497	4317
UP000011689	Halorubrum hochstenium ATCC 700873	1227481	2931
UP000011690	Natronorubrum bangense JCM 10635	1227500	3979
UP000011693	Natrialba chahannaoensis JCM 10990	1227492	4030
UP000011867	Natronomonas moolapensis (strain DSM 18674 / CECT 7526 / JCM 14361 / 8.8.11)	268739	2723
UP000012672	Methanomethylophilus alvi (strain Mx1201)	1236689	1643
UP000013307	Archaeoglobus sulfaticallidus PM70-1	387631	2213
UP000014065	Candidatus Nitrosarchaeum limnium BG20	859192	2621
UP000014070	Methanomassiliicoccus intestinalis (strain Issoire-Mx1)	1295009	1826
UP000014660	Ferroplasma acidarmanus Fer1	333146	1927
UP000015381	Halorhabdus tiamatea SARL4B	1033806	2988
UP000015502	Thermococcus litoralis (strain ATCC 51850 / DSM 5473 / JCM 8560 / NS-C)	523849	2506
UP000015543	Thermofilum adornatum	1365176	1896
UP000016887	Aeropyrum camini SY1 = JCM 12091	1198449	1645
UP000016986	Halarchaeum acidiphilum MH1-52-1	1261545	2706
UP000017840	Candidatus Halobonum tyrrellensis G22	1324957	3445
UP000018159	Candidatus Nitrosotenuis uzonensis	1407055	1944
UP000018572	Haloarcula hispanica N601	1417673	3926
UP000019024	Halostagnicola larsenii XH-48	797299	4086
UP000019027	Thermococcus paralvinellae	582419	2014
UP000019434	Thermococcus nautili	195522	2236
UP000019483	Methanolobus tindarius DSM 2278	1090322	2912
UP000024332	Candidatus Acidianus copahuensis	1160895	2328
UP000027093	Nitrososphaera viennensis EN76	926571	3117
UP000027153	Candidatus Methanoperedens nitratireducens	1392998	3430
UP000027981	Palaeococcus pacificus DY20341	1343739	1991
UP000028027	Marine Group I thaumarchaeote SCGC AAA799-E16	1502292	1908
UP000028059	Marine Group I thaumarchaeote SCGC AAA799-N04	1502293	1757
UP000028781	Methanocaldococcus bathoardescens	1301915	1632
UP000029383	Marine Group I thaumarchaeote SCGC RSA3	1503183	2404
UP000029384	Marine Group I thaumarchaeote SCGC AAA799-B03	1502289	1339
UP000029386	Marine Group I thaumarchaeote SCGC AAA799-D11	1502291	1722
UP000029387	Marine Group I thaumarchaeote SCGC AAA799-P11	1502295	1432
UP000029859	Methanococcoides methylutens	2226	2187
UP000029980	Thermococcus eurythermalis	1505907	2100
UP000030787	Candidatus Methanoplasma termitum	1577791	1393
UP000032027	Nitrosopumilus piranensis	1582439	2161
UP000032408	Nitrosopumilus adriaticus	1580092	2184
UP000033033	Methanosarcina barkeri MS	1434108	3468
UP000033048	Methanococcoides methylutens MM1	1434104	2203
UP000033066	Methanosarcina barkeri 3	1434107	3460
UP000033072	Methanosarcina lacustris Z-7289	1434111	3201
UP000033096	Methanosarcina vacuolata Z-761	1434123	3478
UP000033101	Methanosarcina horonobensis HB-1 = JCM 15518	1434110	4070
UP000033111	Methanosarcina siciliae T4/M	1434120	3953
UP000034578	Methanosarcina mazei (Methanosarcina frisia)	2209	3460
UP000034723	Geoglobus ahangari	113653	1973
UP000035301	Methanoculleus sediminis	1550566	2268
UP000037729	Haloarcula rubripromontorii	1705562	3788
UP000037747	Halorubrum tropicale	1765655	3245
UP000050301	Acidiplasma cupricumulans	312540	1683
UP000050320	Acidiplasma aeolicum	507754	1696
UP000050535	Halolamina pelagica	699431	3464
UP000053087	Methanosarcina flavescens	1715806	2671
UP000053157	Haloferax profundi	1544718	3440
UP000053279	Nanobsidianus stetteri	1294122	647
UP000053331	Halorubrum saccharovorum	2248	2334
UP000053352	Pyrodictium occultum	2309	1602
UP000053462	Thermococcus celericrescens	227598	2330
UP000053621	Haloferax marisrubri	1544719	3741
UP000053695	Methanocaldococcus villosus KIN24-T80	1069083	1295
UP000054284	Candidatus Aramenus sulfurataquae	1326980	1975
UP000054387	Haloprofundus marisrubri	1514971	3761
UP000060778	Ignicoccus islandicus DSM 13165	940295	1510
UP000062043	Thermococcus guaymasensis DSM 11113	1432656	2092
UP000062768	Methanobacterium formicicum	2162	2401
UP000066376	Methanobrevibacter olleyae	294671	1830
UP000066529	Methanosarcina thermophila (strain ATCC 43570 / DSM 1825 / OCM 12 / VKM B-1830 / TM-1)	523844	2553
UP000066737	Halobacterium hubeiense	1407499	3340
UP000067434	Infirmifilum uzonense	1550241	1454
UP000067738	Methanobrevibacter millerae	230361	2260
UP000069906	Halanaeroarchaeum sulfurireducens	1604004	2225
UP000070035	candidate division MSBL1 archaeon SCGC-AAA261F17	1698274	559
UP000070038	candidate division MSBL1 archaeon SCGC-AAA833K04	1698258	196
UP000070076	candidate division MSBL1 archaeon SCGC-AAA261O19	1698277	779
UP000070155	candidate division MSBL1 archaeon SCGC-AAA259I07	1698266	671
UP000070163	candidate division MSBL1 archaeon SCGC-AAA259A05	1698259	1212
UP000070175	candidate division MSBL1 archaeon SCGC-AAA382N08	1698285	431
UP000070184	candidate division MSBL1 archaeon SCGC-AAA259B11	1698260	852
UP000070195	candidate division MSBL1 archaeon SCGC-AAA259D18	1698262	389
UP000070256	candidate division MSBL1 archaeon SCGC-AAA385D11	1698286	299
UP000070257	candidate division MSBL1 archaeon SCGC-AAA259J03	1698269	964
UP000070263	candidate division MSBL1 archaeon SCGC-AAA382A20	1698280	947
UP000070284	candidate division MSBL1 archaeon SCGC-AAA259E19	1698264	1417
UP000070311	candidate division MSBL1 archaeon SCGC-AAA382A13	1698279	450
UP000070341	candidate division MSBL1 archaeon SCGC-AAA259M10	1698270	893
UP000070344	candidate division MSBL1 archaeon SCGC-AAA259O05	1698271	1138
UP000070373	candidate division MSBL1 archaeon SCGC-AAA259E17	1698263	891
UP000070399	candidate division MSBL1 archaeon SCGC-AAA833F18	1698257	278
UP000070400	candidate division MSBL1 archaeon SCGC-AAA261D19	1698273	687
UP000070404	candidate division MSBL1 archaeon SCGC-AAA382C18	1698281	551
UP000070405	candidate division MSBL1 archaeon SCGC-AAA261G05	1698276	601
UP000070414	candidate division MSBL1 archaeon SCGC-AAA259I14	1698268	774
UP000070463	candidate division MSBL1 archaeon SCGC-AAA259I09	1698267	1400
UP000070491	candidate division MSBL1 archaeon SCGC-AAA382F02	1698282	344
UP000070504	candidate division MSBL1 archaeon SCGC-AAA382K21	1698283	218
UP000070520	candidate division MSBL1 archaeon SCGC-AAA261C02	1698272	703
UP000070549	candidate division MSBL1 archaeon SCGC-AAA382A03	1698278	427
UP000070565	candidate division MSBL1 archaeon SCGC-AAA261F19	1698275	687
UP000070589	candidate division MSBL1 archaeon SCGC-AAA259D14	1698261	885
UP000070633	candidate division MSBL1 archaeon SCGC-AAA382M17	1698284	356
UP000070657	candidate division MSBL1 archaeon SCGC-AAA259E22	1698265	843
UP000073604	Thermococcus peptonophilus	53952	1967
UP000075321	Halalkalicoccus paucihalophilus	1008153	4161
UP000076969	Thermococcus piezophilus	1712654	1866
UP000077066	Methanobrevibacter filiformis	55758	1920
UP000077245	Methanobrevibacter curvatus	49547	1968
UP000077275	Methanobrevibacter cuticularis	47311	2061
UP000077428	Methanobrevibacter oralis	66851	1993
UP000094707	Methanobacterium congolense	118062	2340
UP000183275	Natrinema salifodinae	1202768	4090
UP000183769	Halolamina pelagica	699431	3217
UP000184203	Haladaptatus paucihalophilus DX253	797209	4339
UP000184357	Halobaculum gomorrense	43928	3149
UP000185687	Natronorubrum daqingense	588898	3795
UP000185744	Methanohalarchaeum thermophilum	1903181	2152
UP000185779	Candidatus Syntropharchaeum butanivorans	1839936	1592
UP000185936	Natronorubrum thiooxidans	308853	4231
UP000186165	Halodesulfurarchaeum formicicum	1873524	2099
UP000186879	Methanohalophilus halophilus	2177	1979
UP000186914	Haladaptatus litoreus	553468	4885
UP000186940	Candidatus Syntropharchaeum caldarium	1838285	1784
UP000187822	Cuniculiplasma divulgatum	1673428	1812
UP000189370	Natrinema saccharevitans	301967	3699
UP000191661	Methanobrevibacter arboriphilus JCM 13429 = DSM 1125	1300164	1961
UP000192050	Ferroplasma acidiphilum	74969	1749
UP000192315	Picrophilus torridus (strain ATCC 700027 / DSM 9790 / JCM 10055 / NBRC 100828 / KAW 2/3)	1122961	1527
UP000193404	Acidianus manzaensis	282676	2641
UP000193969	Methanohalophilus portucalensis FDF-1	523843	2075
UP000195137	Methanonatronarchaeum thermophilum	1927129	1510
UP000196084	Natronolimnobius baerhuensis	253108	3662
UP000196239	Nitrosotalea devaniterrae	1078905	2102
UP000196694	Pyrodictium delaneyi	1273541	1990
UP000197156	Thermococcus celer (strain ATCC 35543 / DSM 2476 / JCM 8558 / Vu 13)	1293037	1903
UP000197418	Thermococcus pacificus	71998	1872
UP000197679	Candidatus Mancarchaeum acidiphilum	1920749	944
UP000198397	Halorubrum vacuolatum (Natronobacterium vacuolatum)	63740	3371
UP000198518	Halobacterium jilantaiense	355548	3054
UP000198531	Halogeometricum rufum	553469	4155
UP000198535	Methanolobus profundi	487685	2902
UP000198775	Halorientalis persicus	1367881	5137
UP000198848	Natronobacterium texcoconense	1095778	4046
UP000198856	Halovenus aranensis	890420	3354
UP000198876	Halopelagius inordinatus	553467	3559
UP000198882	Natronorubrum texcoconense	1095776	4464
UP000198888	Halohasta litchfieldiae	1073996	3425
UP000198902	Haloferax massiliensis	1476858	3877
UP000198932	Halorubrum sodomense	35743	2994
UP000199062	Halomicrobium zhouii	767519	4091
UP000199076	Halorientalis regularis	660518	4204
UP000199079	Halopenitus persicus	1048396	3343
UP000199112	Natronorubrum sediminis	640943	3617
UP000199114	Natrinema salaciae	1186196	4688
UP000199126	Halogranum amylolyticum	660520	5247
UP000199161	Natronobacterium haloterrestre (Halobiforma haloterrestris)	148448	4334
UP000199170	Halobellus clavatus	660517	3679
UP000199199	Halostagnicola kamekurae	619731	4009
UP000199215	Halopenitus malekzadehii	1267564	3119
UP000199259	Methanolobus vulcani	38026	2801
UP000199320	Natrinema hispanicum	392421	4122
UP000199370	Haloarchaeobius iranensis	996166	3852
UP000199451	Halogranum gelatinilyticum	660521	3752
UP000199607	Halogranum rubrum	553466	4515
UP000216308	Halorubrum halodurans	1383851	3137
UP000217528	Methanosphaera cuniculi	1077256	1593
UP000217726	Methanohalophilus euhalobius	51203	2039
UP000217784	Methanobacterium bryantii	2161	3168
UP000218083	Halorubrum salipaludis	2032630	3214
UP000218164	Methanosarcina spelaei	1036679	3728
UP000218615	Candidatus Methanoperedens nitratireducens	1392998	4098
UP000219453	Natronoarchaeum philippinense	558529	3284
UP000219689	Natrinema ejinorense	373386	4191
UP000222824	Halorubrum persicum	1383844	3256
UP000230607	Candidatus Nitrosotalea okcheonensis	1903276	2462
UP000232412	Nitrosotalea sinensis	1499975	1881
UP000232631	Methanobacterium subterraneum	59277	2320
UP000236248	Candidatus Nitrosocaldus cavascurensis	2058097	1766
UP000236584	Salinigranum rubrum	755307	4473
UP000236740	Halobellus limi	699433	3637
UP000236755	Haloplanus vescus	555874	2791
UP000241022	Candidatus Nitrosopelagicus brevis	1410606	1419
UP000242917	Haloarcula taiwanensis	1932004	3614
UP000243250	Halogeometricum limi	555875	3607
UP000243338	Methanococcoides vulcani	1353158	2177
UP000243820	Methanocorpusculum parvum	2193	1675
UP000244727	Halococcoides cellulosivorans	1679096	2532
UP000245577	Methanobrevibacter woesei	190976	1581
UP000245657	Methanospirillum lacunae	668570	3377
UP000245829	Nitrosopumilus zosterae	718286	2032
UP000245934	Methanospirillum stamsii	1277351	3519
UP000247586	Metallosphaera hakonensis JCM 8857 = DSM 7519	1293036	2365
UP000248044	Acidianus brierleyi	41673	2858
UP000248410	Acidianus sulfidivorans JP7	619593	2255
UP000249782	Methanothermobacter tenebrarum	680118	1556
UP000249949	Candidatus Nitrosomarinus catalinensis	1898749	1677
UP000250085	Thermococcus radiotolerans	187880	1986
UP000250088	Natrarchaeobaculum aegyptiacum	745377	3626
UP000250125	Thermococcus siculi	72803	2097
