accession	assignment	confidence	evidence	reason	itpr_score	ryr_score	score_margin	rel_margin	itpr_evalue	ryr_evalue	best_evalue	itpr_coverage	ryr_coverage	itpr_positions	ryr_positions	target_coverage	length	gene	species	taxon_id	reviewed	protein_name	group
A0A6M1L2Y2	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	34.0	34.0	1.0		1.3e-06	1.3e-06	0.0	0.015	0	74	0.167	600	ENC19_09630	Verrucosispora sioxanthis	2499994	0	RCK N-terminal domain-containing protein	bacteria_genus
A0A6N7XGE6	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	33.2	33.2	1.0		2.3e-06	2.3e-06	0.0	0.014	0	69	0.158	424	FYJ65_01230	Mogibacterium kristiansenii	2606708	0	Ryanodine receptor Ryr domain-containing protein	bacteria_genus
A0A7W7W5X1	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	33.8	33.8	1.0		1.5e-06	1.5e-06	0.0	0.009	0	44	0.407	113	F4561_006576	Lipingzhangella halophila	1783352	0	Ryanodine receptor Ryr domain-containing protein	bacteria_genus
A0A841BYH3	unassigned	none	module	ryr.hmm matched only 99 profile positions (< 200) — a shared module, not a family assignment	0.0	35.3	35.3	1.0		5.4e-07	5.4e-07	0.0	0.02	0	99	0.66	153	F4553_006040	Allocatelliglobosispora scoriae	643052	0	Ryanodine receptor Ryr domain-containing protein	bacteria_genus
A0A859FHP1	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	32.7	32.7	1.0		3.4e-06	3.4e-06	0.0	0.01	0	49	0.407	118	FLK61_34220	Paenalkalicoccus suaedae	2592382	0	Ryanodine receptor Ryr domain-containing protein	bacteria_genus
A0A8J6JM21	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	38.4	38.4	1.0		6.4e-08	6.4e-08	0.0	0.014	0	69	0.119	579	H8S62_15935	Lawsonibacter faecis	2763052	0	Ryanodine receptor Ryr domain-containing protein	bacteria_genus
A0A8J6XNN3	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	35.7	35.7	1.0		4e-07	4e-07	0.0	0.013	0	64	0.147	796	ICL16_20565	Iningainema tapete BLCC-T55	2748662	0	thiol oxidase	bacteria_genus
A0A8J7WN81	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	45.5	45.5	1.0		4.7e-10	4.7e-10	0.0	0.014	0	69	0.181	590	KGA66_09280	Actinocrinis puniceicyclus	977794	0	NAD-binding protein	bacteria_genus
A0A917DWD0	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	39.0	39.0	1.0		4.1e-08	4.1e-08	0.0	0.009	0	44	0.155	277	GCM10010990_24480	Croceicoccus mobilis	1703339	0	Ryanodine receptor Ryr domain-containing protein	bacteria_genus
A0A926HL35	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	80.8	80.8	1.0		1.1e-20	1.1e-20	0.0	0.019	0	94	0.922	102	H8699_01320	Luoshenia tenuis	2763654	0	Ryanodine receptor Ryr	bacteria_genus
A0A926VMH8	unassigned	none	module	ryr.hmm matched only 99 profile positions (< 200) — a shared module, not a family assignment	0.0	92.1	92.1	1.0		4.2e-24	4.2e-24	0.0	0.02	0	99	0.131	761	H6G03_33455	Aerosakkonema funiforme FACHB-1375	2949571	0	DUF4071 domain-containing protein	bacteria_genus
A0AAE3ZTQ0	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	41.7	41.7	1.0		6.5e-09	6.5e-09	0.0	0.01	0	49	0.412	114	J2S44_004810	Catenuloplanes niger	587534	0	Ryanodine receptor Ryr domain-containing protein	bacteria_genus
A0AAU9DJ00	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	69.1	69.1	1.0		3.4e-17	3.4e-17	0.0	0.015	0	74	0.88	83	FUAX_49870	Fulvitalea axinellae	1182444	0	Ryanodine receptor Ryr domain-containing protein	bacteria_genus
A0AAV3X333	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	38.3	38.3	1.0		6.9e-08	6.9e-08	0.0	0.012	0	59	0.47	251	MiSe_03080	Microseira wollei NIES-4236	2530354	0	Signal transduction protein	bacteria_genus
A0ABP8XFN0	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	32.7	32.7	1.0		3.4e-06	3.4e-06	0.0	0.015	0	74	0.122	599	GCM10023198_29670	Promicromonospora umidemergens	629679	0	Ryanodine receptor Ryr domain-containing protein	bacteria_genus
A0ABP8XLG1	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	31.2	31.2	1.0		9e-06	9e-06	0.0	0.012	0	59	0.841	69	GCM10023198_33630	Promicromonospora umidemergens	629679	0	EF-hand domain-containing protein	bacteria_genus
A0ABR8EHB1	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	91.5	91.5	1.0		6.5e-24	6.5e-24	0.0	0.019	0	94	0.119	783	H6G72_14040	Planktothricoides raciborskii FACHB-1370	2949576	0	DUF4071 domain-containing protein	bacteria_genus
A0ABR9N3J6	unassigned	none	module	ryr.hmm matched only 99 profile positions (< 200) — a shared module, not a family assignment	0.0	39.0	39.0	1.0		4.3e-08	4.3e-08	0.0	0.02	0	99	0.183	547	IHE71_21225	Myceligenerans pegani	2776917	0	Ryanodine receptor Ryr domain-containing protein	bacteria_genus
A0ABT3GCL1	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	71.8	71.8	1.0		5.5e-18	5.5e-18	0.0	0.019	0	94	0.118	779	OKA05_01195	Luteolibacter arcticus	1581411	0	RyR domain-containing protein	bacteria_genus
A0ABV1F9J9	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	101.3	101.3	1.0		7.1e-27	7.1e-27	0.0	0.019	0	94	0.959	98	WMO39_06900	Ruminococcoides intestinale	3133162	0	RyR domain-containing protein	bacteria_genus
A0ABV4CVP9	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	94.9	94.9	1.0		5.9e-25	5.9e-25	0.0	0.019	0	94	0.948	97	AAK873_07445	Heminiphilus faecis	2601703	0	RyR domain-containing protein	bacteria_genus
A0ABW1KH48	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	31.8	31.8	1.0		6.1e-06	6.1e-06	0.0	0.026	0	128	0.211	577	ACFP2T_33220	Plantactinospora solaniradicis	1723736	0	RyR domain-containing protein	bacteria_genus
A0ABZ0SDI4	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	48.6	48.6	1.0		5.2e-11	5.2e-11	0.0	0.015	0	74	0.143	511	pknD_2	Thiorhodovibrio winogradskyi	77007	0	Serine/threonine-protein kinase PknD	bacteria_genus
B4SA19	unassigned	none	module	ryr.hmm matched only 143 profile positions (< 200) — a shared module, not a family assignment	0.0	32.9	32.9	1.0		2.9e-06	2.9e-06	0.0	0.029	0	143	0.157	917	Ppha_1462	Pelodictyon phaeoclathratiforme (strain DSM 5477 / BU-1)	324925	0	Ryanodine receptor Ryr domain-containing protein	bacteria_genus
C6XJD2	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	32.6	32.6	1.0		3.5e-06	3.5e-06	0.0	0.011	0	54	0.093	605	Hbal_1539	Hirschia baltica (strain ATCC 49814 / DSM 5838 / IFAM 1418)	582402	0	Ryanodine receptor Ryr domain-containing protein	bacteria_genus
D5EWU7	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	92.3	92.3	1.0		3.5e-24	3.5e-24	0.0	0.019	0	94	0.271	354	PRU_0332	Xylanibacter ruminicola (strain ATCC 19189 / DSM 19721 / CIP 105475 / JCM 8958 / 23)	264731	0	RyR domain protein	bacteria_genus
F7PU37	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	0.0	102.3	102.3	1.0		3.5e-27	3.5e-27	0.0	0.022	0	108	0.194	839	HLPCO_002269	Haloplasma contractile SSD-17B	1033810	0	Ryanodine receptor protein	bacteria_genus
F9Z802	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	95.8	95.8	1.0		3.1e-25	3.1e-25	0.0	0.019	0	94	0.949	98	Odosp_0779	Odoribacter splanchnicus (strain ATCC 29572 / DSM 20712 / CIP 104287 / JCM 15291 / NCTC 10825 / 1651/6)	709991	0	Ryanodine receptor Ryr	bacteria_genus
K0X511	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	100.3	100.3	1.0		1.4e-26	1.4e-26	0.0	0.019	0	94	0.949	98	HMPREF9448_00681	Barnesiella intestinihominis YIT 11860	742726	0	Ryanodine receptor Ryr domain-containing protein	bacteria_genus
R9KVB8	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	37.4	37.4	1.0		1.2e-07	1.2e-07	0.0	0.012	0	59	0.111	512	C811_01799	Adlercreutzia caecimuris B7	1235794	0	Ryanodine receptor Ryr domain-containing protein	bacteria_genus
