Proteome Id	Organism	Organism Id	Protein count
UP000030746	Lottia gigantea (Giant owl limpet)	225164	23675
UP000030764	Trichuris suis (pig whipworm)	68888	14189
UP000030765	Anopheles sinensis (Mosquito)	74873	19343
UP000031036	Toxocara canis (Canine roundworm)	6265	18499
UP000035642	Angiostrongylus cantonensis (Rat lungworm)	6313	14504
UP000035680	Strongyloides venezuelensis (Threadworm)	75913	16624
UP000035681	Strongyloides stercoralis (Threadworm)	6248	15552
UP000035682	Strongyloides ratti (Parasitic roundworm)	34506	12456
UP000036403	Lasius niger (Black garden ant)	67767	18044
UP000037069	Lucilia cuprina (Green bottle fly) (Australian sheep blowfly)	7375	14353
UP000037510	Operophtera brumata (Winter moth) (Phalaena brumata)	104452	16814
UP000038045	Parastrongyloides trichosuri (Possum-specific nematode worm)	131310	14892
UP000046392	Strongyloides papillosus (Intestinal threadworm)	174720	18232
UP000046393	Syphacia muris	451379	11114
UP000046395	Trichuris muris (Mouse whipworm)	70415	13960
UP000050640	Elaeophora elaphi	1147741	10407
UP000050741	Globodera pallida (Potato cyst nematode worm) (Heterodera pallida)	36090	16295
UP000050792	Schistosoma rodhaini	6188	19435
UP000050794	Toxocara canis (Canine roundworm)	6265	20249
UP000050795	Trichobilharzia regenti (Nasal bird schistosome)	157069	20231
UP000051574	Oryctes borbonicus	1629725	8820
UP000053097	Ooceraea biroi (Clonal raider ant) (Cerapachys biroi)	2015173	16497
UP000053105	Melipona quadrifasciata	166423	14253
UP000053240	Papilio machaon (Old World swallowtail butterfly)	76193	15461
UP000053268	Papilio xuthus (Asian swallowtail butterfly)	66420	15265
UP000053660	Oesophagostomum dentatum (Nodular worm)	61180	25133
UP000053676	Necator americanus (Human hookworm)	51031	19125
UP000053766	Dictyocaulus viviparus (Bovine lungworm)	29172	14161
UP000053825	Habropoda laboriosa	597456	12781
UP000054047	Ancylostoma duodenale	51022	27403
UP000054324	Opisthorchis viverrini (Southeast Asian liver fluke)	6198	16307
UP000054359	Stegodyphus mimosarum (African social velvet spider)	407821	27009
UP000054495	Ancylostoma ceylanicum	53326	15861
UP000054630	Trichinella nelsoni	6336	16597
UP000054653	Trichinella britovi (Parasitic roundworm)	45882	19931
UP000054721	Trichinella nativa	6335	16771
UP000054776	Trichinella spiralis (Trichina worm)	6334	18572
UP000054783	Trichinella patagoniensis	990121	18337
UP000054805	Trichinella pseudospiralis (Parasitic roundworm)	6337	16171
UP000054843	Trichinella papuae	268474	15285
UP000054995	Trichinella pseudospiralis (Parasitic roundworm)	6337	14319
UP000055024	Trichinella zimbabwensis	268475	18195
UP000055048	Trichinella murrelli	144512	17983
UP000069272	Anopheles albimanus (New world malaria mosquito)	7167	12489
UP000070412	Sarcoptes scabiei (Itch mite) (Acarus scabiei)	52283	9161
UP000075809	Mycetomoellerius zeteki	64791	14302
UP000075840	Anopheles arabiensis (Mosquito)	7173	13818
UP000075880	Anopheles atroparvus (European mosquito)	41427	15529
UP000075881	Anopheles christyi	43041	10929
UP000075883	Anopheles culicifacies	139723	14342
UP000075884	Anopheles dirus	7168	13101
UP000075885	Anopheles epiroticus	199890	11991
UP000075886	Anopheles farauti	69004	13014
UP000075901	Anopheles maculatus	74869	14865
UP000075902	Anopheles melas	34690	15232
UP000075903	Anopheles merus (Mosquito)	30066	13295
UP000075920	Anopheles minimus	112268	12975
UP000076407	Anopheles quadriannulatus (Mosquito)	34691	13801
UP000076408	Anopheles stephensi (Indo-Pakistan malaria mosquito)	30069	11768
UP000076502	Dufourea novaeangliae (Sweat bee)	178035	11355
UP000076858	Daphnia magna	35525	26600
UP000078046	Intoshia linei	1819745	8720
UP000078200	Glossina austeni (Savannah tsetse fly)	7395	19647
UP000078492	Trachymyrmex cornetzi	471704	18657
UP000078540	Atta colombica	520822	14143
UP000078541	Trachymyrmex septentrionalis	34720	15167
UP000078542	Cyphomyrmex costatus	456900	15716
UP000079169	Diaphorina citri (Asian citrus psyllid)	121845	21517
UP000085678	Lingula anatina (Brachiopod) (Lingula unguis)	7574	34415
UP000091820	Glossina brevipalpis	37001	14631
UP000092443	Glossina fuscipes	7396	17759
UP000092444	Glossina morsitans morsitans (Savannah tsetse fly)	37546	12910
UP000092445	Glossina pallidipes (Tsetse fly)	7398	19235
UP000092460	Glossina palpalis gambiensis	67801	19957
UP000092461	Lutzomyia longipalpis (Sand fly)	7200	10419
UP000092462	Phlebotomus papatasi (Sandfly)	29031	11386
UP000094527	Orchesella cincta (Springtail) (Podura cincta)	48709	20218
UP000095280	Macrostomum lignano	282301	52448
UP000095281	Meloidogyne hapla (Root-knot nematode worm)	6305	14379
UP000095282	Caenorhabditis tropicalis	1561998	27198
UP000095285	Loa loa (Eye worm) (Filaria loa)	7209	12226
UP000095300	Stomoxys calcitrans (Stable fly) (Conops calcitrans)	35570	18841
UP000183832	Clunio marinus	568069	22544
UP000186922	Ramazzottius varieornatus (Water bear) (Tardigrade)	947166	22940
UP000192223	Agrilus planipennis (Emerald ash borer) (Agrilus marcopoli)	224129	18772
UP000192247	Tropilaelaps mercedesae	418985	14292
UP000192578	Hypsibius exemplaris (Freshwater tardigrade)	2072580	20832
UP000194236	Euroglyphus maynei (Mayne's house dust mite)	6958	15246
UP000198287	Folsomia candida (Springtail)	158441	28565
UP000215335	Trichomalopsis sarcophagae	543379	16064
UP000215902	Macrostomum lignano	282301	43466
UP000216463	Caenorhabditis latens	1503980	25394
UP000216624	Caenorhabditis remanei (Caenorhabditis vulgaris)	31234	25466
UP000218231	Diploscapter pachys	2018661	33981
UP000225706	Stylophora pistillata (Smooth cauliflower coral)	50429	23873
UP000230066	Fasciola hepatica (Liver fluke)	6192	11190
UP000230423	Teladorsagia circumcincta (Brown stomach worm) (Ostertagia circumcincta)	45464	25373
UP000230750	Apostichopus japonicus (Japanese spiky sea cucumber) (Stichopus japonicus)	307972	30032
UP000235965	Cryptotermes secundus	105785	27252
UP000242188	Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis)	6573	22409
UP000242457	Apis cerana cerana (Oriental honeybee)	94128	9931
UP000242913	Onchocerca flexuosa	387005	8122
UP000243686	Opisthorchis viverrini (Southeast Asian liver fluke)	6198	10745
UP000249218	Helicoverpa armigera (Cotton bollworm) (Heliothis armigera)	29058	8765
UP000250275	Eufriesea mexicana	516756	7068
UP000252519	Ancylostoma caninum (Dog hookworm)	29170	29972
UP000267027	Angiostrongylus costaricensis (Nematode worm)	334426	13350
UP000267029	Mesocestoides corti (Flatworm)	53468	10572
UP000267096	Anisakis simplex (Herring worm)	6269	20779
UP000267606	Onchocerca flexuosa	387005	16057
UP000268014	Haemonchus placei (Barber's pole worm)	6290	21409
UP000268350	Drosophila guanche (Fruit fly)	7266	17569
UP000270094	Strongylus vulgaris (Blood worm)	40348	20844
UP000270296	Soboliphyme baturini	241478	13153
UP000270924	Wuchereria bancrofti	6293	13000
UP000271087	Onchocerca ochengi (Filarial nematode worm)	42157	13353
UP000271098	Gongylonema pulchrum	637853	26895
UP000271162	Nippostrongylus brasiliensis (Rat hookworm)	27835	22636
UP000271889	Cylicostephanus goldi (Nematode worm)	71465	13786
UP000271974	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	188477	23836
UP000272942	Echinostoma caproni	27848	18535
UP000274131	Enterobius vermicularis (Human pinworm)	51028	12840
UP000274429	Hydatigera taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	6205	11591
UP000274756	Dracunculus medinensis (Guinea worm)	318479	10868
UP000275408	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	46731	25411
UP000275846	Schistocephalus solidus (Tapeworm)	70667	20172
UP000276776	Thelazia callipaeda (Oriental eyeworm) (Parasitic nematode)	103827	10885
UP000276991	Acanthocheilonema viteae (Filarial nematode worm) (Dipetalonema viteae)	6277	10007
UP000277928	Litomosoides sigmodontis (Filarial nematode worm)	42156	9894
UP000278627	Brugia pahangi (Filarial nematode worm)	6280	14545
UP000278807	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	102285	13592
UP000280834	Brugia timori	42155	15861
UP000281553	Dibothriocephalus latus (Fish tapeworm) (Diphyllobothrium latum)	60516	19927
UP000282613	Taenia asiatica (Asian tapeworm)	60517	10244
UP000283509	Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	6689	25399
UP000285301	Dinothrombium tinctorium	1965070	13518
UP000288716	Leptotrombidium deliense	299467	14651
UP000290809	Schistosoma bovis (Blood fluke)	6184	11348
UP000291343	Laodelphax striatellus (Small brown planthopper) (Delphax striatella)	195883	17309
UP000292052	Asbolus verrucosus (Blue death-feigning beetle)	1661398	15225
UP000295192	Drosophila navojoa (Fruit fly)	7232	15505
UP000297026	Diachasma alloeum	454923	431
UP000301870	Spodoptera litura (Asian cotton leafworm)	69820	20624
UP000308267	Opisthorchis felineus	147828	18330
UP000310200	Temnothorax longispinosus	300112	13035
UP000311919	Schistosoma japonicum (Blood fluke)	6182	14733
UP000316759	Fasciola gigantica (Giant liver fluke)	46835	12643
UP000321570	Hymenolepis diminuta (Rat tapeworm)	6216	18691
UP000322000	Trichoplusia ni (Cabbage looper)	7111	20891
UP000324629	Paragonimus westermani	34504	12535
UP000324832	Leptidea sinapis	189913	19862
UP000325440	Cinara cedri	506608	22140
UP000326759	Armadillidium nasatum	96803	14427
UP000327044	Photinus pyralis (Common eastern firefly) (Lampyris pyralis)	7054	14952
UP000410492	Callosobruchus maculatus (Southern cowpea weevil) (Pulse bruchid)	64391	30448
UP000440578	Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite)	1232801	26159
UP000466442	Apolygus lucorum (Small green plant bug) (Lygocoris lucorum)	248454	19942
UP000471633	Schistosoma haematobium (Blood fluke)	6185	14543
UP000475862	Aphis glycines (Soybean aphid)	307491	18358
UP000479190	Trichogramma brassicae	86971	16797
UP000479987	Nylanderia fulva	613905	426
UP000492821	Panagrellus redivivus (Microworm)	6233	26334
UP000494040	Cimex lectularius (Bed bug) (Acanthia lectularia)	79782	20637
UP000494106	Arctia plantaginis (Wood tiger moth) (Phalaena plantaginis)	874455	19669
UP000494163	Drosophila busckii (Fruit fly)	30019	11911
UP000494165	Cloeon dipterum	197152	29886
UP000494206	Caenorhabditis bovis	2654633	15096
UP000502823	Coptotermes formosanus (Formosan subterranean termite)	36987	12806
UP000504606	Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis)	133901	23245
UP000504615	Pogonomyrmex barbatus (red harvester ant)	144034	16171
UP000504618	Temnothorax curvispinosus	300111	21925
UP000504629	Bombyx mandarina (Wild silk moth) (Wild silkworm)	7092	17282
UP000504631	Bombus vosnesenskii	207650	19375
UP000504633	Drosophila hydei (Fruit fly)	7224	18596
UP000504634	Drosophila lebanonensis (Fruit fly) (Scaptodrosophila lebanonensis)	7225	17832
UP000504635	Sitophilus oryzae (Rice weevil) (Curculio oryzae)	7048	20363
UP000507470	Mytilus coruscus (Sea mussel)	42192	64248
UP000515135	Branchiostoma belcheri (Amphioxus)	7741	31616
UP000515154	Octopus sinensis (East Asian common octopus)	2607531	30311
UP000515158	Thrips palmi (Melon thrips)	161013	20983
UP000515160	Drosophila albomicans (Fruit fly)	7291	21410
UP000515162	Drosophila mauritiana (Fruit fly)	7226	20916
UP000515163	Actinia tenebrosa (Australian red waratah sea anemone)	6105	23843
UP000515164	Bombus bifarius	103933	19309
UP000515180	Bombus impatiens (Bumblebee)	132113	19194
UP000515204	Dinoponera quadriceps (South American ant)	609295	17673
UP000549394	Dimorphilus gyrociliatus	2664684	16145
UP000593567	Bugula neritina (Brown bryozoan) (Sertularia neritina)	10212	25017
UP000594260	Varroa destructor (Honeybee mite)	109461	20096
UP000594262	Clytia hemisphaerica	252671	24557
UP000594454	Hermetia illucens (Black soldier fly)	343691	17495
UP000596742	Mytilus galloprovincialis (Mediterranean mussel)	29158	77763
UP000600918	Vespula pensylvanica (Western yellow jacket) (Wasp)	30213	18484
UP000605970	Meloidogyne graminicola	189291	10083
UP000606786	Ceratitis capitata (Mediterranean fruit fly) (Tephritis capitata)	7213	19878
UP000614350	Vespula vulgaris (Yellow jacket) (Wasp)	7454	15506
UP000614601	Bursaphelenchus okinawaensis	465554	14486
UP000617340	Vespula germanica (German yellow jacket) (Paravespula germanica)	30212	17178
UP000625711	Rhynchophorus ferrugineus (Red palm weevil) (Curculio ferrugineus)	354439	24802
UP000639338	Aphidius gifuensis (Parasitoid wasp)	684658	11457
UP000648187	Spodoptera exigua (Beet armyworm) (Noctua fulgens)	7107	14288
UP000653454	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	51655	16948
UP000655588	Frieseomelitta varia	561572	11113
UP000659654	Bursaphelenchus xylophilus (Pinewood nematode worm) (Aphelenchoides xylophilus)	6326	15766
UP000663828	Adineta ricciae (Rotifer)	249248	64111
UP000663829	Didymodactylos carnosus	1234261	46721
UP000663832	Adineta steineri	433720	58276
UP000663866	Rotaria magnacalcarata	392030	50840
UP000663870	Rotaria sordida	392033	56912
UP000663873	Rotaria socialis	392032	49357
UP000663879	Brachionus calyciflorus	104777	24300
UP000663880	Pieris macdunnoughi	345717	18615
UP000667349	Acromyrmex insinuator	230686	8949
UP000668214	Pseudoatta argentina	621737	9266
UP000669903	Acromyrmex charruanus	2715315	8957
UP000670152	Acromyrmex heyeri	230685	9100
UP000675881	Lepeophtheirus salmonis (Salmon louse) (Caligus salmonis)	72036	17041
UP000677054	Darwinula stevensoni	69355	15613
UP000678393	Candidula unifasciata	100452	22446
UP000678499	Notodromas monacha	399045	14003
UP000683360	Mytilus edulis (Blue mussel)	6550	73624
UP000691718	Parnassius apollo (Apollo butterfly) (Papilio apollo)	110799	29850
UP000694843	Hyalella azteca (Mexican freshwater shrimp) (Ampithoe aztecus)	294128	21129
UP000694844	Crassostrea virginica (Eastern oyster)	6565	50256
UP000694845	Acanthaster planci (Crown-of-thorns starfish)	133434	25685
UP000694846	Sipha flava (yellow sugarcane aphid)	143950	18157
UP000694865	Saccoglossus kowalevskii (Acorn worm)	10224	22982
UP000694866	Fopius arisanus	64838	15684
UP000694867	Galendromus occidentalis (western predatory mite)	34638	11652
UP000694888	Aplysia californica (California sea hare)	6500	23268
UP000694904	Drosophila arizonae (Fruit fly)	7263	18139
UP000694920	Cephus cinctus (Wheat stem sawfly)	211228	23690
UP000694924	Polistes dominula (European paper wasp) (Vespa dominula)	743375	16591
UP000694925	Ceratina calcarata	156304	18564
UP000694941	Limulus polyphemus (Atlantic horseshoe crab)	6850	31306
UP000695000	Nicrophorus vespilloides (Boreal carrion beetle)	110193	17606
UP000695007	Ceratosolen solmsi marchali	326594	11647
UP000695022	Priapulus caudatus (Priapulid worm)	37621	18404
UP000699462	Paragonimus westermani	34504	12048
UP000708208	Allacma fusca	39272	50569
UP000719412	Tenebrio molitor (Yellow mealworm beetle)	7067	15190
UP000728032	Oppiella nova	334625	23438
UP000728185	Fasciolopsis buskii	27845	11809
UP000729913	Cotesia typhae	2053667	8420
UP000746747	Cercopithifilaria johnstoni	2874296	11543
UP000747542	Homarus americanus (American lobster)	6706	24357
UP000748531	Paragonimus heterotremus	100268	12468
UP000749559	Owenia fusiformis (Polychaete worm)	6347	30622
UP000752696	Heterotrigona itama	395501	9721
UP000759131	Medioppia subpectinata	1979941	23182
UP000770661	Chionoecetes opilio (Atlantic snow crab) (Cancer opilio)	41210	22426
UP000786811	Cotesia congregata (Parasitoid wasp) (Apanteles congregatus)	51543	13934
UP000789390	Daphnia galeata	27404	15633
UP000789524	Danaus chrysippus (African queen)	151541	19335
UP000790347	Dermatophagoides farinae (American house dust mite)	6954	16377
UP000791440	Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	7130	21008
UP000792457	Ladona fulva (Scarce chaser dragonfly) (Libellula fulva)	123851	18636
UP000801492	Ignelater luminosus (Cucubano) (Pyrophorus luminosus)	2038154	27488
UP000805193	Ixodes persulcatus (Taiga tick)	34615	28396
UP000807504	Argiope bruennichi (Wasp spider) (Aranea bruennichi)	94029	26272
UP000821845	Hyalomma asiaticum (Tick)	266040	27599
UP000821865	Dermacentor silvarum (Tick)	543639	25660
UP000822476	Paragonimus skrjabini miyazakii	59628	12629
UP000824380	Venturia canescens	32260	82
UP000824533	Dendrolimus kikuchii	765133	15321
UP000825002	Fragariocoptes setiger	1670756	3047
UP000826195	Cotesia glomerata (Lepidopteran parasitic wasp) (Apanteles glomeratus)	32391	19150
UP000827092	Oedothorax gibbosus	931172	31999
UP000829291	Neodiprion lecontei (Redheaded pine sawfly)	441921	22250
UP000829354	Caenorhabditis briggsae	6238	29167
UP000829999	Spodoptera frugiperda (Fall armyworm)	7108	24899
UP000835052	Caenorhabditis auriculariae	2777116	16237
UP000835206	Bombus terrestris (Buff-tailed bumblebee) (Apis terrestris)	30195	19626
UP000837675	Hyalomma marginatum	34627	1152
UP000837857	Iphiclides podalirius (scarce swallowtail)	110791	20151
UP000838412	Branchiostoma lanceolatum (Common lancelet) (Amphioxus lanceolatum)	7740	38783
UP000838756	Pararge aegeria aegeria	348720	28746
UP000838878	Brenthis ino (lesser marbled fritillary)	405034	19196
UP000887458	Dermatophagoides pteronyssinus (European house dust mite)	6956	14675
UP000887540	Acrobeloides nanus	290746	35203
UP000887560	Meloidogyne floridensis	298350	12653
UP000887561	Meloidogyne javanica (Root-knot nematode worm)	6303	24441
UP000887563	Meloidogyne incognita (Southern root-knot nematode worm) (Oxyuris incognita)	6306	42381
UP000887566	Plectus sambesii	2011161	39995
UP000887567	Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	2652724	25273
UP000887568	Patiria miniata (Bat star) (Asterina miniata)	46514	30311
UP000887569	Parascaris univalens (Nematode worm)	6257	31353
UP000887572	Globodera rostochiensis (Golden nematode worm) (Heterodera rostochiensis)	31243	21016
UP000887575	Mesorhabditis belari	2138241	22421
UP000887577	Panagrolaimus superbus	310955	19584
UP000887581	Setaria digitata	48799	10089
UP001059596	Drosophila gunungcola (fruit fly)	103775	13885
UP001064048	Choristoneura fumiferana (Spruce budworm moth) (Archips fumiferana)	7141	22898
UP001105220	Anopheles coluzzii (African malaria mosquito)	1518534	14043
UP001152562	Pieris brassicae (White butterfly) (Large white butterfly)	7116	16176
UP001152747	Caenorhabditis angaria	860376	19291
UP001152759	Bemisia tabaci (Sweetpotato whitefly) (Aleurodes tabaci)	7038	16554
UP001152798	Nezara viridula (Southern green stink bug) (Cimex viridulus)	85310	19915
UP001152799	Ceutorhynchus assimilis (cabbage seed weevil)	467358	15296
UP001152888	Acanthoscelides obtectus (Bean weevil) (Bruchus obtectus)	200917	56839
UP001153148	Timema podura (Walking stick)	61482	16641
UP001153292	Chilo suppressalis (Asiatic rice borer moth)	168631	12895
UP001153321	Spodoptera littoralis (Egyptian cotton leafworm)	7109	13280
UP001153620	Chironomus riparius	315576	16483
UP001153636	Psylliodes chrysocephalus	3402493	17451
UP001153709	Diabrotica balteata (Banded cucumber beetle)	107213	15880
UP001153712	Phyllotreta striolata (Striped flea beetle) (Crioceris striolata)	444603	12162
UP001153714	Diatraea saccharalis (sugarcane borer)	40085	16115
UP001153737	Phaedon cochleariae (Mustard beetle)	80249	13351
UP001153954	Euphydryas editha (Edith's checkerspot)	104508	25698
UP001154078	Brassicogethes aeneus (Rape pollen beetle) (Meligethes aeneus)	1431903	15965
UP001154114	Chrysodeixis includens (Soybean looper) (Pseudoplusia includens)	689277	14731
UP001154329	Aphis gossypii (Cotton aphid)	80765	15271
UP001158576	Oikopleura dioica (Tunicate)	34765	18603
UP001159042	Exocentrus adspersus	1586481	16827
UP001159405	Porites lobata	104759	42611
UP001159427	Porites evermanni	104178	39801
UP001159428	Pocillopora meandrina	46732	31944
UP001160148	Macrosiphum euphorbiae (potato aphid)	13131	33432
UP001162156	Rhamnusium bicolor	1586634	19372
UP001162162	Aromia moschata	1265417	22090
UP001162164	Molorchus minor	1323400	18551
UP001162480	Octopus vulgaris (Common octopus)	6645	29931
UP001163046	Desmophyllum pertusum	174260	37379
UP001164746	Mya arenaria (Soft-shell clam)	6604	37840
UP001165289	Oopsacas minuta	111878	16257
UP001165740	Biomphalaria glabrata (Bloodfluke planorb) (Freshwater snail)	6526	35507
UP001168821	Zophobas morio	2755281	29607
UP001168972	Microctonus hyperodae (Parasitoid wasp)	165561	12896
UP001168990	Microctonus aethiopoides	144406	13908
UP001174909	Geodia barretti (Barrett's horny sponge)	519541	60916
UP001175271	Steinernema hermaphroditum	289476	36137
UP001176961	Cylicocyclus nassatus (Nematode worm)	53992	22417
UP001177023	Mesorhabditis spiculigera	96644	26039
UP001177670	Melipona bicolor	60889	21279
UP001186944	Pinctada imbricata (Atlantic pearl-oyster) (Pinctada martensii)	66713	25352
UP001187531	Artemia franciscana (Brine shrimp) (Artemia sanfranciscana)	6661	23911
UP001195483	Potamilus streckersoni	2493646	36954
UP001200034	Drosophila rubida	30044	11829
UP001201812	Ditylenchus destructor	166010	21174
UP001208570	Paralvinella palmiformis	53620	24621
UP001209878	Ridgeia piscesae (Tubeworm)	27915	30930
UP001217089	Tegillarca granosa (Malaysian cockle) (Anadara granosa)	220873	24806
UP001219518	Frankliniella fusca	407009	25147
UP001231649	Mythimna loreyi	667449	16857
UP001233172	Biomphalaria pfeifferi (Bloodfluke planorb) (Freshwater snail)	112525	30570
UP001233999	Diploptera punctata (Pacific beetle cockroach)	6984	28315
UP001234178	Daphnia magna	35525	32367
UP001235939	Cordylochernes scorpioides	51811	24935
UP001239111	Eretmocerus hayati	131215	24463
UP001249851	Acropora cervicornis (Staghorn coral)	6130	27986
UP001258017	Odynerus spinipes	1348599	14696
UP001286313	Petrolisthes cinctipes (Flat porcelain crab)	88211	45198
UP001292079	Schistosoma mekongi (Parasitic worm)	38744	9068
UP001292094	Petrolisthes manimaculis	1843537	41106
UP001303046	Necator americanus (Human hookworm)	51031	41575
UP001307889	Nesidiocoris tenuis	355587	16182
UP001314205	Parnassius mnemosyne (clouded apollo)	213953	25482
UP001321473	Amblyomma americanum (Lone star tick)	6943	33540
UP001328107	Pristionchus mayeri	1317129	32572
UP001331761	Trichostrongylus colubriformis (Black scour worm)	6319	22279
UP001347796	Patella caerulea (Rayed Mediterranean limpet)	87958	28822
UP001353858	Aquatica leii	1421715	16446
UP001359485	Polyplax serrata (Common mouse louse)	468196	13864
UP001367676	Parthenolecanium corni	536013	14559
UP001374579	Littorina saxatilis	31220	28814
UP001378592	Gryllus longicercus	2509291	18922
UP001381693	Halocaridina rubra (Hawaiian red shrimp)	373956	25261
UP001430953	Cardiocondyla obscurior	286306	36213
UP001431783	Henosepilachna vigintioctopunctata	420089	23681
UP001432027	Pristionchus entomophagus	358040	30008
UP001432146	Tetragonisca angustula	166442	17407
UP001432322	Pristionchus fissidentatus	1538716	28245
UP001445076	Cherax quadricarinatus (Australian red claw crayfish)	27406	31051
UP001458880	Popillia japonica (Japanese beetle)	7064	35961
UP001461498	Rhynocoris fuscipes	488301	15700
UP001487740	Scylla paramamosain (Mud crab)	85552	30388
UP001497382	Larinioides sclopetarius	280406	40304
UP001497472	Leptosia nina	320188	16432
UP001497497	Lymnaea stagnalis (Great pond snail) (Helix stagnalis)	6523	22445
UP001497535	Meloidogyne enterolobii (Root-knot nematode worm) (Meloidogyne mayaguensis)	390850	45048
UP001497623	Meganyctiphanes norvegica (Northern krill) (Thysanopoda norvegica)	48144	41975
UP001497644	Lasius platythorax	488582	17870
UP001500889	Drosophila madeirensis (Fruit fly)	30013	17869
UP001516400	Cryptolaemus montrouzieri	559131	25106
UP001519460	Batillaria attramentaria	370345	40206
UP001549920	Loxostege sticticalis (Beet webworm moth)	481309	19850
UP001558632	Trichinella spiralis (Trichina worm)	6334	12252
