symbol	ensembl_gene	status
PDS5B	ENSG00000083642	background
PDSS1	ENSG00000148459	background
PDSS1P1	ENSG00000182347	background
PDSS1P2	ENSG00000224637	background
PDSS2	ENSG00000164494	background
PDX1	ENSG00000139515	background
PDXDC1	ENSG00000179889	background
PDXDC2P	ENSG00000255185	background
PDXDC2P-NPIPB14P	ENSG00000196696	background
PDXK	ENSG00000160209	background
PDXP	ENSG00000241360	wanted
PDXP-DT	ENSG00000233360	background
PDYN	ENSG00000101327	wanted
PDYN-AS1	ENSG00000233896	background
PDZD11	ENSG00000120509	background
PDZD2	ENSG00000133401	background
PDZD4	ENSG00000067840	background
PDZD7	ENSG00000186862	background
PDZD8	ENSG00000165650	background
PDZD9	ENSG00000155714	background
PDZK1	ENSG00000174827	background
PDZK1IP1	ENSG00000162366	background
PDZK1P1	ENSG00000215859	background
PDZPH1P	ENSG00000226926	background
PDZRN3	ENSG00000121440	wanted
PDZRN3-AS1	ENSG00000239677	background
PDZRN4	ENSG00000165966	background
PDZRN4-AS1	ENSG00000257228	background
PEA15	ENSG00000162734	background
PEA15-AS1	ENSG00000227741	background
PEAK1	ENSG00000173517	background
PEAK3	ENSG00000188305	background
PEAR1	ENSG00000187800	background
PEARL1	ENSG00000288892	background
PEBP1	ENSG00000089220	background
PEBP1P1	ENSG00000259059	background
PEBP1P2	ENSG00000270532	background
PEBP1P3	ENSG00000236278	background
PEBP4	ENSG00000134020	background
PEBP4-AS1	ENSG00000248738	background
PECAM1	ENSG00000261371	background
PECR	ENSG00000115425	background
PEDS1	ENSG00000240849	wanted
PEDS1-UBE2V1	ENSG00000124208	background
PEF1	ENSG00000162517	background
PEF1-AS1	ENSG00000235790	background
PEG10	ENSG00000242265	background
PEG13	ENSG00000282164	background
PEG3	ENSG00000198300	background
PELATON	ENSG00000224397	background
PELI1	ENSG00000197329	background
PELI2	ENSG00000139946	background
PELI3	ENSG00000174516	background
PELO	ENSG00000152684	background
PELO-AS1	ENSG00000248898	background
PELP1	ENSG00000141456	background
PELP1-DT	ENSG00000244184	background
PEMT	ENSG00000133027	wanted
PENK	ENSG00000181195	background
PENK-AS1	ENSG00000254254	background
PEPD	ENSG00000124299	background
PER1	ENSG00000179094	background
PER2	ENSG00000132326	background
PER3	ENSG00000049246	background
PER3P1	ENSG00000271077	background
PERCC1	ENSG00000284395	background
PERM1	ENSG00000187642	background
PERP	ENSG00000112378	background
PERPP1	ENSG00000237653	background
PERPP2	ENSG00000228998	background
PERPP3	ENSG00000218073	background
PES1	ENSG00000100029	background
PES1-AS1	ENSG00000223831	background
PES1P1	ENSG00000248191	background
PES1P2	ENSG00000229268	background
PET100	ENSG00000229833	background
PET100P1	ENSG00000283390	background
PET117	ENSG00000232838	background
PEX1	ENSG00000127980	background
PEX10	ENSG00000157911	wanted
PEX11A	ENSG00000166821	background
PEX11B	ENSG00000131779	background
PEX11G	ENSG00000104883	background
PEX12	ENSG00000108733	background
PEX12P1	ENSG00000215418	background
PEX13	ENSG00000162928	wanted
PEX14	ENSG00000142655	background
PEX16	ENSG00000121680	background
PEX19	ENSG00000162735	background
PEX2	ENSG00000164751	background
PEX26	ENSG00000215193	wanted
PEX3	ENSG00000034693	background
PEX39	ENSG00000221821	background
PEX5	ENSG00000139197	background
PEX5L	ENSG00000114757	background
PEX5L-AS1	ENSG00000243799	background
PEX5L-AS2	ENSG00000244302	background
PEX6	ENSG00000124587	wanted
PEX7	ENSG00000112357	background
PF4	ENSG00000163737	background
PF4V1	ENSG00000109272	background
PFAS	ENSG00000178921	background
PFDN1	ENSG00000113068	background
PFDN1P1	ENSG00000225026	background
PFDN1P2	ENSG00000248188	background
PFDN2	ENSG00000143256	background
PFDN4	ENSG00000101132	background
PFDN4P1	ENSG00000231357	background
PFDN4P3	ENSG00000232042	background
PFDN5	ENSG00000123349	wanted
PFDN6	ENSG00000204220	wanted
PFKFB1	ENSG00000158571	background
PFKFB2	ENSG00000123836	background
PFKFB3	ENSG00000170525	wanted
PFKFB3-AS1	ENSG00000213994	background
PFKFB4	ENSG00000114268	background
PFKL	ENSG00000141959	background
PFKM	ENSG00000152556	wanted
PFKP	ENSG00000067057	wanted
PFKP-DT	ENSG00000273001	background
PFN1	ENSG00000108518	background
PFN1P1	ENSG00000233328	background
PFN1P10	ENSG00000176378	background
PFN1P11	ENSG00000213061	background
PFN1P12	ENSG00000226028	background
PFN1P2	ENSG00000293296	background
PFN1P3	ENSG00000234367	background
PFN1P4	ENSG00000225080	background
PFN1P6	ENSG00000227212	background
PFN1P8	ENSG00000244371	background
PFN1P9	ENSG00000227205	background
PFN2	ENSG00000070087	background
PFN2-AS1	ENSG00000242791	background
PFN3	ENSG00000196570	background
PFN4	ENSG00000176732	background
PFN5P	ENSG00000283349	background
PGA3	ENSG00000229859	background
PGA4	ENSG00000229183	background
PGA5	ENSG00000256713	background
PGAM1	ENSG00000171314	background
PGAM1P1	ENSG00000248271	background
PGAM1P10	ENSG00000220515	background
PGAM1P11	ENSG00000233623	background
PGAM1P12	ENSG00000250825	background
PGAM1P13	ENSG00000248838	background
PGAM1P2	ENSG00000225639	background
PGAM1P3	ENSG00000230274	background
PGAM1P4	ENSG00000214041	background
PGAM1P5	ENSG00000293270	background
PGAM1P6	ENSG00000224464	background
PGAM1P7	ENSG00000213997	background
PGAM1P8	ENSG00000255200	background
PGAM1P9	ENSG00000249255	background
PGAM2	ENSG00000164708	background
PGAM3P	ENSG00000237256	background
PGAM4	ENSG00000226784	background
PGAM4P1	ENSG00000215197	background
PGAM4P2	ENSG00000248488	background
PGAM5	ENSG00000247077	background
PGAM5P1	ENSG00000253224	background
PGAP1	ENSG00000197121	background
PGAP2	ENSG00000148985	background
PGAP3	ENSG00000161395	background
PGAP4	ENSG00000165152	background
PGAP6	ENSG00000129925	background
PGBD1	ENSG00000137338	background
PGBD2	ENSG00000185220	background
PGBD4	ENSG00000182405	wanted
PGBD4P1	ENSG00000244273	background
PGBD4P2	ENSG00000277708	background
PGBD4P3	ENSG00000249834	background
PGBD4P4	ENSG00000248877	background
PGBD4P5	ENSG00000225136	background
PGBD4P6	ENSG00000226064	background
PGBD4P8	ENSG00000229332	background
PGBD5	ENSG00000177614	wanted
PGBP	ENSG00000227179	background
PGC	ENSG00000096088	wanted
PGCKA1	ENSG00000154274	background
PGD	ENSG00000142657	background
PGDP1	ENSG00000265273	background
PGF	ENSG00000119630	background
PGGHG	ENSG00000142102	background
PGGT1B	ENSG00000164219	background
PGGT1BP1	ENSG00000213667	background
PGGT1BP2	ENSG00000214584	background
PGK1	ENSG00000102144	background
PGK1P1	ENSG00000228328	background
PGK1P2	ENSG00000213290	background
PGK2	ENSG00000170950	background
PGLS	ENSG00000130313	background
PGLS-DT	ENSG00000269439	background
PGLYRP1	ENSG00000008438	background
PGLYRP2	ENSG00000161031	background
PGLYRP3	ENSG00000159527	background
PGLYRP4	ENSG00000163218	background
PGM1	ENSG00000079739	background
PGM2	ENSG00000169299	background
PGM2L1	ENSG00000165434	wanted
PGM3	ENSG00000013375	background
PGM5	ENSG00000154330	background
PGM5-AS1	ENSG00000224958	background
PGM5P2	ENSG00000290923	background
PGM5P3-AS1	ENSG00000277631	background
PGM5P4	ENSG00000225398	background
PGM5P4-AS1	ENSG00000231943	background
PGP	ENSG00000184207	background
PGPEP1	ENSG00000130517	background
PGPEP1L	ENSG00000183571	background
PGR	ENSG00000082175	wanted
PGR-AS1	ENSG00000282728	background
PGRMC1	ENSG00000101856	background
PGRMC2	ENSG00000164040	wanted
PGS1	ENSG00000087157	background
PHACTR1	ENSG00000112137	background
PHACTR2	ENSG00000112419	wanted
PHACTR2-AS1	ENSG00000235740	background
PHACTR2P1	ENSG00000270300	background
PHACTR3	ENSG00000087495	background
PHACTR3-AS1	ENSG00000238194	background
PHACTR4	ENSG00000204138	background
PHAF1	ENSG00000125149	background
PHAX	ENSG00000164902	background
PHB1	ENSG00000167085	background
PHB1P1	ENSG00000213091	background
PHB1P10	ENSG00000232665	background
PHB1P11	ENSG00000227621	background
PHB1P12	ENSG00000230585	background
PHB1P13	ENSG00000234835	background
PHB1P14	ENSG00000248913	background
PHB1P15	ENSG00000262648	background
PHB1P16	ENSG00000227593	background
PHB1P17	ENSG00000254407	background
PHB1P18	ENSG00000257885	background
PHB1P19	ENSG00000257246	background
PHB1P2	ENSG00000254512	background
PHB1P20	ENSG00000271072	background
PHB1P21	ENSG00000260326	background
PHB1P3	ENSG00000228121	background
PHB1P4	ENSG00000230251	background
PHB1P5	ENSG00000233523	background
PHB1P6	ENSG00000276592	background
PHB1P7	ENSG00000213711	background
PHB1P8	ENSG00000240471	background
PHB1P9	ENSG00000230224	background
PHB2	ENSG00000215021	background
PHB2P1	ENSG00000232728	background
PHC1	ENSG00000111752	background
PHC1P1	ENSG00000179899	background
PHC2	ENSG00000134686	background
PHC2-AS1	ENSG00000233246	background
PHC3	ENSG00000173889	background
PHETA1	ENSG00000198324	background
PHETA2	ENSG00000177096	background
PHEX	ENSG00000102174	background
PHF1	ENSG00000112511	wanted
PHF10	ENSG00000130024	background
PHF10P1	ENSG00000228986	background
PHF10P2	ENSG00000231466	background
PHF11	ENSG00000136147	background
PHF12	ENSG00000109118	background
PHF13	ENSG00000116273	background
PHF14	ENSG00000106443	background
PHF19	ENSG00000119403	background
PHF2	ENSG00000197724	wanted
PHF20	ENSG00000025293	background
PHF20L1	ENSG00000129292	background
PHF21A	ENSG00000135365	background
PHF21B	ENSG00000056487	background
PHF23	ENSG00000040633	background
PHF24	ENSG00000122733	background
PHF2P2	ENSG00000226057	background
PHF3	ENSG00000118482	background
PHF5A	ENSG00000100410	background
PHF5AP1	ENSG00000267178	background
PHF5AP3	ENSG00000244730	background
PHF5AP4	ENSG00000270431	background
PHF5AP5	ENSG00000238259	background
PHF5AP7	ENSG00000249540	background
PHF6	ENSG00000156531	background
PHF7	ENSG00000010318	background
PHF8	ENSG00000172943	wanted
PHGDH	ENSG00000092621	background
PHGR1	ENSG00000233041	background
PHIP	ENSG00000146247	background
PHKA1	ENSG00000067177	background
PHKA1-AS1	ENSG00000231944	background
PHKA1P1	ENSG00000232882	background
PHKA2	ENSG00000044446	background
PHKA2-AS1	ENSG00000237836	background
PHKB	ENSG00000102893	background
PHKBP1	ENSG00000226262	background
PHKBP2	ENSG00000258467	background
PHKG1	ENSG00000164776	background
PHKG1P1	ENSG00000226075	background
PHKG1P2	ENSG00000228645	background
PHKG1P3	ENSG00000236919	background
PHKG1P4	ENSG00000229508	background
PHKG2	ENSG00000156873	background
PHLDA1	ENSG00000139289	background
PHLDA1-AS1	ENSG00000257453	background
PHLDA1-DT	ENSG00000257839	background
PHLDA2	ENSG00000181649	background
PHLDA3	ENSG00000174307	background
PHLDB1	ENSG00000019144	background
PHLDB2	ENSG00000144824	wanted
PHLDB3	ENSG00000176531	background
PHLPP1	ENSG00000081913	background
PHLPP2	ENSG00000040199	background
PHOSPHO1	ENSG00000173868	background
PHOSPHO2	ENSG00000144362	background
PHOX2A	ENSG00000165462	background
PHOX2B	ENSG00000109132	background
PHOX2B-AS1	ENSG00000250467	background
PHPT1	ENSG00000054148	background
PHRF1	ENSG00000070047	wanted
PHTF1	ENSG00000116793	wanted
PHTF2	ENSG00000006576	background
PHYH	ENSG00000107537	background
PHYHD1	ENSG00000175287	background
PHYHIP	ENSG00000168490	background
PHYHIPL	ENSG00000165443	wanted
PHYKPL	ENSG00000175309	background
PI15	ENSG00000137558	background
PI16	ENSG00000164530	background
PI3	ENSG00000124102	background
PI4K2A	ENSG00000155252	background
PI4K2B	ENSG00000038210	background
PI4KA	ENSG00000241973	background
PI4KAP1	ENSG00000290425	background
PI4KAP2	ENSG00000183506	background
PI4KB	ENSG00000143393	background
PIANP	ENSG00000139200	background
PIAS1	ENSG00000033800	background
PIAS2	ENSG00000078043	background
PIAS3	ENSG00000131788	background
PIAS4	ENSG00000105229	background
PIBF1	ENSG00000083535	wanted
PICALM	ENSG00000073921	background
PICART1	ENSG00000246640	background
PICK1	ENSG00000100151	wanted
PICSAR	ENSG00000275874	background
PID1	ENSG00000153823	wanted
PIDD1	ENSG00000177595	background
PIERCE1	ENSG00000160345	background
PIERCE2	ENSG00000261652	background
PIEZO1	ENSG00000103335	background
PIEZO1-AS1	ENSG00000182376	background
PIEZO1P1	ENSG00000233686	background
PIEZO1P2	ENSG00000237121	background
PIEZO2	ENSG00000154864	background
PIF1	ENSG00000140451	background
PIGA	ENSG00000165195	background
PIGAP1	ENSG00000257803	background
PIGB	ENSG00000069943	background
PIGBOS1	ENSG00000225973	background
PIGC	ENSG00000135845	background
PIGCP1	ENSG00000213713	background
PIGCP2	ENSG00000229626	background
PIGF	ENSG00000151665	background
PIGFP1	ENSG00000253869	background
PIGFP2	ENSG00000234881	background
PIGFP3	ENSG00000227592	background
PIGG	ENSG00000174227	background
PIGH	ENSG00000100564	wanted
PIGHP1	ENSG00000259657	background
PIGK	ENSG00000142892	background
PIGL	ENSG00000108474	background
PIGM	ENSG00000143315	wanted
PIGN	ENSG00000197563	background
PIGO	ENSG00000165282	background
PIGO-AS1	ENSG00000234181	background
PIGP	ENSG00000185808	wanted
PIGPP2	ENSG00000234204	background
PIGPP3	ENSG00000228958	background
PIGPP4	ENSG00000265564	background
PIGQ	ENSG00000007541	background
PIGQP1	ENSG00000227104	background
PIGR	ENSG00000162896	background
PIGS	ENSG00000087111	background
PIGT	ENSG00000124155	background
PIGU	ENSG00000101464	background
PIGUP1	ENSG00000224437	background
PIGV	ENSG00000060642	background
PIGW	ENSG00000277161	background
PIGX	ENSG00000163964	background
PIGY	ENSG00000255072	background
PIGY-DT	ENSG00000285122	background
PIGYP1	ENSG00000240761	background
PIGZ	ENSG00000119227	background
PIH1D1	ENSG00000104872	background
PIH1D2	ENSG00000150773	background
PIK3AP1	ENSG00000155629	background
PIK3C2A	ENSG00000011405	wanted
PIK3C2B	ENSG00000133056	wanted
PIK3C2G	ENSG00000139144	background
PIK3C3	ENSG00000078142	background
PIK3CA	ENSG00000121879	background
PIK3CA-DT	ENSG00000229102	background
PIK3CB	ENSG00000051382	background
PIK3CD	ENSG00000171608	background
PIK3CD-AS1	ENSG00000179840	background
PIK3CD-AS2	ENSG00000231789	background
PIK3CDP1	ENSG00000231610	background
PIK3CG	ENSG00000105851	wanted
PIK3IP1	ENSG00000100100	background
PIK3IP1-DT	ENSG00000228839	background
PIK3R1	ENSG00000145675	background
PIK3R2	ENSG00000105647	background
PIK3R3	ENSG00000117461	background
PIK3R4	ENSG00000196455	wanted
PIK3R5	ENSG00000141506	background
PIK3R5-DT	ENSG00000266389	background
PIK3R6	ENSG00000276231	background
PIKFYVE	ENSG00000115020	background
PILRA	ENSG00000085514	background
PILRB	ENSG00000121716	background
PIM1	ENSG00000137193	wanted
PIM2	ENSG00000102096	wanted
PIM3	ENSG00000198355	background
PIMREG	ENSG00000129195	background
PIMREGP1	ENSG00000226261	background
PIMREGP2	ENSG00000216425	background
PIMREGP3	ENSG00000217653	background
PIMREGP4	ENSG00000248340	background
PIN1	ENSG00000127445	background
PIN1-DT	ENSG00000267289	background
PIN1P1	ENSG00000293134	background
PIN4	ENSG00000102309	background
PIN4P1	ENSG00000227973	background
PINCR	ENSG00000224294	background
PINK1	ENSG00000158828	background
PINK1-AS	ENSG00000117242	background
PINLYP	ENSG00000234465	background
PINX1	ENSG00000254093	background
PINX1-DT	ENSG00000253695	background
PIP	ENSG00000159763	background
PIP4K2A	ENSG00000150867	background
PIP4K2B	ENSG00000276293	background
PIP4K2C	ENSG00000166908	background
PIP4P1	ENSG00000165782	wanted
PIP4P2	ENSG00000155099	background
PIP5K1A	ENSG00000143398	background
PIP5K1B	ENSG00000107242	background
PIP5K1C	ENSG00000186111	background
PIP5K1P1	ENSG00000219294	background
PIP5K1P2	ENSG00000229435	background
PIP5KL1	ENSG00000167103	background
PIPOX	ENSG00000179761	background
PIPSL	ENSG00000180764	background
PIR	ENSG00000087842	background
PIRAT1	ENSG00000237803	background
PIRT	ENSG00000233670	background
PISD	ENSG00000241878	background
PISRT1	ENSG00000281473	background
PITHD1	ENSG00000057757	background
PITPNA	ENSG00000174238	background
PITPNA-AS1	ENSG00000236618	background
PITPNB	ENSG00000180957	background
PITPNC1	ENSG00000154217	background
PITPNM1	ENSG00000110697	background
PITPNM2	ENSG00000090975	background
PITPNM2-AS1	ENSG00000251497	background
PITPNM3	ENSG00000091622	background
PITRM1	ENSG00000107959	background
PITRM1-AS1	ENSG00000237399	background
PITX1	ENSG00000069011	wanted
PITX1-AS1	ENSG00000224186	background
PITX2	ENSG00000164093	background
PITX3	ENSG00000107859	background
PIWIL1	ENSG00000125207	background
PIWIL2	ENSG00000197181	background
PIWIL2-DT	ENSG00000254064	background
PIWIL3	ENSG00000184571	background
PIWIL4	ENSG00000134627	background
PIWIL4-AS1	ENSG00000255929	background
PJA1	ENSG00000181191	background
PJA2	ENSG00000198961	background
PJVK	ENSG00000204311	background
PKD1	ENSG00000008710	background
PKD1-AS1	ENSG00000259933	background
PKD1L1	ENSG00000158683	background
PKD1L1-AS1	ENSG00000136275	background
PKD1L2	ENSG00000166473	background
PKD1L3	ENSG00000277481	background
PKD1P1	ENSG00000244257	background
PKD1P2	ENSG00000227827	background
PKD1P3	ENSG00000183458	background
PKD1P4	ENSG00000205746	background
PKD1P5	ENSG00000254681	background
PKD1P6	ENSG00000250251	background
PKD1P6-NPIPP1	ENSG00000290394	background
PKD2	ENSG00000118762	background
PKD2L1	ENSG00000107593	wanted
PKD2L2	ENSG00000078795	background
PKD2L2-DT	ENSG00000250159	background
PKDCC	ENSG00000162878	background
PKDREJ	ENSG00000130943	background
PKHD1	ENSG00000170927	background
PKHD1L1	ENSG00000205038	background
PKIA	ENSG00000171033	background
PKIA-AS1	ENSG00000254266	background
PKIB	ENSG00000135549	background
PKIG	ENSG00000168734	background
PKLR	ENSG00000143627	background
PKM	ENSG00000067225	background
PKMP1	ENSG00000236480	background
PKMP2	ENSG00000235892	background
PKMP3	ENSG00000220563	background
PKMP4	ENSG00000254023	background
PKMP5	ENSG00000215057	background
PKMYT1	ENSG00000127564	background
PKMYT1AR	ENSG00000268266	background
PKN1	ENSG00000123143	background
PKN2	ENSG00000065243	background
PKN2-AS1	ENSG00000237505	background
PKN3	ENSG00000160447	background
PKNOX1	ENSG00000160199	background
PKNOX2	ENSG00000165495	background
PKNOX2-AS1	ENSG00000254932	background
PKNOX2-DT	ENSG00000254880	background
PKP1	ENSG00000081277	background
PKP2	ENSG00000057294	wanted
PKP3	ENSG00000184363	background
PKP4	ENSG00000144283	background
PKP4-AS1	ENSG00000204380	background
PKP4P1	ENSG00000229670	background
PLA1A	ENSG00000144837	background
PLA2G10	ENSG00000069764	background
PLA2G10BP	ENSG00000254609	background
PLA2G10CP	ENSG00000260908	background
PLA2G10DP	ENSG00000261419	background
PLA2G10EP	ENSG00000255037	background
PLA2G10FP	ENSG00000261181	background
PLA2G10GP	ENSG00000277770	background
PLA2G10HP	ENSG00000257506	background
PLA2G10IP	ENSG00000276484	background
PLA2G10JP	ENSG00000261203	background
PLA2G10KP	ENSG00000278528	background
PLA2G10P1	ENSG00000243378	background
PLA2G12A	ENSG00000123739	background
PLA2G12AP1	ENSG00000224680	background
PLA2G12AP2	ENSG00000225221	background
PLA2G12B	ENSG00000138308	background
PLA2G15	ENSG00000103066	background
PLA2G1B	ENSG00000170890	background
PLA2G2A	ENSG00000188257	background
PLA2G2C	ENSG00000187980	background
PLA2G2D	ENSG00000117215	background
PLA2G2E	ENSG00000188784	background
PLA2G2F	ENSG00000158786	background
PLA2G3	ENSG00000100078	background
PLA2G4A	ENSG00000116711	background
PLA2G4B	ENSG00000243708	background
PLA2G4C	ENSG00000105499	background
PLA2G4C-AS1	ENSG00000269420	background
PLA2G4D	ENSG00000159337	background
PLA2G4E	ENSG00000188089	background
PLA2G4E-AS1	ENSG00000246740	background
PLA2G4F	ENSG00000168907	background
PLA2G5	ENSG00000127472	background
PLA2G6	ENSG00000184381	background
PLA2G7	ENSG00000146070	background
PLA2R1	ENSG00000153246	background
PLAA	ENSG00000137055	background
PLAAT1	ENSG00000127252	background
PLAAT2	ENSG00000133328	background
PLAAT3	ENSG00000176485	background
PLAAT4	ENSG00000133321	background
PLAAT5	ENSG00000168004	background
PLAC1	ENSG00000170965	background
PLAC1-AS1	ENSG00000235813	background
PLAC4	ENSG00000280109	background
PLAC8	ENSG00000145287	background
PLAC8L1	ENSG00000173261	background
PLAC9	ENSG00000189129	background
PLAC9P1	ENSG00000291116	background
PLAG1	ENSG00000181690	background
PLAGL1	ENSG00000118495	background
PLAGL2	ENSG00000126003	background
PLAT	ENSG00000104368	background
PLAU	ENSG00000122861	wanted
PLAUR	ENSG00000011422	background
PLB1	ENSG00000163803	wanted
PLBD1	ENSG00000121316	background
PLBD1-AS1	ENSG00000256751	background
PLBD1-AS2	ENSG00000255649	background
PLBD2	ENSG00000151176	wanted
PLCB1	ENSG00000182621	background
PLCB1-IT1	ENSG00000225479	background
PLCB2	ENSG00000137841	wanted
PLCB2-AS1	ENSG00000259307	background
PLCB3	ENSG00000149782	background
PLCB4	ENSG00000101333	background
PLCD1	ENSG00000187091	background
PLCD3	ENSG00000161714	background
PLCD4	ENSG00000115556	background
PLCE1	ENSG00000138193	background
PLCE1-AS1	ENSG00000268894	background
PLCE1-AS2	ENSG00000232913	background
PLCE1P1	ENSG00000276940	background
PLCG1	ENSG00000124181	wanted
PLCG1-AS1	ENSG00000226648	background
PLCG2	ENSG00000197943	background
PLCH1	ENSG00000114805	background
PLCH1-AS1	ENSG00000239508	background
PLCH1-AS2	ENSG00000242925	background
PLCH2	ENSG00000149527	background
PLCL1	ENSG00000115896	background
PLCL2	ENSG00000154822	background
PLCL2-AS1	ENSG00000226441	background
PLCL2UT	ENSG00000303350	background
PLCXD1	ENSG00000182378	background
PLCXD2	ENSG00000240891	background
PLCXD2-AS1	ENSG00000240766	background
PLCXD3	ENSG00000182836	background
PLCZ1	ENSG00000139151	background
PLD1	ENSG00000075651	background
PLD2	ENSG00000129219	wanted
PLD3	ENSG00000105223	wanted
PLD4	ENSG00000166428	wanted
PLD5	ENSG00000180287	wanted
PLD5-AS1	ENSG00000272865	background
PLD5P1	ENSG00000283930	background
PLD6	ENSG00000179598	background
PLEC	ENSG00000178209	background
PLEK	ENSG00000115956	background
PLEK2	ENSG00000100558	wanted
PLEKHA1	ENSG00000107679	wanted
PLEKHA2	ENSG00000169499	background
PLEKHA3	ENSG00000116095	background
PLEKHA3P1	ENSG00000269800	background
PLEKHA4	ENSG00000105559	background
PLEKHA5	ENSG00000052126	background
PLEKHA6	ENSG00000143850	wanted
PLEKHA7	ENSG00000166689	background
PLEKHA8	ENSG00000106086	background
PLEKHA8P1	ENSG00000293316	background
PLEKHB1	ENSG00000021300	background
PLEKHB2	ENSG00000115762	background
PLEKHB2P1	ENSG00000267066	background
PLEKHD1	ENSG00000175985	wanted
PLEKHF1	ENSG00000166289	background
PLEKHF2	ENSG00000175895	background
PLEKHG1	ENSG00000120278	background
PLEKHG2	ENSG00000090924	wanted
PLEKHG3	ENSG00000126822	background
PLEKHG4	ENSG00000196155	background
PLEKHG4B	ENSG00000153404	background
PLEKHG5	ENSG00000171680	background
PLEKHG6	ENSG00000008323	background
PLEKHG7	ENSG00000187510	wanted
PLEKHH1	ENSG00000054690	wanted
PLEKHH2	ENSG00000152527	background
PLEKHH3	ENSG00000068137	background
PLEKHJ1	ENSG00000104886	background
PLEKHM1	ENSG00000225190	background
PLEKHM1P1	ENSG00000214176	background
PLEKHM2	ENSG00000116786	background
PLEKHM2-AS1	ENSG00000237938	background
PLEKHM3	ENSG00000178385	background
PLEKHN1	ENSG00000187583	background
PLEKHO1	ENSG00000023902	background
PLEKHO2	ENSG00000241839	background
PLEKHS1	ENSG00000148735	background
PLET1	ENSG00000188771	background
PLG	ENSG00000122194	wanted
PLGLA	ENSG00000240935	background
PLGLB1	ENSG00000183281	background
PLGLB2	ENSG00000125551	background
PLGRKT	ENSG00000107020	background
PLIN1	ENSG00000166819	background
PLIN2	ENSG00000147872	background
PLIN3	ENSG00000105355	background
PLIN3-AS1	ENSG00000267484	background
PLIN4	ENSG00000167676	background
PLIN5	ENSG00000214456	background
PLK1	ENSG00000166851	background
PLK2	ENSG00000145632	background
PLK3	ENSG00000173846	background
PLK4	ENSG00000142731	background
PLK5	ENSG00000185988	background
PLLP	ENSG00000102934	background
PLLPP1	ENSG00000237782	background
PLN	ENSG00000198523	background
PLOD1	ENSG00000083444	background
PLOD2	ENSG00000152952	background
PLOD3	ENSG00000106397	background
PLP1	ENSG00000123560	background
PLP2	ENSG00000102007	background
PLPBP	ENSG00000147471	wanted
PLPP1	ENSG00000067113	background
PLPP2	ENSG00000141934	background
PLPP3	ENSG00000162407	background
PLPP4	ENSG00000203805	background
PLPP5	ENSG00000147535	background
PLPP6	ENSG00000205808	background
PLPP7	ENSG00000160539	background
PLPPR1	ENSG00000148123	background
PLPPR2	ENSG00000105520	background
PLPPR3	ENSG00000129951	background
PLPPR4	ENSG00000117600	background
PLPPR5	ENSG00000117598	background
PLPPR5-AS1	ENSG00000232825	background
PLRG1	ENSG00000171566	background
PLS1	ENSG00000120756	background
PLS1-AS1	ENSG00000239641	background
PLS1P1	ENSG00000254534	background
PLS3	ENSG00000102024	background
PLS3-AS1	ENSG00000271826	background
PLSCR1	ENSG00000188313	background
PLSCR2	ENSG00000163746	background
PLSCR3	ENSG00000187838	background
PLSCR4	ENSG00000114698	background
PLSCR4P1	ENSG00000243596	background
PLSCR5	ENSG00000231213	background
PLSCR5-AS1	ENSG00000241457	background
PLTP	ENSG00000100979	background
PLUT	ENSG00000247381	background
PLVAP	ENSG00000130300	background
PLXDC1	ENSG00000161381	background
PLXDC2	ENSG00000120594	background
PLXDC2-AS1	ENSG00000238246	background
PLXNA1	ENSG00000114554	background
PLXNA2	ENSG00000076356	wanted
PLXNA3	ENSG00000130827	wanted
PLXNA4	ENSG00000221866	background
PLXNA4-AS1	ENSG00000223436	background
PLXNA4-AS2	ENSG00000225144	background
PLXNB1	ENSG00000164050	wanted
PLXNB2	ENSG00000196576	background
PLXNB3	ENSG00000198753	wanted
PLXNB3-AS1	ENSG00000232725	background
PLXNC1	ENSG00000136040	wanted
PLXNC1-AS1	ENSG00000258035	background
PLXND1	ENSG00000004399	wanted
PM20D1	ENSG00000162877	background
PM20D1-AS1	ENSG00000286619	background
PM20D2	ENSG00000146281	background
PMAIP1	ENSG00000141682	background
PMCH	ENSG00000183395	background
PMCHL1	ENSG00000168967	background
PMCHL2	ENSG00000290836	background
PMEL	ENSG00000185664	background
PMEPA1	ENSG00000124225	background
PMF1	ENSG00000160783	background
PMF1-BGLAP	ENSG00000260238	background
PMFBP1	ENSG00000118557	background
PMIS2	ENSG00000283758	background
PML	ENSG00000140464	background
PMM1	ENSG00000100417	background
PMM2	ENSG00000140650	background
PMM2-AS1	ENSG00000260350	background
PMM2P1	ENSG00000265038	background
PMM2P2	ENSG00000267116	background
PMP2	ENSG00000147588	background
PMP22	ENSG00000109099	background
PMPCA	ENSG00000165688	background
PMPCAP1	ENSG00000248817	background
PMPCB	ENSG00000105819	background
PMS1	ENSG00000064933	background
PMS2	ENSG00000122512	background
PMS2CL	ENSG00000187953	background
PMS2P1	ENSG00000078319	background
PMS2P10	ENSG00000273598	background
PMS2P11	ENSG00000241350	background
PMS2P12	ENSG00000228546	background
PMS2P13	ENSG00000276840	background
PMS2P14	ENSG00000277125	background
PMS2P2	ENSG00000278416	background
PMS2P3	ENSG00000291092	background
PMS2P4	ENSG00000067601	background
PMS2P5	ENSG00000123965	background
PMS2P6	ENSG00000174384	background
PMS2P7	ENSG00000229018	background
