subset	query	target	accession	alntmscore	qtmscore	ttmscore	fident	alnlen	query_length	query_coverage	evalue	bits	taxid	taxname	census_call	census_group	census_gene	target_name	target_gene	target_pfams	verdict
afdb_swissprot	reference_ITPR1_7LHF	AF-Q7ZY56-F1-model_v6	Q7ZY56	1.900E-01	1.033E-01	1.842E-01	0.105	1584	2300	0.6887	2.402E-05	102	8355	Xenopus laevis	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q6AI08-F1-model_v6	Q6AI08	1.897E-01	1.038E-01	1.835E-01	0.093	1537	2300	0.6683	6.608E-05	93	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-O59809-F1-model_v6	O59809	1.876E-01	9.343E-02	1.752E-01	0.109	1238	2300	0.5383	8.818E-04	78	284812	Schizosaccharomyces pombe 972h-	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q5SPJ8-F1-model_v6	Q5SPJ8	1.869E-01	9.963E-02	1.835E-01	0.097	1464	2300	0.6365	6.642E-04	80	7955	Danio rerio	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q5ASE3-F1-model_v6	Q5ASE3	1.842E-01	9.584E-02	1.784E-01	0.103	1304	2300	0.567	1.074E-04	89	227321	Aspergillus nidulans FGSC A4	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q9D071-2-F1-model_v6	Q9D071	1.839E-01	9.737E-02	1.766E-01	0.104	1122	2300	0.4878	9.513E-05	93	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q9UI26-F1-model_v6	Q9UI26	1.814E-01	9.326E-02	1.806E-01	0.113	1238	2300	0.5383	1.893E-04	86	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-O23277-F1-model_v6	O23277	1.809E-01	1.023E-01	1.635E-01	0.093	1695	2300	0.737	1.893E-04	85	3702	Arabidopsis thaliana	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-O75155-F1-model_v6	O75155	1.807E-01	1.043E-01	1.738E-01	0.100	1541	2300	0.67	2.390E-06	114	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q8NDA8-2-F1-model_v6	Q8NDA8	1.795E-01	1.126E-01	1.776E-01	0.102	1505	2300	0.6543	1.893E-04	86	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-P47054-F1-model_v6	P47054	1.780E-01	1.127E-01	1.486E-01	0.108	1825	2300	0.7935	2.941E-05	95	559292	Saccharomyces cerevisiae S288C	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q9VKY2-F1-model_v6	Q9VKY2	1.778E-01	1.146E-01	1.757E-01	0.102	1571	2300	0.683	1.250E-06	117	7227	Drosophila melanogaster	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q5ZKD5-F1-model_v6	Q5ZKD5	1.765E-01	9.821E-02	1.443E-01	0.129	1186	2300	0.5157	4.804E-04	77	9031	Gallus gallus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q6ZQH8-F1-model_v6	Q6ZQH8	1.762E-01	1.301E-01	1.621E-01	0.100	1918	2300	0.8339	1.257E-05	101	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q6PR54-F1-model_v6	Q6PR54	1.758E-01	8.550E-02	8.209E-02	0.098	1273	2300	0.5535	6.125E-04	81	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-F6WXT2-F1-model_v6	F6WXT2	1.738E-01	1.295E-01	1.599E-01	0.100	1889	2300	0.8213	3.582E-06	106	8364	Xenopus tropicalis	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-O75155-2-F1-model_v6	O75155	1.714E-01	1.145E-01	1.706E-01	0.105	1490	2300	0.6478	9.465E-06	105	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q54EV7-F1-model_v6	Q54EV7	1.711E-01	9.871E-02	1.672E-01	0.097	1502	2300	0.653	6.125E-04	77	44689	Dictyostelium discoideum	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q9ZPY7-F1-model_v6	Q9ZPY7	1.698E-01	8.481E-02	1.683E-01	0.095	1397	2300	0.6074	1.746E-04	80	3702	Arabidopsis thaliana	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-O95373-F1-model_v6	O95373	1.695E-01	8.512E-02	1.573E-01	0.103	1245	2300	0.5413	5.882E-04	75	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-O94829-F1-model_v6	O94829	1.694E-01	8.427E-02	1.644E-01	0.106	1227	2300	0.5335	4.255E-04	80	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q8K2V6-F1-model_v6	Q8K2V6	1.655E-01	8.775E-02	1.643E-01	0.105	1246	2300	0.5417	1.677E-04	82	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q54J88-F1-model_v6	Q54J88	1.650E-01	8.497E-02	1.574E-01	0.100	1483	2300	0.6448	1.207E-05	98	44689	Dictyostelium discoideum	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-O94600-F1-model_v6	O94600	1.635E-01	7.780E-02	1.515E-01	0.098	1409	2300	0.6126	1.610E-04	85	284812	Schizosaccharomyces pombe 972h-	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q04690-4-F1-model_v6	Q04690	1.606E-01	1.084E-01	1.581E-01	0.097	1759	2300	0.7648	2.810E-06	103	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q2QAV0-F1-model_v6	Q2QAV0	1.597E-01	1.013E-01	1.591E-01	0.101	1671	2300	0.7265	4.065E-05	86	3702	Arabidopsis thaliana	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q5BAH2-F1-model_v6	Q5BAH2	1.573E-01	7.647E-02	1.526E-01	0.094	1379	2300	0.5996	1.972E-04	75	227321	Aspergillus nidulans FGSC A4	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q10197-F1-model_v6	Q10197	1.565E-01	8.661E-02	1.549E-01	0.108	1392	2300	0.6052	5.425E-04	76	284812	Schizosaccharomyces pombe 972h-	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-E1BP36-2-F1-model_v6	E1BP36	1.556E-01	6.746E-02	1.515E-01	0.096	894	2300	0.3887	5.882E-04	76	9913	Bos taurus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q6C715-F1-model_v6	Q6C715	1.555E-01	8.957E-02	1.551E-01	0.094	1422	2300	0.6183	3.458E-05	88	284591	Yarrowia lipolytica CLIB122	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-B6EUB3-2-F1-model_v6	B6EUB3	1.543E-01	8.565E-02	1.133E-01	0.100	1303	2300	0.5665	6.094E-05	84	3702	Arabidopsis thaliana	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-A5E7I7-F1-model_v6	A5E7I7	1.532E-01	9.555E-02	1.506E-01	0.095	1475	2300	0.6413	2.414E-04	76	379508	Lodderomyces elongisporus NRRL YB-4239	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q9H2T7-F1-model_v6	Q9H2T7	1.528E-01	8.486E-02	1.508E-01	0.103	1494	2300	0.6496	5.649E-04	71	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-B0V0U5-F1-model_v6	B0V0U5	1.525E-01	1.016E-01	1.439E-01	0.107	1667	2300	0.7248	4.978E-05	84	7955	Danio rerio	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-A8B9C0-F1-model_v6	A8B9C0	1.505E-01	9.722E-02	1.495E-01	0.099	1704	2300	0.7409	4.191E-07	112	184922	Giardia lamblia ATCC 50803	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q09804-F1-model_v6	Q09804	1.492E-01	9.396E-02	1.464E-01	0.114	1557	2300	0.677	3.582E-06	100	284812	Schizosaccharomyces pombe 972h-	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-D4A631-F1-model_v6	D4A631	1.492E-01	1.090E-01	1.271E-01	0.099	1821	2300	0.7917	3.768E-04	70	10116	Rattus norvegicus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-E0CZ22-2-F1-model_v6	E0CZ22	1.489E-01	9.343E-02	1.485E-01	0.102	1468	2300	0.6383	3.189E-05	85	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q14997-2-F1-model_v6	Q14997	1.475E-01	9.154E-02	1.384E-01	0.109	1383	2300	0.6013	1.602E-05	94	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q4WUV9-F1-model_v6	Q4WUV9	1.475E-01	8.766E-02	1.460E-01	0.103	1421	2300	0.6178	3.475E-04	70	330879	Aspergillus fumigatus Af293	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-P29539-F1-model_v6	P29539	1.456E-01	8.921E-02	9.883E-02	0.101	1280	2300	0.5565	2.053E-04	74	559292	Saccharomyces cerevisiae S288C	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-E1C2U2-2-F1-model_v6	E1C2U2	1.438E-01	7.911E-02	7.911E-02	0.108	1259	2300	0.5474	7.809E-04	69	9031	Gallus gallus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q12754-F1-model_v6	Q12754	1.435E-01	8.602E-02	1.281E-01	0.098	1509	2300	0.6561	9.562E-04	66	559292	Saccharomyces cerevisiae S288C	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q6ZQ73-F1-model_v6	Q6ZQ73	1.419E-01	8.823E-02	1.396E-01	0.094	1708	2300	0.7426	3.047E-06	102	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q4WLI9-F1-model_v6	Q4WLI9	1.402E-01	9.482E-02	1.126E-01	0.108	1553	2300	0.6752	1.207E-05	90	330879	Aspergillus fumigatus Af293	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q14146-F1-model_v6	Q14146	1.385E-01	1.014E-01	1.332E-01	0.108	1860	2300	0.8087	4.952E-06	91	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q5A0E2-F1-model_v6	Q5A0E2	1.385E-01	7.737E-02	1.377E-01	0.099	1271	2300	0.5526	2.318E-04	73	237561	Candida albicans SC5314	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q9D071-F1-model_v6	Q9D071	1.370E-01	7.958E-02	1.356E-01	0.108	1432	2300	0.6226	1.610E-04	75	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q0CSG1-F1-model_v6	Q0CSG1	1.346E-01	1.071E-01	1.253E-01	0.103	2008	2300	0.873	4.386E-06	90	341663	Aspergillus terreus NIH2624	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-P39526-F1-model_v6	P39526	1.345E-01	1.166E-01	1.255E-01	0.112	2272	2300	0.9878	1.478E-05	85	559292	Saccharomyces cerevisiae S288C	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q8K2Z4-2-F1-model_v6	Q8K2Z4	1.337E-01	8.555E-02	1.217E-01	0.105	1594	2300	0.693	7.462E-05	76	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q1DHH9-F1-model_v6	Q1DHH9	1.334E-01	1.033E-01	1.232E-01	0.104	2056	2300	0.8939	9.856E-06	85	246410	Coccidioides immitis RS	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q59WD5-F1-model_v6	Q59WD5	1.310E-01	9.194E-02	1.301E-01	0.096	1706	2300	0.7417	5.003E-04	68	237561	Candida albicans SC5314	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q9D071-3-F1-model_v6	Q9D071	1.289E-01	7.359E-02	1.269E-01	0.115	1398	2300	0.6078	1.426E-04	73	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-G3X9K3-F1-model_v6	G3X9K3	1.272E-01	8.788E-02	1.018E-01	0.110	1696	2300	0.7374	5.425E-04	60	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-A0JP94-F1-model_v6	A0JP94	1.265E-01	9.833E-02	1.089E-01	0.106	2108	2300	0.9165	1.302E-06	96	8364	Xenopus tropicalis	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q4P937-F1-model_v6	Q4P937	1.255E-01	1.022E-01	1.039E-01	0.102	1973	2300	0.8578	2.810E-06	91	5270	Mycosarcoma maydis	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q8R4Y8-F1-model_v6	Q8R4Y8	1.244E-01	1.061E-01	1.089E-01	0.114	2335	2300	1.0152	1.720E-07	104	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q5R6J0-F1-model_v6	Q5R6J0	1.243E-01	8.885E-02	1.043E-01	0.095	1789	2300	0.7778	1.302E-06	92	9601	Pongo abelii	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q9P2D3-F1-model_v6	Q9P2D3	1.240E-01	1.084E-01	1.148E-01	0.098	2292	2300	0.9965	5.183E-05	76	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-A5HEI1-2-F1-model_v6	A5HEI1	1.228E-01	8.256E-02	9.398E-02	0.108	1469	2300	0.6387	1.032E-04	70	3702	Arabidopsis thaliana	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-A1DP58-F1-model_v6	A1DP58	1.227E-01	9.743E-02	1.138E-01	0.108	1929	2300	0.8387	2.127E-05	77	331117	Aspergillus fischeri NRRL 181	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q9P2D3-3-F1-model_v6	Q9P2D3	1.220E-01	1.013E-01	1.139E-01	0.100	2245	2300	0.9761	3.189E-05	77	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-A0A0B4K859-2-F1-model_v6	A0A0B4K859	1.217E-01	8.821E-02	9.786E-02	0.109	1615	2300	0.7022	9.465E-06	82	7227	Drosophila melanogaster	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q6YHU6-F1-model_v6	Q6YHU6	1.208E-01	9.180E-02	1.031E-01	0.106	1929	2300	0.8387	5.003E-04	64	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-P42695-F1-model_v6	P42695	1.204E-01	8.874E-02	1.076E-01	0.105	1624	2300	0.7061	2.726E-04	64	9606	Homo sapiens	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-A1A5K2-F1-model_v6	A1A5K2	1.202E-01	8.421E-02	1.158E-01	0.091	1821	2300	0.7917	2.618E-04	66	8355	Xenopus laevis	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-A1A5F2-F1-model_v6	A1A5F2	1.201E-01	1.028E-01	1.126E-01	0.102	2347	2300	1.0204	4.567E-06	89	8364	Xenopus tropicalis	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q2ULC6-F1-model_v6	Q2ULC6	1.199E-01	9.282E-02	1.067E-01	0.108	1900	2300	0.8261	3.304E-06	85	510516	Aspergillus oryzae RIB40	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q9VW09-F1-model_v6	Q9VW09	1.197E-01	8.584E-02	1.025E-01	0.106	1787	2300	0.777	4.233E-05	74	7227	Drosophila melanogaster	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-F4I893-F1-model_v6	F4I893	1.181E-01	1.017E-01	9.458E-02	0.105	2257	2300	0.9813	3.205E-04	63	3702	Arabidopsis thaliana	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-P38737-F1-model_v6	P38737	1.165E-01	9.144E-02	1.053E-01	0.097	2006	2300	0.8722	6.094E-05	72	559292	Saccharomyces cerevisiae S288C	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q8C547-F1-model_v6	Q8C547	1.158E-01	9.988E-02	1.072E-01	0.091	2305	2300	1.0022	1.263E-04	69	10090	Mus musculus	not_in_census						below the same-fold bar
afdb_swissprot	reference_ITPR1_7LHF	AF-Q8JFV4-F1-model_v6	Q8JFV4	1.156E-01	1.045E-01	1.124E-01	0.108	2307	2300	1.003	9.136E-05	72	7955	Danio rerio	not_in_census						below the same-fold bar
