source,gene_symbol,accession,species,taxon_id,length_aa,transcript_id,gene_id,description,url
UniProt,ITPR1,A0A4X2KIY4,Vombatus ursinus,29139,2710,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A4X2KIY4
UniProt,ITPR1,A0A6I8NN70,Ornithorhynchus anatinus,9258,2747,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A6I8NN70
UniProt,ITPR1,A0A8B9C8E0,Anser brachyrhynchus,132585,2747,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8B9C8E0
UniProt,ITPR1,A0A8C2YPG5,Chinchilla lanigera,34839,2717,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8C2YPG5
UniProt,ITPR1,A0A8C5UR25,Microcebus murinus,30608,2620,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8C5UR25
UniProt,ITPR1,A0A8C9E9U4,Phocoena sinus,42100,2757,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8C9E9U4
UniProt,ITPR1,G3QRX0,Gorilla gorilla gorilla,9595,2706,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/G3QRX0
UniProt,ITPR1,H2PA73,Pongo abelii,9601,2758,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/H2PA73
UniProt,ITPR1,M3Z007,Mustela putorius furo,9669,2709,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/M3Z007
UniProt,ITPR1,A0A674JWL9,Terrapene triunguis,2587831,2708,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A674JWL9
UniProt,ITPR1,A0A8C7BCY0,Neogale vison,452646,2756,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8C7BCY0
UniProt,ITPR1,G1KJX4,Anolis carolinensis,28377,2702,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/G1KJX4
UniProt,ITPR1,H0ZJ48,Taeniopygia guttata,59729,2748,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/H0ZJ48
UniProt,ITPR1,A0A7N5K5M5,Ailuropoda melanoleuca,9646,2756,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A7N5K5M5
UniProt,ITPR1,A0A8C0IXJ7,Chelonoidis abingdonii,106734,2740,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8C0IXJ7
UniProt,ITPR1,A0A8C0KP12,Canis lupus dingo,286419,2754,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8C0KP12
UniProt,ITPR1,A0A8C2YH56,Coturnix japonica,93934,2740,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8C2YH56
UniProt,ITPR1,A0A8C6ML26,Moschus moschiferus,68415,2757,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8C6ML26
UniProt,ITPR1,A0A8C8VYC8,Peromyscus maniculatus bairdii,230844,2749,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8C8VYC8
UniProt,ITPR1,A0A8I3NKB2,Canis lupus familiaris,9615,2757,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8I3NKB2
UniProt,ITPR1,F6YA86,Equus caballus,9796,2749,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/F6YA86
UniProt,ITPR1,G1QU12,Nomascus leucogenys,61853,2755,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/G1QU12
UniProt,ITPR1,H2QLZ5,Pan troglodytes,9598,2700,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/H2QLZ5
UniProt,ITPR1,H9FU40,Macaca mulatta,9544,2758,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/H9FU40
UniProt,ITPR1,A0A452F520,Capra hircus,9925,2731,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A452F520
UniProt,ITPR1,A0A5F9CAK2,Oryctolagus cuniculus,9986,2756,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A5F9CAK2
UniProt,ITPR1,A0A670JBK6,Podarcis muralis,64176,2747,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A670JBK6
UniProt,ITPR1,A0A7M4FCB6,Crocodylus porosus,8502,2683,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A7M4FCB6
UniProt,ITPR1,A0A803YAL9,Meleagris gallopavo,9103,2752,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A803YAL9
UniProt,ITPR1,A0A8C3YUF6,Catagonus wagneri,51154,2756,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8C3YUF6
UniProt,ITPR1,A0A8C5LE46,Jaculus jaculus,51337,2724,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8C5LE46
UniProt,ITPR1,A0A8C6QUU5,Nannospalax galili,1026970,2750,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8C6QUU5
UniProt,ITPR1,A0A8C9NTS4,Serinus canaria,9135,2693,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8C9NTS4
UniProt,ITPR1,A0A8D2E1N2,Sciurus vulgaris,55149,2757,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8D2E1N2
UniProt,ITPR1,A0A8V0ZJT0,Gallus gallus,9031,2779,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8V0ZJT0
UniProt,ITPR1,F6VQP7,Monodelphis domestica,13616,2733,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/F6VQP7
UniProt,ITPR1,G3SRG2,Loxodonta africana,9785,2700,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/G3SRG2
UniProt,ITPR1,K7GJ73,Pelodiscus sinensis,13735,2752,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/K7GJ73
UniProt,ITPR1,A0A2K5R1C5,Cebus imitator,2715852,2720,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A2K5R1C5
UniProt,ITPR1,A0A493TKZ1,Anas platyrhynchos platyrhynchos,8840,2677,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A493TKZ1
UniProt,ITPR1,A0A5G2RCE3,Sus scrofa,9823,2746,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A5G2RCE3
UniProt,ITPR1,A0A663EPU0,Aquila chrysaetos chrysaetos,223781,2604,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A663EPU0
UniProt,ITPR1,A0A670XW74,Pseudonaja textilis,8673,2715,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A670XW74
UniProt,ITPR1,A0A671F719,Rhinolophus ferrumequinum,59479,2757,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A671F719
UniProt,ITPR1,A0A672VCS0,Strigops habroptila,2489341,2747,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A672VCS0
UniProt,ITPR1,A0A6P7R0Y4,Mus caroli,10089,2749,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A6P7R0Y4
UniProt,ITPR1,A0A8B9YW92,Bos grunniens,30521,2756,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8B9YW92
UniProt,ITPR1,A0A8C3P7L2,Chrysemys picta bellii,8478,2755,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8C3P7L2
UniProt,ITPR1,A0A8C4M4S0,Equus asinus,9793,2737,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8C4M4S0
UniProt,ITPR1,A0A8C6CDA3,Monodon monoceros,40151,2757,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8C6CDA3
UniProt,ITPR1,A0A8C6EQS4,Marmota marmota marmota,9994,2748,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8C6EQS4
UniProt,ITPR1,A0A8D2IJ23,Urocitellus parryii,9999,2748,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8D2IJ23
UniProt,ITPR1,U3KGK2,Ficedula albicollis,59894,2753,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/U3KGK2
UniProt,ITPR1,A0A3F2YNW8,Homo sapiens,9606,2750,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A3F2YNW8
UniProt,ITPR1,A0A3B3ITQ1,Homo sapiens,9606,2012,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A3B3ITQ1
UniProt,ITPR1,A0A3B3ITU8,Homo sapiens,9606,2744,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A3B3ITU8
UniProt,ITPR1,A0A3B3IU04,Homo sapiens,9606,2749,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A3B3IU04
UniProt,ITPR1,A0A8C8KBY2,Homo sapiens,9606,1668,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8C8KBY2
UniProt,ITPR1,A0A1D5QI55,Macaca mulatta,9544,2758,,ITPR1,A0A1D5QI55_MACMU,https://www.uniprot.org/uniprotkb/A0A1D5QI55
UniProt,ITPR1,A0A8J1N0E4,Xenopus laevis,8355,2729,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8J1N0E4
UniProt,ITPR1,C7E1V2,Rattus norvegicus,10116,2748,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/C7E1V2
UniProt,ITPR1,A0ABK0LT22,Rattus norvegicus,10116,2738,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0ABK0LT22
UniProt,ITPR1,F1MX21,Bos taurus,9913,2672,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/F1MX21
UniProt,ITPR1,A0A0A0MY31,Rattus norvegicus,10116,2738,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A0A0MY31
UniProt,ITPR1,A0A0G2KAH9,Rattus norvegicus,10116,2574,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A0G2KAH9
UniProt,ITPR1,A0ABK0LX94,Rattus norvegicus,10116,2734,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0ABK0LX94
UniProt,ITPR1,Q8C7X9,Mus musculus,10090,1004,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/Q8C7X9
UniProt,ITPR1,F1LQX8,Rattus norvegicus,10116,2751,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/F1LQX8
UniProt,ITPR1,Q3UVA1,Mus musculus,10090,1151,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/Q3UVA1
UniProt,ITPR1,Q91908,Xenopus laevis,8355,2693,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/Q91908
UniProt,ITPR1,A0A3B3ITM6,Homo sapiens,9606,714,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A3B3ITM6
UniProt,ITPR1,A0A1S3ENH0,Dipodomys ordii,10020,2695,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A1S3ENH0
UniProt,ITPR1,A0A1U7Q8M5,Mesocricetus auratus,10036,2709,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A1U7Q8M5
UniProt,ITPR1,A0A1U8DHX3,Alligator sinensis,38654,2697,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A1U8DHX3
UniProt,ITPR1,A0A2I3SX77,Pan troglodytes,9598,2694,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A2I3SX77
UniProt,ITPR1,A0A2I3TCW5,Pan troglodytes,9598,1021,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A2I3TCW5
UniProt,ITPR1,A0A2J8WE20,Pongo abelii,9601,721,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A2J8WE20
UniProt,ITPR1,A0A2K6RS48,Rhinopithecus roxellana,61622,2710,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A2K6RS48
UniProt,ITPR1,A0A2K6RS70,Rhinopithecus roxellana,61622,721,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A2K6RS70
UniProt,ITPR1,A0A2K6RSA5,Rhinopithecus roxellana,61622,2706,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A2K6RSA5
UniProt,ITPR1,A0A2Y9HG79,Neomonachus schauinslandi,29088,2709,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A2Y9HG79
UniProt,ITPR1,A0A2Y9N0L7,Delphinapterus leucas,9749,2749,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A2Y9N0L7
UniProt,ITPR1,A0A3Q2LKT3,Equus caballus,9796,2725,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A3Q2LKT3
UniProt,ITPR1,A0A452F5S0,Capra hircus,9925,2709,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A452F5S0
UniProt,ITPR1,A0A4W6FFJ1,Lates calcarifer,8187,2649,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A4W6FFJ1
UniProt,ITPR1,A0A4W6FGI7,Lates calcarifer,8187,2646,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A4W6FGI7
UniProt,ITPR1,A0A5F8GIQ9,Monodelphis domestica,13616,2699,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A5F8GIQ9
UniProt,ITPR1,A0A5F8GL06,Monodelphis domestica,13616,2718,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A5F8GL06
UniProt,ITPR1,A0A5F8GQY4,Monodelphis domestica,13616,2580,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A5F8GQY4
UniProt,ITPR1,A0A5F9CEC0,Oryctolagus cuniculus,9986,2684,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A5F9CEC0
UniProt,ITPR1,A0A663M6S8,Athene cunicularia,194338,2759,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A663M6S8
UniProt,ITPR1,A0A667GY17,Lynx canadensis,61383,2743,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A667GY17
UniProt,ITPR1,A0A670JE55,Podarcis muralis,64176,2622,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A670JE55
UniProt,ITPR1,A0A670JH57,Podarcis muralis,64176,2621,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A670JH57
UniProt,ITPR1,A0A672IUQ7,Salarias fasciatus,181472,2748,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A672IUQ7
UniProt,ITPR1,A0A672IVK8,Salarias fasciatus,181472,2635,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A672IVK8
UniProt,ITPR1,A0A672VFZ0,Strigops habroptila,2489341,2574,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A672VFZ0
UniProt,ITPR1,A0A673TRL4,Suricata suricatta,37032,2742,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A673TRL4
UniProt,ITPR1,A0A6J1V4D3,Notechis scutatus,8663,2712,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A6J1V4D3
UniProt,ITPR1,A0A6J1Y094,Acinonyx jubatus,32536,2734,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A6J1Y094
UniProt,ITPR1,A0A6P5IPT2,Phascolarctos cinereus,38626,2748,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A6P5IPT2
UniProt,ITPR1,A0A6P5IST8,Phascolarctos cinereus,38626,2710,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A6P5IST8
UniProt,ITPR1,A0A6P6HNN0,Puma concolor,9696,2709,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A6P6HNN0
UniProt,ITPR1,A0A6P6HQ07,Puma concolor,9696,2742,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A6P6HQ07
UniProt,ITPR1,A0A6P7R2K1,Mus caroli,10089,2757,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A6P7R2K1
UniProt,ITPR1,A0A6P7R631,Mus caroli,10089,2694,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A6P7R631
UniProt,ITPR1,A0A6P7RCD9,Mus caroli,10089,2742,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A6P7RCD9
UniProt,ITPR1,A0A6P7RCX8,Mus caroli,10089,2735,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A6P7RCX8
UniProt,ITPR1,A0A6P8PJF5,Geotrypetes seraphini,260995,2646,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A6P8PJF5
UniProt,ITPR1,A0A6Q2YJF5,Esox lucius,8010,2726,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A6Q2YJF5
UniProt,ITPR1,A0A7E6E460,Phyllostomus discolor,89673,2757,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A7E6E460
UniProt,ITPR1,A0A7M4FBH1,Crocodylus porosus,8502,2643,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A7M4FBH1
UniProt,ITPR1,A0A7N5JUY9,Ailuropoda melanoleuca,9646,2742,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A7N5JUY9
UniProt,ITPR1,A0A803SYU6,Anolis carolinensis,28377,2607,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A803SYU6
UniProt,ITPR1,A0A803TVR0,Anolis carolinensis,28377,2667,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A803TVR0
UniProt,ITPR1,A0A803V3X2,Ficedula albicollis,59894,2710,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A803V3X2
UniProt,ITPR1,A0A803YLS6,Meleagris gallopavo,9103,2738,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A803YLS6
UniProt,ITPR1,A0A8B7WC07,Castor canadensis,51338,2756,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8B7WC07
UniProt,ITPR1,A0A8B9C9H9,Anser brachyrhynchus,132585,2589,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8B9C9H9
UniProt,ITPR1,A0A8B9YTF2,Bos grunniens,30521,2742,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8B9YTF2
UniProt,ITPR1,A0A8C0V6P6,Cyanistes caeruleus,156563,2738,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8C0V6P6
UniProt,ITPR1,A0A8C0VC32,Cyanistes caeruleus,156563,2636,,ITPR1,"Inositol 1,4,5-trisphosphate receptor",https://www.uniprot.org/uniprotkb/A0A8C0VC32
