group	upid	organism	taxid	itpr_status	itpr_key	n_itpr	n_pi_plc	plc_status
metazoa_nonvert	UP000050741	Globodera pallida (Potato cyst nematode worm) (Heterodera pallida)	36090	present	proteome	1	5	present
metazoa_nonvert	UP000050792	Schistosoma rodhaini	6188	present	proteome	1	2	present
metazoa_nonvert	UP000050794	Toxocara canis (Canine roundworm)	6265	present	proteome	2	7	present
metazoa_nonvert	UP000050795	Trichobilharzia regenti (Nasal bird schistosome)	157069	present	proteome	5	1	present
metazoa_nonvert	UP000051574	Oryctes borbonicus	1629725	present	proteome	1	3	present
metazoa_nonvert	UP000053097	Ooceraea biroi (Clonal raider ant) (Cerapachys biroi)	2015173	present	proteome	1	5	present
metazoa_nonvert	UP000053105	Melipona quadrifasciata	166423	present	proteome	1	4	present
metazoa_nonvert	UP000053240	Papilio machaon (Old World swallowtail butterfly)	76193	present	proteome	1	4	present
metazoa_nonvert	UP000053268	Papilio xuthus (Asian swallowtail butterfly)	66420	present	proteome	2	3	present
metazoa_nonvert	UP000053660	Oesophagostomum dentatum (Nodular worm)	61180	present	proteome	2	2	present
metazoa_nonvert	UP000053676	Necator americanus (Human hookworm)	51031	present	proteome	3	2	present
metazoa_nonvert	UP000053766	Dictyocaulus viviparus (Bovine lungworm)	29172	present	proteome	2	2	present
metazoa_nonvert	UP000053825	Habropoda laboriosa	597456	present	proteome	1	5	present
metazoa_nonvert	UP000054047	Ancylostoma duodenale	51022	present	proteome	4	1	present
metazoa_nonvert	UP000054324	Opisthorchis viverrini (Southeast Asian liver fluke)	6198	present	proteome	1	2	present
metazoa_nonvert	UP000054359	Stegodyphus mimosarum (African social velvet spider)	407821	present	proteome	4	4	present
metazoa_nonvert	UP000054495	Ancylostoma ceylanicum	53326	present	proteome	3	4	present
metazoa_nonvert	UP000054630	Trichinella nelsoni	6336	present	proteome	1	5	present
metazoa_nonvert	UP000054653	Trichinella britovi (Parasitic roundworm)	45882	present	proteome	1	4	present
metazoa_nonvert	UP000054721	Trichinella nativa	6335	present	proteome	1	5	present
metazoa_nonvert	UP000054776	Trichinella spiralis (Trichina worm)	6334	present	proteome	1	5	present
metazoa_nonvert	UP000054783	Trichinella patagoniensis	990121	present	proteome	1	5	present
metazoa_nonvert	UP000054805	Trichinella pseudospiralis (Parasitic roundworm)	6337	present	proteome	1	5	present
metazoa_nonvert	UP000054843	Trichinella papuae	268474	present	proteome	1	5	present
metazoa_nonvert	UP000054995	Trichinella pseudospiralis (Parasitic roundworm)	6337	present	proteome	1	5	present
metazoa_nonvert	UP000055024	Trichinella zimbabwensis	268475	present	proteome	1	4	present
metazoa_nonvert	UP000055048	Trichinella murrelli	144512	present	proteome	1	4	present
metazoa_nonvert	UP000069272	Anopheles albimanus (New world malaria mosquito)	7167	present	proteome	1	3	present
metazoa_nonvert	UP000070412	Sarcoptes scabiei (Itch mite) (Acarus scabiei)	52283	present	proteome	1	5	present
metazoa_nonvert	UP000075809	Mycetomoellerius zeteki	64791	present	proteome	1	4	present
metazoa_nonvert	UP000075840	Anopheles arabiensis (Mosquito)	7173	present	proteome	1	4	present
metazoa_nonvert	UP000075880	Anopheles atroparvus (European mosquito)	41427	present	proteome	1	4	present
metazoa_nonvert	UP000075881	Anopheles christyi	43041	present	proteome	2	3	present
metazoa_nonvert	UP000075883	Anopheles culicifacies	139723	present	proteome	1	3	present
metazoa_nonvert	UP000075884	Anopheles dirus	7168	present	proteome	1	4	present
metazoa_nonvert	UP000075885	Anopheles epiroticus	199890	present	proteome	2	4	present
metazoa_nonvert	UP000075886	Anopheles farauti	69004	present	proteome	1	4	present
metazoa_nonvert	UP000075901	Anopheles maculatus	74869	present	proteome	4	2	present
metazoa_nonvert	UP000075902	Anopheles melas	34690	present	proteome	1	2	present
metazoa_nonvert	UP000075903	Anopheles merus (Mosquito)	30066	present	proteome	1	4	present
metazoa_nonvert	UP000075920	Anopheles minimus	112268	present	proteome	1	4	present
metazoa_nonvert	UP000076407	Anopheles quadriannulatus (Mosquito)	34691	present	proteome	1	3	present
metazoa_nonvert	UP000076408	Anopheles stephensi (Indo-Pakistan malaria mosquito)	30069	present	proteome	1	4	present
metazoa_nonvert	UP000076502	Dufourea novaeangliae (Sweat bee)	178035	present	proteome	1	4	present
metazoa_nonvert	UP000076858	Daphnia magna	35525	present	proteome	1	9	present
metazoa_nonvert	UP000078046	Intoshia linei	1819745	present	proteome	6	2	present
metazoa_nonvert	UP000078200	Glossina austeni (Savannah tsetse fly)	7395	present	proteome	2	3	present
metazoa_nonvert	UP000078492	Trachymyrmex cornetzi	471704	present	proteome	1	5	present
metazoa_nonvert	UP000078540	Atta colombica	520822	present	proteome	1	5	present
metazoa_nonvert	UP000078541	Trachymyrmex septentrionalis	34720	present	proteome	1	5	present
metazoa_nonvert	UP000078542	Cyphomyrmex costatus	456900	present	proteome	1	4	present
metazoa_nonvert	UP000079169	Diaphorina citri (Asian citrus psyllid)	121845	present	proteome	1	4	present
metazoa_nonvert	UP000085678	Lingula anatina (Brachiopod) (Lingula unguis)	7574	present	proteome	7	6	present
metazoa_nonvert	UP000091820	Glossina brevipalpis	37001	present	proteome	1	2	present
metazoa_nonvert	UP000092443	Glossina fuscipes	7396	present	proteome	1	3	present
metazoa_nonvert	UP000092444	Glossina morsitans morsitans (Savannah tsetse fly)	37546	present	proteome	1	3	present
metazoa_nonvert	UP000092445	Glossina pallidipes (Tsetse fly)	7398	present	proteome	1	2	present
metazoa_nonvert	UP000092460	Glossina palpalis gambiensis	67801	present	proteome	2	3	present
metazoa_nonvert	UP000092461	Lutzomyia longipalpis (Sand fly)	7200	present	proteome	2	3	present
metazoa_nonvert	UP000092462	Phlebotomus papatasi (Sandfly)	29031	present	proteome	3	1	present
metazoa_nonvert	UP000094527	Orchesella cincta (Springtail) (Podura cincta)	48709	present	proteome	1	9	present
metazoa_nonvert	UP000095280	Macrostomum lignano	282301	present	proteome	62	14	present
metazoa_nonvert	UP000095281	Meloidogyne hapla (Root-knot nematode worm)	6305	present	proteome	2	4	present
metazoa_nonvert	UP000095282	Caenorhabditis tropicalis	1561998	present	proteome	2	7	present
metazoa_nonvert	UP000095285	Loa loa (Eye worm) (Filaria loa)	7209	present	proteome	1	5	present
metazoa_nonvert	UP000095300	Stomoxys calcitrans (Stable fly) (Conops calcitrans)	35570	present	proteome	1	3	present
metazoa_nonvert	UP000183832	Clunio marinus	568069	present	proteome	1	4	present
metazoa_nonvert	UP000186922	Ramazzottius varieornatus (Water bear) (Tardigrade)	947166	present	proteome	1	7	present
metazoa_nonvert	UP000192223	Agrilus planipennis (Emerald ash borer) (Agrilus marcopoli)	224129	present	proteome	1	4	present
metazoa_nonvert	UP000192247	Tropilaelaps mercedesae	418985	present	proteome	2	2	present
metazoa_nonvert	UP000192578	Hypsibius exemplaris (Freshwater tardigrade)	2072580	present	proteome	1	9	present
metazoa_nonvert	UP000194236	Euroglyphus maynei (Mayne's house dust mite)	6958	present	proteome	4	3	present
metazoa_nonvert	UP000198287	Folsomia candida (Springtail)	158441	present	proteome	1	4	present
metazoa_nonvert	UP000215335	Trichomalopsis sarcophagae	543379	present	proteome	1	3	present
metazoa_nonvert	UP000215902	Macrostomum lignano	282301	present	proteome	23	21	present
metazoa_nonvert	UP000216463	Caenorhabditis latens	1503980	present	proteome	1	5	present
metazoa_nonvert	UP000216624	Caenorhabditis remanei (Caenorhabditis vulgaris)	31234	present	proteome	1	6	present
metazoa_nonvert	UP000218231	Diploscapter pachys	2018661	present	proteome	2	10	present
metazoa_nonvert	UP000225706	Stylophora pistillata (Smooth cauliflower coral)	50429	present	proteome	1	6	present
metazoa_nonvert	UP000230066	Fasciola hepatica (Liver fluke)	6192	present	proteome	1	1	present
metazoa_nonvert	UP000230423	Teladorsagia circumcincta (Brown stomach worm) (Ostertagia circumcincta)	45464	present	proteome	10	1	present
metazoa_nonvert	UP000230750	Apostichopus japonicus (Japanese spiky sea cucumber) (Stichopus japonicus)	307972	present	proteome	3	3	present
metazoa_nonvert	UP000235965	Cryptotermes secundus	105785	present	proteome	1	4	present
metazoa_nonvert	UP000242188	Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis)	6573	present	proteome	7	6	present
metazoa_nonvert	UP000242457	Apis cerana cerana (Oriental honeybee)	94128	present	proteome	1	5	present
metazoa_nonvert	UP000242913	Onchocerca flexuosa	387005	present	proteome	1	5	present
metazoa_nonvert	UP000243686	Opisthorchis viverrini (Southeast Asian liver fluke)	6198	present	proteome	2	2	present
metazoa_nonvert	UP000249218	Helicoverpa armigera (Cotton bollworm) (Heliothis armigera)	29058	absent	proteome	0	1	present
metazoa_nonvert	UP000250275	Eufriesea mexicana	516756	present	proteome	1	4	present
metazoa_nonvert	UP000252519	Ancylostoma caninum (Dog hookworm)	29170	present	proteome	3	2	present
metazoa_nonvert	UP000267027	Angiostrongylus costaricensis (Nematode worm)	334426	present	proteome	2	2	present
metazoa_nonvert	UP000267029	Mesocestoides corti (Flatworm)	53468	absent	proteome	0	1	present
metazoa_nonvert	UP000267096	Anisakis simplex (Herring worm)	6269	present	proteome	1	5	present
metazoa_nonvert	UP000267606	Onchocerca flexuosa	387005	present	proteome	3	3	present
metazoa_nonvert	UP000268014	Haemonchus placei (Barber's pole worm)	6290	present	proteome	3	2	present
metazoa_nonvert	UP000268350	Drosophila guanche (Fruit fly)	7266	present	proteome	1	3	present
metazoa_nonvert	UP000270094	Strongylus vulgaris (Blood worm)	40348	present	proteome	4	1	present
metazoa_nonvert	UP000270296	Soboliphyme baturini	241478	present	proteome	4	2	present
metazoa_nonvert	UP000270924	Wuchereria bancrofti	6293	present	proteome	1	4	present
metazoa_nonvert	UP000271087	Onchocerca ochengi (Filarial nematode worm)	42157	present	proteome	1	5	present
metazoa_nonvert	UP000271098	Gongylonema pulchrum	637853	present	proteome	3	2	present
metazoa_nonvert	UP000271162	Nippostrongylus brasiliensis (Rat hookworm)	27835	present	proteome	4	4	present
metazoa_nonvert	UP000271889	Cylicostephanus goldi (Nematode worm)	71465	absent	proteome	0	0	absent
metazoa_nonvert	UP000271974	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	188477	present	proteome	6	5	present
metazoa_nonvert	UP000272942	Echinostoma caproni	27848	present	proteome	2	1	present
metazoa_nonvert	UP000274131	Enterobius vermicularis (Human pinworm)	51028	present	proteome	1	6	present
metazoa_nonvert	UP000274429	Hydatigera taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	6205	absent	proteome	0	1	present
metazoa_nonvert	UP000274756	Dracunculus medinensis (Guinea worm)	318479	present	proteome	1	6	present
metazoa_nonvert	UP000275408	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	46731	present	proteome	1	5	present
metazoa_nonvert	UP000275846	Schistocephalus solidus (Tapeworm)	70667	absent	proteome	0	0	absent
metazoa_nonvert	UP000276776	Thelazia callipaeda (Oriental eyeworm) (Parasitic nematode)	103827	present	proteome	2	6	present
metazoa_nonvert	UP000276991	Acanthocheilonema viteae (Filarial nematode worm) (Dipetalonema viteae)	6277	present	proteome	2	4	present
metazoa_nonvert	UP000277928	Litomosoides sigmodontis (Filarial nematode worm)	42156	present	proteome	1	5	present
metazoa_nonvert	UP000278627	Brugia pahangi (Filarial nematode worm)	6280	present	proteome	1	7	present
metazoa_nonvert	UP000278807	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	102285	absent	proteome	0	1	present
metazoa_nonvert	UP000280834	Brugia timori	42155	present	proteome	3	3	present
metazoa_nonvert	UP000281553	Dibothriocephalus latus (Fish tapeworm) (Diphyllobothrium latum)	60516	absent	proteome	0	0	absent
metazoa_nonvert	UP000282613	Taenia asiatica (Asian tapeworm)	60517	absent	proteome	0	1	present
metazoa_nonvert	UP000283509	Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	6689	present	proteome	3	4	present
metazoa_nonvert	UP000285301	Dinothrombium tinctorium	1965070	present	proteome	2	8	present
metazoa_nonvert	UP000288716	Leptotrombidium deliense	299467	present	proteome	2	5	present
metazoa_nonvert	UP000290809	Schistosoma bovis (Blood fluke)	6184	present	proteome	1	0	absent
metazoa_nonvert	UP000291343	Laodelphax striatellus (Small brown planthopper) (Delphax striatella)	195883	present	proteome	1	4	present
metazoa_nonvert	UP000292052	Asbolus verrucosus (Blue death-feigning beetle)	1661398	present	proteome	2	2	present
metazoa_nonvert	UP000295192	Drosophila navojoa (Fruit fly)	7232	present	proteome	1	2	present
metazoa_nonvert	UP000297026	Diachasma alloeum	454923	absent	proteome	0	0	absent
metazoa_nonvert	UP000301870	Spodoptera litura (Asian cotton leafworm)	69820	present	proteome	1	4	present
metazoa_nonvert	UP000308267	Opisthorchis felineus	147828	present	proteome	1	2	present
metazoa_nonvert	UP000310200	Temnothorax longispinosus	300112	present	proteome	1	6	present
metazoa_nonvert	UP000311919	Schistosoma japonicum (Blood fluke)	6182	present	proteome	1	2	present
metazoa_nonvert	UP000316759	Fasciola gigantica (Giant liver fluke)	46835	present	proteome	1	1	present
metazoa_nonvert	UP000321570	Hymenolepis diminuta (Rat tapeworm)	6216	absent	proteome	0	0	absent
metazoa_nonvert	UP000322000	Trichoplusia ni (Cabbage looper)	7111	present	proteome	1	4	present
metazoa_nonvert	UP000324629	Paragonimus westermani	34504	present	proteome	2	1	present
metazoa_nonvert	UP000324832	Leptidea sinapis	189913	present	proteome	1	3	present
metazoa_nonvert	UP000325440	Cinara cedri	506608	present	proteome	1	4	present
metazoa_nonvert	UP000326759	Armadillidium nasatum	96803	present	proteome	1	3	present
metazoa_nonvert	UP000327044	Photinus pyralis (Common eastern firefly) (Lampyris pyralis)	7054	present	proteome	1	4	present
metazoa_nonvert	UP000410492	Callosobruchus maculatus (Southern cowpea weevil) (Pulse bruchid)	64391	present	proteome	2	3	present
metazoa_nonvert	UP000440578	Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite)	1232801	present	proteome	3	6	present
metazoa_nonvert	UP000466442	Apolygus lucorum (Small green plant bug) (Lygocoris lucorum)	248454	present	proteome	1	3	present
metazoa_nonvert	UP000471633	Schistosoma haematobium (Blood fluke)	6185	present	proteome	2	2	present
metazoa_nonvert	UP000475862	Aphis glycines (Soybean aphid)	307491	present	proteome	1	3	present
metazoa_nonvert	UP000479190	Trichogramma brassicae	86971	present	proteome	1	4	present
metazoa_nonvert	UP000479987	Nylanderia fulva	613905	absent	proteome	0	0	absent
metazoa_nonvert	UP000492821	Panagrellus redivivus (Microworm)	6233	present	proteome	3	8	present
metazoa_nonvert	UP000494040	Cimex lectularius (Bed bug) (Acanthia lectularia)	79782	present	proteome	1	4	present
metazoa_nonvert	UP000494106	Arctia plantaginis (Wood tiger moth) (Phalaena plantaginis)	874455	present	proteome	1	4	present
metazoa_nonvert	UP000494163	Drosophila busckii (Fruit fly)	30019	present	proteome	1	4	present
metazoa_nonvert	UP000494165	Cloeon dipterum	197152	present	proteome	1	7	present
metazoa_nonvert	UP000494206	Caenorhabditis bovis	2654633	present	proteome	1	5	present
metazoa_nonvert	UP000502823	Coptotermes formosanus (Formosan subterranean termite)	36987	present	proteome	1	5	present
metazoa_nonvert	UP000504606	Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis)	133901	present	proteome	1	7	present
metazoa_nonvert	UP000504615	Pogonomyrmex barbatus (red harvester ant)	144034	present	proteome	1	5	present
metazoa_nonvert	UP000504618	Temnothorax curvispinosus	300111	present	proteome	1	5	present
metazoa_nonvert	UP000504629	Bombyx mandarina (Wild silk moth) (Wild silkworm)	7092	present	proteome	2	4	present
metazoa_nonvert	UP000504631	Bombus vosnesenskii	207650	present	proteome	1	5	present
metazoa_nonvert	UP000504633	Drosophila hydei (Fruit fly)	7224	present	proteome	1	3	present
metazoa_nonvert	UP000504634	Drosophila lebanonensis (Fruit fly) (Scaptodrosophila lebanonensis)	7225	present	proteome	1	3	present
metazoa_nonvert	UP000504635	Sitophilus oryzae (Rice weevil) (Curculio oryzae)	7048	present	proteome	1	4	present
metazoa_nonvert	UP000507470	Mytilus coruscus (Sea mussel)	42192	present	proteome	5	5	present
metazoa_nonvert	UP000515135	Branchiostoma belcheri (Amphioxus)	7741	present	proteome	3	8	present
metazoa_nonvert	UP000515154	Octopus sinensis (East Asian common octopus)	2607531	present	proteome	6	6	present
metazoa_nonvert	UP000515158	Thrips palmi (Melon thrips)	161013	present	proteome	1	7	present
metazoa_nonvert	UP000515160	Drosophila albomicans (Fruit fly)	7291	present	proteome	1	3	present
metazoa_nonvert	UP000515162	Drosophila mauritiana (Fruit fly)	7226	present	proteome	1	3	present
metazoa_nonvert	UP000515163	Actinia tenebrosa (Australian red waratah sea anemone)	6105	present	proteome	1	9	present
metazoa_nonvert	UP000515164	Bombus bifarius	103933	present	proteome	1	5	present
metazoa_nonvert	UP000515180	Bombus impatiens (Bumblebee)	132113	present	proteome	1	5	present
metazoa_nonvert	UP000515204	Dinoponera quadriceps (South American ant)	609295	present	proteome	1	4	present
metazoa_nonvert	UP000549394	Dimorphilus gyrociliatus	2664684	present	proteome	12	6	present
metazoa_nonvert	UP000593567	Bugula neritina (Brown bryozoan) (Sertularia neritina)	10212	present	proteome	11	3	present
metazoa_nonvert	UP000594260	Varroa destructor (Honeybee mite)	109461	present	proteome	1	6	present
metazoa_nonvert	UP000594262	Clytia hemisphaerica	252671	present	proteome	1	5	present
metazoa_nonvert	UP000594454	Hermetia illucens (Black soldier fly)	343691	present	proteome	1	4	present
metazoa_nonvert	UP000596742	Mytilus galloprovincialis (Mediterranean mussel)	29158	present	proteome	7	6	present
metazoa_nonvert	UP000600918	Vespula pensylvanica (Western yellow jacket) (Wasp)	30213	present	proteome	1	5	present
metazoa_nonvert	UP000605970	Meloidogyne graminicola	189291	present	proteome	1	3	present
metazoa_nonvert	UP000606786	Ceratitis capitata (Mediterranean fruit fly) (Tephritis capitata)	7213	present	proteome	1	1	present
metazoa_nonvert	UP000614350	Vespula vulgaris (Yellow jacket) (Wasp)	7454	absent	proteome	0	5	present
metazoa_nonvert	UP000614601	Bursaphelenchus okinawaensis	465554	present	proteome	1	8	present
metazoa_nonvert	UP000617340	Vespula germanica (German yellow jacket) (Paravespula germanica)	30212	present	proteome	2	4	present
metazoa_nonvert	UP000625711	Rhynchophorus ferrugineus (Red palm weevil) (Curculio ferrugineus)	354439	present	proteome	1	4	present
metazoa_nonvert	UP000639338	Aphidius gifuensis (Parasitoid wasp)	684658	present	proteome	1	6	present
metazoa_nonvert	UP000648187	Spodoptera exigua (Beet armyworm) (Noctua fulgens)	7107	absent	proteome	0	3	present
metazoa_nonvert	UP000653454	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	51655	present	proteome	3	2	present
metazoa_nonvert	UP000655588	Frieseomelitta varia	561572	present	proteome	1	5	present
metazoa_nonvert	UP000659654	Bursaphelenchus xylophilus (Pinewood nematode worm) (Aphelenchoides xylophilus)	6326	present	proteome	1	8	present
metazoa_nonvert	UP000663828	Adineta ricciae (Rotifer)	249248	present	proteome	6	34	present
metazoa_nonvert	UP000663829	Didymodactylos carnosus	1234261	present	proteome	5	13	present
metazoa_nonvert	UP000663832	Adineta steineri	433720	present	proteome	6	24	present
metazoa_nonvert	UP000663866	Rotaria magnacalcarata	392030	present	proteome	4	12	present
metazoa_nonvert	UP000663870	Rotaria sordida	392033	present	proteome	4	28	present
metazoa_nonvert	UP000663873	Rotaria socialis	392032	present	proteome	5	12	present
metazoa_nonvert	UP000663879	Brachionus calyciflorus	104777	present	proteome	2	4	present
metazoa_nonvert	UP000663880	Pieris macdunnoughi	345717	present	proteome	1	4	present
metazoa_nonvert	UP000667349	Acromyrmex insinuator	230686	present	proteome	1	4	present
