paralog	tip	contact_span_n_ref	contact_span_n_covered	contact_span_coverage	contact_span_identity	ibc_literature_n_ref	ibc_literature_n_covered	ibc_literature_coverage	ibc_literature_identity	channel_minus_luminal_n_ref	channel_minus_luminal_n_covered	channel_minus_luminal_coverage	channel_minus_luminal_identity	channel_all_n_ref	channel_all_n_covered	channel_all_coverage	channel_all_identity
ITPR1	ITPR1|Corythaixoides_concolor|GCA_013399495.1	305	305	1.0	0.9573770491803278	381	381	1.0	0.9658792650918635	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.889795918367347
ITPR1	ITPR1|Podilymbus_podiceps|GCA_013399565.1	305	305	1.0	0.9573770491803278	381	381	1.0	0.9658792650918635	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8938775510204081
ITPR1	ITPR1|Tyrannus_savana|GCA_013399735.1	305	304	0.9967213114754099	0.9539473684210527	381	380	0.9973753280839895	0.9631578947368421	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8816326530612245
ITPR1	ITPR1|Oxyruncus_cristatus|GCA_013399855.1	305	303	0.9934426229508196	0.9570957095709571	381	379	0.994750656167979	0.9656992084432717	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8816326530612245
ITPR1	ITPR1|Serilophus_lunatus|GCA_013399895.1	305	305	1.0	0.9475409836065574	381	381	1.0	0.958005249343832	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.889795918367347
ITPR1	ITPR1|Aramus_guarauna|GCA_013400195.1	305	305	1.0	0.9573770491803278	381	381	1.0	0.9658792650918635	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8857142857142857
ITPR1	ITPR1|Cisticola_juncidis|GCA_013400215.1	305	303	0.9934426229508196	0.9504950495049505	381	379	0.994750656167979	0.9604221635883905	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8938775510204081
ITPR1	ITPR1|Scytalopus_superciliaris|GCA_013400415.1	305	305	1.0	0.9475409836065574	381	381	1.0	0.958005249343832	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8857142857142857
ITPR1	ITPR1|Erpornis_zantholeuca|GCA_013400515.1	305	304	0.9967213114754099	0.9539473684210527	381	380	0.9973753280839895	0.9631578947368421	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8816326530612245
ITPR1	ITPR1|Chloropsis_cyanopogon|GCA_013400585.1	305	304	0.9967213114754099	0.9473684210526315	381	380	0.9973753280839895	0.9578947368421052	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8816326530612245
ITPR1	ITPR1|Urocolius_indicus|GCA_013401255.1	305	305	1.0	0.9573770491803278	381	381	1.0	0.9658792650918635	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8857142857142857
ITPR1	ITPR1|Glareola_pratincola|GCA_013401295.1	305	305	1.0	0.9573770491803278	381	381	1.0	0.9658792650918635	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.889795918367347
ITPR1	ITPR1|Balaeniceps_rex|GCA_013401315.1	305	237	0.7770491803278688	0.9704641350210971	381	272	0.7139107611548556	0.9742647058823529	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.889795918367347
ITPR1	ITPR1|Nibea_albiflora|GCA_014281875.1	305	304	0.9967213114754099	0.8782894736842105	381	380	0.9973753280839895	0.8868421052631579	195	195	1.0	0.9128205128205128	246	242	0.983739837398374	0.8223140495867769
ITPR1	ITPR1|Sylvia_borin|GCA_014839755.1	305	304	0.9967213114754099	0.9473684210526315	381	380	0.9973753280839895	0.9578947368421052	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8857142857142857
ITPR1	ITPR1|Lamprotornis_superbus|GCA_015883425.2	305	304	0.9967213114754099	0.9473684210526315	381	380	0.9973753280839895	0.9578947368421052	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8857142857142857
ITPR1	ITPR1|Aplochiton_taeniatus|GCA_017639675.1	305	304	0.9967213114754099	0.8881578947368421	381	380	0.9973753280839895	0.8947368421052632	195	195	1.0	0.9179487179487179	246	244	0.991869918699187	0.819672131147541
ITPR1	ITPR1|Bothrops_jararaca|GCA_018340635.1	305	305	1.0	0.9311475409836065	381	381	1.0	0.9448818897637795	195	195	1.0	0.9794871794871794	246	243	0.9878048780487805	0.8888888888888888
ITPR1	ITPR1|Hemiprocne_comata|GCA_020745705.1	305	305	1.0	0.9540983606557377	381	381	1.0	0.963254593175853	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.889795918367347
ITPR1	ITPR1|Albula_goreensis|GCA_022829145.1	305	305	1.0	0.8852459016393442	381	381	1.0	0.89501312335958	195	194	0.9948717948717949	0.9278350515463918	246	241	0.9796747967479674	0.8340248962655602
ITPR1	ITPR1|Pygathrix_nigripes|GCA_023764695.1	305	305	1.0	1.0	381	381	1.0	1.0	195	195	1.0	1.0	246	246	1.0	0.9959349593495935
ITPR1	ITPR1|Muraenolepis_orangiensis|GCA_027704905.1	305	304	0.9967213114754099	0.881578947368421	381	380	0.9973753280839895	0.8868421052631579	195	195	1.0	0.9025641025641026	246	243	0.9878048780487805	0.7901234567901234
ITPR1	ITPR1|Heterohyrax_brucei|GCA_028571685.1	305	305	1.0	0.9967213114754099	381	381	1.0	0.9973753280839895	195	195	1.0	0.9948717948717949	246	246	1.0	0.9634146341463414
ITPR1	ITPR1|Aldrovandia_affinis|GCA_029706075.1	305	305	1.0	0.8721311475409836	381	381	1.0	0.8818897637795275	195	195	1.0	0.9128205128205128	246	240	0.975609756097561	0.8291666666666667
ITPR1	ITPR1|Saguinus_oedipus|GCA_031835075.1	305	305	1.0	1.0	381	381	1.0	1.0	195	195	1.0	1.0	246	246	1.0	0.975609756097561
ITPR1	ITPR1|Crypturellus_soui|GCA_032275445.1	305	305	1.0	0.9508196721311475	381	381	1.0	0.9606299212598425	195	176	0.9025641025641026	0.9090909090909091	246	225	0.9146341463414634	0.8311111111111111
ITPR1	ITPR1|Circaetus_pectoralis|GCA_035590135.1	305	305	1.0	0.9573770491803278	381	381	1.0	0.9658792650918635	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.889795918367347
ITPR1	ITPR1|Cirrhinus_mrigala|GCA_036247105.2	305	305	1.0	0.8786885245901639	381	381	1.0	0.8871391076115486	195	195	1.0	0.8461538461538461	246	232	0.943089430894309	0.7887931034482759
ITPR1	ITPR1|Atractosteus_spatula|GCA_043380575.1	305	305	1.0	0.8852459016393442	381	381	1.0	0.8976377952755905	195	195	1.0	0.9384615384615385	246	240	0.975609756097561	0.8541666666666666
ITPR1	ITPR1|Amblyopsis_spelaea|GCA_046255725.1	305	305	1.0	0.8721311475409836	381	381	1.0	0.8792650918635171	195	195	1.0	0.9333333333333333	246	246	1.0	0.8455284552845529
ITPR1	ITPR1|Polymixia_lowei|GCA_047511595.1	305	305	1.0	0.8885245901639345	381	381	1.0	0.89501312335958	195	195	1.0	0.9230769230769231	246	241	0.9796747967479674	0.8381742738589212
ITPR1	ITPR1|Notoryctes_typhlops|GCA_048126345.2	305	305	1.0	0.9836065573770492	381	381	1.0	0.9868766404199475	195	195	1.0	0.9897435897435898	246	246	1.0	0.9308943089430894
ITPR1	ITPR1|Diretmus_argenteus|GCA_048569125.1	305	305	1.0	0.8885245901639345	381	381	1.0	0.8923884514435696	195	195	1.0	0.9230769230769231	246	242	0.983739837398374	0.8305785123966942
ITPR1	ITPR1|Liparis_tanakae|GCA_050084785.1	305	305	1.0	0.8786885245901639	381	381	1.0	0.884514435695538	195	195	1.0	0.9230769230769231	246	241	0.9796747967479674	0.8215767634854771
ITPR1	ITPR1|Copsychus_sechellarum|GCA_054084135.1	305	303	0.9934426229508196	0.9537953795379538	381	379	0.994750656167979	0.9630606860158312	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8857142857142857
ITPR1	ITPR1|Steatornis_caripensis|GCA_054099775.1	305	305	1.0	0.9573770491803278	381	381	1.0	0.9658792650918635	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.889795918367347
ITPR1	ITPR1|Lestoros_inca|GCA_054644205.1	305	305	1.0	0.980327868852459	381	381	1.0	0.984251968503937	195	195	1.0	0.9897435897435898	246	246	1.0	0.926829268292683
ITPR1	ITPR1|Datnioides_polota|GCA_054883175.1	305	305	1.0	0.8819672131147541	381	381	1.0	0.889763779527559	195	195	1.0	0.9179487179487179	246	241	0.9796747967479674	0.8298755186721992
ITPR1	ITPR1|Arapaima_gigas|GCA_054883375.1	305	305	1.0	0.8819672131147541	381	381	1.0	0.889763779527559	195	195	1.0	0.9282051282051282	246	246	1.0	0.8211382113821138
ITPR1	ITPR1|Pristigenys_meyeri|GCA_056506795.1	305	305	1.0	0.8786885245901639	381	381	1.0	0.8871391076115486	195	195	1.0	0.9128205128205128	246	244	0.991869918699187	0.8155737704918032
ITPR1	ITPR1|Spizella_passerina|GCA_056776345.1	305	304	0.9967213114754099	0.9473684210526315	381	380	0.9973753280839895	0.9578947368421052	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8857142857142857
ITPR1	ITPR1|Hiodon_alosoides|GCA_056783565.1	305	305	1.0	0.8852459016393442	381	381	1.0	0.8923884514435696	195	195	1.0	0.9384615384615385	246	241	0.9796747967479674	0.8464730290456431
ITPR1	ITPR1|Albula_glossodonta|GCA_056783665.1	305	304	0.9967213114754099	0.881578947368421	381	380	0.9973753280839895	0.8921052631578947	195	195	1.0	0.9282051282051282	246	236	0.959349593495935	0.8559322033898306
ITPR1	ITPR1|Stylephorus_chordatus|GCA_056824565.1	305	305	1.0	0.8852459016393442	381	381	1.0	0.889763779527559	195	195	1.0	0.9128205128205128	246	241	0.9796747967479674	0.8174273858921162
ITPR1	ITPR1|Alepocephalus_tenebrosus|GCA_056824585.1	305	305	1.0	0.8786885245901639	381	381	1.0	0.8818897637795275	195	195	1.0	0.9076923076923077	246	232	0.943089430894309	0.8362068965517241
ITPR1	ITPR1|Echinorhinus_cookei|GCA_057876775.1	305	305	1.0	0.8688524590163934	381	381	1.0	0.8871391076115486	195	195	1.0	0.9179487179487179	246	238	0.967479674796748	0.8403361344537815
ITPR1	ITPR1|Acrocephalus_arundinaceus|GCA_058224745.1	305	304	0.9967213114754099	0.9473684210526315	381	380	0.9973753280839895	0.9578947368421052	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8857142857142857
ITPR1	ITPR1|Platax_teira|GCA_058707665.1	305	305	1.0	0.8754098360655738	381	381	1.0	0.884514435695538	195	195	1.0	0.9179487179487179	246	244	0.991869918699187	0.8114754098360656
ITPR1	ITPR1|Capros_aper|GCA_965364685.1	305	305	1.0	0.8819672131147541	381	381	1.0	0.8871391076115486	195	195	1.0	0.9230769230769231	246	241	0.9796747967479674	0.8340248962655602
ITPR1	ITPR1|Acanthurus_tractus|GCA_980438365.1	305	305	1.0	0.8786885245901639	381	381	1.0	0.8871391076115486	195	195	1.0	0.9179487179487179	246	244	0.991869918699187	0.8278688524590164
ITPR1	ITPR1|Parequula_melbournensis|GCA_984656905.1	305	305	1.0	0.8786885245901639	381	381	1.0	0.884514435695538	195	195	1.0	0.9179487179487179	246	244	0.991869918699187	0.8032786885245902
ITPR1	ITPR1|Pontoporia_blainvillei|GCA_987193245.1	305	305	1.0	0.9901639344262295	381	381	1.0	0.9921259842519685	195	195	1.0	0.9948717948717949	246	246	1.0	0.9634146341463414
ITPR1	ITPR1|Homo_sapiens|GCF_000001405.40	305	305	1.0	1.0	381	381	1.0	1.0	195	195	1.0	1.0	246	246	1.0	1.0
ITPR1	ITPR1|Mus_musculus|GCF_000001635.27	305	305	1.0	0.9967213114754099	381	381	1.0	0.9973753280839895	195	195	1.0	0.9948717948717949	246	246	1.0	0.967479674796748
ITPR1	ITPR1|Xenopus_tropicalis|GCF_000004195.4	305	305	1.0	0.8786885245901639	381	381	1.0	0.9002624671916011	195	195	1.0	0.9743589743589743	246	239	0.9715447154471545	0.8744769874476988
ITPR1	ITPR1|Trichechus_manatus_latirostris|GCF_000243295.1	305	305	1.0	0.9934426229508196	381	381	1.0	0.994750656167979	195	195	1.0	0.9948717948717949	246	246	1.0	0.967479674796748
ITPR1	ITPR1|Orycteropus_afer_afer|GCF_000298275.1	305	305	1.0	1.0	381	381	1.0	0.9973753280839895	195	195	1.0	0.9948717948717949	246	246	1.0	0.959349593495935
ITPR1	ITPR1|Elephantulus_edwardii|GCF_000299155.1	305	305	1.0	0.9967213114754099	381	381	1.0	0.994750656167979	195	195	1.0	0.9794871794871794	246	246	1.0	0.9390243902439024
ITPR1	ITPR1|Tupaia_belangeri_chinensis|GCF_000334495.1	305	305	1.0	1.0	381	381	1.0	1.0	195	195	1.0	0.9948717948717949	246	246	1.0	0.943089430894309
ITPR1	ITPR1|Egretta_garzetta|GCF_000687185.1	305	305	1.0	0.9573770491803278	381	381	1.0	0.9658792650918635	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8938775510204081
ITPR1	ITPR1|Cariama_cristata|GCF_000690535.1	305	305	1.0	0.9573770491803278	381	381	1.0	0.9658792650918635	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.889795918367347
ITPR1	ITPR1|Eurypyga_helias|GCF_000690775.1	305	305	1.0	0.9573770491803278	381	381	1.0	0.9658792650918635	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.889795918367347
ITPR1	ITPR1|Corvus_brachyrhynchos|GCF_000691975.1	305	304	0.9967213114754099	0.9539473684210527	381	380	0.9973753280839895	0.9631578947368421	195	195	1.0	0.9692307692307692	246	245	0.9959349593495935	0.8816326530612245
ITPR1	ITPR1|Mesitornis_unicolor|GCF_000695765.1	305	305	1.0	0.9540983606557377	381	381	1.0	0.963254593175853	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.889795918367347
ITPR1	ITPR1|Acanthisitta_chloris|GCF_000695815.1	305	304	0.9967213114754099	0.944078947368421	381	380	0.9973753280839895	0.9552631578947368	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8857142857142857
ITPR1	ITPR1|Nestor_notabilis|GCF_000696875.1	305	305	1.0	0.9540983606557377	381	381	1.0	0.963254593175853	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.889795918367347
ITPR1	ITPR1|Pygoscelis_adeliae|GCF_000699105.1	305	305	1.0	0.9573770491803278	381	381	1.0	0.9658792650918635	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.889795918367347
ITPR1	ITPR1|Aptenodytes_forsteri|GCF_000699145.1	305	305	1.0	0.9540983606557377	381	381	1.0	0.963254593175853	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.889795918367347
ITPR1	ITPR1|Pterocles_gutturalis|GCF_000699245.1	305	305	1.0	0.9540983606557377	381	381	1.0	0.963254593175853	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.889795918367347
ITPR1	ITPR1|Antrostomus_carolinensis|GCF_000700745.2	305	305	1.0	0.9573770491803278	381	381	1.0	0.9658792650918635	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.889795918367347
ITPR1	ITPR1|Tinamus_guttatus|GCF_000705375.1	305	305	1.0	0.9475409836065574	381	381	1.0	0.958005249343832	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8938775510204081
ITPR1	ITPR1|Charadrius_vociferus|GCF_000708025.1	305	305	1.0	0.9540983606557377	381	381	1.0	0.963254593175853	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.889795918367347
ITPR1	ITPR1|Chaetura_pelagica|GCF_000747805.2	305	305	1.0	0.9540983606557377	381	381	1.0	0.963254593175853	195	189	0.9692307692307692	0.9682539682539683	246	239	0.9715447154471545	0.8828451882845189
ITPR1	ITPR1|Manacus_vitellinus|GCF_001715985.3	305	304	0.9967213114754099	0.9539473684210527	381	380	0.9973753280839895	0.9631578947368421	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8816326530612245
ITPR1	ITPR1|Nothoprocta_perdicaria|GCF_003342845.1	305	305	1.0	0.9540983606557377	381	381	1.0	0.963254593175853	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8979591836734694
ITPR1	ITPR1|Cricetulus_griseus|GCF_003668045.3	305	305	1.0	0.9967213114754099	381	381	1.0	0.9973753280839895	195	195	1.0	0.9948717948717949	246	246	1.0	0.9634146341463414
ITPR1	ITPR1|Calypte_anna|GCF_003957555.1	305	305	1.0	0.9508196721311475	381	381	1.0	0.9606299212598425	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8857142857142857
ITPR1	ITPR1|Ornithorhynchus_anatinus|GCF_004115215.2	305	305	1.0	0.9573770491803278	381	381	1.0	0.9658792650918635	195	195	1.0	0.9897435897435898	246	246	1.0	0.9227642276422764
ITPR1	ITPR1|Pristis_pectinata|GCF_009764475.1	305	305	1.0	0.8721311475409836	381	381	1.0	0.889763779527559	195	195	1.0	0.9025641025641026	246	238	0.967479674796748	0.8277310924369747
ITPR1	ITPR1|Tauraco_erythrolophus|GCF_009769465.1	305	305	1.0	0.9573770491803278	381	381	1.0	0.9658792650918635	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8857142857142857
ITPR1	ITPR1|Esox_lucius|GCF_011004845.1	305	305	1.0	0.8754098360655738	381	381	1.0	0.8818897637795275	195	195	1.0	0.9282051282051282	246	240	0.975609756097561	0.825
ITPR1	ITPR1|Balearica_regulorum_gibbericeps|GCF_011004875.1	305	305	1.0	0.9573770491803278	381	381	1.0	0.9658792650918635	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8857142857142857
ITPR1	ITPR1|Megalops_cyprinoides|GCF_013368585.1	305	305	1.0	0.8885245901639345	381	381	1.0	0.89501312335958	195	195	1.0	0.9282051282051282	246	242	0.983739837398374	0.8388429752066116
ITPR1	ITPR1|Nyctibius_grandis|GCF_013368605.1	305	305	1.0	0.9573770491803278	381	381	1.0	0.9658792650918635	195	195	1.0	0.9692307692307692	246	245	0.9959349593495935	0.8857142857142857
ITPR1	ITPR1|Dryobates_pubescens|GCF_014839835.1	305	305	1.0	0.9508196721311475	381	381	1.0	0.9606299212598425	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.8857142857142857
ITPR1	ITPR1|Gracilinanus_agilis|GCF_016433145.1	305	305	1.0	0.980327868852459	381	381	1.0	0.984251968503937	195	195	1.0	0.9897435897435898	246	246	1.0	0.9227642276422764
ITPR1	ITPR1|Gallus_gallus|GCF_016699485.2	305	305	1.0	0.9540983606557377	381	381	1.0	0.963254593175853	195	195	1.0	0.9743589743589743	246	245	0.9959349593495935	0.889795918367347
ITPR1	ITPR1|Xiphias_gladius|GCF_016859285.1	305	305	1.0	0.8754098360655738	381	381	1.0	0.8818897637795275	195	195	1.0	0.9128205128205128	246	241	0.9796747967479674	0.8174273858921162
