kind	number	slug	figure	format	width_in	height_in	source	deposited_as	bytes	sha256	caption_stub
ed	6	reconciliation	ExtDataFig6c_reconciliation	pdf			results/reconciliation/figures/recon_losses.pdf	figures/ExtDataFig6c_reconciliation.pdf	13511	f86ae5af4e76abe409941f8831057f086b98e0b5cd0acd96e9fe7d12ef381c26	The reconciliation matrix and the cyclostome loci
ed	7	duplication	ExtDataFig7a_duplication	png	6.515	2.408	results/duplication/figures/s16_copy_number.png	figures/ExtDataFig7a_duplication.png	145813	6ee83d9888e4736433fbde90735ea773c2e4ba773d8872efbd975b5d89c82752	Copy number and the ancestral block
ed	7	duplication	ExtDataFig7a_duplication	pdf			results/duplication/figures/s16_copy_number.pdf	figures/ExtDataFig7a_duplication.pdf	17033	3d451adb71e491d5c640fb58b18c8b8cf0f2d1a692634a9649b44061e9564844	Copy number and the ancestral block
ed	7	duplication	ExtDataFig7b_duplication	png	6.510	2.415	results/duplication/figures/s16_blocks.png	figures/ExtDataFig7b_duplication.png	172299	5d7271198679a5dfdef9127b6450af3417a86a306a2651c2f236ab9b28b198e4	Copy number and the ancestral block
ed	7	duplication	ExtDataFig7b_duplication	pdf			results/duplication/figures/s16_blocks.pdf	figures/ExtDataFig7b_duplication.pdf	28410	c5b56a8e0dfb1383438205f6643bf05a764256169198cb0e1ec3810c460269bd	Copy number and the ancestral block
ed	8	architecture	ExtDataFig8a_architecture	png	6.515	2.318	results/gene_architecture/figures/architecture_by_paralog.png	figures/ExtDataFig8a_architecture.png	166340	8999e5b1d958c17dc2b8472c03b1096ddbee79657a8e9e34586a013751d40687	The gene's architecture and its instrument
ed	8	architecture	ExtDataFig8a_architecture	pdf			results/gene_architecture/figures/architecture_by_paralog.pdf	figures/ExtDataFig8a_architecture.pdf	24323	338bdc411e96231f27162c9ac27d659473b06c40a94e7b8ab452b79e75c938d9	The gene's architecture and its instrument
ed	8	architecture	ExtDataFig8b_architecture	png	6.468	2.225	results/gene_architecture/figures/junction_quality.png	figures/ExtDataFig8b_architecture.png	180279	11d271d5766f537b637b3a21be01e4621cbf7a43c498168e8d13a12fd88815eb	The gene's architecture and its instrument
ed	8	architecture	ExtDataFig8b_architecture	pdf			results/gene_architecture/figures/junction_quality.pdf	figures/ExtDataFig8b_architecture.pdf	15393	6773d8aaa477f867f93c5733286ad00d5db71a5ba3f20879d5c0145340b2e1a2	The gene's architecture and its instrument
ed	8	architecture	ExtDataFig8c_architecture	png	6.585	1.850	results/gene_architecture/figures/fragments_and_duplicates.png	figures/ExtDataFig8c_architecture.png	150201	8cd90e611eef97135981dc811236142e2bb0134210dda28fd625dac91b65b3be	The gene's architecture and its instrument
ed	8	architecture	ExtDataFig8c_architecture	pdf			results/gene_architecture/figures/fragments_and_duplicates.pdf	figures/ExtDataFig8c_architecture.pdf	17441	6a4ea5a39880f93b16580ca5e8037a3317ba57b42f38e908dc87274a86a2f30e	The gene's architecture and its instrument
supp	1	representative_alignment	SuppFig1_representative_alignment	png	5.408	5.953	results/supplementary/figures/SuppFig1_representative_alignment.png	figures/SuppFig1_representative_alignment.png	422053	cfe246904a031aa8e8d04f790310e899a5e13dcba16ec71e9ef1d3f3101d3444	The alignment and the columns the tree saw
supp	1	representative_alignment	SuppFig1_representative_alignment	pdf			results/supplementary/figures/SuppFig1_representative_alignment.pdf	figures/SuppFig1_representative_alignment.pdf	100757	8b17c842ef8018afb188e0932cd530d12b7bcdc059761c3a0e9efc4bd8cb536d	The alignment and the columns the tree saw
