id	section	claim	expected	found	verdict	note	source	op
CO39	constraint	the ITPR1 pore domain without the loop beats the linkers at p = 0.0054	0.0054	0.0054	ok		results/constraint/constraint_by_element.tsv	cell
CO40	constraint	the ITPR2 pore domain without the loop beats the linkers at p = 0.0011	0.0011	0.0011	ok		results/constraint/constraint_by_element.tsv	cell
CO41	constraint	the ITPR3 pore domain without the loop beats the linkers at p = 0.0083	0.0083	0.0083	ok		results/constraint/constraint_by_element.tsv	cell
CO42	constraint	the ITPR2 gate beats the linkers at p = 0.0154	0.0154	0.0154	ok		results/constraint/constraint_by_element.tsv	cell
CO43	constraint	the ITPR3 gate beats the linkers at p = 0.0224	0.0224	0.0224	ok		results/constraint/constraint_by_element.tsv	cell
CO44	constraint	the ITPR3 filter beats the linkers at p = 0.0237	0.0237	0.0237	ok		results/constraint/constraint_by_element.tsv	cell
CO45	constraint	40 ITPR2 luminal-loop residues carry a score	40	40	ok		results/constraint/constraint_by_element.tsv	cell
CO46	constraint	the ITPR1 gate modal-residue fraction is 0.9846	0.9846	0.9846	ok		results/constraint/metric_controls.tsv	cell
CO47	constraint	the ITPR2 gate modal-residue fraction is 1.0	1.0	1.0	ok		results/constraint/metric_controls.tsv	cell
CO48	constraint	the ITPR1 luminal loop modal-residue fraction is 0.5468	0.5468	0.5468	ok		results/constraint/metric_controls.tsv	cell
CO49	constraint	the ITPR2 luminal loop modal-residue fraction is 0.5632	0.5632	0.5632	ok		results/constraint/metric_controls.tsv	cell
CO50	constraint	the ITPR3 luminal loop modal-residue fraction is 0.5236	0.5236	0.5236	ok		results/constraint/metric_controls.tsv	cell
CO51	constraint	on curated sequences alone the ITPR1 loop scores 0.6191	0.6191	0.6191	ok		results/constraint/metric_controls.tsv	cell
CO52	constraint	with the loop included the ITPR1 pore domain scored 0.697, p = 0.96	JSD 0.697, p = 0.96	JSD 0.697, p = 0.96	ok		results/constraint/report.md	grep
CO53	constraint	ITPR3 contacts beat the whole protein at p = 0.0042	0.0042	0.0042	ok		results/constraint/functional_site_constraint.tsv	cell
CO54	constraint	ITPR1 contacts against the rest of their elements: p = 0.0697	0.0697	0.0697	ok		results/constraint/functional_site_constraint.tsv	cell
CO55	constraint	ITPR2 contacts against the rest of their elements: p = 0.0021	0.0021	0.0021	ok		results/constraint/functional_site_constraint.tsv	cell
CO56	constraint	ITPR3 contacts against the rest of their elements: p = 0.0253	0.0253	0.0253	ok		results/constraint/functional_site_constraint.tsv	cell
CO57	constraint	the gate is identical in ITPR1_vs_ITPR2	1.0	1.0	ok		results/constraint/paralog_identity_by_element.tsv	cell
CO58	constraint	the gate is identical in ITPR1_vs_ITPR3	1.0	1.0	ok		results/constraint/paralog_identity_by_element.tsv	cell
CO59	constraint	the gate is identical in ITPR2_vs_ITPR3	1.0	1.0	ok		results/constraint/paralog_identity_by_element.tsv	cell
CO60	constraint	ITPR1_vs_ITPR2 luminal loop identity is 0.3111	0.3111	0.3111	ok		results/constraint/paralog_identity_by_element.tsv	cell
CO61	constraint	ITPR1_vs_ITPR3 luminal loop identity is 0.2041	0.2041	0.2041	ok		results/constraint/paralog_identity_by_element.tsv	cell
CO62	constraint	ITPR2_vs_ITPR3 luminal loop identity is 0.1304	0.1304	0.1304	ok		results/constraint/paralog_identity_by_element.tsv	cell
CO63	constraint	ITPR1_vs_ITPR2 whole-protein identity is 0.7026	0.7026	0.7026	ok		results/constraint/paralog_identity_by_element.tsv	cell
CO64	constraint	ITPR1_vs_ITPR3 whole-protein identity is 0.6405	0.6405	0.6405	ok		results/constraint/paralog_identity_by_element.tsv	cell
CO65	constraint	ITPR2_vs_ITPR3 whole-protein identity is 0.6628	0.6628	0.6628	ok		results/constraint/paralog_identity_by_element.tsv	cell
CO66	constraint	ITPR1_vs_ITPR2 identity on the trimmed alignment is 0.812	0.812	0.812	ok		results/constraint/paralog_identity_by_element.tsv	cell
CO67	constraint	ITPR1_vs_ITPR3 identity on the trimmed alignment is 0.7526	0.7526	0.7526	ok		results/constraint/paralog_identity_by_element.tsv	cell
CO68	constraint	ITPR2_vs_ITPR3 identity on the trimmed alignment is 0.7728	0.7728	0.7728	ok		results/constraint/paralog_identity_by_element.tsv	cell
CO69	constraint	trimming keeps 12 luminal-loop residues	12	12	ok		results/constraint/paralog_identity_by_element.tsv	cell
CO70	constraint	of the loop's 51	51	51	ok		results/constraint/paralog_identity_by_element.tsv	cell
CO71	constraint	FEL calls 0.2667 of ITPR1 loop codons purifying	0.2667	0.2667	ok		results/constraint/selection_by_element.tsv	cell
CO72	constraint	FEL calls 0.3333 of ITPR2 loop codons purifying	0.3333	0.3333	ok		results/constraint/selection_by_element.tsv	cell
CO73	constraint	FEL calls 0.2667 of ITPR3 loop codons purifying	0.2667	0.2667	ok		results/constraint/selection_by_element.tsv	cell
CO74	constraint	FEL calls 0.8603 of ITPR1 codons purifying	0.8603	0.8603	ok		results/constraint/selection_by_element.tsv	cell
CO75	constraint	FEL calls 0.712 of ITPR2 codons purifying	0.712	0.712	ok		results/constraint/selection_by_element.tsv	cell
CO76	constraint	FEL calls 0.7733 of ITPR3 codons purifying	0.7733	0.7733	ok		results/constraint/selection_by_element.tsv	cell
CO77	constraint	ITPR1 loop median beta is 0.3275	0.3275	0.3275	ok		results/constraint/selection_by_element.tsv	cell
CO78	constraint	ITPR2 loop median beta is 0.3902	0.3902	0.3902	ok		results/constraint/selection_by_element.tsv	cell
CO79	constraint	ITPR3 loop median beta is 0.3946	0.3946	0.3946	ok		results/constraint/selection_by_element.tsv	cell
CO80	constraint	16 structures carry the painted constraint layer	16	16	ok		results/constraint/painted_structures.tsv	count
CO81	constraint	the synonymous rate is unidentifiable at 671 sites	671	671	ok		results/methods/codon_model_power.tsv	cell
CO82	constraint	of 7,368 scored sites	7368	7368	ok		results/methods/codon_model_power.tsv	cell
CO83	constraint	1006 ITPR1 ClinVar records were kept	1006	1006	ok		results/constraint/clinvar_transcripts.tsv	cell
CO84	constraint	299 ITPR2 ClinVar records were kept	299	299	ok		results/constraint/clinvar_transcripts.tsv	cell
CO85	constraint	448 ITPR3 ClinVar records were kept	448	448	ok		results/constraint/clinvar_transcripts.tsv	cell
CO86	constraint	both curated residue-level variants are recovered	2	2	ok		results/constraint/curated_variant_control.tsv	count
CO87	constraint	875 ITPR1 records are of uncertain significance	875	875	ok		results/constraint/variants.tsv	count
CO88	constraint	261 ITPR2 records are of uncertain significance	261	261	ok		results/constraint/variants.tsv	count
CO89	constraint	410 ITPR3 records are of uncertain significance	410	410	ok		results/constraint/variants.tsv	count
CO90	constraint	pooled family-layer AUC against the whole protein is 0.7574	0.7574	0.7574	ok		results/constraint/variant_constraint_test.tsv	cell
CO91	constraint	2 ITPR1 pathogenic positions fall in the gate	2	2	ok		results/constraint/variant_by_element.tsv	cell
CO92	constraint	the gate enrichment odds ratio is 48.9	48.9	48.937	ok		results/constraint/variant_by_element.tsv	cell
CO93	constraint	the gate enrichment p is 0.0019	0.0019	0.0019	ok		results/constraint/variant_by_element.tsv	cell
CO94	constraint	58 ITPR1 VUS sit at or above the pathogenic median	58	58	ok		results/constraint/vus_stratification.tsv	cell
CO95	constraint	of 570 scored ITPR1 VUS	570	570	ok		results/constraint/vus_stratification.tsv	cell
CO96	constraint	11 ITPR2 VUS sit at or above the pathogenic median	11	11	ok		results/constraint/vus_stratification.tsv	cell
CO97	constraint	of 196 scored ITPR2 VUS	196	196	ok		results/constraint/vus_stratification.tsv	cell
CO98	constraint	34 ITPR3 VUS sit at or above the pathogenic median	34	34	ok		results/constraint/vus_stratification.tsv	cell
CO99	constraint	of 299 scored ITPR3 VUS	299	299	ok		results/constraint/vus_stratification.tsv	cell
CO100	constraint	the shape-screen bar is 0.7133	0.7133	0.7133	ok		results/constraint/align_stats.json	json
CO101	constraint	one chimeric model inflated ITPR2 from 3,380 to 5,676 columns	MAFFT opened the ITPR2 alignment to 5,676 columns	MAFFT opened the ITPR2 alignment to 5,676 columns	ok		results/constraint/report.md	grep
CO102	constraint	unrestricted, the deep layer separates 45 pathogenic positions	45	45	ok		results/constraint/variant_constraint_test.tsv	cell
CO103	constraint	from 42 benign positions	42	42	ok		results/constraint/variant_constraint_test.tsv	cell
CO104	constraint	at AUC 0.7926	0.7926	0.7926	ok		results/constraint/variant_constraint_test.tsv	cell
CO105	constraint	within ITPR1 the family layer reaches 0.9013 on the shared set	0.9013	0.9013	ok		results/constraint/variant_constraint_test.tsv	cell
CO106	constraint	within ITPR3 the family layer reaches 0.8533	0.8533	0.8533	ok		results/constraint/variant_constraint_test.tsv	cell
C01	retention,archive,constraint	the vertebrate genome scope is 309 assemblies	309	309	ok		results/genome_manifest.tsv	nunique
T53	constraint	57 vertebrate tips have a validated coding sequence	57	57	ok		results/selection/cds_status.tsv	count
T54	constraint	the trimmed codon alignment is 2,459 codons	**2459 codons**	**2459 codons**	ok		results/selection/report.md	grep
T56	constraint	12 likelihood-ratio tests were corrected together	12	12	ok		results/selection/selection_stats.json	json
C100	constraint	one-ratio omega for ITPR1 is 0.0238	0.02375	0.02375	ok		results/selection/omega_table.tsv	cell
C101	constraint	one-ratio omega for ITPR2 is 0.0430	0.04303	0.04303	ok		results/selection/omega_table.tsv	cell
C102	constraint	one-ratio omega for ITPR3 is 0.0415	0.04152	0.04152	ok		results/selection/omega_table.tsv	cell
C103	constraint	on curated CDS only, ITPR1 is 0.0212	0.02118	0.02118	ok		results/selection/omega_table.tsv	cell
C105	constraint	RELAX gives k = 9.36, intensified, for ITPR1	9.3587	9.358685495606336	ok		results/selection/relax_table.tsv	cell
C106	constraint	k = 0.91, relaxed, for ITPR2	0.9085	0.9084665220829636	ok		results/selection/relax_table.tsv	cell
C107	constraint	k = 0.84, relaxed, for ITPR3	0.8356	0.83558929131743	ok		results/selection/relax_table.tsv	cell
C108	constraint	the ITPR1 stem branch-site omega2 is 5.53	5.52937	5.52937	ok		results/selection/bs_restarts.tsv	cell
C109	constraint	on 11.0 % of sites	0.1102	0.1102	ok		results/selection/bs_restarts.tsv	cell
C110	constraint	3 of 12 branch-site restarts fell below their own null	3	3	ok		results/selection/bs_restarts.tsv	count
C115	constraint	the deep layer holds 264 ITPR1 orthologues	264	264	ok		results/constraint/layer_sizes.tsv	cell
C116	constraint	249 for ITPR2	249	249	ok		results/constraint/layer_sizes.tsv	cell
C117	constraint	265 for ITPR3	265	265	ok		results/constraint/layer_sizes.tsv	cell
C118	constraint	the family layer holds all 128 ITPR tips	128	128	ok		results/constraint/layer_sizes.tsv	cell
C119	constraint	the ITPR1 gate has a mean JSD of 0.799	0.7994	0.7994	ok		results/constraint/constraint_by_element.tsv	cell
C120	constraint	the ITPR1 linker control mean is 0.726	0.7256	0.7256	ok		results/constraint/constraint_by_element.tsv	cell
C121	constraint	the ITPR1 luminal loop has a mean JSD of 0.488	0.4883	0.4883	ok		results/constraint/constraint_by_element.tsv	cell
C122	constraint	the luminal loop is 49 residues in ITPR1	49	49	ok		results/constraint/constraint_by_element.tsv	cell
C123	constraint	RIH-associated is the most constrained domain in ITPR1	0.8037	0.8037	ok		results/constraint/constraint_by_element.tsv	cell
C125	constraint	they beat the whole ITPR1 protein at p = 0.013	0.013	0.013	ok		results/constraint/functional_site_constraint.tsv	cell
C126	constraint	and the whole ITPR2 protein at p = 6e-04	0.0006	0.0006	ok		results/constraint/functional_site_constraint.tsv	cell
C127	constraint	1,753 ClinVar missense records were placed	1753	1753	ok		results/constraint/variants.tsv	count
C128	constraint	1,546 of them are variants of uncertain significance	1546	1546	ok		results/constraint/variants.tsv	count
C129	constraint	the family layer is the best classifier (AUC 0.872)	0.8723	0.8723	ok		results/constraint/variant_constraint_test.tsv	cell
C130	constraint	the vertebrate layer reaches 0.854	0.8536	0.8536	ok		results/constraint/variant_constraint_test.tsv	cell
C131	constraint	the deep layer only 0.758	0.758	0.758	ok		results/constraint/variant_constraint_test.tsv	cell
C132	constraint	the shallow control 0.684	0.6842	0.6842	ok		results/constraint/variant_constraint_test.tsv	cell
C133	constraint	the contrast rests on 44 pathogenic positions	44	44	ok		results/constraint/variant_constraint_test.tsv	cell
C134	constraint	and 34 benign ones	34	34	ok		results/constraint/variant_constraint_test.tsv	cell
C135	constraint	FEL finds 5,766 purifying sites across the three paralogues	5766	5766	ok		results/constraint/fel_status.tsv	sum
C136	constraint	and one diversifying site	1	1	ok		results/constraint/fel_status.tsv	sum
