case_id	accession	junction_index	q_residue	intron_start	intron_end	intron_class	splice_class	donor	acceptor	probe_len	junction_offset_in_probe	left_nt	right_nt	db	status	n_hits	n_spanning	n_spanning_anchor_only	best_identity	best_subject
case_a	GCA_014281875.1	9	317	12491412	12491777	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_a	GCA_014281875.1	8	285	12491874	12492632	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_a	GCA_014281875.1	7	236	12492780	12492947	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_a	GCA_014281875.1	6	208	12493032	12493248	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_a	GCA_014281875.1	5	175	12493348	12494160	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_a	GCA_014281875.1	4	122	12494320	12495115	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_a	GCA_014281875.1	3	93	12495203	12495290	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_a	GCA_014281875.1	2	54	12495410	12495733	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_a	GCA_014281875.1	1	30	12495805	12500214	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_a	GCA_014281875.1	55	2675	12447919	12449617	unannotated	canonical	GT	AG	171	90	90	81	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	54	2621	12449780	12456594	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	53	2567	12456756	12456850	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	1		
case_a	GCA_014281875.1	52	2512	12457017	12457109	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	51	2471	12457232	12459635	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	50	2388	12459862	12459963	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	49	2333	12460129	12460234	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	48	2274	12460411	12461881	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	47	2232	12462008	12462205	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	46	2168	12462399	12462549	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	45	2123	12462673	12464567	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	1		
case_a	GCA_014281875.1	44	2083	12464688	12464846	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	43	2051	12464943	12465280	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	42	2014	12465392	12465928	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	41	1947	12466130	12466236	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	40	1862	12466491	12467112	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	39	1802	12467294	12467435	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	38	1745	12467607	12467890	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	37	1705	12468012	12477998	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	36	1668	12478108	12478682	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	35	1621	12478826	12479174	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	34	1560	12479357	12479467	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	33	1520	12479589	12479905	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	32	1477	12480035	12480232	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	31	1435	12480359	12480447	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	30	1334	12480700	12480821	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	29	1267	12481023	12481318	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	28	1226	12481442	12481538	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	27	1184	12481665	12481748	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	26	1155	12481836	12482390	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	1		
case_a	GCA_014281875.1	25	1099	12482559	12482893	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	24	1045	12483055	12483166	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	1		
case_a	GCA_014281875.1	23	1020	12483251	12483343	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	22	979	12483468	12483549	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	21	916	12483738	12484487	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	20	866	12484640	12484725	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	19	816	12484874	12484961	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	18	732	12485214	12485386	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	17	670	12485570	12485812	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	16	630	12485933	12486261	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	15	573	12486435	12487844	unannotated	minor	GC	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	14	520	12488004	12488191	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	13	472	12488334	12488427	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	12	419	12488589	12488687	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	1		
case_a	GCA_014281875.1	11	385	12488788	12489507	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	10	335	12489660	12491366	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	3	0	0		
case_a	GCA_014281875.1	9	317	12491412	12491777	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	3	0	0		
case_a	GCA_014281875.1	8	285	12491874	12492632	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	7	236	12492780	12492947	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	6	208	12493032	12493248	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	5	175	12493348	12494160	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	4	122	12494320	12495115	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	1		
case_a	GCA_014281875.1	3	93	12495203	12495290	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	2	54	12495410	12495733	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_a	GCA_014281875.1	1	30	12495805	12500214	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	59	2632	8174211	8175043	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	58	2578	8175206	8176099	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	57	2524	8176261	8176819	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	56	2469	8176986	8177367	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	55	2429	8177487	8177568	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	54	2395	8177674	8178177	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	53	2333	8178365	8178795	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	52	2278	8178961	8179409	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	51	2220	8179586	8181040	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	50	2181	8181161	8181398	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	49	2117	8181592	8182183	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	48	2080	8182295	8182940	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	47	2052	8183025	8183655	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	46	2018	8183758	8183868	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	45	1986	8183965	8184522	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	44	1949	8184634	8185075	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	43	1882	8185277	8186043	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	42	1816	8186263	8187582	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	41	1763	8187743	8188336	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	40	1704	8188513	8189073	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	39	1673	8189168	8189438	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	38	1636	8189548	8189642	unannotated	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	37	1587	8189792	8190451	model_to_gap	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	13	468	8216668	8217043	between_models	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	2	54	8225580	8229124	between_models	canonical	GT	AG	180	90	90	90	mrna	cached	0	0	0		
case_b	GCA_031216635.1	59	2632	8174211	8175043	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	58	2578	8175206	8176099	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	57	2524	8176261	8176819	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	56	2469	8176986	8177367	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	55	2429	8177487	8177568	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	54	2395	8177674	8178177	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	53	2333	8178365	8178795	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	52	2278	8178961	8179409	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	51	2220	8179586	8181040	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	50	2181	8181161	8181398	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	49	2117	8181592	8182183	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	48	2080	8182295	8182940	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	47	2052	8183025	8183655	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	1		
case_b	GCA_031216635.1	46	2018	8183758	8183868	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	45	1986	8183965	8184522	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	44	1949	8184634	8185075	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	43	1882	8185277	8186043	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	42	1816	8186263	8187582	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	41	1763	8187743	8188336	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	40	1704	8188513	8189073	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	39	1673	8189168	8189438	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	38	1636	8189548	8189642	unannotated	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	37	1587	8189792	8190451	model_to_gap	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	13	468	8216668	8217043	between_models	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
case_b	GCA_031216635.1	2	54	8225580	8229124	between_models	canonical	GT	AG	180	90	90	90	genomic_control	cached	2	0	0		
