id	section	claim	expected	found	verdict	note	source	op
OR57	origin	ITPR3 mean exon length 137.8 bp	137.8	137.8	ok		results/gene_architecture/gene_architecture_stats.json	json
OR58	origin	ITPR1 spans a median 147,445 bp	147445	147445.0	ok		results/gene_architecture/gene_architecture_stats.json	json
OR59	origin	ITPR2 spans 243,700 bp	243700	243700.0	ok		results/gene_architecture/gene_architecture_stats.json	json
OR60	origin	ITPR3 spans 58,175 bp	58175	58175.0	ok		results/gene_architecture/gene_architecture_stats.json	json
OR61	origin	the RyR control carries 14,910 bp	14910	14910.0	ok		results/gene_architecture/gene_architecture_stats.json	json
OR62	origin	all 14 anchor residues land in one column	14	14	ok		results/gene_architecture/frame_anchors.tsv	count
OR63	origin	ITPR1 vs ITPR2 shared introns 87.6-fold	87.6	87.648	ok		results/gene_architecture/gene_architecture_stats.json	json
OR64	origin	ITPR1 vs ITPR3 85.6-fold	85.6	85.616	ok		results/gene_architecture/gene_architecture_stats.json	json
OR65	origin	ITPR2 vs ITPR3 88.4-fold	88.4	88.434	ok		results/gene_architecture/gene_architecture_stats.json	json
OR66	origin	the RyR core holds 91 positions at 90 %	91	91	ok		results/gene_architecture/gene_architecture_stats.json	json
OR67	origin	406 termini fall inside an exon	406	406	ok		results/gene_architecture/gene_architecture_stats.json	json
OR68	origin	353 termini fall inside an intron	353	353	ok		results/gene_architecture/gene_architecture_stats.json	json
OR69	origin	the tandem detector finds 342 duplicated cells	342	342	ok		results/gene_architecture/gene_architecture_stats.json	json
OR70	origin	and wrongly calls 21 single-copy ones	21	21	ok		results/gene_architecture/gene_architecture_stats.json	json
RE01	retention	161 order representatives enter the scope	161	161	ok		results/genome_manifest.tsv	count
RE02	retention	169 margin species enter the scope	the union is **169 species**	the union is **169 species**	ok		results/genome_manifest_notes.md	grep
RE03	retention	the bait panel holds 38 baits	38	38	ok		results/s5_baits/bait_build_stats.json	json
RE04	retention	30 of them are IP3 receptors	30	30	ok		results/s5_baits/bait_build_stats.json	json
RE05	retention	8 are ryanodine receptors	8	8	ok		results/s5_baits/bait_build_stats.json	json
RE06	retention	the panel totals 121,294 residues	121294	121294	ok		results/s5_baits/bait_build_stats.json	json
RE07	retention	the widest IP3R intron is 152,216 bp (human ITPR1)	152216	152216	ok		results/s5_baits/intron_calibration.tsv	cell
RE08	retention	the widest RyR intron is 227,927 bp (human RYR2)	227927	227927	ok		results/s5_baits/intron_calibration.tsv	cell
RE09	retention	the inherited attribution margin was 0.333	0.333	0.333	ok		results/genome_ledger/margin_calibration.json	json
RE10	retention	the margin in force is 0.22	0.22	0.22	ok		results/genome_ledger/margin_calibration.json	json
RE11	retention	542 annotation-established loci were measured	542	542	ok		results/genome_ledger/margin_calibration.json	json
RE12	retention	368 of them fall below the inherited margin	368	368	ok		results/genome_ledger/margin_calibration.json	json
RE13	retention	all 53 annotated rescue fragments agree	53	53	ok		results/genome_ledger/margin_calibration.json	json
RE14	retention	the contiguity bar is the median span of 28 genes	28	28	ok		results/genome_ledger/ledger_stats.json	json
RE15	retention	a found cell's median contig N50 is 3,396,515 bp	median 3,396,515 vs 23,460	median 3,396,515 vs 23,460	ok		results/methods/contiguity_tests.tsv	grep
RE16	retention	the odds rise 8.10-fold per tenfold N50	8.10	8.10	ok		results/methods/report.md	grep
RE17	retention	and 19.99-fold in the RyR series	OR per 10x=19.99	OR per 10x=19.99	ok		results/methods/contiguity_tests.tsv	grep
RE18	retention	chromosome-level assemblies miss 3 IP3R cells	3	3	ok		results/methods/contiguity_by_stratum.tsv	cell
RE19	retention	of 512	512	512	ok		results/methods/contiguity_by_stratum.tsv	cell
RE20	retention	and 0 of 172 RyR cells	172	172	ok		results/methods/contiguity_by_stratum.tsv	cell
RE21	retention	below the bar ITPR1 misses 0.3917	0.3917	0.3917	ok		results/methods/contiguity_tests.tsv	cell
RE22	retention	ITPR2 misses 0.4333	0.4333	0.4333	ok		results/methods/contiguity_tests.tsv	cell
RE23	retention	ITPR3 misses 0.3	0.3000	0.3000	ok		results/methods/contiguity_tests.tsv	cell
RE24	retention	above the bar the IP3R series has 563 cells	563	563	ok		results/methods/absence_floor.tsv	cell
RE25	retention	of which 5 are missed	5	5	ok		results/methods/absence_floor.tsv	cell
RE26	retention	120 genomes fall below the bar	120	120	ok		results/loss_dynamics/loss_dynamics_stats.json	json
RE27	retention	dropping ITPR2's baits costs 240 cells	-240	-240	ok		results/methods/methods_stats.json	json
RE28	retention	19 panels were simulated, the full one and 18 ablations	19	19	ok		results/methods/panel_recall.tsv	nunique
RE29	retention	2,179 call changes across all panels	2179	2179	ok		results/methods/panel_changes.tsv	count
RE30	retention	68 of them are gains	68	68	ok		results/methods/panel_changes.tsv	count
RE31	retention	783 cells are a single full-coverage locus	783	783	ok		results/loss_dynamics/state_counts.tsv	cell
RE32	retention	90 are truncated by the assembly	90	90	ok		results/loss_dynamics/state_counts.tsv	cell
RE33	retention	7 are partial	7	7	ok		results/loss_dynamics/state_counts.tsv	cell
RE34	retention	11 of 120 genomes below the bar fall short of 2.5 gene-equivalents	11	11	ok		results/loss_dynamics/loss_dynamics_stats.json	json
RE35	retention	44 positive regions calibrate the bar	44	44	ok		results/loss_dynamics/recon_calibration.tsv	cell
RE36	retention	9 negative regions	9	9	ok		results/loss_dynamics/recon_calibration.tsv	cell
RE37	retention	20 co-shattered regions	20	20	ok		results/loss_dynamics/recon_calibration.tsv	cell
RE38	retention	positive median coverage 0.7948	0.7948	0.7948	ok		results/loss_dynamics/recon_calibration.tsv	cell
RE39	retention	negative median 0.0303	0.0303	0.0303	ok		results/loss_dynamics/recon_calibration.tsv	cell
RE40	retention	co-shattered median 0.6308	0.6308	0.6308	ok		results/loss_dynamics/recon_calibration.tsv	cell
RE41	retention	the gap's upper edge is 0.1737	0.1737	0.1737	ok		results/loss_dynamics/recon_calibration.tsv	cell
RE58	retention	the gap's lower edge is 0.1	0.1	0.1	ok		results/loss_dynamics/recon_calibration.tsv	cell
RE42	retention	the operating point is 0.13685	0.13685	0.13685	ok		results/loss_dynamics/recon_calibration.tsv	cell
RE43	retention	432 rescue regions were offered to synteny	432	432	ok		results/loss_dynamics/loss_dynamics_stats.json	json
RE44	retention	273 sit on a contig with no annotated gene	273	273	ok		results/loss_dynamics/loss_dynamics_stats.json	json
RE45	retention	8 reach the caller's floor	8	8	ok		results/loss_dynamics/loss_dynamics_stats.json	json
RE46	retention	the median region's contig extends 39.936 kb	39.936	39.936	ok		results/loss_dynamics/synteny_reach_summary.tsv	cell
RE47	retention	the taxonomy tree has 468 internal nodes	468	468	ok		results/loss_dynamics/tree_polytomies.tsv	count
RE48	retention	49 of them are polytomies	49	49	ok		results/loss_dynamics/tree_polytomies.tsv	count
RE49	retention	the family coding's worst case is 1 genome	1	1	ok		results/loss_counts/loss_counts_stats.json	json
RE50	retention	twelve Mk combinations are refused at the base setting	12	12	ok		results/loss_counts/loss_counts_stats.json	json
RE51	retention	ITPR3 exceeds its matched siblings in 39 genomes	39	39	ok		results/loss_dynamics/integrity_tests.tsv	cell
RE52	retention	to 14	14	14	ok		results/loss_dynamics/integrity_tests.tsv	cell
RE53	retention	7 family loci fire a fossil reading	7	7	ok		results/loss_counts/loss_counts_stats.json	json
RE54	retention	the bird ITPR3 excess is 25 genomes	25	25	ok		results/loss_counts/lesion_by_class.tsv	cell
RE55	retention	to 2	2	2	ok		results/loss_counts/lesion_by_class.tsv	cell
RE56	retention	21 of the 27 bird pairs lie below the bar	21	21	ok		results/loss_counts/lesion_class_controls.tsv	cell
RE57	retention	6 pairs lie above it	6	6	ok		results/loss_counts/lesion_class_controls.tsv	cell
AR01	archive	923 IP3 receptor genes are demonstrated in the DNA	923	923	ok		results/methods/gene_recovery.tsv	count
AR02	archive	744 of them have no protein record that reaches them	744	744	ok		results/methods/gene_recovery.tsv	count
AR03	archive	1,232 genome-by-cell genes are demonstrated, both families	1232	1232	ok		results/methods/gene_recovery.tsv	count
AR04	archive	257 ITPR1 genes are unreachable	257	257	ok		results/methods/gene_recovery_by_cell.tsv	cell
AR05	archive	of 309 ITPR1 genes	309	309	ok		results/methods/gene_recovery_by_cell.tsv	cell
AR06	archive	260 ITPR2 genes are unreachable	260	260	ok		results/methods/gene_recovery_by_cell.tsv	cell
AR07	archive	of 307 ITPR2 genes	307	307	ok		results/methods/gene_recovery_by_cell.tsv	cell
AR08	archive	227 ITPR3 genes are unreachable	227	227	ok		results/methods/gene_recovery_by_cell.tsv	cell
AR09	archive	of 307 ITPR3 genes	307	307	ok		results/methods/gene_recovery_by_cell.tsv	cell
AR10	archive	196 ryanodine receptor control cells are unreachable	196	196	ok		results/methods/gene_recovery_by_cell.tsv	cell
AR11	archive	of 309 control cells	309	309	ok		results/methods/gene_recovery_by_cell.tsv	cell
AR12	archive	289 unreachable IP3R genes are in species without a reference proteome	289	289	ok		results/methods/gene_recovery.tsv	count
AR13	archive	186 in species with only fragmentary records	186	186	ok		results/methods/gene_recovery.tsv	count
AR14	archive	254 where records exist and none resolves to the paralogue	254	254	ok		results/methods/gene_recovery.tsv	count
AR15	archive	15 in species with no family record at all	15	15	ok		results/methods/gene_recovery.tsv	count
AR16	archive	179 IP3R genes are held as DNA and as a resolving record	179	179	ok		results/methods/gene_recovery.tsv	count
AR17	archive	order representatives lose 413 genes	413	413	ok		results/methods/gene_recovery_by_scope.tsv	cell
AR18	archive	of 556	556	556	ok		results/methods/gene_recovery_by_scope.tsv	cell
AR19	archive	margin species lose 465 genes	465	465	ok		results/methods/gene_recovery_by_scope.tsv	cell
AR20	archive	of 592	592	592	ok		results/methods/gene_recovery_by_scope.tsv	cell
AR21	archive	Pfam enumeration returns 3,135 gene-scale vertebrate records	3135	3135	ok		results/methods/head_to_head.tsv	cell
AR22	archive	the profile pair returns 3,136	3136	3136	ok		results/methods/head_to_head.tsv	cell
AR23	archive	3,135 are shared	3135	3135	ok		results/methods/head_to_head.tsv	cell
AR24	archive	the sweep's models come from 224 genomes	224	224	ok		results/census_v4/census_v4_stats.json	json
AR25	archive	488 of the models are IP3 receptors	488	488	ok		results/census_v4/census_v4_stats.json	json
AR26	archive	3 lie inside a gene named for another paralogue	3	3	ok		results/census_v4/census_v4_stats.json	json
AR27	archive	2,144 gene-scale loci are audited	2144	2144	ok		results/annotation_audit/annotation_audit_stats.json	json
AR28	archive	1,059 of them are IP3 receptor loci	1059	1059	ok		results/annotation_audit/annotation_audit_stats.json	json
AR29	archive	255 loci sit in assemblies with no gene set	255	255	ok		results/annotation_audit/annotation_audit_stats.json	json
AR30	archive	932 IP3 receptor loci are scorable	932	932	ok		results/annotation_audit/annotation_audit_stats.json	json
AR31	archive	942 ryanodine receptor loci are scorable	942	942	ok		results/annotation_audit/annotation_audit_stats.json	json
AR32	archive	8,306 of the protein records are vertebrate	8306	8306	ok		results/annotation_audit/annotation_audit_stats.json	json
AR33	archive	168 assemblies carry a RefSeq annotation	168	168	ok		results/genome_manifest.tsv	count
AR34	archive	141 carry a GenBank annotation or none	141	141	ok		results/genome_manifest.tsv	count
AR35	archive	the bait panel holds 38 proteins	38	38	ok		results/s5_baits/bait_manifest.tsv	count
AR36	archive	689 IP3R loci are complete	689	689	ok		results/annotation_audit/family_vs_control.tsv	cell
AR37	archive	243 are not	243	243	ok		results/annotation_audit/family_vs_control.tsv	cell
AR38	archive	149 are fragmentary	149	149	ok		results/annotation_audit/family_vs_control.tsv	cell
AR39	archive	14 are split	14	14	ok		results/annotation_audit/family_vs_control.tsv	cell
AR40	archive	38 are unannotated	38	38	ok		results/annotation_audit/family_vs_control.tsv	cell
AR41	archive	the bar is validated on 1,077 loci	1077	1077	ok		results/annotation_audit/complete_calibration.tsv	cell
AR42	archive	14 of them fall below the bar	14	14	ok		results/annotation_audit/complete_calibration.tsv	cell
AR43	archive	712 loci are complete at a bar of 0.3	712	712	ok		results/annotation_audit/state_sensitivity.tsv	cell
AR44	archive	635 at a bar of 0.95	635	635	ok		results/annotation_audit/state_sensitivity.tsv	cell
AR45	archive	on good contigs 38 IP3R loci fail	38	38	ok		results/annotation_audit/family_vs_control.tsv	cell
AR46	archive	of 568	568	568	ok		results/annotation_audit/family_vs_control.tsv	cell
AR47	archive	243 of 433 bird loci are complete	243	243	ok		results/annotation_audit/state_by_class.tsv	cell
AR48	archive	of 433 bird loci	433	433	ok		results/annotation_audit/state_by_class.tsv	cell
AR49	archive	124 bird loci are fragmentary	124	124	ok		results/annotation_audit/state_by_class.tsv	cell
